minute_utc,cdn_error_pct,ttfb_p99_ms,ttfb_p50_ms,request_count,5xx_total_pct,edge_pop,status
2024-06-20T21:01:00Z,0.0296,188,66,3898732,0.0178,MAD05,nominal
2024-06-20T21:02:00Z,0.0441,177,62,1991498,0.0265,MAD05,nominal
2024-06-20T21:03:00Z,0.0307,159,56,3407871,0.0184,MAD05,nominal
2024-06-20T21:04:00Z,0.0457,190,66,1562643,0.0274,TLL12,nominal
2024-06-20T21:05:00Z,0.0261,187,65,3514220,0.0157,LHR02,nominal
2024-06-20T21:06:00Z,0.0252,160,56,1130007,0.0151,OSL10,nominal
2024-06-20T21:07:00Z,0.0369,155,54,2995823,0.0221,AMS01,nominal
2024-06-20T21:08:00Z,0.0369,164,57,3599895,0.0221,ATH08,nominal
2024-06-20T21:09:00Z,0.0345,168,59,3886147,0.0207,BUD07,nominal
2024-06-20T21:10:00Z,0.0163,184,64,3025634,0.0098,BUD07,nominal
2024-06-20T21:11:00Z,0.0437,181,63,2323690,0.0262,WAW06,nominal
2024-06-20T21:12:00Z,0.0486,190,66,3278003,0.0292,FRA04,nominal
2024-06-20T21:13:00Z,0.0302,167,58,2422698,0.0181,WAW06,nominal
2024-06-20T21:14:00Z,0.0236,193,68,2040631,0.0142,BUD07,nominal
2024-06-20T21:15:00Z,0.0349,176,62,4015976,0.0209,TLL12,nominal
2024-06-20T21:16:00Z,0.026,172,60,4234106,0.0156,ATH08,nominal
2024-06-20T21:17:00Z,0.0465,168,59,2377027,0.0279,LHR02,nominal
2024-06-20T21:18:00Z,0.0486,187,65,964375,0.0292,AMS01,nominal
2024-06-20T21:19:00Z,0.0485,176,62,1476826,0.0291,OSL10,nominal
2024-06-20T21:20:00Z,0.0357,187,65,2721602,0.0214,MAD05,nominal
2024-06-20T21:21:00Z,0.0134,158,55,1275384,0.008,LHR02,nominal
2024-06-20T21:22:00Z,0.0489,168,59,2884446,0.0293,MAD05,nominal
2024-06-20T21:23:00Z,0.0328,170,59,2946425,0.0197,HEL11,nominal
2024-06-20T21:24:00Z,0.0372,168,59,3713124,0.0223,STO09,nominal
2024-06-20T21:25:00Z,0.0205,178,62,2056563,0.0123,AMS01,nominal
2024-06-20T21:26:00Z,0.0308,169,59,3187836,0.0185,MAD05,nominal
2024-06-20T21:27:00Z,0.0438,185,65,4118051,0.0263,AMS01,nominal
2024-06-20T21:28:00Z,0.0488,189,66,3038086,0.0293,AMS01,nominal
2024-06-20T21:29:00Z,0.0287,162,57,1642526,0.0172,BUD07,nominal
2024-06-20T21:30:00Z,0.0312,155,54,4343686,0.0187,CDG03,nominal
2024-06-20T21:31:00Z,0.0409,170,59,2142756,0.0245,STO09,nominal
2024-06-20T21:32:00Z,0.0271,174,61,3371362,0.0163,CDG03,nominal
2024-06-20T21:33:00Z,0.0354,169,59,2580967,0.0212,TLL12,nominal
2024-06-20T21:34:00Z,0.0247,159,56,3342453,0.0148,FRA04,nominal
2024-06-20T21:35:00Z,0.0133,177,62,3604143,0.008,HEL11,nominal
2024-06-20T21:36:00Z,0.0382,193,68,3682026,0.0229,FRA04,nominal
2024-06-20T21:37:00Z,0.0198,168,59,995708,0.0119,MAD05,nominal
2024-06-20T21:38:00Z,0.0258,191,67,3050346,0.0155,FRA04,nominal
2024-06-20T21:39:00Z,0.0313,175,61,1865974,0.0188,ATH08,nominal
2024-06-20T21:40:00Z,0.0474,188,66,2147175,0.0284,OSL10,nominal
2024-06-20T21:41:00Z,0.0125,170,59,3967246,0.0075,OSL10,nominal
2024-06-20T21:42:00Z,0.0203,160,56,2621145,0.0122,STO09,nominal
2024-06-20T21:43:00Z,0.0446,162,57,1490255,0.0268,BUD07,nominal
2024-06-20T21:44:00Z,0.0307,189,66,4021362,0.0184,OSL10,nominal
2024-06-20T21:45:00Z,0.0242,192,67,3317411,0.0145,FRA04,nominal
2024-06-20T21:46:00Z,0.0256,175,61,1079537,0.0154,WAW06,nominal
2024-06-20T21:47:00Z,0.0487,193,68,4292616,0.0292,STO09,nominal
2024-06-20T21:48:00Z,0.0268,170,59,1885108,0.0161,MAD05,nominal
2024-06-20T21:49:00Z,0.0408,171,60,1675256,0.0245,TLL12,nominal
2024-06-20T21:50:00Z,0.0315,174,61,2392435,0.0189,MAD05,nominal
2024-06-20T21:51:00Z,0.0447,178,62,1040494,0.0268,ATH08,nominal
2024-06-20T21:52:00Z,0.0396,183,64,3731436,0.0238,FRA04,nominal
2024-06-20T21:53:00Z,0.0279,163,57,3446813,0.0167,AMS01,nominal
2024-06-20T21:54:00Z,0.0449,168,59,1403094,0.0269,LHR02,nominal
2024-06-20T21:55:00Z,0.0205,155,54,3834811,0.0123,WAW06,nominal
2024-06-20T21:56:00Z,0.0249,158,55,1816208,0.0149,FRA04,nominal
2024-06-20T21:57:00Z,0.0135,195,68,2767770,0.0081,ATH08,nominal
2024-06-20T21:58:00Z,0.0429,179,63,2672873,0.0257,AMS01,nominal
2024-06-20T21:59:00Z,0.0491,176,62,2241903,0.0295,STO09,nominal
2024-06-20T22:00:00Z,0.0289,180,63,4410201,0.0173,LHR02,nominal
2024-06-20T22:01:00Z,0.0189,164,57,4154069,0.0113,LHR02,nominal
2024-06-20T22:02:00Z,0.0455,172,60,1384051,0.0273,HEL11,nominal
2024-06-20T22:03:00Z,0.0215,172,60,3593621,0.0129,MAD05,nominal
2024-06-20T22:04:00Z,0.0449,186,65,3679716,0.0269,WAW06,nominal
2024-06-20T22:05:00Z,0.0325,184,64,4404159,0.0195,WAW06,nominal
2024-06-20T22:06:00Z,0.0475,178,62,1865518,0.0285,TLL12,nominal
2024-06-20T22:07:00Z,0.0103,164,57,1778065,0.0062,CDG03,nominal
2024-06-20T22:08:00Z,0.0245,181,63,1189890,0.0147,BUD07,nominal
2024-06-20T22:09:00Z,0.0324,189,66,3698069,0.0194,OSL10,nominal
2024-06-20T22:10:00Z,0.0381,188,66,2623358,0.0229,WAW06,nominal
2024-06-20T22:11:00Z,0.0297,187,65,2990036,0.0178,BUD07,nominal
2024-06-20T22:12:00Z,0.0183,170,59,3444425,0.011,MAD05,nominal
2024-06-20T22:13:00Z,0.0329,177,62,4153225,0.0197,BUD07,nominal
2024-06-20T22:14:00Z,0.0186,184,64,2368131,0.0112,FRA04,nominal
2024-06-20T22:15:00Z,0.0429,172,60,2318493,0.0257,TLL12,nominal
2024-06-20T22:16:00Z,0.0491,168,59,3721662,0.0295,BUD07,nominal
2024-06-20T22:17:00Z,0.0177,162,57,4271461,0.0106,STO09,nominal
2024-06-20T22:18:00Z,0.0417,186,65,3058910,0.025,CDG03,nominal
2024-06-20T22:19:00Z,0.0224,174,61,1749590,0.0134,BUD07,nominal
2024-06-20T22:20:00Z,0.0387,176,62,1553544,0.0232,AMS01,nominal
2024-06-20T22:21:00Z,0.0146,194,68,1848069,0.0088,FRA04,nominal
2024-06-20T22:22:00Z,0.0171,157,55,3610758,0.0103,FRA04,nominal
2024-06-20T22:23:00Z,0.026,171,60,1258168,0.0156,BUD07,nominal
2024-06-20T22:24:00Z,0.0248,185,65,2142007,0.0149,OSL10,nominal
2024-06-20T22:25:00Z,0.011,195,68,811820,0.0066,FRA04,nominal
2024-06-20T22:26:00Z,0.0173,186,65,2516245,0.0104,BUD07,nominal
2024-06-20T22:27:00Z,0.0304,194,68,2481723,0.0182,FRA04,nominal
2024-06-20T22:28:00Z,0.0235,158,55,4064146,0.0141,STO09,nominal
2024-06-20T22:29:00Z,0.0349,167,58,1642090,0.0209,WAW06,nominal
2024-06-20T22:30:00Z,0.0238,190,66,3387108,0.0143,LHR02,nominal
2024-06-20T22:31:00Z,0.0495,184,64,2001372,0.0297,BUD07,nominal
2024-06-20T22:32:00Z,0.0277,182,64,1046712,0.0166,OSL10,nominal
2024-06-20T22:33:00Z,0.0286,177,62,3594271,0.0172,BUD07,nominal
2024-06-20T22:34:00Z,0.0395,160,56,3732514,0.0237,BUD07,nominal
2024-06-20T22:35:00Z,0.0113,177,62,3354143,0.0068,BUD07,nominal
2024-06-20T22:36:00Z,0.0424,171,60,4458311,0.0254,BUD07,nominal
2024-06-20T22:37:00Z,0.0111,189,66,1810742,0.0067,TLL12,nominal
2024-06-20T22:38:00Z,0.0136,195,68,3901556,0.0082,CDG03,nominal
2024-06-20T22:39:00Z,0.0173,175,61,3565396,0.0104,ATH08,nominal
2024-06-20T22:40:00Z,0.045,194,68,4063170,0.027,CDG03,nominal
2024-06-20T22:41:00Z,0.0208,163,57,915120,0.0125,BUD07,nominal
2024-06-20T22:42:00Z,0.0241,159,56,3189526,0.0145,STO09,nominal
2024-06-20T22:43:00Z,0.018,165,58,3954969,0.0108,BUD07,nominal
2024-06-20T22:44:00Z,0.0139,191,67,1219471,0.0083,LHR02,nominal
2024-06-20T22:45:00Z,0.0175,166,58,2698086,0.0105,ATH08,nominal
2024-06-20T22:46:00Z,0.0322,172,60,1055828,0.0193,ATH08,nominal
2024-06-20T22:47:00Z,0.0115,184,64,3216669,0.0069,ATH08,nominal
2024-06-20T22:48:00Z,0.0179,174,61,3554883,0.0107,STO09,nominal
2024-06-20T22:49:00Z,0.0328,177,62,3133189,0.0197,HEL11,nominal
2024-06-20T22:50:00Z,0.0144,181,63,3581651,0.0086,LHR02,nominal
2024-06-20T22:51:00Z,0.0481,175,61,1739933,0.0289,AMS01,nominal
2024-06-20T22:52:00Z,0.025,174,61,4153786,0.015,BUD07,nominal
2024-06-20T22:53:00Z,0.0158,176,62,1869654,0.0095,OSL10,nominal
2024-06-20T22:54:00Z,0.0187,175,61,4234174,0.0112,FRA04,nominal
2024-06-20T22:55:00Z,0.0246,186,65,2484284,0.0148,AMS01,nominal
2024-06-20T22:56:00Z,0.0139,186,65,3687680,0.0083,STO09,nominal
2024-06-20T22:57:00Z,0.0106,186,65,3389745,0.0064,HEL11,nominal
2024-06-20T22:58:00Z,0.0296,194,68,1507121,0.0178,MAD05,nominal
2024-06-20T22:59:00Z,0.0471,159,56,3724929,0.0283,CDG03,nominal
2024-06-20T23:00:00Z,0.0416,179,63,3642359,0.025,AMS01,nominal
2024-06-20T23:01:00Z,0.0269,172,60,1325314,0.0161,ATH08,nominal
2024-06-20T23:02:00Z,0.0439,186,65,2153668,0.0263,LHR02,nominal
2024-06-20T23:03:00Z,0.016,176,62,4214823,0.0096,LHR02,nominal
2024-06-20T23:04:00Z,0.0282,157,55,2086445,0.0169,LHR02,nominal
2024-06-20T23:05:00Z,0.0322,179,63,2222313,0.0193,WAW06,nominal
2024-06-20T23:06:00Z,0.0157,192,67,4248725,0.0094,ATH08,nominal
2024-06-20T23:07:00Z,0.0337,173,61,2797233,0.0202,LHR02,nominal
2024-06-20T23:08:00Z,0.0313,161,56,3447227,0.0188,ATH08,nominal
2024-06-20T23:09:00Z,0.042,189,66,2872988,0.0252,HEL11,nominal
2024-06-20T23:10:00Z,0.0297,161,56,1067360,0.0178,STO09,nominal
2024-06-20T23:11:00Z,0.0276,158,55,1721735,0.0166,FRA04,nominal
2024-06-20T23:12:00Z,0.0152,168,59,2194207,0.0091,FRA04,nominal
2024-06-20T23:13:00Z,0.0269,160,56,3488597,0.0161,FRA04,nominal
2024-06-20T23:14:00Z,0.0329,192,67,2505798,0.0197,STO09,nominal
2024-06-20T23:15:00Z,0.011,194,68,4484138,0.0066,AMS01,nominal
2024-06-20T23:16:00Z,0.0396,169,59,1545992,0.0238,LHR02,nominal
2024-06-20T23:17:00Z,0.0195,192,67,1840629,0.0117,AMS01,nominal
2024-06-20T23:18:00Z,0.0113,195,68,2508479,0.0068,TLL12,nominal
2024-06-20T23:19:00Z,0.0483,171,60,4442182,0.029,HEL11,nominal
2024-06-20T23:20:00Z,0.042,193,68,2170663,0.0252,OSL10,nominal
2024-06-20T23:21:00Z,0.0231,172,60,3255932,0.0139,HEL11,nominal
2024-06-20T23:22:00Z,0.0386,181,63,1236107,0.0232,HEL11,nominal
2024-06-20T23:23:00Z,0.0366,177,62,2381788,0.022,CDG03,nominal
2024-06-20T23:24:00Z,0.0141,191,67,3719096,0.0085,CDG03,nominal
2024-06-20T23:25:00Z,0.032,192,67,3072714,0.0192,ATH08,nominal
2024-06-20T23:26:00Z,0.013,176,62,2287133,0.0078,MAD05,nominal
2024-06-20T23:27:00Z,0.0219,172,60,3629882,0.0131,MAD05,nominal
2024-06-20T23:28:00Z,0.0173,183,64,3452617,0.0104,AMS01,nominal
2024-06-20T23:29:00Z,0.0284,171,60,3814767,0.017,LHR02,nominal
2024-06-20T23:30:00Z,0.0411,191,67,1117817,0.0247,HEL11,nominal
2024-06-20T23:31:00Z,0.0193,181,63,1037078,0.0116,ATH08,nominal
2024-06-20T23:32:00Z,0.0467,155,54,3342529,0.028,ATH08,nominal
2024-06-20T23:33:00Z,0.0272,161,56,2934420,0.0163,FRA04,nominal
2024-06-20T23:34:00Z,0.0199,184,64,4396589,0.0119,TLL12,nominal
2024-06-20T23:35:00Z,0.0119,182,64,3926313,0.0071,ATH08,nominal
2024-06-20T23:36:00Z,0.049,155,54,2198110,0.0294,MAD05,nominal
2024-06-20T23:37:00Z,0.0492,183,64,4328536,0.0295,ATH08,nominal
2024-06-20T23:38:00Z,0.018,173,61,1114031,0.0108,WAW06,nominal
2024-06-20T23:39:00Z,0.0477,182,64,3813591,0.0286,LHR02,nominal
2024-06-20T23:40:00Z,0.0235,162,57,2575482,0.0141,BUD07,nominal
2024-06-20T23:41:00Z,0.0179,182,64,3664396,0.0107,OSL10,nominal
2024-06-20T23:42:00Z,0.013,179,63,1313010,0.0078,WAW06,nominal
2024-06-20T23:43:00Z,0.0428,194,68,2724389,0.0257,OSL10,nominal
2024-06-20T23:44:00Z,0.0175,164,57,1833857,0.0105,LHR02,nominal
2024-06-20T23:45:00Z,0.0356,190,66,2397667,0.0214,ATH08,nominal
2024-06-20T23:46:00Z,0.046,188,66,878025,0.0276,CDG03,nominal
2024-06-20T23:47:00Z,0.0157,158,55,3627519,0.0094,LHR02,nominal
2024-06-20T23:48:00Z,0.0414,156,55,1244346,0.0248,OSL10,nominal
2024-06-20T23:49:00Z,0.0191,184,64,2722212,0.0115,TLL12,nominal
2024-06-20T23:50:00Z,0.0491,165,58,2327346,0.0295,AMS01,nominal
2024-06-20T23:51:00Z,0.0156,166,58,1636309,0.0094,TLL12,nominal
2024-06-20T23:52:00Z,0.021,188,66,1014530,0.0126,OSL10,nominal
2024-06-20T23:53:00Z,0.0395,183,64,1487373,0.0237,MAD05,nominal
2024-06-20T23:54:00Z,0.0486,182,64,1090834,0.0292,CDG03,nominal
2024-06-20T23:55:00Z,0.0321,163,57,4419945,0.0193,WAW06,nominal
2024-06-20T23:56:00Z,0.0321,160,56,2125906,0.0193,STO09,nominal
2024-06-20T23:57:00Z,0.0482,166,58,1099616,0.0289,WAW06,nominal
2024-06-20T23:58:00Z,0.0241,189,66,2424747,0.0145,ATH08,nominal
2024-06-20T23:59:00Z,0.0221,179,63,1448757,0.0133,FRA04,nominal
2024-06-21T00:00:00Z,0.0267,165,58,2004468,0.016,AMS01,nominal
2024-06-21T00:01:00Z,0.0233,167,58,2132943,0.014,CDG03,nominal
2024-06-21T00:02:00Z,0.0411,164,57,1401766,0.0247,BUD07,nominal
2024-06-21T00:03:00Z,0.0444,185,65,3534698,0.0266,FRA04,nominal
2024-06-21T00:04:00Z,0.0437,178,62,3300008,0.0262,BUD07,nominal
2024-06-21T00:05:00Z,0.0378,161,56,1427237,0.0227,AMS01,nominal
2024-06-21T00:06:00Z,0.0429,189,66,4398830,0.0257,STO09,nominal
2024-06-21T00:07:00Z,0.0446,169,59,3821103,0.0268,STO09,nominal
2024-06-21T00:08:00Z,0.0443,195,68,3922303,0.0266,ATH08,nominal
2024-06-21T00:09:00Z,0.0123,187,65,3205747,0.0074,TLL12,nominal
2024-06-21T00:10:00Z,0.0497,178,62,2057980,0.0298,WAW06,nominal
2024-06-21T00:11:00Z,0.0477,161,56,1575586,0.0286,HEL11,nominal
2024-06-21T00:12:00Z,0.0184,175,61,1047935,0.011,LHR02,nominal
2024-06-21T00:13:00Z,0.0202,185,65,2366928,0.0121,BUD07,nominal
2024-06-21T00:14:00Z,0.0281,191,67,3916939,0.0169,FRA04,nominal
2024-06-21T00:15:00Z,0.0138,180,63,4489170,0.0083,BUD07,nominal
2024-06-21T00:16:00Z,0.0181,190,66,2685399,0.0109,FRA04,nominal
2024-06-21T00:17:00Z,0.0298,191,67,1318559,0.0179,MAD05,nominal
2024-06-21T00:18:00Z,0.0136,156,55,3960182,0.0082,OSL10,nominal
2024-06-21T00:19:00Z,0.0282,164,57,818081,0.0169,STO09,nominal
2024-06-21T00:20:00Z,0.048,164,57,4218554,0.0288,ATH08,nominal
2024-06-21T00:21:00Z,0.0275,167,58,3517674,0.0165,STO09,nominal
2024-06-21T00:22:00Z,0.0143,173,61,1126125,0.0086,AMS01,nominal
2024-06-21T00:23:00Z,0.0301,165,58,3409747,0.0181,ATH08,nominal
2024-06-21T00:24:00Z,0.0451,195,68,1009918,0.0271,MAD05,nominal
2024-06-21T00:25:00Z,0.0255,166,58,857647,0.0153,MAD05,nominal
2024-06-21T00:26:00Z,0.0106,171,60,4426339,0.0064,LHR02,nominal
2024-06-21T00:27:00Z,0.0263,192,67,1886286,0.0158,BUD07,nominal
2024-06-21T00:28:00Z,0.0168,175,61,3974254,0.0101,AMS01,nominal
2024-06-21T00:29:00Z,0.0295,192,67,3171891,0.0177,AMS01,nominal
2024-06-21T00:30:00Z,0.0127,164,57,1525624,0.0076,FRA04,nominal
2024-06-21T00:31:00Z,0.0338,166,58,2082964,0.0203,LHR02,nominal
2024-06-21T00:32:00Z,0.0337,169,59,1354040,0.0202,CDG03,nominal
2024-06-21T00:33:00Z,0.0385,173,61,2972540,0.0231,BUD07,nominal
2024-06-21T00:34:00Z,0.0446,169,59,1760341,0.0268,CDG03,nominal
2024-06-21T00:35:00Z,0.0476,157,55,1207989,0.0286,LHR02,nominal
2024-06-21T00:36:00Z,0.0332,188,66,1620312,0.0199,BUD07,nominal
2024-06-21T00:37:00Z,0.0167,181,63,4307418,0.01,HEL11,nominal
2024-06-21T00:38:00Z,0.0284,179,63,2762308,0.017,FRA04,nominal
2024-06-21T00:39:00Z,0.0247,156,55,3826053,0.0148,MAD05,nominal
2024-06-21T00:40:00Z,0.043,191,67,3633458,0.0258,AMS01,nominal
2024-06-21T00:41:00Z,0.0357,163,57,4108157,0.0214,BUD07,nominal
2024-06-21T00:42:00Z,0.0426,161,56,1181297,0.0256,MAD05,nominal
2024-06-21T00:43:00Z,0.0376,181,63,2381433,0.0226,AMS01,nominal
2024-06-21T00:44:00Z,0.041,165,58,2907638,0.0246,ATH08,nominal
2024-06-21T00:45:00Z,0.012,195,68,2791052,0.0072,HEL11,nominal
2024-06-21T00:46:00Z,0.0126,188,66,1636757,0.0076,OSL10,nominal
2024-06-21T00:47:00Z,0.0242,190,66,1115845,0.0145,ATH08,nominal
2024-06-21T00:48:00Z,0.0468,163,57,4181983,0.0281,MAD05,nominal
2024-06-21T00:49:00Z,0.0296,169,59,3899800,0.0178,FRA04,nominal
2024-06-21T00:50:00Z,0.0435,177,62,3744983,0.0261,BUD07,nominal
2024-06-21T00:51:00Z,0.0327,172,60,1085980,0.0196,CDG03,nominal
2024-06-21T00:52:00Z,0.0133,188,66,3482701,0.008,AMS01,nominal
2024-06-21T00:53:00Z,0.048,180,63,3323783,0.0288,BUD07,nominal
2024-06-21T00:54:00Z,0.0228,171,60,4162866,0.0137,STO09,nominal
2024-06-21T00:55:00Z,0.0372,164,57,2824601,0.0223,HEL11,nominal
2024-06-21T00:56:00Z,0.0202,189,66,2555999,0.0121,STO09,nominal
2024-06-21T00:57:00Z,0.0447,178,62,3586475,0.0268,CDG03,nominal
2024-06-21T00:58:00Z,0.0305,192,67,2267107,0.0183,AMS01,nominal
2024-06-21T00:59:00Z,0.0328,193,68,2233203,0.0197,CDG03,nominal
2024-06-21T01:00:00Z,0.0166,164,57,2476186,0.01,ATH08,nominal
2024-06-21T01:01:00Z,0.0135,161,56,905685,0.0081,BUD07,nominal
2024-06-21T01:02:00Z,0.0148,173,61,1627858,0.0089,LHR02,nominal
2024-06-21T01:03:00Z,0.026,189,66,1313581,0.0156,BUD07,nominal
2024-06-21T01:04:00Z,0.0388,185,65,4294900,0.0233,STO09,nominal
2024-06-21T01:05:00Z,0.0144,171,60,843844,0.0086,CDG03,nominal
2024-06-21T01:06:00Z,0.0494,168,59,3055724,0.0296,FRA04,nominal
2024-06-21T01:07:00Z,0.043,155,54,2831124,0.0258,CDG03,nominal
2024-06-21T01:08:00Z,0.0172,164,57,3916329,0.0103,OSL10,nominal
2024-06-21T01:09:00Z,0.0267,162,57,2717810,0.016,WAW06,nominal
2024-06-21T01:10:00Z,0.0466,180,63,2450995,0.028,FRA04,nominal
2024-06-21T01:11:00Z,0.0109,186,65,1175273,0.0065,MAD05,nominal
2024-06-21T01:12:00Z,0.0389,178,62,3834130,0.0233,WAW06,nominal
2024-06-21T01:13:00Z,0.0324,168,59,2957886,0.0194,LHR02,nominal
2024-06-21T01:14:00Z,0.0423,173,61,1710950,0.0254,CDG03,nominal
2024-06-21T01:15:00Z,0.0265,176,62,4354026,0.0159,ATH08,nominal
2024-06-21T01:16:00Z,0.0362,173,61,3400880,0.0217,HEL11,nominal
2024-06-21T01:17:00Z,0.0102,190,66,2432926,0.0061,STO09,nominal
2024-06-21T01:18:00Z,0.0361,171,60,3650884,0.0217,FRA04,nominal
2024-06-21T01:19:00Z,0.0406,177,62,3425092,0.0244,ATH08,nominal
2024-06-21T01:20:00Z,0.0371,155,54,4352498,0.0223,WAW06,nominal
2024-06-21T01:21:00Z,0.023,172,60,2913182,0.0138,MAD05,nominal
2024-06-21T01:22:00Z,0.0472,166,58,3568154,0.0283,MAD05,nominal
2024-06-21T01:23:00Z,0.0342,167,58,3142005,0.0205,HEL11,nominal
2024-06-21T01:24:00Z,0.0313,177,62,811438,0.0188,ATH08,nominal
2024-06-21T01:25:00Z,0.0233,167,58,4182558,0.014,AMS01,nominal
2024-06-21T01:26:00Z,0.0232,182,64,2730639,0.0139,FRA04,nominal
2024-06-21T01:27:00Z,0.0442,166,58,3068119,0.0265,MAD05,nominal
2024-06-21T01:28:00Z,0.0101,175,61,3614201,0.0061,HEL11,nominal
2024-06-21T01:29:00Z,0.0352,171,60,1471148,0.0211,FRA04,nominal
2024-06-21T01:30:00Z,0.0424,192,67,2629626,0.0254,AMS01,nominal
2024-06-21T01:31:00Z,0.0404,190,66,2144445,0.0242,HEL11,nominal
