window_start_utc,instrument,vwap_usd,volume_lots,open_usd,high_usd,low_usd,close_usd,num_trades,tick_direction,dst_correct_local,exchange_session,circuit_breaker_active
2024-11-03T09:02:00Z,YMH5,2193.93,503,2193.47,2194.58,2192.86,2193.82,210,up,2024-11-03T04:02:00,pre_open,False
2024-11-03T09:02:00Z,MES,2193.65,1186,2194.28,2195.23,2192.84,2194.03,385,flat,2024-11-03T04:02:00,pre_open,False
2024-11-03T09:03:00Z,ESZ4,4564.52,609,4564.42,4565.93,4563.69,4563.97,91,up,2024-11-03T04:03:00,pre_open,False
2024-11-03T09:03:00Z,NQZ4,19839.31,100,19840.65,19842.06,19837.48,19839.73,168,up,2024-11-03T04:03:00,pre_open,False
2024-11-03T09:03:00Z,RTYH5,2198.88,1107,2198.03,2199.21,2197.0,2198.01,179,flat,2024-11-03T04:03:00,pre_open,False
2024-11-03T09:03:00Z,YMH5,2197.78,973,2198.95,2199.07,2196.7,2197.53,264,flat,2024-11-03T04:03:00,pre_open,False
2024-11-03T09:03:00Z,MES,2200.09,1155,2200.58,2202.27,2198.95,2200.39,386,down,2024-11-03T04:03:00,pre_open,False
2024-11-03T09:04:00Z,ESZ4,4565.04,1466,4564.69,4565.7,4563.7,4564.98,154,down,2024-11-03T04:04:00,pre_open,False
2024-11-03T09:04:00Z,NQZ4,19844.04,437,19844.65,19844.87,19843.56,19843.36,382,up,2024-11-03T04:04:00,pre_open,False
2024-11-03T09:04:00Z,RTYH5,2194.43,176,2195.66,2196.82,2194.41,2193.65,241,up,2024-11-03T04:04:00,pre_open,False
2024-11-03T09:04:00Z,YMH5,2194.08,619,2195.01,2195.78,2193.25,2193.54,260,up,2024-11-03T04:04:00,pre_open,False
2024-11-03T09:04:00Z,MES,2194.89,1720,2195.36,2197.2,2194.17,2195.43,225,down,2024-11-03T04:04:00,pre_open,False
2024-11-03T09:05:00Z,ESZ4,4564.38,308,4563.91,4565.09,4563.46,4564.62,282,flat,2024-11-03T04:05:00,pre_open,False
2024-11-03T09:05:00Z,NQZ4,19835.48,1428,19836.85,19837.64,19833.7,19835.9,328,down,2024-11-03T04:05:00,pre_open,False
2024-11-03T09:05:00Z,RTYH5,2198.0,360,2198.44,2199.97,2196.59,2198.38,276,up,2024-11-03T04:05:00,pre_open,False
2024-11-03T09:05:00Z,YMH5,2193.83,1750,2193.07,2194.95,2192.53,2194.55,242,flat,2024-11-03T04:05:00,pre_open,False
2024-11-03T09:05:00Z,MES,2200.78,612,2200.39,2201.01,2198.43,2200.26,384,up,2024-11-03T04:05:00,pre_open,False
2024-11-03T09:06:00Z,ESZ4,4560.7,291,4560.86,4562.33,4560.38,4560.16,284,down,2024-11-03T04:06:00,pre_open,False
2024-11-03T09:06:00Z,NQZ4,19837.25,1344,19835.92,19839.1,19835.83,19836.68,471,up,2024-11-03T04:06:00,pre_open,False
2024-11-03T09:06:00Z,RTYH5,2201.13,720,2202.61,2203.55,2200.36,2200.76,110,down,2024-11-03T04:06:00,pre_open,False
2024-11-03T09:06:00Z,YMH5,2195.42,1689,2196.84,2198.81,2193.95,2195.44,278,up,2024-11-03T04:06:00,pre_open,False
2024-11-03T09:06:00Z,MES,2198.53,1663,2198.1,2199.58,2196.58,2198.08,33,flat,2024-11-03T04:06:00,pre_open,False
2024-11-03T09:07:00Z,ESZ4,4562.59,169,4561.97,4563.66,4561.81,4562.34,170,up,2024-11-03T04:07:00,pre_open,False
2024-11-03T09:07:00Z,NQZ4,19840.75,1412,19841.75,19842.09,19839.6,19841.17,403,up,2024-11-03T04:07:00,pre_open,False
2024-11-03T09:07:00Z,RTYH5,2202.14,1548,2201.07,2204.08,2200.62,2202.22,469,flat,2024-11-03T04:07:00,pre_open,False
2024-11-03T09:07:00Z,YMH5,2201.36,1218,2201.21,2202.85,2199.52,2201.36,456,flat,2024-11-03T04:07:00,pre_open,False
2024-11-03T09:07:00Z,MES,2200.48,330,2199.4,2200.53,2198.35,2201.47,68,up,2024-11-03T04:07:00,pre_open,False
2024-11-03T09:08:00Z,ESZ4,4559.23,698,4560.04,4561.44,4558.18,4559.01,477,flat,2024-11-03T04:08:00,pre_open,False
2024-11-03T09:08:00Z,NQZ4,19837.72,686,19836.36,19838.54,19835.46,19836.93,206,flat,2024-11-03T04:08:00,pre_open,False
2024-11-03T09:08:00Z,RTYH5,2203.31,1761,2202.7,2204.29,2200.73,2204.31,316,up,2024-11-03T04:08:00,pre_open,False
2024-11-03T09:08:00Z,YMH5,2201.48,424,2201.89,2203.64,2201.24,2201.66,311,down,2024-11-03T04:08:00,pre_open,False
2024-11-03T09:08:00Z,MES,2198.11,1730,2196.65,2199.84,2196.06,2198.53,55,down,2024-11-03T04:08:00,pre_open,False
2024-11-03T09:09:00Z,ESZ4,4566.37,429,4566.69,4568.35,4565.33,4566.42,382,flat,2024-11-03T04:09:00,pre_open,False
2024-11-03T09:09:00Z,NQZ4,19836.12,291,19837.22,19837.28,19834.32,19835.31,299,flat,2024-11-03T04:09:00,pre_open,False
2024-11-03T09:09:00Z,RTYH5,2193.69,721,2195.01,2195.53,2192.55,2194.18,260,up,2024-11-03T04:09:00,pre_open,False
2024-11-03T09:09:00Z,YMH5,2194.96,142,2194.98,2195.69,2193.81,2194.97,496,up,2024-11-03T04:09:00,pre_open,False
2024-11-03T09:09:00Z,MES,2203.03,1170,2202.88,2203.43,2201.69,2202.73,393,flat,2024-11-03T04:09:00,pre_open,False
2024-11-03T09:10:00Z,ESZ4,4559.31,416,4559.62,4560.26,4557.94,4558.37,67,up,2024-11-03T04:10:00,pre_open,False
2024-11-03T09:10:00Z,NQZ4,19835.48,424,19834.7,19835.64,19834.64,19835.59,16,down,2024-11-03T04:10:00,pre_open,False
2024-11-03T09:10:00Z,RTYH5,2195.7,981,2196.17,2196.92,2194.3,2194.85,206,flat,2024-11-03T04:10:00,pre_open,False
2024-11-03T09:10:00Z,YMH5,2201.16,763,2201.79,2202.75,2200.09,2200.35,215,up,2024-11-03T04:10:00,pre_open,False
2024-11-03T09:10:00Z,MES,2197.06,686,2196.65,2197.53,2196.12,2197.63,229,up,2024-11-03T04:10:00,pre_open,False
2024-11-03T09:11:00Z,ESZ4,4565.02,742,4563.56,4566.18,4561.75,4565.84,103,flat,2024-11-03T04:11:00,pre_open,False
2024-11-03T09:11:00Z,NQZ4,19836.28,261,19837.7,19838.8,19834.35,19836.26,152,up,2024-11-03T04:11:00,pre_open,False
2024-11-03T09:11:00Z,RTYH5,2201.16,248,2201.67,2203.05,2200.58,2201.02,345,flat,2024-11-03T04:11:00,pre_open,False
2024-11-03T09:11:00Z,YMH5,2203.32,624,2202.02,2203.85,2200.68,2202.94,227,flat,2024-11-03T04:11:00,pre_open,False
2024-11-03T09:11:00Z,MES,2202.55,1648,2203.55,2203.62,2201.84,2202.36,484,down,2024-11-03T04:11:00,pre_open,False
2024-11-03T09:12:00Z,ESZ4,4566.31,147,4567.01,4568.58,4565.65,4565.6,428,up,2024-11-03T04:12:00,pre_open,False
2024-11-03T09:12:00Z,NQZ4,19838.54,1370,19839.94,19841.76,19838.01,19839.06,133,up,2024-11-03T04:12:00,pre_open,False
2024-11-03T09:12:00Z,RTYH5,2197.69,1162,2197.51,2199.65,2195.89,2197.21,356,up,2024-11-03T04:12:00,pre_open,False
2024-11-03T09:12:00Z,YMH5,2201.49,1600,2201.11,2202.86,2201.01,2201.97,384,flat,2024-11-03T04:12:00,pre_open,False
2024-11-03T09:12:00Z,MES,2193.88,423,2194.25,2195.51,2193.14,2193.61,336,flat,2024-11-03T04:12:00,pre_open,False
2024-11-03T09:13:00Z,ESZ4,4558.6,1147,4558.56,4560.19,4558.18,4558.7,71,up,2024-11-03T04:13:00,pre_open,False
2024-11-03T09:13:00Z,NQZ4,19837.85,1040,19837.99,19839.94,19836.0,19836.86,359,flat,2024-11-03T04:13:00,pre_open,False
2024-11-03T09:13:00Z,RTYH5,2202.72,848,2202.13,2204.23,2202.05,2202.02,79,flat,2024-11-03T04:13:00,pre_open,False
2024-11-03T09:13:00Z,YMH5,2199.7,418,2201.2,2202.75,2199.39,2198.78,225,down,2024-11-03T04:13:00,pre_open,False
2024-11-03T09:13:00Z,MES,2197.15,1200,2196.91,2198.8,2194.95,2197.27,390,up,2024-11-03T04:13:00,pre_open,False
2024-11-03T09:14:00Z,ESZ4,4558.72,326,4557.32,4559.84,4555.93,4558.2,345,flat,2024-11-03T04:14:00,pre_open,False
2024-11-03T09:14:00Z,NQZ4,19839.04,1908,19840.45,19842.22,19837.62,19839.92,171,up,2024-11-03T04:14:00,pre_open,False
2024-11-03T09:14:00Z,RTYH5,2197.87,888,2199.15,2200.5,2197.73,2196.99,86,down,2024-11-03T04:14:00,pre_open,False
2024-11-03T09:14:00Z,YMH5,2199.02,1128,2198.86,2200.82,2198.29,2198.69,162,up,2024-11-03T04:14:00,pre_open,False
2024-11-03T09:14:00Z,MES,2203.05,1383,2203.81,2204.81,2202.53,2202.31,11,flat,2024-11-03T04:14:00,pre_open,False
2024-11-03T09:15:00Z,ESZ4,4560.33,1841,4560.41,4562.38,4559.07,4559.36,11,flat,2024-11-03T04:15:00,pre_open,False
2024-11-03T09:15:00Z,NQZ4,19843.67,1717,19843.01,19843.69,19842.02,19843.6,227,down,2024-11-03T04:15:00,pre_open,False
2024-11-03T09:15:00Z,RTYH5,2194.81,1958,2193.6,2196.79,2192.73,2193.89,28,down,2024-11-03T04:15:00,pre_open,False
2024-11-03T09:15:00Z,YMH5,2201.54,426,2202.4,2203.06,2199.63,2201.71,296,down,2024-11-03T04:15:00,pre_open,False
2024-11-03T09:15:00Z,MES,2202.78,1104,2202.42,2203.99,2200.43,2202.68,199,up,2024-11-03T04:15:00,pre_open,False
2024-11-03T09:16:00Z,ESZ4,4567.13,1684,4568.31,4570.28,4567.11,4567.7,83,down,2024-11-03T04:16:00,pre_open,False
2024-11-03T09:16:00Z,NQZ4,19842.19,244,19842.88,19844.51,19841.4,19841.33,261,up,2024-11-03T04:16:00,pre_open,False
2024-11-03T09:16:00Z,RTYH5,2203.47,997,2204.0,2204.21,2203.01,2203.38,278,down,2024-11-03T04:16:00,pre_open,False
2024-11-03T09:16:00Z,YMH5,2193.91,232,2194.21,2194.86,2193.91,2193.59,275,up,2024-11-03T04:16:00,pre_open,False
2024-11-03T09:16:00Z,MES,2194.51,211,2194.33,2196.27,2192.87,2195.28,151,up,2024-11-03T04:16:00,pre_open,False
2024-11-03T09:17:00Z,ESZ4,4558.79,1845,4558.37,4560.32,4557.51,4558.17,255,flat,2024-11-03T04:17:00,pre_open,False
2024-11-03T09:17:00Z,NQZ4,19845.03,907,19845.82,19846.14,19844.03,19844.92,38,up,2024-11-03T04:17:00,pre_open,False
2024-11-03T09:17:00Z,RTYH5,2195.1,1565,2194.61,2195.39,2194.01,2195.76,348,flat,2024-11-03T04:17:00,pre_open,False
2024-11-03T09:17:00Z,YMH5,2196.59,853,2198.03,2199.64,2195.51,2195.97,99,up,2024-11-03T04:17:00,pre_open,False
2024-11-03T09:17:00Z,MES,2199.44,238,2200.19,2201.8,2199.16,2198.6,200,flat,2024-11-03T04:17:00,pre_open,False
2024-11-03T09:18:00Z,ESZ4,4560.55,703,4562.04,4562.77,4560.04,4559.98,174,flat,2024-11-03T04:18:00,pre_open,False
2024-11-03T09:18:00Z,NQZ4,19838.87,1303,19837.79,19840.77,19837.4,19838.55,388,down,2024-11-03T04:18:00,pre_open,False
2024-11-03T09:18:00Z,RTYH5,2195.58,863,2196.3,2196.58,2194.03,2195.07,140,down,2024-11-03T04:18:00,pre_open,False
2024-11-03T09:18:00Z,YMH5,2194.46,1806,2195.77,2197.66,2193.23,2194.93,363,down,2024-11-03T04:18:00,pre_open,False
2024-11-03T09:18:00Z,MES,2203.48,1319,2204.67,2205.98,2203.35,2204.11,57,down,2024-11-03T04:18:00,pre_open,False
2024-11-03T09:19:00Z,ESZ4,4559.91,1549,4559.83,4561.42,4558.22,4560.43,177,up,2024-11-03T04:19:00,pre_open,False
2024-11-03T09:19:00Z,NQZ4,19842.41,57,19841.61,19843.38,19840.07,19841.72,19,flat,2024-11-03T04:19:00,pre_open,False
2024-11-03T09:19:00Z,RTYH5,2199.02,1648,2198.24,2199.9,2197.06,2199.59,40,flat,2024-11-03T04:19:00,pre_open,False
2024-11-03T09:19:00Z,YMH5,2195.35,371,2195.65,2196.57,2193.73,2195.72,341,flat,2024-11-03T04:19:00,pre_open,False
2024-11-03T09:19:00Z,MES,2197.88,378,2197.0,2199.35,2196.68,2197.91,337,up,2024-11-03T04:19:00,pre_open,False
2024-11-03T09:20:00Z,ESZ4,4562.72,873,4562.88,4563.96,4561.64,4563.48,335,down,2024-11-03T04:20:00,pre_open,False
2024-11-03T09:20:00Z,NQZ4,19836.33,1995,19835.01,19838.04,19834.29,19836.14,57,down,2024-11-03T04:20:00,pre_open,False
2024-11-03T09:20:00Z,RTYH5,2193.59,1656,2193.86,2195.57,2191.77,2193.51,287,flat,2024-11-03T04:20:00,pre_open,False
2024-11-03T09:20:00Z,YMH5,2195.36,471,2195.45,2196.46,2195.06,2195.59,174,down,2024-11-03T04:20:00,pre_open,False
2024-11-03T09:20:00Z,MES,2195.04,1620,2195.91,2197.07,2193.57,2194.15,468,flat,2024-11-03T04:20:00,pre_open,False
2024-11-03T09:21:00Z,ESZ4,4562.08,1862,4561.38,4563.3,4559.39,4561.9,59,up,2024-11-03T04:21:00,pre_open,False
2024-11-03T09:21:00Z,NQZ4,19836.48,1511,19837.75,19837.9,19836.01,19835.56,255,up,2024-11-03T04:21:00,pre_open,False
2024-11-03T09:21:00Z,RTYH5,2200.82,1236,2202.27,2202.73,2198.97,2200.52,357,flat,2024-11-03T04:21:00,pre_open,False
2024-11-03T09:21:00Z,YMH5,2200.21,903,2199.75,2200.91,2198.99,2200.71,60,down,2024-11-03T04:21:00,pre_open,False
2024-11-03T09:21:00Z,MES,2196.83,436,2195.75,2197.51,2195.49,2196.64,135,flat,2024-11-03T04:21:00,pre_open,False
2024-11-03T09:22:00Z,ESZ4,4559.76,1382,4560.57,4562.11,4559.12,4560.56,91,flat,2024-11-03T04:22:00,pre_open,False
2024-11-03T09:22:00Z,NQZ4,19835.7,1028,19834.57,19836.24,19834.34,19836.05,459,flat,2024-11-03T04:22:00,pre_open,False
2024-11-03T09:22:00Z,RTYH5,2197.81,482,2198.59,2199.26,2195.94,2198.59,283,down,2024-11-03T04:22:00,pre_open,False
2024-11-03T09:22:00Z,YMH5,2194.25,1988,2193.23,2195.44,2193.17,2193.76,366,flat,2024-11-03T04:22:00,pre_open,False
2024-11-03T09:22:00Z,MES,2202.35,874,2203.58,2203.9,2201.89,2202.31,56,down,2024-11-03T04:22:00,pre_open,False
2024-11-03T09:23:00Z,ESZ4,4561.56,1111,4562.58,4562.99,4560.06,4561.58,153,flat,2024-11-03T04:23:00,pre_open,False
2024-11-03T09:23:00Z,NQZ4,19837.65,268,19838.36,19839.34,19836.17,19837.55,274,flat,2024-11-03T04:23:00,pre_open,False
2024-11-03T09:23:00Z,RTYH5,2203.09,1247,2203.46,2205.35,2202.33,2203.23,297,flat,2024-11-03T04:23:00,pre_open,False
2024-11-03T09:23:00Z,YMH5,2198.29,1496,2197.94,2198.81,2196.1,2198.06,380,up,2024-11-03T04:23:00,pre_open,False
2024-11-03T09:23:00Z,MES,2193.88,1012,2194.99,2196.11,2192.47,2194.42,136,down,2024-11-03T04:23:00,pre_open,False
2024-11-03T09:24:00Z,ESZ4,4564.9,198,4565.76,4565.8,4564.81,4565.68,60,down,2024-11-03T04:24:00,pre_open,False
2024-11-03T09:24:00Z,NQZ4,19835.68,1719,19834.2,19836.79,19832.85,19835.34,387,down,2024-11-03T04:24:00,pre_open,False
2024-11-03T09:24:00Z,RTYH5,2195.72,1676,2195.8,2197.69,2195.64,2195.4,85,flat,2024-11-03T04:24:00,pre_open,False
2024-11-03T09:24:00Z,YMH5,2202.42,1461,2202.53,2202.57,2201.04,2201.9,463,up,2024-11-03T04:24:00,pre_open,False
2024-11-03T09:24:00Z,MES,2196.76,989,2196.46,2197.16,2196.29,2197.45,279,down,2024-11-03T04:24:00,pre_open,False
2024-11-03T09:25:00Z,ESZ4,4557.62,63,4556.93,4557.69,4556.55,4556.62,238,down,2024-11-03T04:25:00,pre_open,False
2024-11-03T09:25:00Z,NQZ4,19839.59,844,19838.78,19841.1,19838.7,19839.85,99,flat,2024-11-03T04:25:00,pre_open,False
2024-11-03T09:25:00Z,RTYH5,2195.39,1263,2194.2,2196.85,2193.8,2194.69,331,flat,2024-11-03T04:25:00,pre_open,False
2024-11-03T09:25:00Z,YMH5,2200.69,649,2201.84,2202.9,2200.04,2200.06,63,up,2024-11-03T04:25:00,pre_open,False
2024-11-03T09:25:00Z,MES,2201.94,348,2202.77,2204.62,2201.26,2202.59,141,up,2024-11-03T04:25:00,pre_open,False
2024-11-03T09:26:00Z,ESZ4,4559.93,173,4560.01,4561.78,4558.71,4559.25,278,up,2024-11-03T04:26:00,pre_open,False
2024-11-03T09:26:00Z,NQZ4,19838.66,763,19839.13,19839.93,19838.44,19838.42,273,down,2024-11-03T04:26:00,pre_open,False
2024-11-03T09:26:00Z,RTYH5,2201.25,1474,2200.14,2203.21,2199.65,2201.03,69,up,2024-11-03T04:26:00,pre_open,False
2024-11-03T09:26:00Z,YMH5,2198.64,1599,2199.24,2200.0,2196.74,2199.5,435,down,2024-11-03T04:26:00,pre_open,False
2024-11-03T09:26:00Z,MES,2196.33,1979,2195.61,2196.61,2195.18,2196.08,99,up,2024-11-03T04:26:00,pre_open,False
2024-11-03T09:27:00Z,ESZ4,4562.32,1946,4562.82,4563.45,4561.43,4561.79,30,down,2024-11-03T04:27:00,pre_open,False
2024-11-03T09:27:00Z,NQZ4,19835.27,1146,19835.81,19836.84,19833.95,19835.92,30,flat,2024-11-03T04:27:00,pre_open,False
2024-11-03T09:27:00Z,RTYH5,2198.4,533,2197.69,2199.8,2196.99,2198.5,356,down,2024-11-03T04:27:00,pre_open,False
2024-11-03T09:27:00Z,YMH5,2194.39,1395,2193.84,2194.91,2192.05,2193.9,257,up,2024-11-03T04:27:00,pre_open,False
2024-11-03T09:27:00Z,MES,2196.72,1952,2197.58,2198.25,2196.64,2196.14,10,down,2024-11-03T04:27:00,pre_open,False
2024-11-03T09:28:00Z,ESZ4,4566.5,1682,4566.6,4567.36,4564.6,4567.17,388,up,2024-11-03T04:28:00,pre_open,False
2024-11-03T09:28:00Z,NQZ4,19841.22,723,19841.97,19842.42,19840.69,19841.23,162,flat,2024-11-03T04:28:00,pre_open,False
2024-11-03T09:28:00Z,RTYH5,2198.61,335,2197.29,2200.18,2195.86,2199.21,178,flat,2024-11-03T04:28:00,pre_open,False
2024-11-03T09:28:00Z,YMH5,2194.99,586,2194.97,2196.28,2193.66,2195.99,69,down,2024-11-03T04:28:00,pre_open,False
2024-11-03T09:28:00Z,MES,2195.76,844,2195.89,2196.13,2194.06,2196.29,88,down,2024-11-03T04:28:00,pre_open,False
2024-11-03T09:29:00Z,ESZ4,4566.2,1665,4566.76,4567.16,4565.24,4565.41,131,down,2024-11-03T04:29:00,pre_open,False
2024-11-03T09:29:00Z,NQZ4,19836.97,533,19837.51,19837.95,19835.02,19837.37,315,up,2024-11-03T04:29:00,pre_open,False
2024-11-03T09:29:00Z,RTYH5,2195.28,987,2194.73,2195.73,2194.66,2194.81,199,flat,2024-11-03T04:29:00,pre_open,False
2024-11-03T09:29:00Z,YMH5,2201.45,1480,2201.87,2203.35,2199.88,2201.93,15,up,2024-11-03T04:29:00,pre_open,False
2024-11-03T09:29:00Z,MES,2193.52,1036,2192.71,2193.86,2191.39,2193.83,412,flat,2024-11-03T04:29:00,pre_open,False
2024-11-03T09:30:00Z,ESZ4,4567.06,1604,4568.36,4569.1,4566.36,4567.93,385,flat,2024-11-03T04:30:00,pre_open,False
2024-11-03T09:30:00Z,NQZ4,19841.55,575,19842.03,19842.32,19841.03,19842.37,132,down,2024-11-03T04:30:00,pre_open,False
2024-11-03T09:30:00Z,RTYH5,2201.12,698,2202.22,2203.28,2199.73,2201.79,127,flat,2024-11-03T04:30:00,pre_open,False
2024-11-03T09:30:00Z,YMH5,2194.95,992,2195.79,2197.0,2193.48,2195.55,370,flat,2024-11-03T04:30:00,pre_open,False
2024-11-03T09:30:00Z,MES,2199.44,1000,2198.55,2200.01,2198.37,2199.34,290,up,2024-11-03T04:30:00,pre_open,False
2024-11-03T09:31:00Z,ESZ4,4565.46,1957,4564.3,4567.12,4563.04,4564.65,34,flat,2024-11-03T04:31:00,pre_open,False
2024-11-03T09:31:00Z,NQZ4,19839.33,465,19839.05,19841.11,19838.79,19838.35,312,up,2024-11-03T04:31:00,pre_open,False
2024-11-03T09:31:00Z,RTYH5,2202.2,620,2203.31,2205.15,2200.33,2201.46,452,up,2024-11-03T04:31:00,pre_open,False
2024-11-03T09:31:00Z,YMH5,2202.49,1061,2202.2,2203.54,2201.13,2201.71,213,up,2024-11-03T04:31:00,pre_open,False
2024-11-03T09:31:00Z,MES,2202.22,935,2203.59,2204.54,2201.91,2202.06,373,down,2024-11-03T04:31:00,pre_open,False
2024-11-03T09:32:00Z,ESZ4,4561.47,785,4560.74,4562.88,4559.59,4562.08,79,flat,2024-11-03T04:32:00,pre_open,False
2024-11-03T09:32:00Z,NQZ4,19837.67,511,19836.22,19838.03,19836.21,19838.21,461,flat,2024-11-03T04:32:00,pre_open,False
2024-11-03T09:32:00Z,RTYH5,2201.43,573,2202.21,2202.82,2200.85,2201.96,140,down,2024-11-03T04:32:00,pre_open,False
2024-11-03T09:32:00Z,YMH5,2194.53,1445,2195.39,2196.57,2192.95,2194.85,363,up,2024-11-03T04:32:00,pre_open,False
2024-11-03T09:32:00Z,MES,2194.49,599,2194.93,2195.1,2192.81,2194.82,80,flat,2024-11-03T04:32:00,pre_open,False
2024-11-03T09:33:00Z,ESZ4,4558.76,1490,4559.75,4560.53,4557.94,4559.09,384,up,2024-11-03T04:33:00,pre_open,False
2024-11-03T09:33:00Z,NQZ4,19839.49,1134,19840.57,19840.88,19839.3,19840.24,188,up,2024-11-03T04:33:00,pre_open,False
2024-11-03T09:33:00Z,RTYH5,2199.01,579,2198.44,2201.0,2197.18,2199.69,391,flat,2024-11-03T04:33:00,pre_open,False
2024-11-03T09:33:00Z,YMH5,2203.45,1018,2204.1,2206.05,2202.76,2202.87,281,flat,2024-11-03T04:33:00,pre_open,False
2024-11-03T09:33:00Z,MES,2200.35,1596,2200.43,2202.32,2199.48,2200.78,72,up,2024-11-03T04:33:00,pre_open,False
2024-11-03T09:34:00Z,ESZ4,4565.9,1579,4564.41,4567.08,4563.62,4566.62,404,up,2024-11-03T04:34:00,pre_open,False
2024-11-03T09:34:00Z,NQZ4,19836.52,335,19835.39,19837.43,19834.74,19836.32,499,up,2024-11-03T04:34:00,pre_open,False
2024-11-03T09:34:00Z,RTYH5,2194.81,182,2194.06,2196.62,2193.31,2194.14,304,flat,2024-11-03T04:34:00,pre_open,False
2024-11-03T09:34:00Z,YMH5,2196.81,282,2195.75,2196.82,2194.7,2196.79,29,flat,2024-11-03T04:34:00,pre_open,False
2024-11-03T09:34:00Z,MES,2200.85,1886,2201.38,2203.21,2199.26,2201.02,392,flat,2024-11-03T04:34:00,pre_open,False
2024-11-03T09:35:00Z,ESZ4,4563.52,1284,4563.07,4564.08,4562.86,4564.11,14,down,2024-11-03T04:35:00,pre_open,False
2024-11-03T09:35:00Z,NQZ4,19844.37,1407,19845.75,19847.55,19842.63,19845.24,74,flat,2024-11-03T04:35:00,pre_open,False
2024-11-03T09:35:00Z,RTYH5,2195.54,666,2196.17,2196.25,2194.57,2194.82,322,up,2024-11-03T04:35:00,pre_open,False
2024-11-03T09:35:00Z,YMH5,2199.33,192,2199.78,2201.08,2198.38,2199.97,345,down,2024-11-03T04:35:00,pre_open,False
2024-11-03T09:35:00Z,MES,2194.77,594,2194.69,2195.33,2192.98,2195.2,171,down,2024-11-03T04:35:00,pre_open,False
2024-11-03T09:36:00Z,ESZ4,4567.44,140,4567.65,4568.59,4566.41,4567.73,237,flat,2024-11-03T04:36:00,pre_open,False
2024-11-03T09:36:00Z,NQZ4,19842.7,483,19841.9,19843.12,19841.89,19841.75,499,up,2024-11-03T04:36:00,pre_open,False
2024-11-03T09:36:00Z,RTYH5,2197.37,1770,2197.27,2197.57,2195.42,2196.68,262,up,2024-11-03T04:36:00,pre_open,False
2024-11-03T09:36:00Z,YMH5,2194.91,154,2195.83,2197.49,2194.08,2194.67,241,flat,2024-11-03T04:36:00,pre_open,False
2024-11-03T09:36:00Z,MES,2199.45,464,2199.31,2200.19,2197.63,2199.4,313,up,2024-11-03T04:36:00,pre_open,False
2024-11-03T09:37:00Z,ESZ4,4562.87,1261,4563.88,4564.6,4561.37,4562.46,124,up,2024-11-03T04:37:00,pre_open,False
2024-11-03T09:37:00Z,NQZ4,19840.85,1939,19840.38,19841.02,19838.48,19841.18,31,flat,2024-11-03T04:37:00,pre_open,False
2024-11-03T09:37:00Z,RTYH5,2203.05,1567,2202.88,2203.73,2201.8,2202.78,76,flat,2024-11-03T04:37:00,pre_open,False
2024-11-03T09:37:00Z,YMH5,2202.18,1835,2202.4,2204.33,2201.52,2201.55,273,flat,2024-11-03T04:37:00,pre_open,False
2024-11-03T09:37:00Z,MES,2202.11,1491,2202.95,2203.87,2201.85,2201.8,257,down,2024-11-03T04:37:00,pre_open,False
2024-11-03T09:38:00Z,ESZ4,4559.07,1351,4559.26,4559.76,4557.68,4559.44,247,down,2024-11-03T04:38:00,pre_open,False
2024-11-03T09:38:00Z,NQZ4,19840.55,352,19842.03,19843.26,19838.76,19840.02,450,flat,2024-11-03T04:38:00,pre_open,False
