minute_utc,ttfb_p99_ms,ttfb_p50_ms,ttfb_p75_ms,ttfb_p95_ms,normal_p99_ms,edge_pop
2024-06-20T16:47:00Z,168,59,92,134,180,LHR02
2024-06-20T16:48:00Z,197,69,108,158,180,TLL12
2024-06-20T16:49:00Z,167,58,92,134,180,MUC15
2024-06-20T16:50:00Z,191,67,105,153,180,LHR02
2024-06-20T16:51:00Z,187,65,103,150,180,HEL11
2024-06-20T16:52:00Z,169,59,93,135,180,VIL14
2024-06-20T16:53:00Z,174,61,96,139,180,BUD07
2024-06-20T16:54:00Z,196,69,108,157,180,VIE16
2024-06-20T16:55:00Z,180,63,99,144,180,WAW06
2024-06-20T16:56:00Z,168,59,92,134,180,VIE16
2024-06-20T16:57:00Z,172,60,95,138,180,CDG03
2024-06-20T16:58:00Z,198,69,109,158,180,WAW06
2024-06-20T16:59:00Z,187,65,103,150,180,CDG03
2024-06-20T17:00:00Z,172,60,95,138,180,VIE16
2024-06-20T17:01:00Z,194,68,107,155,180,RIG13
2024-06-20T17:02:00Z,181,63,100,145,180,RIG13
2024-06-20T17:03:00Z,163,57,90,130,180,WAW06
2024-06-20T17:04:00Z,200,70,110,160,180,WAW06
2024-06-20T17:05:00Z,161,56,89,129,180,MAD05
2024-06-20T17:06:00Z,193,68,106,154,180,RIG13
2024-06-20T17:07:00Z,165,58,91,132,180,MAD05
2024-06-20T17:08:00Z,184,64,101,147,180,AMS01
2024-06-20T17:09:00Z,193,68,106,154,180,MAD05
2024-06-20T17:10:00Z,186,65,102,149,180,CDG03
2024-06-20T17:11:00Z,180,63,99,144,180,VIE16
2024-06-20T17:12:00Z,196,69,108,157,180,VIE16
2024-06-20T17:13:00Z,188,66,103,150,180,TLL12
2024-06-20T17:14:00Z,182,64,100,146,180,TLL12
2024-06-20T17:15:00Z,176,62,97,141,180,CDG03
2024-06-20T17:16:00Z,180,63,99,144,180,LHR02
2024-06-20T17:17:00Z,181,63,100,145,180,HEL11
2024-06-20T17:18:00Z,170,59,94,136,180,RIG13
2024-06-20T17:19:00Z,192,67,106,154,180,TLL12
2024-06-20T17:20:00Z,199,70,109,159,180,STO09
2024-06-20T17:21:00Z,173,61,95,138,180,ATH08
2024-06-20T17:22:00Z,170,59,94,136,180,HEL11
2024-06-20T17:23:00Z,178,62,98,142,180,AMS01
2024-06-20T17:24:00Z,179,63,98,143,180,LHR02
2024-06-20T17:25:00Z,190,66,105,152,180,OSL10
2024-06-20T17:26:00Z,198,69,109,158,180,VIE16
2024-06-20T17:27:00Z,167,58,92,134,180,RIG13
2024-06-20T17:28:00Z,192,67,106,154,180,CDG03
2024-06-20T17:29:00Z,199,70,109,159,180,ATH08
2024-06-20T17:30:00Z,161,56,89,129,180,BUD07
2024-06-20T17:31:00Z,187,65,103,150,180,VIE16
2024-06-20T17:32:00Z,164,57,90,131,180,VIE16
2024-06-20T17:33:00Z,185,65,102,148,180,VIE16
2024-06-20T17:34:00Z,180,63,99,144,180,VIE16
2024-06-20T17:35:00Z,189,66,104,151,180,VIL14
2024-06-20T17:36:00Z,192,67,106,154,180,VIE16
2024-06-20T17:37:00Z,160,56,88,128,180,CDG03
2024-06-20T17:38:00Z,192,67,106,154,180,CDG03
2024-06-20T17:39:00Z,175,61,96,140,180,LHR02
2024-06-20T17:40:00Z,163,57,90,130,180,LHR02
2024-06-20T17:41:00Z,194,68,107,155,180,HEL11
2024-06-20T17:42:00Z,173,61,95,138,180,HEL11
2024-06-20T17:43:00Z,191,67,105,153,180,HEL11
2024-06-20T17:44:00Z,199,70,109,159,180,MUC15
2024-06-20T17:45:00Z,196,69,108,157,180,WAW06
2024-06-20T17:46:00Z,167,58,92,134,180,VIE16
2024-06-20T17:47:00Z,180,63,99,144,180,TLL12
2024-06-20T17:48:00Z,192,67,106,154,180,AMS01
2024-06-20T17:49:00Z,203,71,112,162,180,VIL14
2024-06-20T17:50:00Z,215,75,118,172,180,MUC15
2024-06-20T17:51:00Z,227,79,125,182,180,TLL12
2024-06-20T17:52:00Z,238,83,131,190,180,STO09
2024-06-20T17:53:00Z,250,88,138,200,180,WAW06
2024-06-20T17:54:00Z,262,92,144,210,180,TLL12
2024-06-20T17:55:00Z,274,96,151,219,180,LHR02
2024-06-20T17:56:00Z,285,100,157,228,180,STO09
2024-06-20T17:57:00Z,297,104,163,238,180,STO09
2024-06-20T17:58:00Z,309,108,170,247,180,LHR02
2024-06-20T17:59:00Z,320,112,176,256,180,TLL12
2024-06-20T18:00:00Z,332,116,183,266,180,ATH08
2024-06-20T18:01:00Z,344,120,189,275,180,VIL14
2024-06-20T18:02:00Z,356,125,196,285,180,TLL12
2024-06-20T18:03:00Z,367,128,202,294,180,TLL12
2024-06-20T18:04:00Z,379,133,208,303,180,VIE16
2024-06-20T18:05:00Z,391,137,215,313,180,FRA04
2024-06-20T18:06:00Z,402,141,221,322,180,FRA04
2024-06-20T18:07:00Z,414,145,228,331,180,OSL10
2024-06-20T18:08:00Z,426,149,234,341,180,TLL12
2024-06-20T18:09:00Z,437,153,240,350,180,ATH08
2024-06-20T18:10:00Z,449,157,247,359,180,CDG03
2024-06-20T18:11:00Z,461,161,254,369,180,TLL12
2024-06-20T18:12:00Z,472,165,260,378,180,OSL10
2024-06-20T18:13:00Z,484,169,266,387,180,OSL10
2024-06-20T18:14:00Z,496,174,273,397,180,MAD05
2024-06-20T18:15:00Z,508,178,279,406,180,STO09
2024-06-20T18:16:00Z,519,182,285,415,180,FRA04
2024-06-20T18:17:00Z,531,186,292,425,180,LHR02
2024-06-20T18:18:00Z,540,189,297,432,180,VIL14
2024-06-20T18:19:00Z,540,189,297,432,180,AMS01
2024-06-20T18:20:00Z,182,64,100,146,180,STO09
2024-06-20T18:21:00Z,162,57,89,130,180,MUC15
2024-06-20T18:22:00Z,181,63,100,145,180,FRA04
2024-06-20T18:23:00Z,166,58,91,133,180,HEL11
2024-06-20T18:24:00Z,180,63,99,144,180,WAW06
2024-06-20T18:25:00Z,180,63,99,144,180,AMS01
2024-06-20T18:26:00Z,164,57,90,131,180,LHR02
2024-06-20T18:27:00Z,166,58,91,133,180,MUC15
2024-06-20T18:28:00Z,198,69,109,158,180,BUD07
2024-06-20T18:29:00Z,174,61,96,139,180,ATH08
2024-06-20T18:30:00Z,173,61,95,138,180,TLL12
2024-06-20T18:31:00Z,161,56,89,129,180,LHR02
2024-06-20T18:32:00Z,167,58,92,134,180,MAD05
2024-06-20T18:33:00Z,180,63,99,144,180,TLL12
2024-06-20T18:34:00Z,160,56,88,128,180,STO09
2024-06-20T18:35:00Z,169,59,93,135,180,OSL10
2024-06-20T18:36:00Z,164,57,90,131,180,AMS01
2024-06-20T18:37:00Z,170,59,94,136,180,WAW06
2024-06-20T18:38:00Z,173,61,95,138,180,VIL14
2024-06-20T18:39:00Z,170,59,94,136,180,MAD05
2024-06-20T18:40:00Z,161,56,89,129,180,VIE16
2024-06-20T18:41:00Z,169,59,93,135,180,TLL12
2024-06-20T18:42:00Z,167,58,92,134,180,LHR02
2024-06-20T18:43:00Z,196,69,108,157,180,VIE16
2024-06-20T18:44:00Z,160,56,88,128,180,VIE16
2024-06-20T18:45:00Z,197,69,108,158,180,OSL10
2024-06-20T18:46:00Z,187,65,103,150,180,AMS01
2024-06-20T18:47:00Z,168,59,92,134,180,HEL11
2024-06-20T18:48:00Z,186,65,102,149,180,ATH08
2024-06-20T18:49:00Z,183,64,101,146,180,HEL11
2024-06-20T18:50:00Z,181,63,100,145,180,LHR02
2024-06-20T18:51:00Z,200,70,110,160,180,ATH08
2024-06-20T18:52:00Z,179,63,98,143,180,CDG03
2024-06-20T18:53:00Z,173,61,95,138,180,TLL12
2024-06-20T18:54:00Z,197,69,108,158,180,LHR02
2024-06-20T18:55:00Z,170,59,94,136,180,BUD07
2024-06-20T18:56:00Z,167,58,92,134,180,WAW06
2024-06-20T18:57:00Z,161,56,89,129,180,MUC15
2024-06-20T18:58:00Z,181,63,100,145,180,LHR02
2024-06-20T18:59:00Z,182,64,100,146,180,CDG03
2024-06-20T19:00:00Z,163,57,90,130,180,VIL14
2024-06-20T19:01:00Z,198,69,109,158,180,OSL10
2024-06-20T19:02:00Z,163,57,90,130,180,CDG03
2024-06-20T19:03:00Z,163,57,90,130,180,WAW06
2024-06-20T19:04:00Z,190,66,105,152,180,CDG03
2024-06-20T19:05:00Z,160,56,88,128,180,HEL11
2024-06-20T19:06:00Z,171,60,94,137,180,HEL11
2024-06-20T19:07:00Z,197,69,108,158,180,OSL10
2024-06-20T19:08:00Z,198,69,109,158,180,ATH08
2024-06-20T19:09:00Z,182,64,100,146,180,STO09
2024-06-20T19:10:00Z,166,58,91,133,180,ATH08
2024-06-20T19:11:00Z,191,67,105,153,180,VIL14
2024-06-20T19:12:00Z,179,63,98,143,180,TLL12
2024-06-20T19:13:00Z,179,63,98,143,180,MUC15
2024-06-20T19:14:00Z,171,60,94,137,180,MAD05
2024-06-20T19:15:00Z,166,58,91,133,180,CDG03
2024-06-20T19:16:00Z,187,65,103,150,180,FRA04
2024-06-20T19:17:00Z,188,66,103,150,180,BUD07
2024-06-20T19:18:00Z,192,67,106,154,180,HEL11
2024-06-20T19:19:00Z,168,59,92,134,180,FRA04
2024-06-20T19:20:00Z,190,66,105,152,180,RIG13
2024-06-20T19:21:00Z,170,59,94,136,180,ATH08
2024-06-20T19:22:00Z,165,58,91,132,180,ATH08
2024-06-20T19:23:00Z,193,68,106,154,180,TLL12
2024-06-20T19:24:00Z,167,58,92,134,180,CDG03
2024-06-20T19:25:00Z,161,56,89,129,180,STO09
2024-06-20T19:26:00Z,192,67,106,154,180,HEL11
2024-06-20T19:27:00Z,181,63,100,145,180,OSL10
2024-06-20T19:28:00Z,198,69,109,158,180,RIG13
2024-06-20T19:29:00Z,183,64,101,146,180,ATH08
2024-06-20T19:30:00Z,174,61,96,139,180,AMS01
2024-06-20T19:31:00Z,188,66,103,150,180,OSL10
2024-06-20T19:32:00Z,183,64,101,146,180,MUC15
2024-06-20T19:33:00Z,191,67,105,153,180,ATH08
2024-06-20T19:34:00Z,183,64,101,146,180,VIE16
2024-06-20T19:35:00Z,183,64,101,146,180,AMS01
2024-06-20T19:36:00Z,163,57,90,130,180,TLL12
2024-06-20T19:37:00Z,182,64,100,146,180,TLL12
2024-06-20T19:38:00Z,169,59,93,135,180,RIG13
2024-06-20T19:39:00Z,175,61,96,140,180,VIL14
2024-06-20T19:40:00Z,160,56,88,128,180,LHR02
2024-06-20T19:41:00Z,180,63,99,144,180,STO09
2024-06-20T19:42:00Z,176,62,97,141,180,STO09
2024-06-20T19:43:00Z,170,59,94,136,180,LHR02
2024-06-20T19:44:00Z,173,61,95,138,180,ATH08
2024-06-20T19:45:00Z,163,57,90,130,180,CDG03
2024-06-20T19:46:00Z,166,58,91,133,180,AMS01
2024-06-20T19:47:00Z,192,67,106,154,180,LHR02
2024-06-20T19:48:00Z,163,57,90,130,180,OSL10
2024-06-20T19:49:00Z,183,64,101,146,180,WAW06
2024-06-20T19:50:00Z,182,64,100,146,180,VIE16
2024-06-20T19:51:00Z,188,66,103,150,180,CDG03
2024-06-20T19:52:00Z,182,64,100,146,180,LHR02
2024-06-20T19:53:00Z,197,69,108,158,180,TLL12
2024-06-20T19:54:00Z,185,65,102,148,180,VIE16
2024-06-20T19:55:00Z,172,60,95,138,180,MUC15
2024-06-20T19:56:00Z,165,58,91,132,180,VIL14
2024-06-20T19:57:00Z,160,56,88,128,180,LHR02
2024-06-20T19:58:00Z,169,59,93,135,180,FRA04
2024-06-20T19:59:00Z,168,59,92,134,180,MAD05
2024-06-20T20:00:00Z,186,65,102,149,180,ATH08
2024-06-20T20:01:00Z,198,69,109,158,180,STO09
2024-06-20T20:02:00Z,195,68,107,156,180,HEL11
2024-06-20T20:03:00Z,178,62,98,142,180,AMS01
2024-06-20T20:04:00Z,197,69,108,158,180,RIG13
2024-06-20T20:05:00Z,171,60,94,137,180,MAD05
2024-06-20T20:06:00Z,187,65,103,150,180,TLL12
2024-06-20T20:07:00Z,195,68,107,156,180,VIL14
2024-06-20T20:08:00Z,198,69,109,158,180,RIG13
2024-06-20T20:09:00Z,165,58,91,132,180,ATH08
2024-06-20T20:10:00Z,185,65,102,148,180,OSL10
2024-06-20T20:11:00Z,200,70,110,160,180,STO09
2024-06-20T20:12:00Z,174,61,96,139,180,FRA04
2024-06-20T20:13:00Z,191,67,105,153,180,VIL14
2024-06-20T20:14:00Z,163,57,90,130,180,VIE16
2024-06-20T20:15:00Z,163,57,90,130,180,RIG13
2024-06-20T20:16:00Z,168,59,92,134,180,MAD05
2024-06-20T20:17:00Z,174,61,96,139,180,FRA04
2024-06-20T20:18:00Z,194,68,107,155,180,TLL12
2024-06-20T20:19:00Z,166,58,91,133,180,ATH08
2024-06-20T20:20:00Z,185,65,102,148,180,WAW06
2024-06-20T20:21:00Z,164,57,90,131,180,LHR02
2024-06-20T20:22:00Z,169,59,93,135,180,HEL11
2024-06-20T20:23:00Z,195,68,107,156,180,BUD07
2024-06-20T20:24:00Z,170,59,94,136,180,MUC15
2024-06-20T20:25:00Z,163,57,90,130,180,TLL12
2024-06-20T20:26:00Z,185,65,102,148,180,LHR02
2024-06-20T20:27:00Z,199,70,109,159,180,WAW06
2024-06-20T20:28:00Z,168,59,92,134,180,AMS01
2024-06-20T20:29:00Z,196,69,108,157,180,AMS01
2024-06-20T20:30:00Z,164,57,90,131,180,RIG13
2024-06-20T20:31:00Z,191,67,105,153,180,CDG03
2024-06-20T20:32:00Z,195,68,107,156,180,ATH08
2024-06-20T20:33:00Z,164,57,90,131,180,BUD07
2024-06-20T20:34:00Z,170,59,94,136,180,LHR02
2024-06-20T20:35:00Z,189,66,104,151,180,LHR02
2024-06-20T20:36:00Z,182,64,100,146,180,AMS01
2024-06-20T20:37:00Z,168,59,92,134,180,OSL10
2024-06-20T20:38:00Z,200,70,110,160,180,LHR02
2024-06-20T20:39:00Z,197,69,108,158,180,CDG03
2024-06-20T20:40:00Z,180,63,99,144,180,WAW06
2024-06-20T20:41:00Z,161,56,89,129,180,TLL12
2024-06-20T20:42:00Z,179,63,98,143,180,RIG13
2024-06-20T20:43:00Z,167,58,92,134,180,OSL10
2024-06-20T20:44:00Z,179,63,98,143,180,WAW06
2024-06-20T20:45:00Z,179,63,98,143,180,VIL14
2024-06-20T20:46:00Z,177,62,97,142,180,BUD07
2024-06-20T20:47:00Z,166,58,91,133,180,WAW06
2024-06-20T20:48:00Z,173,61,95,138,180,HEL11
2024-06-20T20:49:00Z,179,63,98,143,180,BUD07
2024-06-20T20:50:00Z,176,62,97,141,180,LHR02
2024-06-20T20:51:00Z,172,60,95,138,180,AMS01
2024-06-20T20:52:00Z,168,59,92,134,180,RIG13
2024-06-20T20:53:00Z,172,60,95,138,180,LHR02
2024-06-20T20:54:00Z,165,58,91,132,180,STO09
2024-06-20T20:55:00Z,193,68,106,154,180,STO09
2024-06-20T20:56:00Z,197,69,108,158,180,VIL14
2024-06-20T20:57:00Z,197,69,108,158,180,ATH08
2024-06-20T20:58:00Z,194,68,107,155,180,TLL12
2024-06-20T20:59:00Z,175,61,96,140,180,BUD07
2024-06-20T21:00:00Z,184,64,101,147,180,MUC15
2024-06-20T21:01:00Z,176,62,97,141,180,OSL10
2024-06-20T21:02:00Z,180,63,99,144,180,STO09
2024-06-20T21:03:00Z,160,56,88,128,180,STO09
2024-06-20T21:04:00Z,190,66,105,152,180,CDG03
2024-06-20T21:05:00Z,167,58,92,134,180,VIE16
2024-06-20T21:06:00Z,187,65,103,150,180,RIG13
2024-06-20T21:07:00Z,175,61,96,140,180,VIL14
2024-06-20T21:08:00Z,192,67,106,154,180,MUC15
2024-06-20T21:09:00Z,199,70,109,159,180,LHR02
2024-06-20T21:10:00Z,195,68,107,156,180,CDG03
2024-06-20T21:11:00Z,178,62,98,142,180,BUD07
2024-06-20T21:12:00Z,181,63,100,145,180,VIE16
2024-06-20T21:13:00Z,186,65,102,149,180,VIL14
2024-06-20T21:14:00Z,192,67,106,154,180,VIL14
2024-06-20T21:15:00Z,160,56,88,128,180,BUD07
2024-06-20T21:16:00Z,191,67,105,153,180,LHR02
2024-06-20T21:17:00Z,175,61,96,140,180,RIG13
2024-06-20T21:18:00Z,180,63,99,144,180,LHR02
2024-06-20T21:19:00Z,171,60,94,137,180,VIE16
2024-06-20T21:20:00Z,182,64,100,146,180,FRA04
2024-06-20T21:21:00Z,190,66,105,152,180,ATH08
2024-06-20T21:22:00Z,161,56,89,129,180,ATH08
2024-06-20T21:23:00Z,200,70,110,160,180,HEL11
2024-06-20T21:24:00Z,182,64,100,146,180,MUC15
2024-06-20T21:25:00Z,176,62,97,141,180,OSL10
2024-06-20T21:26:00Z,166,58,91,133,180,VIE16
2024-06-20T21:27:00Z,169,59,93,135,180,HEL11
2024-06-20T21:28:00Z,193,68,106,154,180,FRA04
2024-06-20T21:29:00Z,168,59,92,134,180,WAW06
2024-06-20T21:30:00Z,170,59,94,136,180,LHR02
2024-06-20T21:31:00Z,171,60,94,137,180,RIG13
2024-06-20T21:32:00Z,176,62,97,141,180,STO09
2024-06-20T21:33:00Z,167,58,92,134,180,BUD07
2024-06-20T21:34:00Z,175,61,96,140,180,VIE16
2024-06-20T21:35:00Z,182,64,100,146,180,WAW06
2024-06-20T21:36:00Z,170,59,94,136,180,FRA04
2024-06-20T21:37:00Z,171,60,94,137,180,RIG13
2024-06-20T21:38:00Z,163,57,90,130,180,CDG03
2024-06-20T21:39:00Z,160,56,88,128,180,VIL14
2024-06-20T21:40:00Z,188,66,103,150,180,STO09
2024-06-20T21:41:00Z,166,58,91,133,180,OSL10
2024-06-20T21:42:00Z,172,60,95,138,180,LHR02
