date,strategy_return_pct,benchmark_return_pct,excess_return_pct,rolling_vol_30d,drawdown_pct,synthetic_aug
2018-07-16,-0.010166,-0.007723,-0.002443,6.1287,-0.0354,1
2018-07-17,-0.013350,-0.00156,-0.011790,9.9865,-0.0487,0
2018-07-18,0.007883,0.003241,0.004642,7.0102,-0.0406,1
2018-07-19,-0.001905,0.005502,-0.007407,11.4608,-0.0425,0
2018-07-20,0.005247,0.010196,-0.004949,7.035,-0.037,1
2018-07-23,0.002508,0.005069,-0.002561,10.1895,-0.0345,0
2018-07-24,0.023086,0.017307,0.005779,10.3075,-0.0114,0
2018-07-25,-0.003606,-0.006081,0.002475,11.0979,-0.0149,0
2018-07-26,0.012111,0.007677,0.004434,9.1827,-0.0028,0
2018-07-27,-0.009242,-0.0052,-0.004042,7.9029,-0.0118,1
2018-07-30,-0.013513,-0.019066,0.005553,10.3128,-0.0253,0
2018-07-31,-0.003277,0.004868,-0.008145,9.8915,-0.0285,0
2018-08-01,0.018482,0.008878,0.009604,10.5849,-0.01,0
2018-08-02,-0.016073,-0.015047,-0.001026,9.1599,-0.026,0
2018-08-03,0.007483,0.009599,-0.002116,7.3979,-0.0184,1
2018-08-06,0.002549,-0.00241,0.004959,11.6969,-0.0158,0
2018-08-07,-0.003372,-0.003029,-0.000343,10.1826,-0.0191,0
2018-08-08,-0.008933,-0.010736,0.001803,8.2567,-0.0278,1
2018-08-09,-0.007063,-0.009347,0.002284,10.8082,-0.0349,0
2018-08-10,0.010220,0.003513,0.006707,6.2177,-0.0244,1
2018-08-13,0.001031,-0.003866,0.004897,10.1374,-0.0234,0
2018-08-14,0.018744,0.015446,0.003298,7.7137,-0.0044,1
2018-08-15,-0.023414,-0.009604,-0.013810,10.4655,-0.0278,0
2018-08-16,0.016129,0.003147,0.012982,10.2526,-0.0116,0
2018-08-17,-0.003450,-0.00585,0.002400,9.5921,-0.015,0
2018-08-20,-0.000432,0.005642,-0.006074,7.9013,-0.0153,1
2018-08-21,0.001133,0.005154,-0.004021,7.7017,-0.0139,1
2018-08-22,-0.002467,-0.010244,0.007777,11.5124,-0.0164,0
2018-08-23,-0.001771,-0.004154,0.002383,10.6376,-0.0181,0
2018-08-24,-0.000843,-0.002099,0.001256,11.1533,-0.0189,0
2018-08-27,0.026129,0.017281,0.008848,9.233,0.0,1
2018-08-28,-0.015244,-0.007294,-0.007950,10.3451,-0.0152,0
2018-08-29,0.000546,-0.001474,0.002020,6.9169,-0.0145,1
2018-08-30,-0.006615,-0.004255,-0.002360,12.6414,-0.021,0
2018-08-31,-0.003434,-0.003394,-0.000040,7.3139,-0.0243,1
2018-09-03,-0.000128,0.013775,-0.013903,10.21,-0.0243,0
2018-09-04,0.001917,0.003005,-0.001088,11.8501,-0.0224,0
2018-09-05,0.004873,-0.005947,0.010820,10.2812,-0.0175,0
2018-09-06,0.000267,0.011383,-0.011116,11.4721,-0.0172,0
2018-09-07,0.011172,0.007993,0.003179,8.9647,-0.0058,1
2018-09-10,-0.009786,-0.005316,-0.004470,10.363,-0.0155,0
2018-09-11,-0.003625,-0.001595,-0.002030,10.3206,-0.0191,0
2018-09-12,0.006363,-0.001695,0.008058,10.3583,-0.0127,0
2018-09-13,0.007738,-0.001305,0.009043,10.4109,-0.0049,0
2018-09-14,0.011417,0.007226,0.004191,6.7502,0.0,1
2018-09-17,0.016616,0.015195,0.001421,11.7658,0.0,0
2018-09-18,0.003733,0.002506,0.001227,9.8652,0.0,0
2018-09-19,-0.011163,-0.010755,-0.000408,10.514,-0.0111,0
2018-09-20,0.001632,0.004255,-0.002623,10.0179,-0.0094,0
2018-09-21,0.000017,0.002692,-0.002675,9.5206,-0.0094,0
2018-09-24,0.016294,0.006738,0.009556,8.2512,0.0,1
2018-09-25,0.005534,0.008107,-0.002573,11.8321,0.0,0
2018-09-26,0.002581,0.003118,-0.000537,10.0379,0.0,0
2018-09-27,0.015317,0.014246,0.001071,10.0131,0.0,0
2018-09-28,-0.000397,0.003095,-0.003492,8.9089,-0.0004,0
2018-10-01,0.013452,0.008974,0.004478,8.7418,0.0,0
2018-10-02,-0.019700,-0.020273,0.000573,10.0797,-0.0197,0
2018-10-03,0.021566,0.017489,0.004077,9.9424,0.0,0
2018-10-04,-0.002646,-0.004636,0.001990,9.4974,-0.0024,1
2018-10-05,-0.016157,-0.008067,-0.008090,10.106,-0.0186,0
2018-10-08,-0.000492,0.003908,-0.004400,10.0547,-0.019,0
2018-10-09,-0.008105,-0.005549,-0.002556,8.0632,-0.0269,1
2018-10-10,0.020086,0.019097,0.000989,8.6582,-0.0068,0
2018-10-11,0.002188,-0.000305,0.002493,9.0811,-0.0046,0
2018-10-12,-0.009975,-0.006211,-0.003764,7.3992,-0.0143,1
2018-10-15,-0.006220,-0.012138,0.005918,7.8447,-0.0204,1
2018-10-16,0.003476,0.003923,-0.000447,10.1074,-0.0168,0
2018-10-17,-0.002964,-0.004031,0.001067,7.9201,-0.0196,1
2018-10-18,0.003854,0.001865,0.001989,9.4312,-0.0156,1
2018-10-19,0.002554,-0.000978,0.003532,7.5715,-0.0128,1
2018-10-22,0.009163,-0.001403,0.010566,10.0533,-0.0036,0
2018-10-23,0.016495,0.01675,-0.000255,10.6642,0.0,0
2018-10-24,0.004408,-0.005423,0.009831,9.5374,0.0,0
2018-10-25,0.007965,0.01186,-0.003895,7.7592,0.0,1
2018-10-26,0.004705,-0.005442,0.010147,9.6934,0.0,0
2018-10-29,-0.007362,-0.012946,0.005584,8.8773,-0.0073,0
2018-10-30,0.003721,-1.3e-05,0.003734,8.9216,-0.0036,0
2018-10-31,0.026508,0.022149,0.004359,10.1933,0.0,0
2018-11-01,0.011576,0.002301,0.009275,9.4133,0.0,1
2018-11-02,0.012495,0.01264,-0.000145,7.8932,0.0,1
2018-11-05,0.016010,0.01616,-0.000150,11.2268,0.0,0
2018-11-06,-0.005552,0.001201,-0.006753,11.7252,-0.0055,0
2018-11-07,0.006074,0.009219,-0.003145,10.851,0.0,0
2018-11-08,0.006143,0.009819,-0.003676,9.668,0.0,0
2018-11-09,0.005063,0.004925,0.000138,9.1232,0.0,1
2018-11-12,-0.002291,-0.002083,-0.000208,6.356,-0.0021,1
2018-11-13,0.003013,0.005292,-0.002279,12.195,0.0,0
2018-11-14,-0.003015,0.001282,-0.004297,9.9165,-0.003,0
2018-11-15,-0.005667,0.000952,-0.006619,10.3513,-0.0086,0
2018-11-16,-0.000361,-0.001465,0.001104,9.6768,-0.0089,0
2018-11-19,-0.002319,-0.012222,0.009903,10.9175,-0.0112,0
2018-11-20,-0.009058,-0.004444,-0.004614,10.738,-0.0202,0
2018-11-21,-0.015478,-0.003826,-0.011652,11.0289,-0.0356,0
2018-11-22,0.000752,-0.001111,0.001863,7.0252,-0.0347,1
2018-11-23,-0.014941,-0.014336,-0.000605,9.3166,-0.0494,1
2018-11-26,-0.010127,-0.006372,-0.003755,10.7103,-0.0595,0
2018-11-27,-0.002303,-0.001741,-0.000562,7.1687,-0.0616,1
2018-11-28,-0.009253,-0.013553,0.004300,5.9383,-0.0707,1
2018-11-29,0.012181,0.004479,0.007702,9.4608,-0.0583,1
2018-11-30,-0.013949,-0.006342,-0.007607,9.7888,-0.0722,0
2018-12-03,0.002326,0.008764,-0.006438,11.6803,-0.0698,0
2018-12-04,-0.011320,-0.016104,0.004784,8.8124,-0.0809,1
2018-12-05,-0.005468,0.002702,-0.008170,10.0798,-0.0864,0
2018-12-06,-0.004763,-0.003991,-0.000772,9.5974,-0.0911,0
2018-12-07,0.001725,-0.002236,0.003961,10.227,-0.0893,0
2018-12-10,-0.004142,0.000606,-0.004748,7.997,-0.0932,1
2018-12-11,0.011708,0.012436,-0.000728,8.7344,-0.0814,1
2018-12-12,0.004903,-0.00325,0.008153,8.5951,-0.0763,1
2018-12-13,0.018621,0.003208,0.015413,9.8462,-0.0576,0
2018-12-14,-0.003069,0.003299,-0.006368,10.2706,-0.0606,0
2018-12-17,0.004357,0.013361,-0.009004,10.5865,-0.0562,0
2018-12-18,-0.010611,-0.009618,-0.000993,10.4815,-0.0668,0
2018-12-19,-0.008166,-0.007818,-0.000348,12.0673,-0.0749,0
2018-12-20,0.008933,-0.002082,0.011015,10.2195,-0.0659,0
2018-12-21,0.000437,-0.009141,0.009578,9.0804,-0.0655,0
2018-12-24,0.016975,0.020322,-0.003347,9.9257,-0.0485,0
2018-12-25,0.000917,0.013909,-0.012992,9.6752,-0.0475,0
2018-12-26,0.018602,0.01496,0.003642,10.5645,-0.0289,0
2018-12-27,-0.007490,-0.005363,-0.002127,10.7947,-0.0363,0
2018-12-28,0.016720,0.007364,0.009356,10.8416,-0.0196,0
2018-12-31,-0.001098,-0.002242,0.001144,8.483,-0.0205,1
2019-01-01,0.004948,0.004722,0.000226,9.5224,-0.0155,0
2019-01-02,-0.002144,-0.001735,-0.000409,9.956,-0.0176,0
2019-01-03,-0.015823,-0.008611,-0.007212,9.3045,-0.0334,0
2019-01-04,-0.001642,-0.001572,-0.000070,10.6848,-0.035,0
2019-01-07,0.018046,0.009954,0.008092,10.5187,-0.0169,0
2019-01-08,0.001099,-0.000701,0.001800,8.1895,-0.0156,1
2019-01-09,-0.005248,-0.005329,0.000081,6.7108,-0.0206,1
2019-01-10,-0.008723,-0.004405,-0.004318,10.0538,-0.0293,0
2019-01-11,0.001381,-0.000256,0.001637,11.1002,-0.0279,0
2019-01-14,0.016979,0.008207,0.008772,8.7152,-0.0107,1
2019-01-15,-0.021978,-0.018821,-0.003157,10.0291,-0.0326,0
2019-01-16,0.006481,0.000168,0.006313,9.5637,-0.0261,0
2019-01-17,0.004462,0.003928,0.000534,9.808,-0.0216,0
2019-01-18,-0.001400,-0.005535,0.004135,10.0212,-0.023,0
2019-01-21,-0.002161,-0.001094,-0.001067,6.0783,-0.0249,1
2019-01-22,0.002074,-0.000766,0.002840,9.7414,-0.0228,0
2019-01-23,0.002567,0.00762,-0.005053,11.7861,-0.0202,0
2019-01-24,-0.003875,0.00331,-0.007185,10.9167,-0.024,0
2019-01-25,0.005483,-0.003291,0.008774,10.5865,-0.0185,0
2019-01-28,-0.002026,-0.000804,-0.001222,10.2815,-0.0205,0
2019-01-29,0.001425,0.002535,-0.001110,9.3036,-0.0189,1
2019-01-30,-0.017711,-0.011501,-0.006210,9.1178,-0.0365,0
2019-01-31,-0.004131,-0.000166,-0.003965,10.5925,-0.0406,0
2019-02-01,0.000602,-0.005702,0.006304,7.8186,-0.0398,1
2019-02-04,0.018664,0.007478,0.011186,10.7851,-0.0211,0
2019-02-05,0.008338,0.006578,0.001760,10.6993,-0.0128,0
2019-02-06,0.014307,0.006441,0.007866,10.7003,0.0,0
2019-02-07,-0.026862,-0.01297,-0.013892,11.5743,-0.0268,0
2019-02-08,0.002795,-0.012044,0.014839,10.0211,-0.024,0
2019-02-11,0.004989,0.003075,0.001914,12.6706,-0.019,0
2019-02-12,0.011050,0.001706,0.009344,9.8029,-0.0079,0
2019-02-13,0.004197,0.005172,-0.000975,10.3546,-0.0036,0
2019-02-14,-0.009225,-0.009388,0.000163,11.1822,-0.0128,0
2019-02-15,0.006748,0.000503,0.006245,10.5547,-0.006,0
2019-02-18,-0.000772,0.00594,-0.006712,8.6157,-0.0066,1
2019-02-19,0.018599,0.005394,0.013205,9.2743,0.0,0
2019-02-20,-0.011780,-0.014093,0.002313,8.8951,-0.0117,0
2019-02-21,-0.010237,-0.006531,-0.003706,10.2154,-0.0219,0
2019-02-22,0.004454,-0.002599,0.007053,10.2314,-0.0174,0
2019-02-25,0.014718,0.015831,-0.001113,8.2043,-0.0025,1
2019-02-26,0.028666,0.013894,0.014772,9.3515,0.0,0
2019-02-27,0.006702,-0.007038,0.013740,8.124,0.0,1
2019-02-28,-0.008345,-0.000891,-0.007454,11.6454,-0.0083,0
2019-03-01,-0.003627,0.001655,-0.005282,10.4822,-0.0119,0
2019-03-04,0.011123,0.010043,0.001080,8.5045,-0.0006,1
2019-03-05,0.003314,-0.001244,0.004558,9.5595,0.0,0
2019-03-06,-0.002194,-0.000232,-0.001962,11.7442,-0.0022,0
2019-03-07,0.004780,0.00173,0.003050,7.2565,0.0,1
2019-03-08,-0.026165,-0.012249,-0.013916,10.0273,-0.0261,0
2019-03-11,-0.009515,-0.000763,-0.008752,8.0607,-0.0354,1
2019-03-12,0.002140,0.00223,-0.000090,10.6219,-0.0333,0
2019-03-13,0.005706,0.00525,0.000456,9.2512,-0.0274,1
2019-03-14,0.017000,0.014443,0.002557,10.2613,-0.0103,0
2019-03-15,0.006500,0.001201,0.005299,9.455,-0.0038,0
2019-03-18,0.006746,-0.003281,0.010027,11.8601,0.0,0
2019-03-19,-0.002693,0.001176,-0.003869,5.6365,-0.0025,1
2019-03-20,-0.010661,-0.003287,-0.007374,9.8037,-0.0131,0
2019-03-21,0.010300,0.012761,-0.002461,8.1188,-0.0026,1
2019-03-22,-0.010360,-0.007084,-0.003276,9.6802,-0.0129,0
2019-03-25,0.002157,0.002054,0.000103,9.5517,-0.0107,0
2019-03-26,-0.015848,-0.012996,-0.002852,8.1615,-0.0264,1
2019-03-27,-0.003702,-0.005243,0.001541,7.2143,-0.0299,1
2019-03-28,0.007527,0.004143,0.003384,10.8331,-0.0223,0
2019-03-29,-0.006375,-0.002292,-0.004083,10.4309,-0.0286,0
2019-04-01,-0.010822,-0.011424,0.000602,10.5558,-0.0394,0
2019-04-02,-0.013506,-0.00915,-0.004356,10.5452,-0.0529,0
2019-04-03,0.012778,0.006751,0.006027,9.5792,-0.0401,0
2019-04-04,-0.002553,-0.01168,0.009127,9.4541,-0.0426,0
2019-04-05,-0.003980,-6.1e-05,-0.003919,9.094,-0.0465,0
2019-04-08,0.000288,-0.004005,0.004293,9.791,-0.0462,0
2019-04-09,-0.002817,0.003062,-0.005879,9.7624,-0.049,0
2019-04-10,-0.012167,-0.015129,0.002962,11.4964,-0.0611,0
2019-04-11,-0.023609,-0.015117,-0.008492,9.7048,-0.0846,0
2019-04-12,-0.005836,-0.005494,-0.000342,8.0883,-0.0903,1
2019-04-15,0.002521,0.000655,0.001866,9.4806,-0.0877,0
2019-04-16,0.007768,-0.000576,0.008344,9.9736,-0.0799,0
2019-04-17,0.009377,0.002331,0.007046,8.8933,-0.0705,0
2019-04-18,-0.005876,0.005171,-0.011047,10.969,-0.0763,0
2019-04-19,-0.003694,-0.004714,0.001020,9.6548,-0.08,0
2019-04-22,0.000488,0.00206,-0.001572,10.5914,-0.0794,0
2019-04-23,0.006865,0.000809,0.006056,8.3336,-0.0724,1
2019-04-24,-0.023812,-0.013593,-0.010219,9.7113,-0.096,1
2019-04-25,0.004113,0.006378,-0.002265,7.2981,-0.0917,1
2019-04-26,0.014525,0.004649,0.009876,9.3193,-0.0771,0
2019-04-29,0.001749,-0.002107,0.003856,9.7668,-0.0753,0
2019-04-30,0.010332,0.005688,0.004644,9.4485,-0.0648,1
2019-05-01,0.006487,-0.003947,0.010434,10.0055,-0.0583,0
2019-05-02,-0.003443,-0.00111,-0.002333,9.9635,-0.0617,0
2019-05-03,-0.004282,0.002664,-0.006946,9.9072,-0.0659,0
2019-05-06,0.008696,0.005789,0.002907,8.4631,-0.057,1
2019-05-07,-0.025762,-0.010204,-0.015558,11.2788,-0.0827,0
2019-05-08,0.010451,0.002366,0.008085,8.9494,-0.0721,1
2019-05-09,0.006189,0.004317,0.001872,10.1686,-0.0659,0
2019-05-10,-0.006036,-0.005051,-0.000985,10.0181,-0.0719,0
2019-05-13,0.002305,-0.000312,0.002617,11.689,-0.0695,0
2019-05-14,0.000539,0.00076,-0.000221,10.2548,-0.0689,0
2019-05-15,0.010366,0.008119,0.002247,10.3436,-0.0585,0
2019-05-16,0.009928,-0.000335,0.010263,9.2181,-0.0486,0
2019-05-17,-0.018527,-0.017207,-0.001320,7.3201,-0.0669,1
2019-05-20,0.005720,0.012424,-0.006704,9.8275,-0.0611,0
2019-05-21,0.013955,0.010108,0.003847,10.3723,-0.0471,0
2019-05-22,0.018011,0.011968,0.006043,7.6134,-0.0289,1
2019-05-23,0.005185,0.00153,0.003655,7.4602,-0.0235,1
2019-05-24,0.017070,0.007875,0.009195,9.6832,-0.0064,0
2019-05-27,-0.004308,-0.008902,0.004594,12.095,-0.0107,0
2019-05-28,0.015342,0.002283,0.013059,9.9882,0.0,0
2019-05-29,-0.009391,-0.008669,-0.000722,11.0177,-0.0093,0
2019-05-30,-0.012024,-0.0137,0.001676,11.741,-0.0213,0
2019-05-31,0.006913,0.00804,-0.001127,11.9595,-0.0144,0
2019-06-03,0.004924,0.006432,-0.001508,12.625,-0.0094,0
2019-06-04,0.021424,0.009162,0.012262,11.0125,0.0,0
2019-06-05,-0.016092,-0.008092,-0.008000,10.8085,-0.0161,0
2019-06-06,0.000973,0.004492,-0.003519,10.1324,-0.015,0
2019-06-07,-0.000097,0.002671,-0.002768,10.402,-0.0151,0
2019-06-10,-0.011045,-0.011782,0.000737,10.3121,-0.0261,0
2019-06-11,-0.005675,-0.004482,-0.001193,9.844,-0.0317,0
2019-06-12,0.015225,0.010459,0.004766,12.647,-0.0165,0
2019-06-13,0.013350,0.008972,0.004378,9.5769,-0.0031,0
2019-06-14,-0.004766,0.000433,-0.005199,8.3784,-0.0076,1
2019-06-17,0.006156,-0.006517,0.012673,10.2641,-0.0014,0
2019-06-18,0.010610,0.003607,0.007003,12.4314,0.0,0
2019-06-19,-0.004451,0.000448,-0.004899,9.3845,-0.0044,0
2019-06-20,-0.001417,0.008548,-0.009965,10.5731,-0.0058,0
2019-06-21,-0.017371,-0.009637,-0.007734,8.7482,-0.023,1
2019-06-24,-0.003023,-0.000569,-0.002454,10.3285,-0.0259,0
2019-06-25,-0.002232,0.001152,-0.003384,11.2589,-0.0281,0
