order_id,customer_id,symbol,side,qty,fill_price,fill_ts_utc,dispatch_ts_raw,dispatch_tz_stated,dispatch_ts_utc_normalized,settlement_status,customer_loss_usd
ORD-00001012,CX-003,CNTECH,SELL,2169,132.34,2026-03-27T23:12:17Z,2026-03-27T19:12:17-04:00,UTC,2026-03-27T23:12:17Z,PENDING_RESUBMIT,0.00
ORD-00001013,CX-004,CNTECH,SELL,1786,172.76,2026-03-27T23:12:41Z,2026-03-28T07:12:41+08:00,UTC,2026-03-27T23:12:41Z,FAILED,680.83
ORD-00001014,CX-001,HKFIN,SELL,5226,106.41,2026-03-27T23:12:55Z,2026-03-28T07:12:55+08:00,UTC,2026-03-27T23:12:55Z,PENDING_RESUBMIT,0.00
ORD-00001015,CX-001,AUHLD,BUY,6422,67.86,2026-03-27T23:13:41Z,2026-03-28T07:13:41+08:00,UTC,2026-03-27T23:13:41Z,PENDING_RESUBMIT,0.00
ORD-00001016,CX-002,JPNBK,BUY,7633,239.95,2026-03-27T23:14:27Z,2026-03-28T07:14:27+08:00,UTC,2026-03-27T23:14:27Z,PENDING_RESUBMIT,0.00
ORD-00001017,CX-001,CNTECH,BUY,6534,124.92,2026-03-27T23:14:57Z,2026-03-28T07:14:57+08:00,UTC,2026-03-27T23:14:57Z,FAILED,683.18
ORD-00001018,CX-004,AUHLD,BUY,4341,214.62,2026-03-27T23:15:16Z,2026-03-28T07:15:16+08:00,UTC,2026-03-27T23:15:16Z,FAILED,848.59
ORD-00001019,CX-001,TWSMC,BUY,5034,125.18,2026-03-27T23:15:32Z,2026-03-28T07:15:32+08:00,UTC,2026-03-27T23:15:32Z,PENDING_RESUBMIT,0.00
ORD-00001020,CX-001,CNTECH,SELL,5633,139.09,2026-03-27T23:15:48Z,2026-03-28T07:15:48+08:00,UTC,2026-03-27T23:15:48Z,FAILED,857.04
ORD-00001021,CX-005,AUHLD,SELL,415,130.01,2026-03-27T23:15:53Z,2026-03-28T07:15:53+08:00,UTC,2026-03-27T23:15:53Z,FAILED,908.12
ORD-00001022,CX-003,JPNBK,SELL,6837,100.89,2026-03-27T23:16:09Z,2026-03-27T19:16:09-04:00,UTC,2026-03-27T23:16:09Z,PENDING_RESUBMIT,0.00
ORD-00001023,CX-001,KRSEC,SELL,4840,145.32,2026-03-27T23:16:39Z,2026-03-28T07:16:39+08:00,UTC,2026-03-27T23:16:39Z,FAILED,688.61
ORD-00001024,CX-003,KRSEC,SELL,332,41.87,2026-03-27T23:16:45Z,2026-03-27T19:16:45-04:00,UTC,2026-03-27T23:16:45Z,FAILED,910.32
ORD-00001025,CX-004,HKFIN,SELL,768,65.25,2026-03-27T23:16:51Z,2026-03-28T07:16:51+08:00,UTC,2026-03-27T23:16:51Z,PENDING_RESUBMIT,0.00
ORD-00001026,CX-005,HKFIN,BUY,5810,243.22,2026-03-27T23:17:13Z,2026-03-28T07:17:13+08:00,UTC,2026-03-27T23:17:13Z,PENDING_RESUBMIT,0.00
ORD-00001027,CX-001,CNTECH,SELL,302,76.50,2026-03-27T23:17:30Z,2026-03-28T07:17:30+08:00,UTC,2026-03-27T23:17:30Z,PENDING_RESUBMIT,0.00
ORD-00001028,CX-001,CNTECH,SELL,7754,243.87,2026-03-27T23:18:21Z,2026-03-28T07:18:21+08:00,UTC,2026-03-27T23:18:21Z,FAILED,838.83
ORD-00001029,CX-002,HKFIN,BUY,1058,78.02,2026-03-27T23:18:27Z,2026-03-28T07:18:27+08:00,UTC,2026-03-27T23:18:27Z,PENDING_RESUBMIT,0.00
ORD-00001030,CX-001,JPNBK,SELL,3166,139.40,2026-03-27T23:18:36Z,2026-03-28T07:18:36+08:00,UTC,2026-03-27T23:18:36Z,PENDING_RESUBMIT,0.00
ORD-00001031,CX-005,KRSEC,SELL,4097,225.14,2026-03-27T23:18:59Z,2026-03-28T07:18:59+08:00,UTC,2026-03-27T23:18:59Z,FAILED,836.70
ORD-00001032,CX-002,SGEX,BUY,9658,133.98,2026-03-27T23:19:37Z,2026-03-28T07:19:37+08:00,UTC,2026-03-27T23:19:37Z,FAILED,737.22
ORD-00001033,CX-001,TWSMC,BUY,1626,184.08,2026-03-27T23:20:38Z,2026-03-28T07:20:38+08:00,UTC,2026-03-27T23:20:38Z,PENDING_RESUBMIT,0.00
ORD-00001034,CX-005,HKFIN,BUY,2351,233.20,2026-03-27T23:21:08Z,2026-03-28T07:21:08+08:00,UTC,2026-03-27T23:21:08Z,PENDING_RESUBMIT,0.00
ORD-00001035,CX-001,HKFIN,BUY,4166,242.26,2026-03-27T23:21:11Z,2026-03-28T07:21:11+08:00,UTC,2026-03-27T23:21:11Z,FAILED,833.14
ORD-00001036,CX-001,SGEX,BUY,8249,188.02,2026-03-27T23:21:32Z,2026-03-28T07:21:32+08:00,UTC,2026-03-27T23:21:32Z,PENDING_RESUBMIT,0.00
ORD-00001037,CX-005,TWSMC,SELL,8273,243.33,2026-03-27T23:21:34Z,2026-03-28T07:21:34+08:00,UTC,2026-03-27T23:21:34Z,PENDING_RESUBMIT,0.00
ORD-00001038,CX-002,SGEX,BUY,133,154.15,2026-03-27T23:21:54Z,2026-03-28T07:21:54+08:00,UTC,2026-03-27T23:21:54Z,PENDING_RESUBMIT,0.00
ORD-00001039,CX-004,TWSMC,SELL,8524,74.52,2026-03-27T23:22:06Z,2026-03-28T07:22:06+08:00,UTC,2026-03-27T23:22:06Z,PENDING_RESUBMIT,0.00
ORD-00001040,CX-003,SGEX,SELL,5710,249.13,2026-03-27T23:22:12Z,2026-03-27T19:22:12-04:00,UTC,2026-03-27T23:22:12Z,PENDING_RESUBMIT,0.00
ORD-00001041,CX-003,KRSEC,SELL,4522,176.17,2026-03-27T23:22:51Z,2026-03-27T19:22:51-04:00,UTC,2026-03-27T23:22:51Z,FAILED,722.26
ORD-00001042,CX-001,HKFIN,SELL,9435,209.17,2026-03-27T23:23:27Z,2026-03-28T07:23:27+08:00,UTC,2026-03-27T23:23:27Z,PENDING_RESUBMIT,0.00
ORD-00001043,CX-001,KRSEC,BUY,7989,170.43,2026-03-27T23:23:50Z,2026-03-28T07:23:50+08:00,UTC,2026-03-27T23:23:50Z,PENDING_RESUBMIT,0.00
ORD-00001044,CX-001,KRSEC,SELL,1747,171.89,2026-03-27T23:23:55Z,2026-03-28T07:23:55+08:00,UTC,2026-03-27T23:23:55Z,PENDING_RESUBMIT,0.00
ORD-00001045,CX-001,HKFIN,BUY,6805,175.81,2026-03-27T23:24:47Z,2026-03-28T07:24:47+08:00,UTC,2026-03-27T23:24:47Z,PENDING_RESUBMIT,0.00
ORD-00001046,CX-005,JPNBK,BUY,4073,44.80,2026-03-27T23:24:55Z,2026-03-28T07:24:55+08:00,UTC,2026-03-27T23:24:55Z,FAILED,825.46
ORD-00001047,CX-001,JPNBK,SELL,9693,77.04,2026-03-27T23:25:02Z,2026-03-28T07:25:02+08:00,UTC,2026-03-27T23:25:02Z,PENDING_RESUBMIT,0.00
ORD-00001048,CX-005,AUHLD,BUY,2636,242.30,2026-03-27T23:25:08Z,2026-03-28T07:25:08+08:00,UTC,2026-03-27T23:25:08Z,PENDING_RESUBMIT,0.00
ORD-00001049,CX-001,KRSEC,BUY,907,187.71,2026-03-27T23:25:13Z,2026-03-28T07:25:13+08:00,UTC,2026-03-27T23:25:13Z,PENDING_RESUBMIT,0.00
ORD-00001050,CX-001,TWSMC,SELL,6052,180.40,2026-03-27T23:25:45Z,2026-03-28T07:25:45+08:00,UTC,2026-03-27T23:25:45Z,FAILED,683.01
ORD-00001051,CX-001,HKFIN,BUY,5872,138.77,2026-03-27T23:26:20Z,2026-03-28T07:26:20+08:00,UTC,2026-03-27T23:26:20Z,PENDING_RESUBMIT,0.00
ORD-00001052,CX-002,SGEX,SELL,4436,48.59,2026-03-27T23:26:29Z,2026-03-28T07:26:29+08:00,UTC,2026-03-27T23:26:29Z,FAILED,743.47
ORD-00001053,CX-001,JPNBK,BUY,3570,234.60,2026-03-27T23:26:50Z,2026-03-28T07:26:50+08:00,UTC,2026-03-27T23:26:50Z,PENDING_RESUBMIT,0.00
ORD-00001054,CX-001,CNTECH,SELL,8608,116.96,2026-03-27T23:26:55Z,2026-03-28T07:26:55+08:00,UTC,2026-03-27T23:26:55Z,PENDING_RESUBMIT,0.00
ORD-00001055,CX-003,HKFIN,BUY,6378,107.57,2026-03-27T23:27:22Z,2026-03-27T19:27:22-04:00,UTC,2026-03-27T23:27:22Z,PENDING_RESUBMIT,0.00
ORD-00001056,CX-005,TWSMC,BUY,4509,199.40,2026-03-27T23:27:32Z,2026-03-28T07:27:32+08:00,UTC,2026-03-27T23:27:32Z,PENDING_RESUBMIT,0.00
ORD-00001057,CX-004,KRSEC,SELL,5266,115.18,2026-03-27T23:27:39Z,2026-03-28T07:27:39+08:00,UTC,2026-03-27T23:27:39Z,PENDING_RESUBMIT,0.00
ORD-00001058,CX-004,JPNBK,BUY,5286,208.03,2026-03-27T23:27:42Z,2026-03-28T07:27:42+08:00,UTC,2026-03-27T23:27:42Z,PENDING_RESUBMIT,0.00
ORD-00001059,CX-005,AUHLD,SELL,4423,183.67,2026-03-27T23:27:48Z,2026-03-28T07:27:48+08:00,UTC,2026-03-27T23:27:48Z,PENDING_RESUBMIT,0.00
ORD-00001060,CX-005,CNTECH,SELL,5784,157.33,2026-03-27T23:28:00Z,2026-03-28T07:28:00+08:00,UTC,2026-03-27T23:28:00Z,PENDING_RESUBMIT,0.00
ORD-00001061,CX-004,CNTECH,SELL,2922,172.42,2026-03-27T23:28:01Z,2026-03-28T07:28:01+08:00,UTC,2026-03-27T23:28:01Z,PENDING_RESUBMIT,0.00
ORD-00001062,CX-005,HKFIN,BUY,2399,63.81,2026-03-27T23:28:34Z,2026-03-28T07:28:34+08:00,UTC,2026-03-27T23:28:34Z,PENDING_RESUBMIT,0.00
ORD-00001063,CX-002,CNTECH,BUY,2114,212.91,2026-03-27T23:28:37Z,2026-03-28T07:28:37+08:00,UTC,2026-03-27T23:28:37Z,PENDING_RESUBMIT,0.00
ORD-00001064,CX-003,TWSMC,BUY,7067,41.80,2026-03-27T23:28:53Z,2026-03-27T19:28:53-04:00,UTC,2026-03-27T23:28:53Z,PENDING_RESUBMIT,0.00
ORD-00001065,CX-005,TWSMC,SELL,1818,173.25,2026-03-27T23:29:06Z,2026-03-28T07:29:06+08:00,UTC,2026-03-27T23:29:06Z,PENDING_RESUBMIT,0.00
ORD-00001066,CX-003,SGEX,BUY,4723,44.88,2026-03-27T23:29:34Z,2026-03-27T19:29:34-04:00,UTC,2026-03-27T23:29:34Z,PENDING_RESUBMIT,0.00
ORD-00001067,CX-005,JPNBK,SELL,4051,135.46,2026-03-27T23:30:18Z,2026-03-28T07:30:18+08:00,UTC,2026-03-27T23:30:18Z,PENDING_RESUBMIT,0.00
ORD-00001068,CX-001,JPNBK,SELL,4636,68.98,2026-03-27T23:30:27Z,2026-03-28T07:30:27+08:00,UTC,2026-03-27T23:30:27Z,PENDING_RESUBMIT,0.00
ORD-00001069,CX-005,CNTECH,BUY,4227,211.61,2026-03-27T23:31:04Z,2026-03-28T07:31:04+08:00,UTC,2026-03-27T23:31:04Z,FAILED,906.21
ORD-00001070,CX-001,CNTECH,SELL,9402,170.23,2026-03-27T23:31:21Z,2026-03-28T07:31:21+08:00,UTC,2026-03-27T23:31:21Z,PENDING_RESUBMIT,0.00
ORD-00001071,CX-004,KRSEC,SELL,3337,131.15,2026-03-27T23:31:22Z,2026-03-28T07:31:22+08:00,UTC,2026-03-27T23:31:22Z,FAILED,692.85
ORD-00001072,CX-005,HKFIN,SELL,662,84.10,2026-03-27T23:31:39Z,2026-03-28T07:31:39+08:00,UTC,2026-03-27T23:31:39Z,PENDING_RESUBMIT,0.00
ORD-00001073,CX-003,AUHLD,SELL,5806,190.64,2026-03-27T23:31:41Z,2026-03-27T19:31:41-04:00,UTC,2026-03-27T23:31:41Z,PENDING_RESUBMIT,0.00
ORD-00001074,CX-001,AUHLD,BUY,5715,249.05,2026-03-27T23:32:09Z,2026-03-28T07:32:09+08:00,UTC,2026-03-27T23:32:09Z,PENDING_RESUBMIT,0.00
ORD-00001075,CX-005,KRSEC,SELL,3014,228.92,2026-03-27T23:32:12Z,2026-03-28T07:32:12+08:00,UTC,2026-03-27T23:32:12Z,PENDING_RESUBMIT,0.00
ORD-00001076,CX-005,SGEX,SELL,5729,188.96,2026-03-27T23:32:30Z,2026-03-28T07:32:30+08:00,UTC,2026-03-27T23:32:30Z,PENDING_RESUBMIT,0.00
ORD-00001077,CX-003,CNTECH,BUY,3414,39.11,2026-03-27T23:32:45Z,2026-03-27T19:32:45-04:00,UTC,2026-03-27T23:32:45Z,FAILED,863.02
ORD-00001078,CX-001,CNTECH,BUY,1079,92.10,2026-03-27T23:32:47Z,2026-03-28T07:32:47+08:00,UTC,2026-03-27T23:32:47Z,FAILED,760.66
ORD-00001079,CX-003,JPNBK,SELL,7159,14.80,2026-03-27T23:33:27Z,2026-03-27T19:33:27-04:00,UTC,2026-03-27T23:33:27Z,PENDING_RESUBMIT,0.00
ORD-00001080,CX-002,TWSMC,SELL,2248,221.38,2026-03-27T23:33:35Z,2026-03-28T07:33:35+08:00,UTC,2026-03-27T23:33:35Z,FAILED,674.66
ORD-00001081,CX-004,HKFIN,BUY,8006,56.47,2026-03-27T23:34:20Z,2026-03-28T07:34:20+08:00,UTC,2026-03-27T23:34:20Z,PENDING_RESUBMIT,0.00
ORD-00001082,CX-002,SGEX,SELL,4850,163.71,2026-03-27T23:34:35Z,2026-03-28T07:34:35+08:00,UTC,2026-03-27T23:34:35Z,PENDING_RESUBMIT,0.00
ORD-00001083,CX-005,KRSEC,SELL,7275,62.30,2026-03-27T23:34:40Z,2026-03-28T07:34:40+08:00,UTC,2026-03-27T23:34:40Z,PENDING_RESUBMIT,0.00
ORD-00001084,CX-003,HKFIN,SELL,5208,178.59,2026-03-27T23:35:00Z,2026-03-27T19:35:00-04:00,UTC,2026-03-27T23:35:00Z,PENDING_RESUBMIT,0.00
ORD-00001085,CX-003,JPNBK,BUY,1435,105.08,2026-03-27T23:36:14Z,2026-03-27T19:36:14-04:00,UTC,2026-03-27T23:36:14Z,FAILED,917.44
ORD-00001086,CX-001,CNTECH,SELL,3245,60.50,2026-03-27T23:36:24Z,2026-03-28T07:36:24+08:00,UTC,2026-03-27T23:36:24Z,PENDING_RESUBMIT,0.00
ORD-00001087,CX-002,AUHLD,BUY,2640,233.01,2026-03-27T23:36:25Z,2026-03-28T07:36:25+08:00,UTC,2026-03-27T23:36:25Z,FAILED,575.86
ORD-00001088,CX-003,AUHLD,BUY,7216,122.65,2026-03-27T23:36:51Z,2026-03-27T19:36:51-04:00,UTC,2026-03-27T23:36:51Z,PENDING_RESUBMIT,0.00
ORD-00001089,CX-001,AUHLD,SELL,2446,82.51,2026-03-27T23:37:26Z,2026-03-28T07:37:26+08:00,UTC,2026-03-27T23:37:26Z,FAILED,731.18
ORD-00001090,CX-001,AUHLD,BUY,3865,97.66,2026-03-27T23:37:26Z,2026-03-28T07:37:26+08:00,UTC,2026-03-27T23:37:26Z,FAILED,765.13
ORD-00001091,CX-001,JPNBK,SELL,2285,38.85,2026-03-27T23:37:38Z,2026-03-28T07:37:38+08:00,UTC,2026-03-27T23:37:38Z,PENDING_RESUBMIT,0.00
ORD-00001092,CX-005,AUHLD,BUY,9528,47.11,2026-03-27T23:38:10Z,2026-03-28T07:38:10+08:00,UTC,2026-03-27T23:38:10Z,PENDING_RESUBMIT,0.00
ORD-00001093,CX-001,HKFIN,SELL,5291,164.99,2026-03-27T23:38:28Z,2026-03-28T07:38:28+08:00,UTC,2026-03-27T23:38:28Z,FAILED,675.51
ORD-00001094,CX-002,SGEX,BUY,8462,104.03,2026-03-27T23:39:10Z,2026-03-28T07:39:10+08:00,UTC,2026-03-27T23:39:10Z,PENDING_RESUBMIT,0.00
ORD-00001095,CX-001,JPNBK,BUY,1782,98.97,2026-03-27T23:39:16Z,2026-03-28T07:39:16+08:00,UTC,2026-03-27T23:39:16Z,PENDING_RESUBMIT,0.00
ORD-00001096,CX-001,HKFIN,BUY,2214,110.99,2026-03-27T23:39:27Z,2026-03-28T07:39:27+08:00,UTC,2026-03-27T23:39:27Z,PENDING_RESUBMIT,0.00
ORD-00001097,CX-005,SGEX,BUY,8162,182.62,2026-03-27T23:39:29Z,2026-03-28T07:39:29+08:00,UTC,2026-03-27T23:39:29Z,PENDING_RESUBMIT,0.00
ORD-00001098,CX-005,AUHLD,BUY,2434,226.05,2026-03-27T23:39:38Z,2026-03-28T07:39:38+08:00,UTC,2026-03-27T23:39:38Z,PENDING_RESUBMIT,0.00
ORD-00001099,CX-001,AUHLD,SELL,9999,6.62,2026-03-27T23:40:01Z,2026-03-28T07:40:01+08:00,UTC,2026-03-27T23:40:01Z,PENDING_RESUBMIT,0.00
ORD-00001100,CX-005,SGEX,BUY,614,211.07,2026-03-27T23:40:04Z,2026-03-28T07:40:04+08:00,UTC,2026-03-27T23:40:04Z,PENDING_RESUBMIT,0.00
ORD-00001101,CX-004,SGEX,BUY,8776,95.45,2026-03-27T23:40:18Z,2026-03-28T07:40:18+08:00,UTC,2026-03-27T23:40:18Z,PENDING_RESUBMIT,0.00
ORD-00001102,CX-001,SGEX,BUY,7261,61.88,2026-03-27T23:40:55Z,2026-03-28T07:40:55+08:00,UTC,2026-03-27T23:40:55Z,PENDING_RESUBMIT,0.00
ORD-00001103,CX-001,HKFIN,SELL,3188,234.67,2026-03-27T23:41:14Z,2026-03-28T07:41:14+08:00,UTC,2026-03-27T23:41:14Z,FAILED,765.88
ORD-00001104,CX-001,TWSMC,SELL,2835,96.11,2026-03-27T23:41:50Z,2026-03-28T07:41:50+08:00,UTC,2026-03-27T23:41:50Z,PENDING_RESUBMIT,0.00
ORD-00001105,CX-003,AUHLD,BUY,2695,132.83,2026-03-27T23:41:55Z,2026-03-27T19:41:55-04:00,UTC,2026-03-27T23:41:55Z,PENDING_RESUBMIT,0.00
ORD-00001106,CX-001,JPNBK,SELL,2926,204.37,2026-03-27T23:43:10Z,2026-03-28T07:43:10+08:00,UTC,2026-03-27T23:43:10Z,PENDING_RESUBMIT,0.00
ORD-00001107,CX-003,HKFIN,BUY,9550,239.00,2026-03-27T23:43:21Z,2026-03-27T19:43:21-04:00,UTC,2026-03-27T23:43:21Z,FAILED,858.16
ORD-00001108,CX-002,SGEX,BUY,6941,122.89,2026-03-27T23:43:58Z,2026-03-28T07:43:58+08:00,UTC,2026-03-27T23:43:58Z,PENDING_RESUBMIT,0.00
ORD-00001109,CX-004,HKFIN,BUY,6979,247.11,2026-03-27T23:43:59Z,2026-03-28T07:43:59+08:00,UTC,2026-03-27T23:43:59Z,PENDING_RESUBMIT,0.00
ORD-00001110,CX-003,AUHLD,BUY,5016,210.97,2026-03-27T23:44:01Z,2026-03-27T19:44:01-04:00,UTC,2026-03-27T23:44:01Z,PENDING_RESUBMIT,0.00
ORD-00001111,CX-002,CNTECH,BUY,5691,98.24,2026-03-27T23:44:12Z,2026-03-28T07:44:12+08:00,UTC,2026-03-27T23:44:12Z,PENDING_RESUBMIT,0.00
ORD-00001112,CX-003,KRSEC,BUY,6687,91.86,2026-03-27T23:45:08Z,2026-03-27T19:45:08-04:00,UTC,2026-03-27T23:45:08Z,PENDING_RESUBMIT,0.00
ORD-00001113,CX-005,AUHLD,SELL,7200,24.14,2026-03-27T23:46:02Z,2026-03-28T07:46:02+08:00,UTC,2026-03-27T23:46:02Z,FAILED,705.38
ORD-00001114,CX-003,TWSMC,SELL,8070,67.12,2026-03-27T23:46:17Z,2026-03-27T19:46:17-04:00,UTC,2026-03-27T23:46:17Z,PENDING_RESUBMIT,0.00
ORD-00001115,CX-003,KRSEC,SELL,4146,83.36,2026-03-27T23:46:33Z,2026-03-27T19:46:33-04:00,UTC,2026-03-27T23:46:33Z,FAILED,691.85
ORD-00001116,CX-001,AUHLD,BUY,5876,155.64,2026-03-27T23:47:07Z,2026-03-28T07:47:07+08:00,UTC,2026-03-27T23:47:07Z,PENDING_RESUBMIT,0.00
ORD-00001117,CX-001,AUHLD,SELL,2390,65.71,2026-03-27T23:47:07Z,2026-03-28T07:47:07+08:00,UTC,2026-03-27T23:47:07Z,PENDING_RESUBMIT,0.00
ORD-00001118,CX-002,AUHLD,SELL,7526,175.33,2026-03-27T23:47:28Z,2026-03-28T07:47:28+08:00,UTC,2026-03-27T23:47:28Z,PENDING_RESUBMIT,0.00
ORD-00001119,CX-003,KRSEC,SELL,7628,180.22,2026-03-27T23:47:28Z,2026-03-27T19:47:28-04:00,UTC,2026-03-27T23:47:28Z,PENDING_RESUBMIT,0.00
ORD-00001120,CX-003,TWSMC,BUY,1722,167.34,2026-03-27T23:47:45Z,2026-03-27T19:47:45-04:00,UTC,2026-03-27T23:47:45Z,FAILED,771.50
ORD-00001121,CX-001,HKFIN,SELL,3168,167.77,2026-03-27T23:48:31Z,2026-03-28T07:48:31+08:00,UTC,2026-03-27T23:48:31Z,FAILED,839.75
ORD-00001122,CX-001,SGEX,BUY,4709,126.25,2026-03-27T23:48:36Z,2026-03-28T07:48:36+08:00,UTC,2026-03-27T23:48:36Z,FAILED,741.52
ORD-00001123,CX-001,TWSMC,BUY,9880,151.52,2026-03-27T23:49:43Z,2026-03-28T07:49:43+08:00,UTC,2026-03-27T23:49:43Z,FAILED,747.70
ORD-00001124,CX-001,KRSEC,SELL,8032,52.10,2026-03-27T23:50:07Z,2026-03-28T07:50:07+08:00,UTC,2026-03-27T23:50:07Z,FAILED,838.34
ORD-00001125,CX-002,SGEX,BUY,2143,114.94,2026-03-27T23:50:19Z,2026-03-28T07:50:19+08:00,UTC,2026-03-27T23:50:19Z,PENDING_RESUBMIT,0.00
ORD-00001126,CX-003,HKFIN,SELL,7023,102.78,2026-03-27T23:50:30Z,2026-03-27T19:50:30-04:00,UTC,2026-03-27T23:50:30Z,PENDING_RESUBMIT,0.00
ORD-00001127,CX-003,HKFIN,SELL,7609,72.84,2026-03-27T23:50:36Z,2026-03-27T19:50:36-04:00,UTC,2026-03-27T23:50:36Z,PENDING_RESUBMIT,0.00
ORD-00001128,CX-003,AUHLD,SELL,7468,186.47,2026-03-27T23:50:51Z,2026-03-27T19:50:51-04:00,UTC,2026-03-27T23:50:51Z,PENDING_RESUBMIT,0.00
ORD-00001129,CX-005,SGEX,SELL,5649,106.81,2026-03-27T23:51:21Z,2026-03-28T07:51:21+08:00,UTC,2026-03-27T23:51:21Z,FAILED,845.79
ORD-00001130,CX-001,HKFIN,BUY,4441,94.94,2026-03-27T23:51:37Z,2026-03-28T07:51:37+08:00,UTC,2026-03-27T23:51:37Z,PENDING_RESUBMIT,0.00
ORD-00001131,CX-005,SGEX,SELL,8440,139.82,2026-03-27T23:51:46Z,2026-03-28T07:51:46+08:00,UTC,2026-03-27T23:51:46Z,PENDING_RESUBMIT,0.00
ORD-00001132,CX-002,SGEX,SELL,4878,134.76,2026-03-27T23:51:58Z,2026-03-28T07:51:58+08:00,UTC,2026-03-27T23:51:58Z,FAILED,630.92
ORD-00001133,CX-003,HKFIN,BUY,3625,165.95,2026-03-27T23:53:54Z,2026-03-27T19:53:54-04:00,UTC,2026-03-27T23:53:54Z,PENDING_RESUBMIT,0.00
ORD-00001134,CX-001,CNTECH,BUY,7504,80.54,2026-03-27T23:54:29Z,2026-03-28T07:54:29+08:00,UTC,2026-03-27T23:54:29Z,FAILED,868.54
ORD-00001135,CX-003,AUHLD,BUY,6794,19.35,2026-03-27T23:54:58Z,2026-03-27T19:54:58-04:00,UTC,2026-03-27T23:54:58Z,PENDING_RESUBMIT,0.00
ORD-00001136,CX-005,TWSMC,BUY,7213,166.93,2026-03-27T23:54:58Z,2026-03-28T07:54:58+08:00,UTC,2026-03-27T23:54:58Z,PENDING_RESUBMIT,0.00
ORD-00001137,CX-001,CNTECH,SELL,8078,140.16,2026-03-27T23:54:59Z,2026-03-28T07:54:59+08:00,UTC,2026-03-27T23:54:59Z,PENDING_RESUBMIT,0.00
ORD-00001138,CX-002,JPNBK,SELL,6663,18.52,2026-03-27T23:55:11Z,2026-03-28T07:55:11+08:00,UTC,2026-03-27T23:55:11Z,FAILED,610.47
ORD-00001139,CX-001,AUHLD,SELL,5736,228.61,2026-03-27T23:55:23Z,2026-03-28T07:55:23+08:00,UTC,2026-03-27T23:55:23Z,PENDING_RESUBMIT,0.00
ORD-00001140,CX-002,SGEX,SELL,610,62.63,2026-03-27T23:55:32Z,2026-03-28T07:55:32+08:00,UTC,2026-03-27T23:55:32Z,PENDING_RESUBMIT,0.00
ORD-00001141,CX-001,JPNBK,SELL,5992,130.64,2026-03-27T23:55:33Z,2026-03-28T07:55:33+08:00,UTC,2026-03-27T23:55:33Z,PENDING_RESUBMIT,0.00
ORD-00001142,CX-002,AUHLD,BUY,7275,185.15,2026-03-27T23:55:33Z,2026-03-28T07:55:33+08:00,UTC,2026-03-27T23:55:33Z,PENDING_RESUBMIT,0.00
ORD-00001143,CX-001,HKFIN,SELL,7963,118.40,2026-03-27T23:55:48Z,2026-03-28T07:55:48+08:00,UTC,2026-03-27T23:55:48Z,FAILED,817.30
ORD-00001144,CX-001,KRSEC,BUY,1891,193.39,2026-03-27T23:55:51Z,2026-03-28T07:55:51+08:00,UTC,2026-03-27T23:55:51Z,PENDING_RESUBMIT,0.00
ORD-00001145,CX-001,HKFIN,BUY,2679,26.28,2026-03-27T23:56:04Z,2026-03-28T07:56:04+08:00,UTC,2026-03-27T23:56:04Z,PENDING_RESUBMIT,0.00
