date,tx_id,amount_usd,status,is_chargeback
2025-12-04,MXT-B-00398,159.32,SETTLED,0
2025-12-05,MXT-B-00520,366.02,SETTLED,0
2025-12-05,MXT-B-00521,166.86,SETTLED,0
2025-12-05,MXT-B-00522,166.77,SETTLED,0
2025-12-05,MXT-B-00523,13.57,SETTLED,0
2025-12-05,MXT-B-00524,97.68,SETTLED,0
2025-12-05,MXT-B-00525,167.02,SETTLED,0
2025-12-05,MXT-B-00526,52.06,SETTLED,0
2025-12-05,MXT-B-00527,92.97,SETTLED,0
2025-12-05,MXT-B-00528,205.71,SETTLED,0
2025-12-05,MXT-B-00529,123.21,SETTLED,0
2025-12-05,MXT-B-00530,185.02,SETTLED,0
2025-12-05,MXT-B-00531,84.81,SETTLED,0
2025-12-06,MXT-B-00650,282.79,SETTLED,0
2025-12-06,MXT-B-00651,6.58,SETTLED,0
2025-12-06,MXT-B-00652,67.24,SETTLED,0
2025-12-06,MXT-B-00653,215.7,SETTLED,0
2025-12-06,MXT-B-00654,357.41,SETTLED,0
2025-12-06,MXT-B-00655,34.24,SETTLED,0
2025-12-06,MXT-B-00656,149.54,SETTLED,0
2025-12-06,MXT-B-00657,76.62,SETTLED,0
2025-12-06,MXT-B-00658,282.29,SETTLED,0
2025-12-06,MXT-B-00659,448.52,SETTLED,0
2025-12-07,MXT-B-00780,338.28,SETTLED,0
2025-12-07,MXT-B-00781,634.26,SETTLED,0
2025-12-07,MXT-B-00782,71.78,SETTLED,0
2025-12-07,MXT-B-00783,41.34,SETTLED,0
2025-12-07,MXT-B-00784,27.2,SETTLED,0
2025-12-07,MXT-B-00785,53.67,SETTLED,0
2025-12-07,MXT-B-00786,187.02,SETTLED,0
2025-12-07,MXT-B-00787,24.11,SETTLED,0
2025-12-07,MXT-B-00788,62.64,SETTLED,0
2025-12-08,MXT-B-00910,71.11,SETTLED,0
2025-12-08,MXT-B-00911,129.81,SETTLED,0
2025-12-08,MXT-B-00912,34.85,SETTLED,0
2025-12-08,MXT-B-00913,127.3,SETTLED,0
2025-12-08,MXT-B-00914,228.99,SETTLED,0
2025-12-08,MXT-B-00915,130.87,SETTLED,0
2025-12-08,MXT-B-00916,60.6,SETTLED,0
2025-12-08,MXT-B-00917,181.37,SETTLED,0
2025-12-08,MXT-B-00918,460.7,SETTLED,0
2025-12-08,MXT-B-00919,12.7,SETTLED,0
2025-12-09,MXT-B-01040,14.02,SETTLED,0
2025-12-09,MXT-B-01041,890.42,SETTLED,0
2025-12-09,MXT-B-01042,239.1,SETTLED,0
2025-12-09,MXT-B-01043,114.32,SETTLED,0
2025-12-09,MXT-B-01044,22.61,SETTLED,0
2025-12-09,MXT-B-01045,43.72,SETTLED,0
2025-12-09,MXT-B-01046,64.43,SETTLED,0
2025-12-09,MXT-B-01047,178.04,SETTLED,0
2025-12-09,MXT-B-01048,59.24,SETTLED,0
2025-12-09,MXT-B-01049,364.04,SETTLED,0
2025-12-09,MXT-B-01050,237.15,SETTLED,0
2025-12-10,MXT-B-01170,98.71,SETTLED,0
2025-12-10,MXT-B-01171,120.04,SETTLED,0
2025-12-10,MXT-B-01172,55.62,SETTLED,0
2025-12-10,MXT-B-01173,242.23,SETTLED,0
2025-12-10,MXT-B-01174,226.86,SETTLED,0
2025-12-10,MXT-B-01175,389.15,SETTLED,0
2025-12-10,MXT-B-01176,247.68,SETTLED,0
2025-12-10,MXT-B-01177,123.12,SETTLED,0
2025-12-10,MXT-B-01178,13.32,SETTLED,0
2025-12-10,MXT-B-01179,22.7,SETTLED,0
2025-12-10,MXT-B-01180,4.57,SETTLED,0
2025-12-11,MXT-B-01300,113.62,SETTLED,0
2025-12-11,MXT-B-01301,218.45,SETTLED,0
2025-12-11,MXT-B-01302,528.56,SETTLED,0
2025-12-11,MXT-B-01303,192.86,SETTLED,0
2025-12-11,MXT-B-01304,76.36,SETTLED,0
2025-12-11,MXT-B-01305,347.82,SETTLED,0
2025-12-11,MXT-B-01306,40.82,SETTLED,0
2025-12-11,MXT-B-01307,23.23,SETTLED,0
2025-12-11,MXT-B-01308,154.93,SETTLED,0
2025-12-11,MXT-B-01309,61.06,SETTLED,0
2025-12-11,MXT-B-01310,189.25,SETTLED,0
2025-12-11,MXT-B-01311,213.02,SETTLED,0
2025-12-12,MXT-B-01430,755.28,SETTLED,0
2025-12-12,MXT-B-01431,60.95,SETTLED,0
2025-12-12,MXT-B-01432,425.24,SETTLED,0
2025-12-12,MXT-B-01433,161.79,SETTLED,0
2025-12-12,MXT-B-01434,275.28,SETTLED,0
2025-12-12,MXT-B-01435,63.51,SETTLED,0
2025-12-12,MXT-B-01436,51.11,SETTLED,0
2025-12-12,MXT-B-01437,368.65,SETTLED,0
2025-12-13,MXT-B-01560,79.94,SETTLED,0
2025-12-13,MXT-B-01561,92.39,SETTLED,0
2025-12-13,MXT-B-01562,97.96,SETTLED,0
2025-12-13,MXT-B-01563,14.89,SETTLED,0
2025-12-13,MXT-B-01564,77.53,SETTLED,0
2025-12-13,MXT-B-01565,195.28,SETTLED,0
2025-12-13,MXT-B-01566,374.28,SETTLED,0
2025-12-13,MXT-B-01567,222.05,SETTLED,0
2025-12-13,MXT-B-01568,150.72,SETTLED,0
2025-12-13,MXT-B-01569,33.68,SETTLED,0
2025-12-13,MXT-B-01570,16.57,SETTLED,0
2025-12-13,MXT-B-01571,0.81,SETTLED,0
2025-12-14,MXT-B-01690,22.33,SETTLED,0
2025-12-14,MXT-B-01691,241.8,SETTLED,0
2025-12-14,MXT-B-01692,13.64,SETTLED,0
2025-12-14,MXT-B-01693,102.84,SETTLED,0
2025-12-14,MXT-B-01694,460.08,SETTLED,0
2025-12-14,MXT-B-01695,5.74,SETTLED,0
2025-12-14,MXT-B-01696,100.49,SETTLED,0
2025-12-14,MXT-B-01697,35.01,SETTLED,0
2025-12-14,MXT-B-01698,110.59,SETTLED,0
2025-12-14,MXT-B-01699,329.59,SETTLED,0
2025-12-15,MXT-B-01820,61.48,SETTLED,0
2025-12-15,MXT-B-01821,57.43,SETTLED,0
2025-12-15,MXT-B-01822,21.87,SETTLED,0
2025-12-15,MXT-B-01823,128.07,SETTLED,0
2025-12-15,MXT-B-01824,45.78,SETTLED,0
2025-12-15,MXT-B-01825,163.85,SETTLED,0
2025-12-15,MXT-B-01826,110.55,SETTLED,0
2025-12-15,MXT-B-01827,50.09,SETTLED,0
2025-12-15,MXT-B-01828,370.52,SETTLED,0
2025-12-15,MXT-B-01829,35.7,SETTLED,0
2025-12-16,MXT-B-01950,115.37,SETTLED,0
2025-12-16,MXT-B-01951,244.28,SETTLED,0
2025-12-16,MXT-B-01952,146.09,SETTLED,0
2025-12-16,MXT-B-01953,574.45,SETTLED,0
2025-12-16,MXT-B-01954,418.63,SETTLED,0
2025-12-16,MXT-B-01955,108.15,SETTLED,0
2025-12-16,MXT-B-01956,257.29,SETTLED,0
2025-12-16,MXT-B-01957,345.62,SETTLED,0
2025-12-17,MXT-B-02080,371.86,SETTLED,0
2025-12-17,MXT-B-02081,161.83,SETTLED,0
2025-12-17,MXT-B-02082,161.22,SETTLED,0
2025-12-17,MXT-B-02083,207.7,SETTLED,0
2025-12-17,MXT-B-02084,555.29,SETTLED,0
2025-12-17,MXT-B-02085,10.47,SETTLED,0
2025-12-17,MXT-B-02086,12.62,SETTLED,0
2025-12-17,MXT-B-02087,1032.25,SETTLED,0
2025-12-18,MXT-B-02210,1291.07,SETTLED,0
2025-12-18,MXT-B-02211,637.05,SETTLED,0
2025-12-18,MXT-B-02212,15.14,SETTLED,0
2025-12-18,MXT-B-02213,33.12,SETTLED,0
2025-12-18,MXT-B-02214,27.72,SETTLED,0
2025-12-18,MXT-B-02215,24.4,SETTLED,0
2025-12-18,MXT-B-02216,134.37,SETTLED,0
2025-12-18,MXT-B-02217,370.2,SETTLED,0
2025-12-18,MXT-B-02218,79.06,SETTLED,0
2025-12-18,MXT-B-02219,3.59,SETTLED,0
2025-12-18,MXT-B-02220,813.48,SETTLED,0
2025-12-18,MXT-B-02221,175.19,SETTLED,0
2025-12-19,MXT-B-02340,55.25,SETTLED,0
2025-12-19,MXT-B-02341,457.08,SETTLED,0
2025-12-19,MXT-B-02342,402.33,SETTLED,0
2025-12-19,MXT-B-02343,224.99,SETTLED,0
2025-12-19,MXT-B-02344,102.6,SETTLED,0
2025-12-19,MXT-B-02345,130.47,SETTLED,0
2025-12-19,MXT-B-02346,419.59,SETTLED,0
2025-12-19,MXT-B-02347,20.87,SETTLED,0
2025-12-19,MXT-B-02348,134.92,SETTLED,0
2025-12-19,MXT-B-02349,172.03,SETTLED,0
2025-12-19,MXT-B-02350,155.87,SETTLED,0
2025-12-20,MXT-B-02470,132.64,SETTLED,0
2025-12-20,MXT-B-02471,145.26,SETTLED,0
2025-12-20,MXT-B-02472,207.25,SETTLED,0
2025-12-20,MXT-B-02473,59.03,SETTLED,0
2025-12-20,MXT-B-02474,25.22,SETTLED,0
2025-12-20,MXT-B-02475,174.39,SETTLED,0
2025-12-20,MXT-B-02476,165.19,SETTLED,0
2025-12-20,MXT-B-02477,149.02,SETTLED,0
2025-12-20,MXT-B-02478,987.66,SETTLED,0
2025-12-20,MXT-B-02479,488.65,SETTLED,0
2025-12-20,MXT-B-02480,240.21,SETTLED,0
2025-12-21,MXT-B-02600,127.39,SETTLED,0
2025-12-21,MXT-B-02601,56.53,SETTLED,0
2025-12-21,MXT-B-02602,79.95,SETTLED,0
2025-12-21,MXT-B-02603,412.4,SETTLED,0
2025-12-21,MXT-B-02604,9.16,SETTLED,0
2025-12-21,MXT-B-02605,370.78,SETTLED,0
2025-12-21,MXT-B-02606,62.19,SETTLED,0
2025-12-21,MXT-B-02607,505.37,SETTLED,0
2025-12-21,MXT-B-02608,382.45,SETTLED,0
2025-12-21,MXT-B-02609,109.41,SETTLED,0
2025-12-21,MXT-B-02610,890.22,SETTLED,0
2025-12-22,MXT-B-02730,121.88,SETTLED,0
2025-12-22,MXT-B-02731,90.22,SETTLED,0
2025-12-22,MXT-B-02732,72.29,SETTLED,0
2025-12-22,MXT-B-02733,275.54,SETTLED,0
2025-12-22,MXT-B-02734,27.11,SETTLED,0
2025-12-22,MXT-B-02735,264.5,SETTLED,0
2025-12-22,MXT-B-02736,253.12,SETTLED,0
2025-12-22,MXT-B-02737,218.16,SETTLED,0
2025-12-22,MXT-B-02738,61.75,SETTLED,0
2025-12-23,MXT-B-02860,56.06,SETTLED,0
2025-12-23,MXT-B-02861,8.58,SETTLED,0
2025-12-23,MXT-B-02862,106.29,SETTLED,0
2025-12-23,MXT-B-02863,346.72,SETTLED,0
2025-12-23,MXT-B-02864,94.32,SETTLED,0
2025-12-23,MXT-B-02865,75.33,SETTLED,0
2025-12-23,MXT-B-02866,3.74,SETTLED,0
2025-12-23,MXT-B-02867,592.98,SETTLED,0
2025-12-24,MXT-B-02990,109.18,SETTLED,0
2025-12-24,MXT-B-02991,259.08,SETTLED,0
2025-12-24,MXT-B-02992,79.46,SETTLED,0
2025-12-24,MXT-B-02993,78.4,SETTLED,0
2025-12-24,MXT-B-02994,216.8,SETTLED,0
2025-12-24,MXT-B-02995,23.35,SETTLED,0
2025-12-24,MXT-B-02996,252.41,SETTLED,0
2025-12-24,MXT-B-02997,191.44,SETTLED,0
2025-12-24,MXT-B-02998,95.18,SETTLED,0
2025-12-24,MXT-B-02999,137.72,SETTLED,0
2025-12-24,MXT-B-03000,144.87,SETTLED,0
2025-12-24,MXT-B-03001,327.81,SETTLED,0
2025-12-25,MXT-B-03120,10.57,SETTLED,0
2025-12-25,MXT-B-03121,91.91,SETTLED,0
2025-12-25,MXT-B-03122,36.82,SETTLED,0
2025-12-25,MXT-B-03123,6.6,SETTLED,0
2025-12-25,MXT-B-03124,194.8,SETTLED,0
2025-12-25,MXT-B-03125,69.21,SETTLED,0
2025-12-25,MXT-B-03126,228.2,SETTLED,0
2025-12-25,MXT-B-03127,232.51,SETTLED,0
2025-12-25,MXT-B-03128,35.23,SETTLED,0
2025-12-26,MXT-B-03250,363.27,SETTLED,0
2025-12-26,MXT-B-03251,128.43,SETTLED,0
2025-12-26,MXT-B-03252,126.28,SETTLED,0
2025-12-26,MXT-B-03253,53.02,SETTLED,0
2025-12-26,MXT-B-03254,77.1,SETTLED,0
2025-12-26,MXT-B-03255,123.31,SETTLED,0
2025-12-26,MXT-B-03256,312.43,SETTLED,0
2025-12-26,MXT-B-03257,294.05,SETTLED,0
2025-12-26,MXT-B-03258,160.23,SETTLED,0
2025-12-26,MXT-B-03259,130.95,SETTLED,0
2025-12-26,MXT-B-03260,256.47,SETTLED,0
2025-12-26,MXT-B-03261,216.76,SETTLED,0
2025-12-27,MXT-B-03380,138.55,SETTLED,0
2025-12-27,MXT-B-03381,296.97,SETTLED,0
2025-12-27,MXT-B-03382,119.68,SETTLED,0
2025-12-27,MXT-B-03383,94.19,SETTLED,0
2025-12-27,MXT-B-03384,147.38,SETTLED,0
2025-12-27,MXT-B-03385,122.68,SETTLED,0
2025-12-27,MXT-B-03386,366.67,SETTLED,0
2025-12-27,MXT-B-03387,246.75,SETTLED,0
2025-12-27,MXT-B-03388,105.44,SETTLED,0
2025-12-28,MXT-B-03510,344.3,SETTLED,0
2025-12-28,MXT-B-03511,20.85,SETTLED,0
2025-12-28,MXT-B-03512,68.95,SETTLED,0
2025-12-28,MXT-B-03513,232.08,SETTLED,0
2025-12-28,MXT-B-03514,115.48,SETTLED,0
2025-12-28,MXT-B-03515,410.31,SETTLED,0
2025-12-28,MXT-B-03516,20.66,SETTLED,0
2025-12-28,MXT-B-03517,147.35,SETTLED,0
2025-12-28,MXT-B-03518,443.36,SETTLED,0
2025-12-28,MXT-B-03519,195.71,SETTLED,0
2025-12-29,MXT-B-03640,156.66,SETTLED,0
2025-12-29,MXT-B-03641,151.11,SETTLED,0
2025-12-29,MXT-B-03642,70.58,SETTLED,0
2025-12-29,MXT-B-03643,118.33,SETTLED,0
2025-12-29,MXT-B-03644,4.42,SETTLED,0
2025-12-29,MXT-B-03645,217.65,SETTLED,0
2025-12-29,MXT-B-03646,109.1,SETTLED,0
2025-12-29,MXT-B-03647,54.88,SETTLED,0
2025-12-29,MXT-B-03648,486.2,SETTLED,0
2025-12-29,MXT-B-03649,256.7,SETTLED,0
2025-12-29,MXT-B-03650,52.26,SETTLED,0
2025-12-29,MXT-B-03651,286.97,SETTLED,0
2025-12-30,MXT-B-03770,32.6,SETTLED,0
2025-12-30,MXT-B-03771,45.58,SETTLED,0
2025-12-30,MXT-B-03772,146.73,SETTLED,0
2025-12-30,MXT-B-03773,110.39,SETTLED,0
2025-12-30,MXT-B-03774,428.08,SETTLED,0
2025-12-30,MXT-B-03775,71.54,SETTLED,0
2025-12-30,MXT-B-03776,852.37,SETTLED,0
2025-12-30,MXT-B-03777,5.39,SETTLED,0
2025-12-30,MXT-B-03778,182.55,SETTLED,0
2025-12-30,MXT-B-03779,346.65,SETTLED,0
2025-12-30,MXT-B-03780,73.33,SETTLED,0
2025-12-31,MXT-B-03900,406.76,SETTLED,0
2025-12-31,MXT-B-03901,10.85,SETTLED,0
2025-12-31,MXT-B-03902,174.78,SETTLED,0
2025-12-31,MXT-B-03903,1266.66,SETTLED,0
2025-12-31,MXT-B-03904,91.31,SETTLED,0
2025-12-31,MXT-B-03905,557.03,SETTLED,0
2025-12-31,MXT-B-03906,487.56,SETTLED,0
2025-12-31,MXT-B-03907,129.32,SETTLED,0
2025-12-31,MXT-B-03908,240.46,SETTLED,0
2025-12-31,MXT-B-03909,549.19,SETTLED,0
2025-12-31,MXT-B-03910,2.08,SETTLED,0
2026-01-01,MXT-B-04030,399.45,SETTLED,0
2026-01-01,MXT-B-04031,455.03,SETTLED,0
2026-01-01,MXT-B-04032,629.26,SETTLED,0
2026-01-01,MXT-B-04033,136.71,SETTLED,0
2026-01-01,MXT-B-04034,35.54,SETTLED,0
2026-01-01,MXT-B-04035,2.32,SETTLED,0
2026-01-01,MXT-B-04036,10.46,SETTLED,0
2026-01-01,MXT-B-04037,127.52,SETTLED,0
2026-01-01,MXT-B-04038,646.58,SETTLED,0
2026-01-01,MXT-B-04039,212.46,SETTLED,0
2026-01-01,MXT-B-04040,71.11,SETTLED,0
2026-01-01,MXT-B-04041,44.68,SETTLED,0
2026-01-02,MXT-B-04160,84.93,SETTLED,0
2026-01-02,MXT-B-04161,154.91,SETTLED,0
2026-01-02,MXT-B-04162,177.85,SETTLED,0
2026-01-02,MXT-B-04163,226.97,SETTLED,0
2026-01-02,MXT-B-04164,88.88,SETTLED,0
2026-01-02,MXT-B-04165,183.17,SETTLED,0
2026-01-02,MXT-B-04166,34.18,SETTLED,0
2026-01-02,MXT-B-04167,13.77,SETTLED,0
2026-01-02,MXT-B-04168,100.81,SETTLED,0
2026-01-02,MXT-B-04169,235.88,SETTLED,0
2026-01-02,MXT-B-04170,244.35,SETTLED,0
2026-01-03,MXT-B-04290,572.66,SETTLED,0
2026-01-03,MXT-B-04291,7.81,SETTLED,0
2026-01-03,MXT-B-04292,179.61,SETTLED,0
2026-01-03,MXT-B-04293,3.75,SETTLED,0
2026-01-03,MXT-B-04294,43.99,SETTLED,0
2026-01-03,MXT-B-04295,11.93,SETTLED,0
2026-01-03,MXT-B-04296,30.22,SETTLED,0
2026-01-03,MXT-B-04297,8.53,SETTLED,0
2026-01-03,MXT-B-04298,473.18,SETTLED,0
2026-01-03,MXT-B-04299,184.7,SETTLED,0
2026-01-03,MXT-B-04300,99.81,SETTLED,0
2026-01-04,MXT-B-04420,246.84,SETTLED,0
2026-01-04,MXT-B-04421,514.36,SETTLED,0
2026-01-04,MXT-B-04422,31.09,SETTLED,0
2026-01-04,MXT-B-04423,53.77,SETTLED,0
2026-01-04,MXT-B-04424,100.1,SETTLED,0
2026-01-04,MXT-B-04425,415.27,SETTLED,0
2026-01-04,MXT-B-04426,8.06,SETTLED,0
2026-01-04,MXT-B-04427,76.68,SETTLED,0
2026-01-04,MXT-B-04428,99.35,SETTLED,0
2026-01-05,MXT-B-04550,111.81,SETTLED,0
2026-01-05,MXT-B-04551,141.95,SETTLED,0
2026-01-05,MXT-B-04552,70.64,SETTLED,0
2026-01-05,MXT-B-04553,170.46,SETTLED,0
2026-01-05,MXT-B-04554,31.9,SETTLED,0
2026-01-05,MXT-B-04555,322.35,SETTLED,0
2026-01-05,MXT-B-04556,33.21,SETTLED,0
2026-01-05,MXT-B-04557,23.88,SETTLED,0
2026-01-06,MXT-B-04680,430.64,SETTLED,0
2026-01-06,MXT-B-04681,27.91,SETTLED,0
2026-01-06,MXT-B-04682,490.26,SETTLED,0
2026-01-06,MXT-B-04683,19.81,SETTLED,0
2026-01-06,MXT-B-04684,70.56,SETTLED,0
2026-01-06,MXT-B-04685,137.75,SETTLED,0
2026-01-06,MXT-B-04686,231.07,SETTLED,0
2026-01-06,MXT-B-04687,40.08,SETTLED,0
2026-01-06,MXT-B-04688,281.56,SETTLED,0
2026-01-07,MXT-B-04810,96.33,SETTLED,0
2026-01-07,MXT-B-04811,84.04,SETTLED,0
2026-01-07,MXT-B-04812,130.27,SETTLED,0
2026-01-07,MXT-B-04813,126.24,SETTLED,0
2026-01-07,MXT-B-04814,144.9,SETTLED,0
2026-01-07,MXT-B-04815,500.35,SETTLED,0
2026-01-07,MXT-B-04816,396.71,SETTLED,0
2026-01-07,MXT-B-04817,355.03,SETTLED,0
2026-01-07,MXT-B-04818,130.81,SETTLED,0
2026-01-07,MXT-B-04819,197.22,SETTLED,0
2026-01-08,MXT-B-04940,2.88,SETTLED,0
2026-01-08,MXT-B-04941,27.62,SETTLED,0
2026-01-08,MXT-B-04942,13.33,SETTLED,0
2026-01-08,MXT-B-04943,430.05,SETTLED,0
2026-01-08,MXT-B-04944,235.12,SETTLED,0
2026-01-08,MXT-B-04945,15.84,SETTLED,0
2026-01-08,MXT-B-04946,180.1,SETTLED,0
2026-01-08,MXT-B-04947,120.62,SETTLED,0
2026-01-09,MXT-B-05070,39.25,SETTLED,0
2026-01-09,MXT-B-05071,162.77,SETTLED,0
2026-01-09,MXT-B-05072,45.64,SETTLED,0
2026-01-09,MXT-B-05073,28.61,SETTLED,0
2026-01-09,MXT-B-05074,330.51,SETTLED,0
2026-01-09,MXT-B-05075,425.14,SETTLED,0
2026-01-09,MXT-B-05076,164.95,SETTLED,0
2026-01-09,MXT-B-05077,9.25,SETTLED,0
2026-01-09,MXT-B-05078,237.41,SETTLED,0
2026-01-10,MXT-B-05200,179.77,SETTLED,0
2026-01-10,MXT-B-05201,292.6,SETTLED,0
2026-01-10,MXT-B-05202,145.92,SETTLED,0
2026-01-10,MXT-B-05203,17.38,SETTLED,0
2026-01-10,MXT-B-05204,73.8,SETTLED,0
2026-01-10,MXT-B-05205,134.36,SETTLED,0
2026-01-10,MXT-B-05206,61.11,SETTLED,0
2026-01-10,MXT-B-05207,78.66,SETTLED,0
2026-01-10,MXT-B-05208,71.46,SETTLED,0
2026-01-10,MXT-B-05209,26.39,SETTLED,0
2026-01-10,MXT-B-05210,31.93,SETTLED,0
2026-01-11,MXT-B-05330,124.89,SETTLED,0
2026-01-11,MXT-B-05331,18.57,SETTLED,0
2026-01-11,MXT-B-05332,105.66,SETTLED,0
2026-01-11,MXT-B-05333,9.89,SETTLED,0
2026-01-11,MXT-B-05334,218.93,SETTLED,0
2026-01-11,MXT-B-05335,71.87,SETTLED,0
2026-01-11,MXT-B-05336,171.11,SETTLED,0
2026-01-11,MXT-B-05337,3.74,SETTLED,0
2026-01-11,MXT-B-05338,18.89,SETTLED,0
2026-01-11,MXT-B-05339,300.42,SETTLED,0
2026-01-12,MXT-B-05460,140.72,SETTLED,0
2026-01-12,MXT-B-05461,51.11,SETTLED,0
2026-01-12,MXT-B-05462,283.32,SETTLED,0
2026-01-12,MXT-B-05463,27.48,SETTLED,0
2026-01-12,MXT-B-05464,160.06,SETTLED,0
2026-01-12,MXT-B-05465,655.21,SETTLED,0
2026-01-12,MXT-B-05466,284.48,SETTLED,0
2026-01-12,MXT-B-05467,595.35,SETTLED,0
2026-01-12,MXT-B-05468,84.15,SETTLED,0
2026-01-12,MXT-B-05469,17.76,SETTLED,0
2026-01-12,MXT-B-05470,59.63,SETTLED,0
2026-01-13,MXT-B-05590,28.37,SETTLED,0
2026-01-13,MXT-B-05591,54.91,SETTLED,0
2026-01-13,MXT-B-05592,381.55,SETTLED,0
2026-01-13,MXT-B-05593,132.77,SETTLED,0
2026-01-13,MXT-B-05594,85.11,SETTLED,0
2026-01-13,MXT-B-05595,263.63,SETTLED,0
2026-01-13,MXT-B-05596,79.29,SETTLED,0
2026-01-13,MXT-B-05597,655.69,SETTLED,0
2026-01-14,MXT-B-05720,204.78,SETTLED,0
2026-01-14,MXT-B-05721,28.47,SETTLED,0
2026-01-14,MXT-B-05722,206.68,SETTLED,0
2026-01-14,MXT-B-05723,51.22,SETTLED,0
2026-01-14,MXT-B-05724,775.09,SETTLED,0
2026-01-14,MXT-B-05725,437.02,SETTLED,0
2026-01-14,MXT-B-05726,283.86,SETTLED,0
2026-01-14,MXT-B-05727,129.56,SETTLED,0
2026-01-14,MXT-B-05728,127.09,SETTLED,0
2026-01-15,MXT-B-05850,73.86,SETTLED,0
2026-01-15,MXT-B-05851,794.16,SETTLED,0
2026-01-15,MXT-B-05852,320.93,SETTLED,0
2026-01-15,MXT-B-05853,159.0,SETTLED,0
2026-01-15,MXT-B-05854,769.49,SETTLED,0
2026-01-15,MXT-B-05855,81.92,SETTLED,0
2026-01-15,MXT-B-05856,33.28,SETTLED,0
2026-01-15,MXT-B-05857,54.32,SETTLED,0
2026-01-15,MXT-B-05858,18.73,SETTLED,0
2026-01-15,MXT-B-05859,771.4,SETTLED,0
2026-01-15,MXT-B-05860,16.38,SETTLED,0
2026-01-15,MXT-B-05861,11.31,SETTLED,0
2026-01-16,MXT-B-05980,62.99,SETTLED,0
2026-01-16,MXT-B-05981,109.0,SETTLED,0
2026-01-16,MXT-B-05982,73.15,SETTLED,0
2026-01-16,MXT-B-05983,43.08,SETTLED,0
2026-01-16,MXT-B-05984,9.42,SETTLED,0
2026-01-16,MXT-B-05985,90.47,SETTLED,0
2026-01-16,MXT-B-05986,49.23,SETTLED,0
2026-01-16,MXT-B-05987,141.62,SETTLED,0
2026-01-16,MXT-B-05988,558.03,SETTLED,0
2026-01-16,MXT-B-05989,259.97,SETTLED,0
2026-01-17,MXT-B-06110,3.91,SETTLED,0
2026-01-17,MXT-B-06111,190.93,SETTLED,0
2026-01-17,MXT-B-06112,165.79,SETTLED,0
2026-01-17,MXT-B-06113,307.92,SETTLED,0
2026-01-17,MXT-B-06114,418.42,SETTLED,0
2026-01-17,MXT-B-06115,174.67,SETTLED,0
2026-01-17,MXT-B-06116,91.0,SETTLED,0
2026-01-17,MXT-B-06117,192.15,SETTLED,0
2026-01-17,MXT-B-06118,169.3,SETTLED,0
2026-01-17,MXT-B-06119,320.96,SETTLED,0
2026-01-17,MXT-B-06120,51.39,SETTLED,0
2026-01-18,MXT-B-06240,132.92,SETTLED,0
2026-01-18,MXT-B-06241,109.9,SETTLED,0
2026-01-18,MXT-B-06242,117.74,SETTLED,0
2026-01-18,MXT-B-06243,413.94,SETTLED,0
2026-01-18,MXT-B-06244,106.22,SETTLED,0
2026-01-18,MXT-B-06245,88.71,SETTLED,0
2026-01-18,MXT-B-06246,346.6,SETTLED,0
2026-01-18,MXT-B-06247,253.96,SETTLED,0
2026-01-18,MXT-B-06248,10.49,SETTLED,0
2026-01-18,MXT-B-06249,168.89,SETTLED,0
2026-01-18,MXT-B-06250,145.46,SETTLED,0
2026-01-19,MXT-B-06370,220.4,SETTLED,0
2026-01-19,MXT-B-06371,267.34,SETTLED,0
