timestamp,robot_id,alarm_code,severity,root_cause_logged,resolved
2026-05-05T18:38:00Z,robot-arm-01,W-2002,high,sensor_drift,pending
2026-05-05T13:10:00Z,robot-arm-03,E-0102,low,motor_overheat,yes
2026-05-22T03:10:00Z,robot-arm-04,E-0101,high,power_fluctuation,yes
2026-05-22T06:23:00Z,robot-arm-05,E-0101,medium,conveyor_jam,yes
2026-05-01T10:02:00Z,robot-arm-01,E-0305,medium,motor_overheat,pending
2026-05-02T13:28:00Z,robot-arm-04,W-1001,low,power_fluctuation,pending
2026-05-05T13:44:00Z,robot-arm-05,E-0102,high,power_fluctuation,yes
2026-05-01T05:27:00Z,robot-arm-04,W-2002,medium,sensor_drift,yes
2026-05-19T00:03:00Z,robot-arm-01,W-1001,low,vision_timeout,yes
2026-05-09T08:32:00Z,robot-arm-01,W-1001,medium,vision_timeout,yes
2026-05-12T05:02:00Z,robot-arm-03,E-0102,high,conveyor_jam,yes
2026-05-06T09:58:00Z,robot-arm-04,E-0211,high,none,yes
2026-05-22T14:06:00Z,robot-arm-05,E-0102,medium,sensor_drift,yes
2026-05-19T08:28:00Z,robot-arm-03,W-1001,low,gripper_joint_wear,pending
2026-05-21T11:05:00Z,robot-arm-02,E-0201,low,conveyor_jam,pending
2026-05-10T16:30:00Z,robot-arm-05,E-0101,high,vision_timeout,pending
2026-05-04T05:15:00Z,robot-arm-01,E-0401,low,none,pending
2026-05-14T23:42:00Z,robot-arm-05,E-0201,medium,vision_timeout,yes
2026-05-22T03:10:00Z,robot-arm-02,W-1001,low,conveyor_jam,pending
2026-05-17T02:27:00Z,robot-arm-04,E-0211,low,lubrication_low,yes
2026-05-21T10:34:00Z,robot-arm-05,E-0211,medium,none,yes
2026-05-19T00:33:00Z,robot-arm-01,W-1001,low,sensor_drift,yes
2026-05-21T12:05:00Z,robot-arm-02,E-0305,low,power_fluctuation,yes
2026-05-13T08:15:00Z,robot-arm-01,E-0211,low,power_fluctuation,yes
2026-05-13T16:41:00Z,robot-arm-01,E-0102,medium,lubrication_low,yes
2026-05-05T18:22:00Z,robot-arm-04,W-2002,low,vision_timeout,yes
2026-05-03T17:02:00Z,robot-arm-05,E-0305,low,vision_timeout,pending
2026-05-20T14:26:00Z,robot-arm-03,E-0101,medium,conveyor_jam,yes
2026-05-11T21:39:00Z,robot-arm-01,W-1001,medium,gripper_joint_wear,yes
2026-05-19T15:43:00Z,robot-arm-05,E-0102,medium,motor_overheat,yes
2026-05-06T11:32:00Z,robot-arm-01,E-0401,low,motor_overheat,yes
2026-05-03T17:00:00Z,robot-arm-02,W-2002,low,conveyor_jam,yes
2026-05-13T10:15:00Z,robot-arm-02,E-0211,medium,gripper_joint_wear,yes
2026-05-19T08:09:00Z,robot-arm-01,E-0102,low,none,yes
2026-05-05T00:07:00Z,robot-arm-03,W-1001,low,conveyor_jam,yes
2026-05-15T11:24:00Z,robot-arm-04,E-0211,high,none,yes
2026-05-13T19:14:00Z,robot-arm-04,E-0201,high,vision_timeout,pending
2026-05-13T07:25:00Z,robot-arm-02,E-0201,low,conveyor_jam,yes
2026-05-22T12:31:00Z,robot-arm-03,E-0101,low,gripper_joint_wear,yes
2026-05-09T15:26:00Z,robot-arm-05,E-0201,low,power_fluctuation,yes
2026-05-17T18:52:00Z,robot-arm-02,E-0102,high,gripper_joint_wear,yes
2026-05-06T03:03:00Z,robot-arm-05,E-0305,high,conveyor_jam,yes
2026-05-19T19:25:00Z,robot-arm-04,E-0201,medium,motor_overheat,pending
2026-05-18T21:40:00Z,robot-arm-03,W-2002,low,conveyor_jam,yes
2026-05-13T18:36:00Z,robot-arm-03,E-0401,low,none,pending
2026-05-14T04:27:00Z,robot-arm-04,E-0305,medium,conveyor_jam,yes
2026-05-13T20:09:00Z,robot-arm-03,E-0101,low,none,yes
2026-05-09T15:31:00Z,robot-arm-02,E-0102,high,vision_timeout,yes
2026-05-14T19:24:00Z,robot-arm-05,W-2002,low,motor_overheat,yes
2026-05-01T10:33:00Z,robot-arm-05,W-2002,high,power_fluctuation,yes
2026-05-15T06:52:00Z,robot-arm-02,E-0101,low,sensor_drift,yes
2026-05-21T08:27:00Z,robot-arm-04,E-0201,medium,conveyor_jam,yes
2026-05-02T20:11:00Z,robot-arm-04,E-0101,medium,gripper_joint_wear,yes
2026-05-08T13:23:00Z,robot-arm-05,W-2002,medium,none,yes
2026-05-08T17:41:00Z,robot-arm-03,E-0401,medium,power_fluctuation,yes
2026-05-11T21:23:00Z,robot-arm-05,E-0101,low,gripper_joint_wear,yes
2026-05-02T19:22:00Z,robot-arm-05,W-2002,low,sensor_drift,yes
2026-05-13T04:15:00Z,robot-arm-01,E-0401,medium,gripper_joint_wear,yes
2026-05-02T20:18:00Z,robot-arm-02,E-0201,high,sensor_drift,yes
2026-05-08T14:07:00Z,robot-arm-03,E-0211,high,gripper_joint_wear,yes
2026-05-08T18:58:00Z,robot-arm-05,W-1001,medium,power_fluctuation,pending
2026-05-15T05:13:00Z,robot-arm-03,E-0305,low,power_fluctuation,yes
2026-05-14T12:41:00Z,robot-arm-01,E-0101,low,vision_timeout,yes
2026-05-03T19:21:00Z,robot-arm-01,E-0305,high,lubrication_low,yes
2026-05-08T13:41:00Z,robot-arm-01,E-0201,low,gripper_joint_wear,yes
2026-05-01T05:20:00Z,robot-arm-04,W-2002,medium,motor_overheat,yes
2026-05-12T02:03:00Z,robot-arm-03,E-0211,low,power_fluctuation,yes
2026-05-02T05:41:00Z,robot-arm-02,E-0102,high,sensor_drift,yes
2026-05-21T04:36:00Z,robot-arm-02,E-0401,high,sensor_drift,yes
2026-05-16T04:43:00Z,robot-arm-01,E-0211,low,conveyor_jam,yes
2026-05-19T07:38:00Z,robot-arm-01,W-1001,medium,gripper_joint_wear,pending
2026-05-14T22:36:00Z,robot-arm-02,E-0101,high,gripper_joint_wear,yes
2026-05-02T14:13:00Z,robot-arm-05,E-0305,medium,power_fluctuation,yes
2026-05-19T06:05:00Z,robot-arm-03,W-1001,high,sensor_drift,yes
2026-05-15T11:10:00Z,robot-arm-02,E-0201,medium,conveyor_jam,yes
2026-05-04T01:39:00Z,robot-arm-05,E-0305,medium,conveyor_jam,yes
2026-05-07T02:47:00Z,robot-arm-04,E-0101,medium,vision_timeout,pending
2026-05-15T06:52:00Z,robot-arm-05,E-0305,low,vision_timeout,pending
2026-05-06T09:45:00Z,robot-arm-04,E-0102,low,sensor_drift,yes
2026-05-14T18:56:00Z,robot-arm-02,E-0211,high,power_fluctuation,yes
2026-05-22T21:40:00Z,robot-arm-01,W-2002,medium,vision_timeout,pending
2026-05-17T21:58:00Z,robot-arm-03,E-0201,medium,motor_overheat,pending
2026-05-04T13:07:00Z,robot-arm-02,E-0211,medium,sensor_drift,yes
2026-05-09T07:08:00Z,robot-arm-02,E-0201,medium,vision_timeout,yes
2026-05-10T05:47:00Z,robot-arm-01,W-1001,medium,motor_overheat,yes
2026-05-08T08:18:00Z,robot-arm-03,W-2002,low,motor_overheat,yes
2026-05-20T15:46:00Z,robot-arm-02,E-0101,medium,gripper_joint_wear,yes
2026-05-13T05:06:00Z,robot-arm-02,E-0305,medium,sensor_drift,pending
2026-05-19T03:42:00Z,robot-arm-02,E-0211,medium,power_fluctuation,yes
2026-05-04T01:43:00Z,robot-arm-05,E-0102,low,lubrication_low,yes
2026-05-04T10:13:00Z,robot-arm-03,E-0201,high,none,yes
2026-05-01T14:42:00Z,robot-arm-01,W-2002,high,power_fluctuation,yes
2026-05-18T23:06:00Z,robot-arm-03,E-0201,medium,power_fluctuation,pending
2026-05-20T00:01:00Z,robot-arm-02,W-2002,high,motor_overheat,yes
2026-05-12T13:25:00Z,robot-arm-05,W-1001,low,power_fluctuation,yes
2026-05-09T09:00:00Z,robot-arm-02,E-0201,medium,none,yes
2026-05-05T05:59:00Z,robot-arm-02,E-0102,medium,motor_overheat,pending
2026-05-05T15:02:00Z,robot-arm-02,E-0102,medium,none,yes
2026-05-04T11:46:00Z,robot-arm-02,E-0102,low,sensor_drift,yes
2026-05-12T01:56:00Z,robot-arm-03,W-2002,medium,motor_overheat,yes
2026-05-19T21:58:00Z,robot-arm-02,E-0401,low,vision_timeout,pending
2026-05-17T19:01:00Z,robot-arm-02,E-0305,medium,none,yes
2026-05-06T04:39:00Z,robot-arm-01,E-0401,medium,power_fluctuation,yes
2026-05-18T02:59:00Z,robot-arm-02,E-0101,high,conveyor_jam,yes
2026-05-22T08:02:00Z,robot-arm-01,E-0211,medium,sensor_drift,pending
2026-05-16T22:35:00Z,robot-arm-01,E-0401,low,gripper_joint_wear,yes
2026-05-03T18:35:00Z,robot-arm-03,E-0101,low,motor_overheat,yes
2026-05-11T06:42:00Z,robot-arm-05,E-0201,medium,conveyor_jam,yes
2026-05-16T17:05:00Z,robot-arm-02,W-1001,medium,power_fluctuation,pending
2026-05-05T22:11:00Z,robot-arm-02,E-0305,low,none,yes
2026-05-05T22:12:00Z,robot-arm-04,E-0211,low,lubrication_low,yes
2026-05-05T18:45:00Z,robot-arm-04,E-0101,low,conveyor_jam,yes
2026-05-08T17:09:00Z,robot-arm-05,W-2002,high,conveyor_jam,pending
2026-05-22T21:35:00Z,robot-arm-02,E-0305,low,sensor_drift,yes
2026-05-09T12:43:00Z,robot-arm-03,E-0101,medium,conveyor_jam,yes
2026-05-20T10:29:00Z,robot-arm-02,W-1001,high,none,yes
2026-05-04T18:11:00Z,robot-arm-02,E-0401,medium,power_fluctuation,yes
2026-05-16T19:53:00Z,robot-arm-03,E-0102,medium,motor_overheat,yes
2026-05-14T22:44:00Z,robot-arm-01,E-0101,low,none,yes
2026-05-22T12:26:00Z,robot-arm-01,E-0101,low,sensor_drift,pending
2026-05-09T07:22:00Z,robot-arm-03,E-0305,high,motor_overheat,yes
2026-05-07T08:45:00Z,robot-arm-03,E-0401,low,motor_overheat,yes
2026-05-22T23:19:00Z,robot-arm-03,E-0101,medium,conveyor_jam,yes
2026-05-05T21:00:00Z,robot-arm-02,E-0102,medium,conveyor_jam,pending
2026-05-15T20:35:00Z,robot-arm-03,E-0401,high,sensor_drift,yes
2026-05-19T08:56:00Z,robot-arm-01,W-1001,high,power_fluctuation,yes
2026-05-15T08:13:00Z,robot-arm-05,E-0401,low,none,yes
2026-05-06T00:21:00Z,robot-arm-01,W-2002,high,power_fluctuation,pending
2026-05-18T09:26:00Z,robot-arm-02,W-1001,high,conveyor_jam,pending
2026-05-02T15:48:00Z,robot-arm-02,E-0101,low,motor_overheat,pending
2026-05-16T06:51:00Z,robot-arm-05,E-0401,low,sensor_drift,pending
2026-05-06T22:23:00Z,robot-arm-03,E-0401,medium,power_fluctuation,pending
2026-05-16T07:18:00Z,robot-arm-04,E-0201,medium,none,yes
2026-05-06T14:47:00Z,robot-arm-01,E-0401,low,vision_timeout,pending
2026-05-07T03:01:00Z,robot-arm-01,E-0401,medium,none,yes
2026-05-09T05:02:00Z,robot-arm-01,E-0101,low,lubrication_low,yes
2026-05-11T12:51:00Z,robot-arm-03,W-1001,medium,power_fluctuation,pending
2026-05-14T04:23:00Z,robot-arm-02,E-0102,high,none,pending
2026-05-04T15:46:00Z,robot-arm-05,E-0102,medium,motor_overheat,yes
2026-05-21T14:07:00Z,robot-arm-05,W-2002,medium,conveyor_jam,pending
2026-05-19T17:53:00Z,robot-arm-05,E-0102,medium,sensor_drift,yes
2026-05-08T14:25:00Z,robot-arm-03,E-0401,low,gripper_joint_wear,pending
2026-05-22T07:10:00Z,robot-arm-03,E-0305,medium,power_fluctuation,pending
2026-05-14T18:31:00Z,robot-arm-01,W-2002,low,sensor_drift,yes
2026-05-05T03:36:00Z,robot-arm-03,E-0102,medium,power_fluctuation,pending
2026-05-11T13:42:00Z,robot-arm-01,E-0401,high,gripper_joint_wear,yes
2026-05-01T13:47:00Z,robot-arm-04,W-2002,medium,vision_timeout,yes
2026-05-09T00:14:00Z,robot-arm-05,E-0201,medium,sensor_drift,yes
2026-05-01T16:18:00Z,robot-arm-02,E-0401,low,power_fluctuation,yes
2026-05-21T19:30:00Z,robot-arm-01,E-0101,medium,none,yes
2026-05-01T23:44:00Z,robot-arm-03,E-0401,medium,motor_overheat,yes
2026-05-14T12:24:00Z,robot-arm-03,E-0211,low,lubrication_low,yes
2026-05-04T04:38:00Z,robot-arm-01,W-1001,high,sensor_drift,yes
2026-05-08T06:23:00Z,robot-arm-01,E-0211,low,none,yes
2026-05-20T23:07:00Z,robot-arm-04,E-0101,low,conveyor_jam,yes
2026-05-12T10:11:00Z,robot-arm-03,E-0211,medium,conveyor_jam,yes
2026-05-05T02:37:00Z,robot-arm-05,E-0102,medium,lubrication_low,pending
2026-05-21T19:35:00Z,robot-arm-02,E-0201,low,power_fluctuation,yes
2026-05-08T10:54:00Z,robot-arm-05,E-0201,low,conveyor_jam,yes
2026-05-05T09:30:00Z,robot-arm-01,E-0211,medium,none,pending
2026-05-07T10:57:00Z,robot-arm-02,W-1001,high,lubrication_low,yes
2026-05-05T03:57:00Z,robot-arm-03,E-0201,medium,gripper_joint_wear,yes
2026-05-16T03:38:00Z,robot-arm-02,E-0305,low,conveyor_jam,yes
2026-05-16T02:26:00Z,robot-arm-01,E-0201,medium,vision_timeout,yes
2026-05-11T21:22:00Z,robot-arm-04,E-0102,high,vision_timeout,pending
2026-05-12T08:36:00Z,robot-arm-02,E-0401,medium,gripper_joint_wear,yes
2026-05-07T20:39:00Z,robot-arm-03,E-0102,low,power_fluctuation,yes
2026-05-06T02:13:00Z,robot-arm-04,E-0101,low,lubrication_low,yes
2026-05-18T10:45:00Z,robot-arm-04,E-0401,high,sensor_drift,yes
2026-05-15T09:24:00Z,robot-arm-05,W-1001,low,conveyor_jam,yes
2026-05-20T23:47:00Z,robot-arm-01,E-0201,low,conveyor_jam,pending
2026-05-14T02:50:00Z,robot-arm-04,W-1001,medium,power_fluctuation,pending
2026-05-14T11:08:00Z,robot-arm-04,E-0401,medium,vision_timeout,yes
2026-05-06T18:06:00Z,robot-arm-02,E-0101,high,none,yes
2026-05-11T12:23:00Z,robot-arm-02,E-0305,medium,motor_overheat,yes
2026-05-07T18:23:00Z,robot-arm-01,E-0211,medium,sensor_drift,pending
2026-05-22T12:07:00Z,robot-arm-05,E-0401,medium,none,yes
2026-05-11T14:47:00Z,robot-arm-02,E-0211,high,conveyor_jam,yes
2026-05-06T06:28:00Z,robot-arm-02,E-0102,medium,none,yes
2026-05-17T04:40:00Z,robot-arm-03,E-0201,medium,conveyor_jam,yes
2026-05-04T09:48:00Z,robot-arm-04,E-0102,medium,none,pending
2026-05-15T07:15:00Z,robot-arm-05,E-0201,medium,gripper_joint_wear,yes
2026-05-21T03:58:00Z,robot-arm-01,E-0401,low,sensor_drift,yes
2026-05-19T08:38:00Z,robot-arm-04,W-2002,high,vision_timeout,yes
2026-05-17T09:57:00Z,robot-arm-01,W-1001,low,power_fluctuation,pending
2026-05-07T06:52:00Z,robot-arm-05,E-0305,low,conveyor_jam,yes
2026-05-10T08:54:00Z,robot-arm-02,E-0201,medium,power_fluctuation,yes
2026-05-07T01:12:00Z,robot-arm-05,E-0305,low,motor_overheat,pending
2026-05-16T11:07:00Z,robot-arm-01,E-0201,low,gripper_joint_wear,pending
2026-05-06T14:40:00Z,robot-arm-04,W-2002,high,motor_overheat,yes
2026-05-07T00:57:00Z,robot-arm-05,W-1001,medium,vision_timeout,yes
2026-05-09T06:24:00Z,robot-arm-03,E-0101,high,sensor_drift,pending
2026-05-16T22:24:00Z,robot-arm-01,E-0201,medium,motor_overheat,yes
2026-05-04T23:46:00Z,robot-arm-04,E-0102,high,gripper_joint_wear,pending
2026-05-10T22:35:00Z,robot-arm-01,W-2002,low,lubrication_low,yes
2026-05-06T20:56:00Z,robot-arm-02,E-0201,low,gripper_joint_wear,pending
2026-05-18T15:18:00Z,robot-arm-04,W-2002,low,lubrication_low,yes
2026-05-21T13:03:00Z,robot-arm-01,E-0101,low,conveyor_jam,yes
2026-05-17T05:05:00Z,robot-arm-01,E-0201,low,gripper_joint_wear,yes
2026-05-14T17:28:00Z,robot-arm-05,E-0211,low,motor_overheat,pending
2026-05-19T04:13:00Z,robot-arm-05,E-0102,medium,power_fluctuation,pending
2026-05-11T05:49:00Z,robot-arm-02,E-0201,medium,gripper_joint_wear,yes
2026-05-04T04:59:00Z,robot-arm-04,E-0401,low,vision_timeout,yes
2026-05-01T02:16:00Z,robot-arm-04,E-0211,low,power_fluctuation,yes
2026-05-15T07:27:00Z,robot-arm-01,E-0201,medium,conveyor_jam,yes
2026-05-04T02:28:00Z,robot-arm-02,E-0305,low,vision_timeout,yes
2026-05-18T23:41:00Z,robot-arm-02,W-1001,medium,motor_overheat,yes
2026-05-01T02:09:00Z,robot-arm-01,W-2002,low,power_fluctuation,pending
2026-05-09T06:39:00Z,robot-arm-03,E-0305,low,none,yes
2026-05-02T06:14:00Z,robot-arm-02,E-0101,medium,gripper_joint_wear,pending
2026-05-15T12:46:00Z,robot-arm-05,E-0201,medium,conveyor_jam,pending
2026-05-04T21:22:00Z,robot-arm-03,E-0211,high,power_fluctuation,yes
2026-05-13T23:56:00Z,robot-arm-02,E-0101,medium,gripper_joint_wear,yes
2026-05-18T00:41:00Z,robot-arm-03,W-1001,low,gripper_joint_wear,yes
2026-05-13T15:50:00Z,robot-arm-01,E-0201,low,vision_timeout,pending
2026-05-06T11:33:00Z,robot-arm-02,W-1001,medium,conveyor_jam,yes
2026-05-21T19:53:00Z,robot-arm-04,W-2002,low,vision_timeout,yes
2026-05-18T18:05:00Z,robot-arm-04,W-1001,low,lubrication_low,yes
2026-05-11T21:28:00Z,robot-arm-03,E-0401,high,motor_overheat,yes
2026-05-15T13:26:00Z,robot-arm-03,E-0305,medium,lubrication_low,yes
2026-05-09T10:34:00Z,robot-arm-02,E-0211,low,sensor_drift,yes
2026-05-06T07:02:00Z,robot-arm-03,E-0305,low,motor_overheat,yes
2026-05-02T16:17:00Z,robot-arm-03,E-0305,medium,power_fluctuation,yes
2026-05-18T03:47:00Z,robot-arm-02,E-0102,medium,gripper_joint_wear,yes
2026-05-04T19:37:00Z,robot-arm-04,E-0211,low,gripper_joint_wear,pending
2026-05-22T20:24:00Z,robot-arm-01,E-0101,low,conveyor_jam,yes
2026-05-04T13:25:00Z,robot-arm-03,E-0102,high,gripper_joint_wear,yes
2026-05-02T21:31:00Z,robot-arm-03,W-2002,high,lubrication_low,yes
2026-05-06T07:50:00Z,robot-arm-04,W-2002,low,power_fluctuation,yes
2026-05-14T01:18:00Z,robot-arm-01,E-0102,medium,sensor_drift,pending
2026-05-12T02:58:00Z,robot-arm-02,E-0401,medium,none,yes
2026-05-18T09:37:00Z,robot-arm-01,W-1001,low,motor_overheat,yes
2026-05-05T09:48:00Z,robot-arm-03,W-2002,low,gripper_joint_wear,pending
2026-05-15T08:12:00Z,robot-arm-05,E-0305,low,motor_overheat,yes
2026-05-22T09:39:00Z,robot-arm-04,E-0305,medium,vision_timeout,yes
2026-05-01T17:59:00Z,robot-arm-05,E-0211,low,gripper_joint_wear,yes
2026-05-08T01:41:00Z,robot-arm-05,W-2002,low,power_fluctuation,pending
2026-05-06T15:31:00Z,robot-arm-04,E-0102,medium,power_fluctuation,pending
2026-05-02T16:12:00Z,robot-arm-05,W-1001,high,motor_overheat,yes
2026-05-04T12:24:00Z,robot-arm-05,E-0401,medium,conveyor_jam,yes
2026-05-14T08:52:00Z,robot-arm-03,E-0401,medium,conveyor_jam,yes
2026-05-05T18:20:00Z,robot-arm-04,W-1001,low,vision_timeout,yes
2026-05-05T19:26:00Z,robot-arm-03,E-0101,high,power_fluctuation,pending
2026-05-21T10:18:00Z,robot-arm-05,E-0401,low,lubrication_low,pending
2026-05-07T06:31:00Z,robot-arm-03,E-0102,high,none,yes
2026-05-15T01:59:00Z,robot-arm-02,W-2002,medium,motor_overheat,pending
2026-05-18T07:55:00Z,robot-arm-03,E-0201,low,conveyor_jam,pending
2026-05-10T23:11:00Z,robot-arm-01,W-2002,high,lubrication_low,yes
2026-05-18T14:29:00Z,robot-arm-02,E-0201,low,vision_timeout,yes
2026-05-14T10:17:00Z,robot-arm-01,W-1001,low,none,yes
2026-05-08T06:56:00Z,robot-arm-03,E-0211,medium,none,pending
2026-05-09T05:08:00Z,robot-arm-01,W-2002,medium,motor_overheat,yes
2026-05-19T03:25:00Z,robot-arm-02,E-0201,medium,conveyor_jam,yes
2026-05-22T07:02:00Z,robot-arm-05,W-1001,medium,sensor_drift,yes
2026-05-18T03:42:00Z,robot-arm-03,E-0102,low,sensor_drift,yes
2026-05-16T21:28:00Z,robot-arm-02,E-0201,low,lubrication_low,yes
2026-05-18T20:11:00Z,robot-arm-02,E-0211,low,conveyor_jam,yes
2026-05-03T07:04:00Z,robot-arm-02,E-0305,medium,sensor_drift,yes
2026-05-21T06:55:00Z,robot-arm-01,E-0401,high,sensor_drift,yes
2026-05-18T07:19:00Z,robot-arm-03,E-0101,medium,lubrication_low,yes
2026-05-11T21:45:00Z,robot-arm-04,W-1001,medium,vision_timeout,yes
2026-05-15T03:09:00Z,robot-arm-05,E-0401,low,power_fluctuation,yes
2026-05-07T02:14:00Z,robot-arm-03,E-0201,low,none,yes
2026-05-09T13:28:00Z,robot-arm-03,E-0102,medium,gripper_joint_wear,pending
2026-05-02T14:32:00Z,robot-arm-02,E-0401,high,none,yes
2026-05-14T22:05:00Z,robot-arm-05,E-0211,medium,power_fluctuation,yes
2026-05-07T15:23:00Z,robot-arm-03,E-0401,medium,motor_overheat,yes
2026-05-02T08:43:00Z,robot-arm-01,W-1001,medium,sensor_drift,yes
2026-05-03T11:24:00Z,robot-arm-05,E-0201,high,sensor_drift,yes
2026-05-11T06:34:00Z,robot-arm-05,E-0401,medium,conveyor_jam,pending
2026-05-16T15:14:00Z,robot-arm-01,W-2002,low,power_fluctuation,pending
2026-05-04T10:42:00Z,robot-arm-04,E-0401,low,vision_timeout,yes
2026-05-19T04:45:00Z,robot-arm-03,E-0201,low,lubrication_low,yes
2026-05-01T06:00:00Z,robot-arm-04,W-1001,medium,motor_overheat,yes
2026-05-13T01:09:00Z,robot-arm-02,E-0102,high,lubrication_low,yes
2026-05-05T02:31:00Z,robot-arm-05,W-2002,high,sensor_drift,yes
2026-05-01T20:03:00Z,robot-arm-05,E-0401,medium,vision_timeout,yes
2026-05-15T09:41:00Z,robot-arm-02,W-2002,medium,vision_timeout,yes
2026-05-07T05:14:00Z,robot-arm-04,E-0101,low,none,yes
2026-05-22T20:41:00Z,robot-arm-02,E-0401,low,power_fluctuation,yes
2026-05-04T05:17:00Z,robot-arm-01,E-0211,medium,none,yes
2026-05-15T23:38:00Z,robot-arm-03,E-0305,low,power_fluctuation,yes
2026-05-19T03:30:00Z,robot-arm-05,E-0101,medium,motor_overheat,yes
2026-05-01T07:51:00Z,robot-arm-01,E-0401,low,none,yes
2026-05-15T00:12:00Z,robot-arm-03,E-0101,medium,motor_overheat,yes
2026-05-06T00:00:00Z,robot-arm-03,W-1001,medium,vision_timeout,yes
