transaction_id,customer_id,date,order_value,channel
TXN000092,CUST0305,2025-01-15,332.48,online
TXN000093,CUST0361,2025-01-15,561.46,retail
TXN000094,CUST0452,2025-01-15,266.11,retail
TXN000095,CUST0004,2025-01-15,245.53,retail
TXN000096,CUST0119,2025-01-15,1101.40,retail
TXN000097,CUST0051,2025-01-15,815.12,online
TXN000098,CUST0236,2025-01-15,653.67,online
TXN000099,CUST0167,2025-01-15,986.33,retail
TXN000100,CUST0002,2025-01-15,620.48,online
TXN000101,CUST0222,2025-01-15,283.62,online
TXN000102,CUST0276,2025-01-15,410.64,online
TXN000103,CUST0156,2025-01-15,876.57,online
TXN000104,CUST0200,2025-01-15,497.75,retail
TXN000105,CUST0086,2025-01-15,524.36,retail
TXN000106,CUST0116,2025-01-15,472.64,retail
TXN000107,CUST0232,2025-01-15,634.67,retail
TXN000108,CUST0314,2025-01-15,475.14,retail
TXN000109,CUST0477,2025-01-15,1074.07,retail
TXN000110,CUST0179,2025-01-15,974.50,online
TXN000111,CUST0356,2025-01-15,390.36,retail
TXN000112,CUST0132,2025-01-15,1429.77,retail
TXN000113,CUST0074,2025-01-15,1211.91,retail
TXN000114,CUST0376,2025-01-15,1131.65,retail
TXN000115,CUST0101,2025-01-15,1324.31,online
TXN000116,CUST0001,2025-01-15,193.65,online
TXN000117,CUST0461,2025-01-15,1252.90,online
TXN000118,CUST0307,2025-01-15,1426.44,online
TXN000119,CUST0363,2025-01-15,1191.32,online
TXN000120,CUST0483,2025-01-15,124.34,online
TXN000121,CUST0008,2025-01-15,1482.75,online
TXN000122,CUST0130,2025-01-15,1361.48,retail
TXN000123,CUST0117,2025-01-15,1292.43,online
TXN000124,CUST0132,2025-01-15,1155.72,online
TXN000125,CUST0108,2025-01-15,984.43,retail
TXN000126,CUST0088,2025-01-15,1069.71,online
TXN000127,CUST0081,2025-01-15,1127.78,online
TXN000128,CUST0158,2025-01-15,828.34,online
TXN000129,CUST0259,2025-01-15,213.82,online
TXN000130,CUST0468,2025-01-15,1471.77,online
TXN000131,CUST0416,2025-01-15,932.97,retail
TXN000132,CUST0193,2025-01-15,148.28,retail
TXN000133,CUST0351,2025-01-15,1409.31,online
TXN000134,CUST0100,2025-01-15,1092.61,retail
TXN000135,CUST0381,2025-01-15,888.73,online
TXN000136,CUST0095,2025-01-15,434.16,retail
TXN000137,CUST0014,2025-01-15,1424.55,retail
TXN000138,CUST0108,2025-01-15,676.67,retail
TXN000139,CUST0266,2025-01-15,969.88,online
TXN000140,CUST0045,2025-01-15,344.38,online
TXN000141,CUST0402,2025-01-15,135.30,retail
TXN000142,CUST0261,2025-01-15,1265.86,retail
TXN000143,CUST0311,2025-01-15,1419.80,online
TXN000144,CUST0394,2025-01-15,942.56,online
TXN000145,CUST0448,2025-01-15,731.30,online
TXN000146,CUST0320,2025-01-15,303.82,retail
TXN000147,CUST0448,2025-01-15,1123.11,retail
TXN000148,CUST0057,2025-01-15,89.21,retail
TXN000149,CUST0494,2025-01-15,600.11,retail
TXN000150,CUST0439,2025-01-15,1395.61,online
TXN000151,CUST0495,2025-01-15,1264.55,retail
TXN000152,CUST0409,2025-01-15,475.78,online
TXN000153,CUST0142,2025-01-15,299.85,online
TXN000154,CUST0026,2025-01-15,646.79,online
TXN000155,CUST0008,2025-01-15,943.83,online
TXN000156,CUST0068,2025-01-15,649.95,online
TXN000157,CUST0243,2025-01-15,397.55,retail
TXN000158,CUST0005,2025-01-15,967.22,retail
TXN000159,CUST0483,2025-01-15,443.53,retail
TXN000160,CUST0048,2025-01-15,798.66,online
TXN000161,CUST0224,2025-01-15,559.47,retail
TXN000162,CUST0453,2025-01-15,276.58,retail
TXN000163,CUST0334,2025-01-15,860.22,online
TXN000164,CUST0194,2025-01-15,621.06,retail
TXN000165,CUST0435,2025-01-15,194.95,online
TXN000166,CUST0298,2025-01-15,1134.40,online
TXN000167,CUST0180,2025-01-15,159.93,online
TXN000168,CUST0022,2025-01-15,653.60,online
TXN000169,CUST0273,2025-01-15,1491.72,online
TXN000170,CUST0379,2025-01-15,284.65,online
TXN000171,CUST0309,2025-01-15,1281.09,online
TXN000172,CUST0473,2025-01-15,1414.85,online
TXN000173,CUST0416,2025-01-15,1243.66,online
TXN000174,CUST0076,2025-01-15,1429.73,online
TXN000175,CUST0310,2025-01-15,967.28,retail
TXN000176,CUST0179,2025-01-15,912.72,retail
TXN000177,CUST0497,2025-01-15,407.03,retail
TXN000178,CUST0121,2025-01-15,1033.30,online
TXN000179,CUST0088,2025-01-15,969.78,retail
TXN000180,CUST0245,2025-01-15,306.26,online
TXN000181,CUST0440,2025-01-15,1449.93,retail
TXN000182,CUST0280,2025-01-15,1424.44,online
TXN000183,CUST0158,2025-01-15,1172.85,online
TXN000184,CUST0344,2025-01-15,84.89,online
TXN000185,CUST0182,2025-01-15,396.92,retail
TXN000186,CUST0133,2025-01-15,1201.14,online
TXN000187,CUST0334,2025-01-15,823.31,online
TXN000188,CUST0089,2025-01-15,662.30,retail
TXN000189,CUST0197,2025-01-15,659.43,retail
TXN000190,CUST0011,2025-01-15,173.61,online
TXN000191,CUST0091,2025-01-15,758.64,online
TXN000192,CUST0070,2025-01-15,838.41,online
TXN000193,CUST0392,2025-01-15,648.31,online
TXN000194,CUST0084,2025-01-15,1253.78,retail
TXN000195,CUST0363,2025-01-15,566.71,online
TXN000196,CUST0223,2025-01-15,1050.73,retail
TXN000197,CUST0456,2025-01-15,1345.64,online
TXN000198,CUST0282,2025-01-15,623.24,retail
TXN000199,CUST0199,2025-01-15,143.99,online
TXN000200,CUST0283,2025-01-15,276.15,retail
TXN000201,CUST0391,2025-01-15,482.84,retail
TXN000202,CUST0278,2025-01-15,145.37,online
TXN000203,CUST0089,2025-01-15,1241.50,retail
TXN000204,CUST0243,2025-01-15,638.79,online
TXN000205,CUST0217,2025-01-15,288.43,online
TXN000206,CUST0154,2025-01-15,866.02,retail
TXN000207,CUST0261,2025-01-15,76.44,retail
TXN000208,CUST0062,2025-01-15,544.81,retail
TXN000209,CUST0049,2025-01-15,1335.98,online
TXN000210,CUST0180,2025-01-15,189.44,retail
TXN000211,CUST0475,2025-01-15,1276.18,retail
TXN000212,CUST0180,2025-01-15,656.43,retail
TXN000213,CUST0149,2025-01-15,308.79,retail
TXN000214,CUST0499,2025-01-15,65.15,online
TXN000215,CUST0498,2025-01-15,472.16,retail
TXN000216,CUST0272,2025-01-15,1073.41,retail
TXN000217,CUST0180,2025-01-15,90.87,online
TXN000218,CUST0248,2025-01-15,216.35,online
TXN000219,CUST0167,2025-01-15,785.51,online
TXN000220,CUST0344,2025-01-15,830.43,online
TXN000221,CUST0261,2025-01-15,257.80,retail
TXN000222,CUST0409,2025-01-15,860.08,online
TXN000223,CUST0417,2025-01-15,505.48,online
TXN000224,CUST0489,2025-01-15,1340.19,online
TXN000225,CUST0131,2025-01-15,848.68,online
TXN000226,CUST0180,2025-01-15,1265.03,retail
TXN000227,CUST0381,2025-01-15,493.01,online
TXN000228,CUST0215,2025-01-15,953.35,retail
TXN000229,CUST0006,2025-01-15,802.10,online
TXN000230,CUST0093,2025-01-15,146.85,retail
TXN000231,CUST0235,2025-01-15,624.31,retail
TXN000232,CUST0091,2025-01-15,1225.76,online
TXN000233,CUST0164,2025-01-15,364.19,online
TXN000234,CUST0058,2025-01-15,241.29,online
TXN000235,CUST0455,2025-01-15,1419.27,retail
TXN000236,CUST0047,2025-01-15,538.30,retail
TXN000237,CUST0087,2025-01-15,670.13,retail
TXN000238,CUST0054,2025-01-15,597.28,online
TXN000239,CUST0470,2025-01-15,1179.22,online
TXN000240,CUST0005,2025-01-15,364.31,online
TXN000241,CUST0370,2025-01-15,996.23,online
TXN000242,CUST0423,2025-01-15,1030.05,online
TXN000243,CUST0104,2025-01-15,224.92,online
TXN000244,CUST0118,2025-01-15,1143.34,online
TXN000245,CUST0030,2025-01-15,448.99,retail
TXN000246,CUST0176,2025-01-15,402.92,online
TXN000247,CUST0159,2025-01-15,1055.85,online
TXN000248,CUST0454,2025-01-15,1155.49,online
TXN000249,CUST0155,2025-01-15,349.94,online
TXN000250,CUST0237,2025-01-15,1084.00,online
TXN000251,CUST0422,2025-01-15,524.77,online
TXN000252,CUST0320,2025-01-15,1136.71,retail
TXN000253,CUST0295,2025-01-15,1250.98,online
TXN000254,CUST0068,2025-01-15,1170.82,retail
TXN000255,CUST0438,2025-01-15,294.79,online
TXN000256,CUST0483,2025-01-15,250.68,online
TXN000257,CUST0408,2025-01-15,123.56,retail
TXN000258,CUST0338,2025-01-15,126.67,online
TXN000259,CUST0292,2025-01-15,821.52,online
TXN000260,CUST0499,2025-01-15,421.36,online
TXN000261,CUST0473,2025-01-15,1103.33,online
TXN000262,CUST0498,2025-01-15,1305.02,retail
TXN000263,CUST0007,2025-01-15,350.28,online
TXN000264,CUST0281,2025-01-15,600.76,online
TXN000265,CUST0026,2025-01-15,407.93,online
TXN000266,CUST0012,2025-01-15,1386.63,online
TXN000267,CUST0385,2025-01-15,136.47,online
TXN000268,CUST0137,2025-01-15,288.47,online
TXN000269,CUST0146,2025-01-15,380.85,online
TXN000270,CUST0166,2025-01-15,60.37,online
TXN000271,CUST0340,2025-01-15,1381.53,retail
TXN000272,CUST0375,2025-01-15,331.04,retail
TXN000273,CUST0445,2025-01-15,1390.58,retail
TXN000274,CUST0099,2025-01-15,1100.00,online
TXN000275,CUST0435,2025-01-15,541.47,retail
TXN000276,CUST0473,2025-01-15,907.69,retail
TXN000277,CUST0399,2025-01-15,1083.89,retail
TXN000278,CUST0489,2025-01-15,1148.90,retail
TXN000279,CUST0270,2025-01-15,188.69,online
TXN000280,CUST0144,2025-01-15,451.54,online
TXN000281,CUST0265,2025-01-15,1230.95,online
TXN000282,CUST0204,2025-01-15,533.73,retail
TXN000283,CUST0254,2025-01-15,1079.32,online
TXN000284,CUST0029,2025-01-15,206.27,retail
TXN000285,CUST0101,2025-01-15,201.88,online
TXN000286,CUST0077,2025-01-15,201.35,retail
TXN000287,CUST0088,2025-01-15,1313.93,retail
TXN000288,CUST0027,2025-01-15,1362.44,retail
TXN000289,CUST0129,2025-01-15,934.89,retail
TXN000290,CUST0487,2025-01-15,491.22,retail
TXN000291,CUST0112,2025-01-15,523.06,retail
TXN000292,CUST0335,2025-01-15,744.73,retail
TXN000293,CUST0290,2025-01-15,1008.19,retail
TXN000294,CUST0283,2025-01-15,1034.11,online
TXN000295,CUST0169,2025-01-15,1425.28,retail
TXN000296,CUST0367,2025-01-15,1167.14,retail
TXN000297,CUST0103,2025-01-15,144.47,retail
TXN000298,CUST0272,2025-01-15,882.97,online
TXN000299,CUST0040,2025-01-15,521.24,online
TXN000300,CUST0464,2025-01-15,677.35,online
TXN000301,CUST0149,2025-01-15,1033.50,online
TXN000302,CUST0155,2025-01-15,1173.35,retail
TXN000303,CUST0108,2025-01-15,1477.30,online
TXN000304,CUST0298,2025-01-15,409.82,retail
TXN000305,CUST0194,2025-01-15,1116.82,online
TXN000306,CUST0474,2025-01-15,651.77,retail
TXN000307,CUST0074,2025-01-15,842.63,online
TXN000308,CUST0043,2025-01-15,549.10,online
TXN000309,CUST0495,2025-01-15,1385.70,retail
TXN000310,CUST0407,2025-01-15,445.83,retail
TXN000311,CUST0220,2025-01-15,362.51,online
TXN000312,CUST0277,2025-01-15,155.16,online
TXN000313,CUST0244,2025-01-15,734.95,online
TXN000314,CUST0260,2025-01-15,1083.44,retail
TXN000315,CUST0294,2025-01-15,356.05,online
TXN000316,CUST0164,2025-01-15,279.63,online
TXN000317,CUST0007,2025-01-15,282.54,retail
TXN000318,CUST0217,2025-01-15,1141.18,online
TXN000319,CUST0134,2025-01-15,976.68,retail
TXN000320,CUST0260,2025-01-15,1272.17,online
TXN000321,CUST0292,2025-01-15,676.63,retail
TXN000322,CUST0177,2025-01-15,822.75,retail
TXN000323,CUST0348,2025-01-15,635.19,retail
TXN000324,CUST0400,2025-01-15,218.42,online
TXN000325,CUST0274,2025-01-15,913.99,online
TXN000326,CUST0140,2025-01-15,1483.68,online
TXN000327,CUST0255,2025-01-15,487.50,retail
TXN000328,CUST0075,2025-01-15,202.44,retail
TXN000329,CUST0271,2025-01-15,945.63,online
TXN000330,CUST0043,2025-01-15,656.08,retail
TXN000331,CUST0431,2025-01-15,1468.79,retail
TXN000332,CUST0474,2025-01-15,626.38,retail
TXN000333,CUST0122,2025-01-15,556.97,retail
TXN000334,CUST0076,2025-01-15,1302.05,online
TXN000335,CUST0092,2025-01-15,340.29,online
TXN000336,CUST0133,2025-01-15,378.73,online
TXN000337,CUST0176,2025-01-15,685.90,retail
TXN000338,CUST0011,2025-01-15,822.47,retail
TXN000339,CUST0106,2025-01-15,803.35,online
TXN000340,CUST0335,2025-01-15,505.25,retail
TXN000341,CUST0232,2025-01-15,435.75,retail
TXN000342,CUST0148,2025-01-15,799.34,retail
TXN000343,CUST0328,2025-01-15,353.25,online
TXN000344,CUST0369,2025-01-15,89.04,online
TXN000345,CUST0125,2025-01-15,253.63,retail
TXN000346,CUST0419,2025-01-15,55.83,retail
TXN000347,CUST0246,2025-01-15,1031.66,retail
TXN000348,CUST0223,2025-01-15,1139.08,retail
TXN000349,CUST0268,2025-01-15,1218.96,online
TXN000350,CUST0224,2025-01-15,648.93,retail
TXN000351,CUST0436,2025-01-15,988.44,retail
TXN000352,CUST0392,2025-01-15,338.03,retail
TXN000353,CUST0045,2025-01-15,554.17,online
TXN000354,CUST0029,2025-01-15,429.72,retail
TXN000355,CUST0238,2025-01-15,73.44,online
TXN000356,CUST0192,2025-01-15,972.84,retail
TXN000357,CUST0477,2025-01-15,1254.74,online
TXN000358,CUST0341,2025-01-15,1164.66,online
TXN000359,CUST0262,2025-01-15,389.35,online
TXN000360,CUST0009,2025-01-15,656.40,online
TXN000361,CUST0043,2025-01-15,1298.06,online
TXN000362,CUST0009,2025-01-15,998.55,retail
TXN000363,CUST0068,2025-01-15,1373.49,online
TXN000364,CUST0199,2025-01-15,852.68,online
TXN000365,CUST0248,2025-01-15,839.94,online
TXN000366,CUST0207,2025-01-15,493.44,retail
TXN000367,CUST0155,2025-01-15,307.35,retail
TXN000368,CUST0465,2025-01-15,1447.67,online
TXN000369,CUST0414,2025-01-15,1063.19,retail
TXN000370,CUST0271,2025-01-15,444.51,online
TXN000371,CUST0300,2025-01-15,914.79,online
TXN000372,CUST0401,2025-01-15,399.93,retail
TXN000373,CUST0356,2025-01-15,920.36,retail
TXN000374,CUST0328,2025-01-15,375.14,retail
TXN000375,CUST0171,2025-01-15,184.77,retail
TXN000376,CUST0334,2025-01-15,960.13,retail
TXN000377,CUST0060,2025-01-15,1203.57,online
TXN000378,CUST0031,2025-01-15,362.65,online
TXN000379,CUST0070,2025-01-15,1210.58,retail
TXN000380,CUST0367,2025-01-15,53.34,online
TXN000381,CUST0070,2025-01-15,845.09,online
TXN000382,CUST0369,2025-01-15,436.83,online
TXN000383,CUST0170,2025-01-15,583.08,retail
TXN000384,CUST0495,2025-01-15,473.30,retail
TXN000385,CUST0121,2025-01-15,686.33,retail
TXN000386,CUST0025,2025-01-15,1068.88,online
TXN000387,CUST0382,2025-01-15,439.97,online
TXN000388,CUST0417,2025-01-15,210.05,online
TXN000389,CUST0231,2025-01-15,285.00,retail
TXN000390,CUST0014,2025-01-15,512.43,retail
TXN000391,CUST0336,2025-01-15,605.42,online
TXN000392,CUST0087,2025-01-15,453.86,online
TXN000393,CUST0228,2025-01-15,174.16,retail
TXN000394,CUST0124,2025-01-15,677.63,retail
TXN000395,CUST0443,2025-01-15,140.29,retail
TXN000396,CUST0028,2025-01-15,480.54,retail
TXN000397,CUST0023,2025-01-15,1392.03,online
TXN000398,CUST0179,2025-01-15,1329.18,retail
TXN000399,CUST0029,2025-01-15,162.35,retail
TXN000400,CUST0229,2025-01-15,1015.86,online
TXN000401,CUST0198,2025-01-15,594.35,online
TXN000402,CUST0483,2025-01-15,70.63,online
TXN000403,CUST0180,2025-01-15,777.18,retail
TXN000404,CUST0357,2025-01-15,146.93,retail
TXN000405,CUST0281,2025-01-15,550.20,online
TXN000406,CUST0455,2025-01-15,1060.13,online
TXN000407,CUST0489,2025-01-15,1349.33,retail
TXN000408,CUST0445,2025-01-15,233.73,online
TXN000409,CUST0257,2025-01-15,557.22,retail
TXN000410,CUST0051,2025-01-15,123.63,online
TXN000411,CUST0386,2025-01-15,240.97,online
TXN000412,CUST0438,2025-01-15,375.17,online
TXN000413,CUST0452,2025-01-15,555.72,retail
TXN000414,CUST0264,2025-01-15,142.26,online
TXN000415,CUST0206,2025-01-15,1046.79,retail
TXN000416,CUST0498,2025-01-15,488.65,retail
TXN000417,CUST0299,2025-01-15,117.18,retail
TXN000418,CUST0398,2025-01-15,121.03,online
TXN000419,CUST0008,2025-01-15,253.48,online
TXN000420,CUST0364,2025-01-15,910.51,online
TXN000421,CUST0328,2025-01-15,1009.23,retail
TXN000422,CUST0457,2025-01-15,1050.39,online
TXN000423,CUST0457,2025-01-15,789.33,online
TXN000424,CUST0242,2025-01-15,752.56,retail
TXN000425,CUST0127,2025-01-15,1441.90,retail
TXN000426,CUST0210,2025-01-15,1186.44,online
TXN000427,CUST0216,2025-01-15,357.03,online
TXN000428,CUST0372,2025-01-15,1237.96,online
TXN000429,CUST0312,2025-01-15,377.07,retail
TXN000430,CUST0389,2025-01-15,870.06,retail
TXN000431,CUST0061,2025-01-15,397.45,online
TXN000432,CUST0482,2025-01-15,677.07,retail
TXN000433,CUST0344,2025-01-15,1075.72,online
TXN000434,CUST0271,2025-01-15,735.23,online
TXN000435,CUST0402,2025-01-15,592.01,online
TXN000436,CUST0033,2025-01-15,656.35,retail
TXN000437,CUST0497,2025-01-15,1053.56,online
TXN000438,CUST0425,2025-01-15,1347.92,retail
TXN000439,CUST0103,2025-01-15,817.31,retail
TXN000440,CUST0362,2025-01-15,202.23,retail
TXN000441,CUST0451,2025-01-15,896.91,retail
TXN000442,CUST0273,2025-01-15,259.55,retail
TXN000443,CUST0023,2025-01-15,370.66,retail
TXN000444,CUST0002,2025-01-15,407.04,retail
TXN000445,CUST0334,2025-01-15,940.97,retail
TXN000446,CUST0481,2025-01-15,1041.40,online
TXN000447,CUST0124,2025-01-15,64.40,online
TXN000448,CUST0067,2025-01-15,1183.57,retail
TXN000449,CUST0197,2025-01-15,990.66,online
TXN000450,CUST0089,2025-01-15,460.31,retail
TXN000451,CUST0181,2025-01-15,1232.03,online
TXN000452,CUST0101,2025-01-15,1283.43,retail
TXN000453,CUST0198,2025-01-15,311.15,retail
TXN000454,CUST0025,2025-01-15,1230.72,retail
TXN000455,CUST0362,2025-01-15,952.57,online
TXN000456,CUST0118,2025-01-15,417.45,online
TXN000457,CUST0422,2025-01-15,318.71,online
TXN000458,CUST0194,2025-01-15,50.25,retail
TXN000459,CUST0340,2025-01-15,489.40,retail
TXN000460,CUST0382,2025-01-15,1259.59,online
TXN000461,CUST0044,2025-01-15,567.97,retail
TXN000462,CUST0290,2025-01-15,1404.65,retail
TXN000463,CUST0107,2025-01-15,121.49,online
TXN000464,CUST0449,2025-01-15,666.80,retail
TXN000465,CUST0031,2025-01-15,792.33,online
TXN000466,CUST0436,2025-01-15,830.41,online
TXN000467,CUST0304,2025-01-15,617.73,online
TXN000468,CUST0068,2025-01-15,348.76,retail
TXN000469,CUST0079,2025-01-15,258.99,online
TXN000470,CUST0076,2025-01-15,674.81,retail
TXN000471,CUST0251,2025-01-15,1340.41,retail
TXN000472,CUST0190,2025-01-15,1208.42,online
TXN000473,CUST0237,2025-01-15,1490.15,online
TXN000474,CUST0446,2025-01-15,714.57,retail
TXN000475,CUST0454,2025-01-15,1008.34,online
TXN000476,CUST0068,2025-01-15,501.23,online
TXN000477,CUST0115,2025-01-15,1353.34,online
TXN000478,CUST0331,2025-01-15,717.98,online
TXN000479,CUST0360,2025-01-15,1324.30,online
TXN000480,CUST0135,2025-01-15,1189.09,online
TXN000481,CUST0069,2025-01-15,1136.18,online
TXN000482,CUST0289,2025-01-15,1083.62,online
TXN000483,CUST0086,2025-01-15,667.38,retail
TXN000484,CUST0138,2025-01-15,324.04,online
TXN000485,CUST0423,2025-01-15,786.40,retail
TXN000486,CUST0167,2025-01-15,640.85,online
TXN000487,CUST0499,2025-01-15,870.27,online
TXN000488,CUST0439,2025-01-15,1015.66,online
TXN000489,CUST0201,2025-01-15,680.95,retail
TXN000490,CUST0336,2025-01-15,291.71,retail
TXN000491,CUST0438,2025-01-15,957.23,online
TXN000492,CUST0055,2025-01-15,694.05,retail
TXN000493,CUST0105,2025-01-15,1082.55,online
TXN000494,CUST0384,2025-01-15,1006.22,online
TXN000495,CUST0234,2025-01-15,713.23,online
TXN000496,CUST0224,2025-01-15,791.36,retail
TXN000497,CUST0144,2025-01-15,1304.40,online
TXN000498,CUST0094,2025-01-15,1221.08,online
TXN000499,CUST0061,2025-01-15,1121.42,online
TXN000500,CUST0159,2025-01-15,1121.10,online
TXN000501,CUST0040,2025-01-15,643.63,retail
TXN000502,CUST0398,2025-01-15,60.68,retail
TXN000503,CUST0356,2025-01-15,1335.69,retail
TXN000504,CUST0290,2025-01-15,580.11,online
TXN000505,CUST0250,2025-01-15,1140.47,retail
TXN000506,CUST0053,2025-01-15,773.18,retail
TXN000507,CUST0128,2025-01-15,1189.66,online
TXN000508,CUST0488,2025-01-15,1389.42,retail
TXN000509,CUST0499,2025-01-15,1125.52,retail
TXN000510,CUST0301,2025-01-15,186.77,retail
TXN000511,CUST0412,2025-01-15,86.85,online
TXN000512,CUST0396,2025-01-15,589.76,online
TXN000513,CUST0280,2025-01-15,419.09,online
TXN000514,CUST0166,2025-01-15,891.34,online
TXN000515,CUST0021,2025-01-15,914.74,retail
TXN000516,CUST0033,2025-01-15,771.25,retail
TXN000517,CUST0129,2025-01-15,398.20,online
TXN000518,CUST0298,2025-01-15,1082.03,retail
TXN000519,CUST0257,2025-01-15,408.57,online
TXN000520,CUST0089,2025-01-15,1031.77,online
TXN000521,CUST0259,2025-01-15,574.04,retail
TXN000522,CUST0250,2025-01-15,207.07,retail
TXN000523,CUST0295,2025-01-15,883.20,retail
TXN000524,CUST0280,2025-01-15,225.60,online
TXN000525,CUST0422,2025-01-15,614.83,retail
TXN000526,CUST0101,2025-01-15,1265.39,retail
TXN000527,CUST0114,2025-01-15,815.31,online
TXN000528,CUST0205,2025-01-15,338.16,retail
TXN000529,CUST0110,2025-01-15,895.77,online
TXN000530,CUST0287,2025-01-15,1062.01,online
TXN000531,CUST0248,2025-01-15,970.30,retail
TXN000532,CUST0061,2025-01-15,1240.70,online
TXN000533,CUST0441,2025-01-15,365.73,online
TXN000534,CUST0143,2025-01-15,806.66,retail
TXN000535,CUST0329,2025-01-15,281.07,online
TXN000536,CUST0044,2025-01-15,262.47,online
TXN000537,CUST0100,2025-01-15,289.99,retail
TXN000538,CUST0135,2025-01-15,1320.43,online
TXN000539,CUST0450,2025-01-15,1461.67,retail
TXN000540,CUST0357,2025-01-15,350.40,retail
TXN000541,CUST0282,2025-01-15,942.21,retail
