date,category,channel,orders,aov,gmv_method,gmv_rmb_million,subsidy_rmb_million,notes
2025-05-18,home,douyin,166888,180.0,method1,30.04,2.28,
2025-05-18,home,kuaishou,38944,180.0,method1,7.01,0.53,
2025-05-18,food,tmall,207833,180.0,method1,37.41,2.83,
2025-05-18,food,jd,80222,180.0,method1,14.44,1.09,
2025-05-18,food,douyin,74833,180.0,method1,13.47,1.02,
2025-05-18,food,kuaishou,17444,180.0,method1,3.14,0.24,
2025-05-19,apparel,tmall,1085111,180.0,method1,195.32,14.8,
2025-05-19,apparel,jd,418888,180.0,method1,75.4,5.71,
2025-05-19,apparel,douyin,390666,180.0,method1,70.32,5.33,
2025-05-19,apparel,kuaishou,91166,180.0,method1,16.41,1.24,
2025-05-19,electronics,tmall,1966833,180.0,method1,354.03,26.82,
2025-05-19,electronics,jd,759166,180.0,method1,136.65,10.35,
2025-05-19,electronics,douyin,708055,180.0,method1,127.45,9.66,
2025-05-19,electronics,kuaishou,165222,180.0,method1,29.74,2.25,
2025-05-19,beauty,tmall,712111,180.0,method1,128.18,9.71,
2025-05-19,beauty,jd,274888,180.0,method1,49.48,3.75,
2025-05-19,beauty,douyin,256388,180.0,method1,46.15,3.5,
2025-05-19,beauty,kuaishou,59833,180.0,method1,10.77,0.82,
2025-05-19,home,tmall,491722,180.0,method1,88.51,6.71,
2025-05-19,home,jd,189777,180.0,method1,34.16,2.59,
2025-05-19,home,douyin,177000,180.0,method1,31.86,2.41,
2025-05-19,home,kuaishou,41277,180.0,method1,7.43,0.56,
2025-05-19,food,tmall,220444,180.0,method1,39.68,3.01,
2025-05-19,food,jd,85055,180.0,method1,15.31,1.16,
2025-05-19,food,douyin,79333,180.0,method1,14.28,1.08,
2025-05-19,food,kuaishou,18500,180.0,method1,3.33,0.25,
2025-05-20,apparel,tmall,889611,180.0,method1,160.13,12.13,
2025-05-20,apparel,jd,343388,180.0,method1,61.81,4.68,
2025-05-20,apparel,douyin,320277,180.0,method1,57.65,4.37,
2025-05-20,apparel,kuaishou,74722,180.0,method1,13.45,1.02,
2025-05-20,electronics,tmall,1612388,180.0,method1,290.23,21.99,
2025-05-20,electronics,jd,622388,180.0,method1,112.03,8.49,
2025-05-20,electronics,douyin,580444,180.0,method1,104.48,7.92,
2025-05-20,electronics,kuaishou,135444,180.0,method1,24.38,1.85,
2025-05-20,beauty,tmall,583777,180.0,method1,105.08,7.96,
2025-05-20,beauty,jd,225333,180.0,method1,40.56,3.07,
2025-05-20,beauty,douyin,210166,180.0,method1,37.83,2.87,
2025-05-20,beauty,kuaishou,49055,180.0,method1,8.83,0.67,
2025-05-20,home,tmall,403111,180.0,method1,72.56,5.5,
2025-05-20,home,jd,155611,180.0,method1,28.01,2.12,
2025-05-20,home,douyin,145111,180.0,method1,26.12,1.98,
2025-05-20,home,kuaishou,33833,180.0,method1,6.09,0.46,
2025-05-20,food,tmall,180722,180.0,method1,32.53,2.46,
2025-05-20,food,jd,69722,180.0,method1,12.55,0.95,
2025-05-20,food,douyin,65055,180.0,method1,11.71,0.89,
2025-05-20,food,kuaishou,15166,180.01,method1,2.73,0.21,
2025-05-21,apparel,tmall,1387888,180.0,method1,249.82,18.93,
2025-05-21,apparel,jd,535722,180.0,method1,96.43,7.31,
2025-05-21,apparel,douyin,499611,180.0,method1,89.93,6.81,
2025-05-21,apparel,kuaishou,116555,180.0,method1,20.98,1.59,
2025-05-21,electronics,tmall,2515500,180.0,method1,452.79,34.3,
2025-05-21,electronics,jd,971000,180.0,method1,174.78,13.24,
2025-05-21,electronics,douyin,905555,180.0,method1,163.0,12.35,
2025-05-21,electronics,kuaishou,211277,180.0,method1,38.03,2.88,
2025-05-21,beauty,tmall,910777,180.0,method1,163.94,12.42,
2025-05-21,beauty,jd,351555,180.0,method1,63.28,4.79,
2025-05-21,beauty,douyin,327888,180.0,method1,59.02,4.47,
2025-05-21,beauty,kuaishou,76500,180.0,method1,13.77,1.04,
2025-05-21,home,tmall,628888,180.0,method1,113.2,8.58,
2025-05-21,home,jd,242722,180.0,method1,43.69,3.31,
2025-05-21,home,douyin,226388,180.0,method1,40.75,3.09,
2025-05-21,home,kuaishou,52833,180.0,method1,9.51,0.72,
2025-05-21,food,tmall,281888,180.0,method1,50.74,3.84,
2025-05-21,food,jd,108833,180.0,method1,19.59,1.48,
2025-05-21,food,douyin,101500,180.0,method1,18.27,1.38,
2025-05-21,food,kuaishou,23666,180.01,method1,4.26,0.32,
2025-05-22,apparel,tmall,938055,180.0,method1,168.85,12.79,
2025-05-22,apparel,jd,362111,180.0,method1,65.18,4.94,
2025-05-22,apparel,douyin,337722,180.0,method1,60.79,4.61,
2025-05-22,apparel,kuaishou,78777,180.0,method1,14.18,1.07,
2025-05-22,electronics,tmall,1700222,180.0,method1,306.04,23.19,
2025-05-22,electronics,jd,656277,180.0,method1,118.13,8.95,
2025-05-22,electronics,douyin,612111,180.0,method1,110.18,8.35,
2025-05-22,electronics,kuaishou,142833,180.0,method1,25.71,1.95,
2025-05-22,beauty,tmall,615611,180.0,method1,110.81,8.39,
2025-05-22,beauty,jd,237611,180.0,method1,42.77,3.24,
2025-05-22,beauty,douyin,221611,180.0,method1,39.89,3.02,
2025-05-22,beauty,kuaishou,51722,180.0,method1,9.31,0.71,
2025-05-22,home,tmall,425055,180.0,method1,76.51,5.8,
2025-05-22,home,jd,164055,180.0,method1,29.53,2.24,
2025-05-22,home,douyin,153000,180.0,method1,27.54,2.09,
2025-05-22,home,kuaishou,35722,180.0,method1,6.43,0.49,
2025-05-22,food,tmall,190555,180.0,method1,34.3,2.6,
2025-05-22,food,jd,73555,180.0,method1,13.24,1.0,
2025-05-22,food,douyin,68611,180.0,method1,12.35,0.94,
2025-05-22,food,kuaishou,16000,180.0,method1,2.88,0.22,
2025-05-23,apparel,tmall,1007666,180.0,method2,181.38,18.41,
2025-05-23,apparel,jd,388944,180.0,method2,70.01,7.11,
2025-05-23,apparel,douyin,362777,180.0,method2,65.3,6.63,
2025-05-23,apparel,kuaishou,84666,180.0,method2,15.24,1.55,
2025-05-23,electronics,tmall,1826388,180.0,method2,328.75,33.38,
2025-05-23,electronics,jd,705000,180.0,method2,126.9,12.88,
2025-05-23,electronics,douyin,657500,180.0,method2,118.35,12.02,
2025-05-23,electronics,kuaishou,153388,180.0,method2,27.61,2.8,
2025-05-23,beauty,tmall,661277,180.0,method2,119.03,12.08,
2025-05-23,beauty,jd,255277,180.0,method2,45.95,4.66,
2025-05-23,beauty,douyin,238055,180.0,method2,42.85,4.35,
2025-05-23,beauty,kuaishou,55555,180.0,method2,10.0,1.02,
2025-05-23,home,tmall,456611,180.0,method2,82.19,8.34,
2025-05-23,home,jd,176222,180.0,method2,31.72,3.22,
2025-05-23,home,douyin,164388,180.0,method2,29.59,3.0,
2025-05-23,home,kuaishou,38333,180.0,method2,6.9,0.7,
2025-05-23,food,tmall,204666,180.0,method2,36.84,3.74,
2025-05-23,food,jd,79000,180.0,method2,14.22,1.44,
2025-05-23,food,douyin,73666,180.0,method2,13.26,1.35,
2025-05-23,food,kuaishou,17166,180.01,method2,3.09,0.31,
2025-05-24,apparel,tmall,883666,180.0,method2,159.06,16.15,
2025-05-24,apparel,jd,341111,180.0,method2,61.4,6.23,
2025-05-24,apparel,douyin,318111,180.0,method2,57.26,5.81,
2025-05-24,apparel,kuaishou,74222,180.0,method2,13.36,1.36,
2025-05-24,electronics,tmall,1601666,180.0,method2,288.3,29.27,
2025-05-24,electronics,jd,618222,180.0,method2,111.28,11.3,
2025-05-24,electronics,douyin,576611,180.0,method2,103.79,10.54,
2025-05-24,electronics,kuaishou,134555,180.0,method2,24.22,2.46,
2025-05-24,beauty,tmall,579944,180.0,method2,104.39,10.6,
2025-05-24,beauty,jd,223833,180.0,method2,40.29,4.09,
2025-05-24,beauty,douyin,208777,180.0,method2,37.58,3.82,
2025-05-24,beauty,kuaishou,48722,180.0,method2,8.77,0.89,
2025-05-24,home,tmall,400444,180.0,method2,72.08,7.32,
2025-05-24,home,jd,154555,180.0,method2,27.82,2.82,
2025-05-24,home,douyin,144166,180.0,method2,25.95,2.63,
2025-05-24,home,kuaishou,33611,180.0,method2,6.05,0.61,
2025-05-24,food,tmall,179500,180.0,method2,32.31,3.28,
2025-05-24,food,jd,69277,180.0,method2,12.47,1.27,
2025-05-24,food,douyin,64611,180.0,method2,11.63,1.18,
2025-05-24,food,kuaishou,15055,180.01,method2,2.71,0.28,
2025-05-25,apparel,tmall,936000,180.0,method2,168.48,17.1,
2025-05-25,apparel,jd,361277,180.0,method2,65.03,6.6,
2025-05-25,apparel,douyin,336944,180.0,method2,60.65,6.16,
2025-05-25,apparel,kuaishou,78611,180.0,method2,14.15,1.44,
2025-05-25,electronics,tmall,1696500,180.0,method2,305.37,31.0,
2025-05-25,electronics,jd,654833,180.0,method2,117.87,11.97,
2025-05-25,electronics,douyin,610722,180.0,method2,109.93,11.16,
2025-05-25,electronics,kuaishou,142500,180.0,method2,25.65,2.6,
2025-05-25,beauty,tmall,614222,180.0,method2,110.56,11.22,
2025-05-25,beauty,jd,237111,180.0,method2,42.68,4.33,
2025-05-25,beauty,douyin,221111,180.0,method2,39.8,4.04,
2025-05-25,beauty,kuaishou,51611,180.0,method2,9.29,0.94,
2025-05-25,home,tmall,424111,180.0,method2,76.34,7.75,
2025-05-25,home,jd,163722,180.0,method2,29.47,2.99,
2025-05-25,home,douyin,152666,180.0,method2,27.48,2.79,
2025-05-25,home,kuaishou,35611,180.0,method2,6.41,0.65,
2025-05-25,food,tmall,190111,180.0,method2,34.22,3.47,
2025-05-25,food,jd,73388,180.0,method2,13.21,1.34,
2025-05-25,food,douyin,68444,180.0,method2,12.32,1.25,
2025-05-25,food,kuaishou,15944,180.01,method2,2.87,0.29,
2025-05-26,apparel,tmall,896666,180.0,method2,161.4,16.39,
2025-05-26,apparel,jd,346111,180.0,method2,62.3,6.32,
2025-05-26,apparel,douyin,322777,180.0,method2,58.1,5.9,
2025-05-26,apparel,kuaishou,75333,180.0,method2,13.56,1.38,
2025-05-26,electronics,tmall,1625166,180.0,method2,292.53,29.7,
2025-05-26,electronics,jd,627333,180.0,method2,112.92,11.46,
2025-05-26,electronics,douyin,585055,180.0,method2,105.31,10.69,
2025-05-26,electronics,kuaishou,136500,180.0,method2,24.57,2.49,
2025-05-26,beauty,tmall,588444,180.0,method2,105.92,10.75,
2025-05-26,beauty,jd,227111,180.0,method2,40.88,4.15,
2025-05-26,beauty,douyin,211833,180.0,method2,38.13,3.87,
2025-05-26,beauty,kuaishou,49444,180.0,method2,8.9,0.9,
2025-05-26,home,tmall,406277,180.0,method2,73.13,7.42,
2025-05-26,home,jd,156833,180.0,method2,28.23,2.87,
2025-05-26,home,douyin,146277,180.0,method2,26.33,2.67,
2025-05-26,home,kuaishou,34111,180.0,method2,6.14,0.62,
2025-05-26,food,tmall,182111,180.0,method2,32.78,3.33,
2025-05-26,food,jd,70277,180.0,method2,12.65,1.28,
2025-05-26,food,douyin,65555,180.0,method2,11.8,1.2,
2025-05-26,food,kuaishou,15277,180.01,method2,2.75,0.28,
2025-05-27,apparel,tmall,1016555,180.0,method2,182.98,18.58,
2025-05-27,apparel,jd,392388,180.0,method2,70.63,7.17,
2025-05-27,apparel,douyin,365944,180.0,method2,65.87,6.69,
2025-05-27,apparel,kuaishou,85388,180.0,method2,15.37,1.56,
2025-05-27,electronics,tmall,1842555,180.0,method2,331.66,33.67,
2025-05-27,electronics,jd,711222,180.0,method2,128.02,13.0,
2025-05-27,electronics,douyin,663333,180.0,method2,119.4,12.12,
2025-05-27,electronics,kuaishou,154777,180.0,method2,27.86,2.83,
2025-05-27,beauty,tmall,667111,180.0,method2,120.08,12.19,
2025-05-27,beauty,jd,257500,180.0,method2,46.35,4.71,
2025-05-27,beauty,douyin,240166,180.0,method2,43.23,4.39,
2025-05-27,beauty,kuaishou,56055,180.0,method2,10.09,1.02,
2025-05-27,home,tmall,460611,180.0,method2,82.91,8.42,
2025-05-27,home,jd,177777,180.0,method2,32.0,3.25,
2025-05-27,home,douyin,165833,180.0,method2,29.85,3.03,
2025-05-27,home,kuaishou,38666,180.0,method2,6.96,0.71,
2025-05-27,food,tmall,206500,180.0,method2,37.17,3.77,
2025-05-27,food,jd,79722,180.0,method2,14.35,1.46,
2025-05-27,food,douyin,74333,180.0,method2,13.38,1.36,
2025-05-27,food,kuaishou,17333,180.0,method2,3.12,0.32,
2025-05-28,apparel,tmall,655055,180.0,method2,117.91,11.97,
2025-05-28,apparel,jd,252833,180.0,method2,45.51,4.62,
2025-05-28,apparel,douyin,235833,180.0,method2,42.45,4.31,
2025-05-28,apparel,kuaishou,55000,180.0,method2,9.9,1.01,
2025-05-28,electronics,tmall,1187277,180.0,method2,213.71,21.7,
2025-05-28,electronics,jd,458277,180.0,method2,82.49,8.37,
2025-05-28,electronics,douyin,427444,180.0,method2,76.94,7.81,
2025-05-28,electronics,kuaishou,99722,180.0,method2,17.95,1.82,
2025-05-28,beauty,tmall,429888,180.0,method2,77.38,7.86,
2025-05-28,beauty,jd,165944,180.0,method2,29.87,3.03,
2025-05-28,beauty,douyin,154777,180.0,method2,27.86,2.83,
2025-05-28,beauty,kuaishou,36111,180.0,method2,6.5,0.66,
2025-05-28,home,tmall,296833,180.0,method2,53.43,5.42,
2025-05-28,home,jd,114555,180.0,method2,20.62,2.09,
2025-05-28,home,douyin,106833,180.0,method2,19.23,1.95,
2025-05-28,home,kuaishou,24944,180.0,method2,4.49,0.46,
2025-05-28,food,tmall,133055,180.0,method2,23.95,2.43,
2025-05-28,food,jd,51333,180.0,method2,9.24,0.94,
2025-05-28,food,douyin,47888,180.0,method2,8.62,0.88,
2025-05-28,food,kuaishou,11166,180.01,method2,2.01,0.2,
2025-05-29,apparel,tmall,995333,180.0,method2,179.16,18.19,
2025-05-29,apparel,jd,384222,180.0,method2,69.16,7.02,
2025-05-29,apparel,douyin,358333,180.0,method2,64.5,6.55,
2025-05-29,apparel,kuaishou,83611,180.0,method2,15.05,1.53,
2025-05-29,electronics,tmall,1804055,180.0,method2,324.73,32.97,
2025-05-29,electronics,jd,696388,180.0,method2,125.35,12.73,
2025-05-29,electronics,douyin,649444,180.0,method2,116.9,11.87,
2025-05-29,electronics,kuaishou,151555,180.0,method2,27.28,2.77,
2025-05-29,beauty,tmall,653166,180.0,method2,117.57,11.94,
2025-05-29,beauty,jd,252111,180.0,method2,45.38,4.61,
2025-05-29,beauty,douyin,235166,180.0,method2,42.33,4.3,
2025-05-29,beauty,kuaishou,54888,180.0,method2,9.88,1.0,
2025-05-29,home,tmall,451000,180.0,method2,81.18,8.24,
2025-05-29,home,jd,174111,180.0,method2,31.34,3.18,
2025-05-29,home,douyin,162388,180.0,method2,29.23,2.97,
2025-05-29,home,kuaishou,37888,180.0,method2,6.82,0.69,
2025-05-29,food,tmall,202166,180.0,method2,36.39,3.69,
2025-05-29,food,jd,78055,180.0,method2,14.05,1.43,
2025-05-29,food,douyin,72777,180.0,method2,13.1,1.33,
2025-05-29,food,kuaishou,17000,180.0,method2,3.06,0.31,
2025-05-30,apparel,tmall,768944,180.0,method2,138.41,14.05,
2025-05-30,apparel,jd,296833,180.0,method2,53.43,5.42,
2025-05-30,apparel,douyin,276833,180.0,method2,49.83,5.06,
2025-05-30,apparel,kuaishou,64611,180.0,method2,11.63,1.18,
2025-05-30,electronics,tmall,1393722,180.0,method2,250.87,25.47,
2025-05-30,electronics,jd,538000,180.0,method2,96.84,9.83,
2025-05-30,electronics,douyin,501722,180.0,method2,90.31,9.17,
2025-05-30,electronics,kuaishou,117055,180.0,method2,21.07,2.14,
2025-05-30,beauty,tmall,504611,180.0,method2,90.83,9.22,
2025-05-30,beauty,jd,194777,180.0,method2,35.06,3.56,
2025-05-30,beauty,douyin,181666,180.0,method2,32.7,3.32,
2025-05-30,beauty,kuaishou,42388,180.0,method2,7.63,0.77,
2025-05-30,home,tmall,348444,180.0,method2,62.72,6.37,
2025-05-30,home,jd,134500,180.0,method2,24.21,2.46,
2025-05-30,home,douyin,125444,180.0,method2,22.58,2.29,
2025-05-30,home,kuaishou,29277,180.0,method2,5.27,0.53,
2025-05-30,food,tmall,156166,180.0,method2,28.11,2.85,
2025-05-30,food,jd,60277,180.0,method2,10.85,1.1,
2025-05-30,food,douyin,56222,180.0,method2,10.12,1.03,
2025-05-30,food,kuaishou,13111,180.0,method2,2.36,0.24,
2025-05-31,apparel,tmall,857388,180.0,method2,154.33,15.67,
2025-05-31,apparel,jd,330944,180.0,method2,59.57,6.05,
2025-05-31,apparel,douyin,308666,180.0,method2,55.56,5.64,
2025-05-31,apparel,kuaishou,72000,180.0,method2,12.96,1.32,
2025-05-31,electronics,tmall,1554055,180.0,method2,279.73,28.4,
2025-05-31,electronics,jd,599888,180.0,method2,107.98,10.96,
2025-05-31,electronics,douyin,559444,180.0,method2,100.7,10.22,
2025-05-31,electronics,kuaishou,130555,180.0,method2,23.5,2.39,
2025-05-31,beauty,tmall,562666,180.0,method2,101.28,10.28,
2025-05-31,beauty,jd,217166,180.0,method2,39.09,3.97,
2025-05-31,beauty,douyin,202555,180.0,method2,36.46,3.7,
2025-05-31,beauty,kuaishou,47277,180.0,method2,8.51,0.86,
2025-05-31,home,tmall,388500,180.0,method2,69.93,7.1,
2025-05-31,home,jd,149944,180.0,method2,26.99,2.74,
2025-05-31,home,douyin,139888,180.0,method2,25.18,2.56,
2025-05-31,home,kuaishou,32611,180.0,method2,5.87,0.6,
2025-05-31,food,tmall,174166,180.0,method2,31.35,3.18,
2025-05-31,food,jd,67222,180.0,method2,12.1,1.23,
2025-05-31,food,douyin,62722,180.0,method2,11.29,1.15,
2025-05-31,food,kuaishou,14611,180.0,method2,2.63,0.27,
2025-06-01,apparel,tmall,2782500,180.0,method2,500.85,50.85,
2025-06-01,apparel,jd,1074055,180.0,method2,193.33,19.63,
2025-06-01,apparel,douyin,1001722,180.0,method2,180.31,18.31,
2025-06-01,apparel,kuaishou,233722,180.0,method2,42.07,4.27,
2025-06-01,electronics,tmall,5043277,180.0,method2,907.79,92.16,
2025-06-01,electronics,jd,1946722,180.0,method2,350.41,35.57,
2025-06-01,electronics,douyin,1815555,180.0,method2,326.8,33.18,
2025-06-01,electronics,kuaishou,423611,180.0,method2,76.25,7.74,
2025-06-01,beauty,tmall,1826000,180.0,method2,328.68,33.37,
2025-06-01,beauty,jd,704833,180.0,method2,126.87,12.88,
2025-06-01,beauty,douyin,657388,180.0,method2,118.33,12.01,
2025-06-01,beauty,kuaishou,153388,180.0,method2,27.61,2.8,
2025-06-01,home,tmall,1260833,180.0,method2,226.95,23.04,
2025-06-01,home,jd,486666,180.0,method2,87.6,8.89,
2025-06-01,home,douyin,453888,180.0,method2,81.7,8.29,
2025-06-01,home,kuaishou,105888,180.0,method2,19.06,1.94,
2025-06-01,food,tmall,565166,180.0,method2,101.73,10.33,
2025-06-01,food,jd,218166,180.0,method2,39.27,3.99,
2025-06-01,food,douyin,203444,180.0,method2,36.62,3.72,
2025-06-01,food,kuaishou,47500,180.0,method2,8.55,0.87,
2025-06-02,apparel,tmall,2256277,180.0,method2,406.13,41.23,
2025-06-02,apparel,jd,870944,180.0,method2,156.77,15.92,
2025-06-02,apparel,douyin,812277,180.0,method2,146.21,14.84,
2025-06-02,apparel,kuaishou,189500,180.0,method2,34.11,3.46,
2025-06-02,electronics,tmall,4089500,180.0,method2,736.11,74.73,
2025-06-02,electronics,jd,1578555,180.0,method2,284.14,28.85,
2025-06-02,electronics,douyin,1472222,180.0,method2,265.0,26.9,
2025-06-02,electronics,kuaishou,343500,180.0,method2,61.83,6.28,
2025-06-02,beauty,tmall,1480666,180.0,method2,266.52,27.06,
2025-06-02,beauty,jd,571555,180.0,method2,102.88,10.44,
2025-06-02,beauty,douyin,533055,180.0,method2,95.95,9.74,
2025-06-02,beauty,kuaishou,124388,180.0,method2,22.39,2.27,
2025-06-02,home,tmall,1022388,180.0,method2,184.03,18.68,
2025-06-02,home,jd,394611,180.0,method2,71.03,7.21,
