customer_id,plan,region,impact,unique_visitor_flag,affected_flag
CUST-000152,pro,North America,none,1,0
CUST-000153,pro,Asia Pacific,none,1,0
CUST-000154,business,Latin America,none,1,0
CUST-000155,business,Asia Pacific,none,1,0
CUST-000156,pro,Europe East,none,1,0
CUST-000157,enterprise,Latin America,none,1,0
CUST-000158,free,Europe East,none,1,0
CUST-000159,free,Europe West,none,1,0
CUST-000160,enterprise,North America,none,1,0
CUST-000161,free,Europe East,none,1,0
CUST-000162,pro,Europe West,none,1,0
CUST-000163,business,Europe East,none,1,0
CUST-000164,free,North America,none,1,0
CUST-000165,free,Asia Pacific,none,1,0
CUST-000166,pro,Latin America,none,1,0
CUST-000167,business,Europe East,none,1,0
CUST-000168,enterprise,Asia Pacific,none,1,0
CUST-000169,business,Latin America,none,1,0
CUST-000170,business,Europe West,none,1,0
CUST-000171,pro,Asia Pacific,none,1,0
CUST-000172,business,Europe East,none,1,0
CUST-000173,pro,Asia Pacific,none,1,0
CUST-000174,free,Asia Pacific,none,1,0
CUST-000175,pro,Latin America,none,1,0
CUST-000176,enterprise,Latin America,none,1,0
CUST-000177,business,Asia Pacific,none,1,0
CUST-000178,business,North America,none,1,0
CUST-000179,pro,Asia Pacific,none,1,0
CUST-000180,free,North America,none,1,0
CUST-000181,free,Latin America,none,1,0
CUST-000182,enterprise,Europe West,none,1,0
CUST-000183,business,North America,none,1,0
CUST-000184,pro,Europe East,none,1,0
CUST-000185,free,Europe East,none,1,0
CUST-000186,business,Europe West,none,1,0
CUST-000187,free,Latin America,none,1,0
CUST-000188,free,Asia Pacific,none,1,0
CUST-000189,enterprise,North America,none,1,0
CUST-000190,business,Europe East,none,1,0
CUST-000191,pro,North America,none,1,0
CUST-000192,free,Europe East,none,1,0
CUST-000193,pro,Europe West,none,1,0
CUST-000194,pro,Europe East,none,1,0
CUST-000195,free,Latin America,none,1,0
CUST-000196,business,Asia Pacific,none,1,0
CUST-000197,business,Asia Pacific,none,1,0
CUST-000198,enterprise,Europe West,none,1,0
CUST-000199,enterprise,Europe West,none,1,0
CUST-000200,pro,Asia Pacific,none,1,0
CUST-000201,pro,Asia Pacific,none,1,0
CUST-000202,enterprise,Europe West,none,1,0
CUST-000203,business,Europe East,none,1,0
CUST-000204,business,Europe East,none,1,0
CUST-000205,enterprise,Asia Pacific,none,1,0
CUST-000206,free,Asia Pacific,none,1,0
CUST-000207,free,Europe West,none,1,0
CUST-000208,free,Europe East,none,1,0
CUST-000209,enterprise,North America,none,1,0
CUST-000210,enterprise,Europe West,none,1,0
CUST-000211,business,North America,none,1,0
CUST-000212,business,Europe West,none,1,0
CUST-000213,business,North America,none,1,0
CUST-000214,free,Latin America,none,1,0
CUST-000215,business,Europe East,none,1,0
CUST-000216,enterprise,Latin America,none,1,0
CUST-000217,business,Asia Pacific,none,1,0
CUST-000218,pro,Europe West,none,1,0
CUST-000219,pro,Europe West,none,1,0
CUST-000220,pro,Latin America,none,1,0
CUST-000221,enterprise,Asia Pacific,none,1,0
CUST-000222,business,Europe West,none,1,0
CUST-000223,pro,Latin America,none,1,0
CUST-000224,pro,Europe West,none,1,0
CUST-000225,business,Latin America,none,1,0
CUST-000226,free,Asia Pacific,none,1,0
CUST-000227,free,North America,none,1,0
CUST-000228,pro,Europe East,none,1,0
CUST-000229,business,Asia Pacific,none,1,0
CUST-000230,business,Asia Pacific,none,1,0
CUST-000231,free,Europe West,none,1,0
CUST-000232,pro,Europe West,none,1,0
CUST-000233,enterprise,North America,none,1,0
CUST-000234,enterprise,Europe East,none,1,0
CUST-000235,business,Latin America,none,1,0
CUST-000236,business,Europe East,none,1,0
CUST-000237,enterprise,Latin America,none,1,0
CUST-000238,pro,Asia Pacific,none,1,0
CUST-000239,business,Europe East,none,1,0
CUST-000240,pro,Europe East,none,1,0
CUST-000241,enterprise,Europe West,none,1,0
CUST-000242,pro,Europe West,none,1,0
CUST-000243,free,Europe East,none,1,0
CUST-000244,business,North America,none,1,0
CUST-000245,enterprise,North America,none,1,0
CUST-000246,pro,North America,none,1,0
CUST-000247,business,North America,none,1,0
CUST-000248,enterprise,Latin America,none,1,0
CUST-000249,free,Europe East,none,1,0
CUST-000250,pro,North America,none,1,0
CUST-000251,free,Latin America,none,1,0
CUST-000252,enterprise,Latin America,none,1,0
CUST-000253,enterprise,Asia Pacific,none,1,0
CUST-000254,pro,Asia Pacific,none,1,0
CUST-000255,pro,North America,none,1,0
CUST-000256,enterprise,Europe West,none,1,0
CUST-000257,free,Asia Pacific,none,1,0
CUST-000258,pro,North America,none,1,0
CUST-000259,enterprise,Europe West,none,1,0
CUST-000260,enterprise,North America,none,1,0
CUST-000261,business,Europe East,none,1,0
CUST-000262,free,North America,none,1,0
CUST-000263,pro,Latin America,none,1,0
CUST-000264,business,Europe West,none,1,0
CUST-000265,business,Europe West,none,1,0
CUST-000266,free,North America,none,1,0
CUST-000267,business,Asia Pacific,none,1,0
CUST-000268,pro,North America,none,1,0
CUST-000269,enterprise,Latin America,none,1,0
CUST-000270,free,Latin America,none,1,0
CUST-000271,pro,North America,none,1,0
CUST-000272,business,Latin America,none,1,0
CUST-000273,enterprise,Asia Pacific,none,1,0
CUST-000274,enterprise,Europe West,none,1,0
CUST-000275,enterprise,Europe East,none,1,0
CUST-000276,free,Europe West,none,1,0
CUST-000277,business,North America,none,1,0
CUST-000278,pro,Europe West,none,1,0
CUST-000279,free,Asia Pacific,none,1,0
CUST-000280,pro,Europe West,none,1,0
CUST-000281,pro,Asia Pacific,none,1,0
CUST-000282,free,North America,none,1,0
CUST-000283,business,Latin America,none,1,0
CUST-000284,enterprise,Europe West,none,1,0
CUST-000285,pro,Europe East,none,1,0
CUST-000286,pro,Europe West,none,1,0
CUST-000287,enterprise,Latin America,none,1,0
CUST-000288,pro,Europe West,none,1,0
CUST-000289,free,Latin America,none,1,0
CUST-000290,pro,North America,none,1,0
CUST-000291,enterprise,North America,none,1,0
CUST-000292,enterprise,North America,none,1,0
CUST-000293,enterprise,Europe East,none,1,0
CUST-000294,business,Europe West,none,1,0
CUST-000295,enterprise,Asia Pacific,none,1,0
CUST-000296,business,Europe West,none,1,0
CUST-000297,business,Latin America,none,1,0
CUST-000298,business,North America,none,1,0
CUST-000299,enterprise,Europe East,none,1,0
CUST-000300,business,North America,none,1,0
CUST-000301,business,Europe West,none,1,0
CUST-000302,free,Asia Pacific,none,1,0
CUST-000303,free,Europe West,none,1,0
CUST-000304,enterprise,Europe East,none,1,0
CUST-000305,business,Latin America,none,1,0
CUST-000306,pro,Asia Pacific,none,1,0
CUST-000307,free,North America,none,1,0
CUST-000308,enterprise,Europe West,none,1,0
CUST-000309,enterprise,Europe West,none,1,0
CUST-000310,pro,Europe West,none,1,0
CUST-000311,pro,Europe East,none,1,0
CUST-000312,pro,Latin America,none,1,0
CUST-000313,free,Asia Pacific,none,1,0
CUST-000314,free,Europe East,none,1,0
CUST-000315,free,Europe East,none,1,0
CUST-000316,free,Asia Pacific,none,1,0
CUST-000317,enterprise,Europe West,none,1,0
CUST-000318,free,Europe West,none,1,0
CUST-000319,pro,North America,none,1,0
CUST-000320,enterprise,North America,none,1,0
CUST-000321,free,Europe East,none,1,0
CUST-000322,pro,Europe East,none,1,0
CUST-000323,pro,Europe East,none,1,0
CUST-000324,free,Asia Pacific,none,1,0
CUST-000325,business,Asia Pacific,none,1,0
CUST-000326,free,Europe West,none,1,0
CUST-000327,free,Latin America,none,1,0
CUST-000328,pro,North America,none,1,0
CUST-000329,enterprise,North America,none,1,0
CUST-000330,pro,Asia Pacific,none,1,0
CUST-000331,enterprise,Latin America,none,1,0
CUST-000332,free,Europe West,none,1,0
CUST-000333,enterprise,Europe East,none,1,0
CUST-000334,free,North America,none,1,0
CUST-000335,pro,Latin America,none,1,0
CUST-000336,business,North America,none,1,0
CUST-000337,business,Latin America,none,1,0
CUST-000338,pro,Asia Pacific,none,1,0
CUST-000339,enterprise,Europe East,none,1,0
CUST-000340,pro,Latin America,none,1,0
CUST-000341,pro,Europe East,none,1,0
CUST-000342,pro,Asia Pacific,none,1,0
CUST-000343,pro,Europe East,none,1,0
CUST-000344,free,North America,none,1,0
CUST-000345,business,Latin America,none,1,0
CUST-000346,enterprise,Europe East,none,1,0
CUST-000347,pro,Latin America,none,1,0
CUST-000348,pro,Europe West,none,1,0
CUST-000349,pro,Europe West,none,1,0
CUST-000350,pro,Asia Pacific,none,1,0
CUST-000351,business,Latin America,none,1,0
CUST-000352,enterprise,North America,none,1,0
CUST-000353,business,Asia Pacific,none,1,0
CUST-000354,enterprise,Asia Pacific,none,1,0
CUST-000355,free,Europe West,none,1,0
CUST-000356,pro,Asia Pacific,none,1,0
CUST-000357,pro,North America,none,1,0
CUST-000358,free,Asia Pacific,none,1,0
CUST-000359,business,North America,none,1,0
CUST-000360,enterprise,Latin America,none,1,0
CUST-000361,business,Asia Pacific,none,1,0
CUST-000362,business,North America,none,1,0
CUST-000363,pro,North America,none,1,0
CUST-000364,free,Europe West,none,1,0
CUST-000365,free,Europe West,none,1,0
CUST-000366,pro,Asia Pacific,none,1,0
CUST-000367,pro,Europe West,none,1,0
CUST-000368,enterprise,Europe East,none,1,0
CUST-000369,business,Latin America,none,1,0
CUST-000370,pro,Latin America,none,1,0
CUST-000371,free,Europe East,none,1,0
CUST-000372,pro,Europe East,none,1,0
CUST-000373,enterprise,Europe West,none,1,0
CUST-000374,pro,Latin America,none,1,0
CUST-000375,pro,Latin America,none,1,0
CUST-000376,business,Asia Pacific,none,1,0
CUST-000377,free,Europe East,none,1,0
CUST-000378,enterprise,Asia Pacific,none,1,0
CUST-000379,business,Asia Pacific,none,1,0
CUST-000380,free,Europe West,none,1,0
CUST-000381,pro,Asia Pacific,none,1,0
CUST-000382,pro,Europe West,none,1,0
CUST-000383,free,Europe East,none,1,0
CUST-000384,pro,Latin America,none,1,0
CUST-000385,free,North America,none,1,0
CUST-000386,business,Europe West,none,1,0
CUST-000387,business,Latin America,none,1,0
CUST-000388,enterprise,Asia Pacific,none,1,0
CUST-000389,pro,Europe East,none,1,0
CUST-000390,pro,Europe East,none,1,0
CUST-000391,pro,Europe East,none,1,0
CUST-000392,pro,Europe West,none,1,0
CUST-000393,business,Latin America,none,1,0
CUST-000394,business,Europe West,none,1,0
CUST-000395,pro,Europe East,none,1,0
CUST-000396,pro,Europe West,none,1,0
CUST-000397,pro,North America,none,1,0
CUST-000398,business,Europe East,none,1,0
CUST-000399,enterprise,Europe East,none,1,0
CUST-000400,enterprise,Europe East,none,1,0
CUST-000401,enterprise,Latin America,none,1,0
CUST-000402,free,Latin America,none,1,0
CUST-000403,business,North America,none,1,0
CUST-000404,pro,Europe West,none,1,0
CUST-000405,free,Europe East,none,1,0
CUST-000406,pro,Europe West,none,1,0
CUST-000407,business,Europe East,none,1,0
CUST-000408,pro,Europe West,none,1,0
CUST-000409,business,Latin America,none,1,0
CUST-000410,enterprise,Europe East,none,1,0
CUST-000411,business,Latin America,none,1,0
CUST-000412,free,Europe East,none,1,0
CUST-000413,business,North America,none,1,0
CUST-000414,enterprise,North America,none,1,0
CUST-000415,free,Europe West,none,1,0
CUST-000416,free,Europe East,none,1,0
CUST-000417,free,Asia Pacific,none,1,0
CUST-000418,pro,Europe West,none,1,0
CUST-000419,pro,Latin America,none,1,0
CUST-000420,pro,Europe West,none,1,0
CUST-000421,free,Latin America,none,1,0
CUST-000422,business,Asia Pacific,none,1,0
CUST-000423,pro,Europe East,none,1,0
CUST-000424,enterprise,Latin America,none,1,0
CUST-000425,business,Latin America,none,1,0
CUST-000426,pro,Europe East,none,1,0
CUST-000427,free,North America,none,1,0
CUST-000428,business,Asia Pacific,none,1,0
CUST-000429,enterprise,North America,none,1,0
CUST-000430,free,Europe East,none,1,0
CUST-000431,business,Europe East,none,1,0
CUST-000432,business,Europe East,none,1,0
CUST-000433,pro,Europe West,none,1,0
CUST-000434,enterprise,North America,none,1,0
CUST-000435,business,Europe West,none,1,0
CUST-000436,pro,Europe East,none,1,0
CUST-000437,business,Europe East,none,1,0
CUST-000438,pro,Asia Pacific,none,1,0
CUST-000439,enterprise,North America,none,1,0
CUST-000440,business,Europe East,none,1,0
CUST-000441,enterprise,Asia Pacific,none,1,0
CUST-000442,business,Latin America,none,1,0
CUST-000443,business,Latin America,none,1,0
CUST-000444,enterprise,Latin America,none,1,0
CUST-000445,free,Europe East,none,1,0
CUST-000446,pro,North America,none,1,0
CUST-000447,free,North America,none,1,0
CUST-000448,free,Asia Pacific,none,1,0
CUST-000449,pro,Asia Pacific,none,1,0
CUST-000450,pro,Europe East,none,1,0
CUST-000451,enterprise,Europe East,none,1,0
CUST-000452,business,Latin America,none,1,0
CUST-000453,pro,Latin America,none,1,0
CUST-000454,free,Europe West,none,1,0
CUST-000455,business,Latin America,none,1,0
CUST-000456,pro,Europe East,none,1,0
CUST-000457,free,North America,none,1,0
CUST-000458,business,Europe East,none,1,0
CUST-000459,business,Europe East,none,1,0
CUST-000460,free,Asia Pacific,none,1,0
CUST-000461,business,North America,none,1,0
CUST-000462,business,Europe East,none,1,0
CUST-000463,pro,Asia Pacific,none,1,0
CUST-000464,business,Asia Pacific,none,1,0
CUST-000465,pro,Europe East,none,1,0
CUST-000466,free,Europe West,none,1,0
CUST-000467,pro,Asia Pacific,none,1,0
CUST-000468,business,Europe East,none,1,0
CUST-000469,enterprise,Europe East,none,1,0
CUST-000470,business,Europe East,none,1,0
CUST-000471,business,Latin America,none,1,0
CUST-000472,pro,Latin America,none,1,0
CUST-000473,enterprise,Latin America,none,1,0
CUST-000474,enterprise,Asia Pacific,none,1,0
CUST-000475,enterprise,Europe West,none,1,0
CUST-000476,pro,North America,none,1,0
CUST-000477,business,Europe East,none,1,0
CUST-000478,pro,Europe West,none,1,0
CUST-000479,pro,Asia Pacific,none,1,0
CUST-000480,pro,North America,none,1,0
CUST-000481,free,North America,none,1,0
CUST-000482,business,Europe West,none,1,0
CUST-000483,business,Europe West,none,1,0
CUST-000484,enterprise,North America,none,1,0
CUST-000485,free,Europe East,none,1,0
CUST-000486,enterprise,Latin America,none,1,0
CUST-000487,free,Asia Pacific,none,1,0
CUST-000488,pro,Asia Pacific,none,1,0
CUST-000489,enterprise,North America,none,1,0
CUST-000490,business,Asia Pacific,none,1,0
CUST-000491,free,North America,none,1,0
CUST-000492,business,Europe West,none,1,0
CUST-000493,business,Europe East,none,1,0
CUST-000494,enterprise,Europe East,none,1,0
CUST-000495,pro,North America,none,1,0
CUST-000496,pro,North America,none,1,0
CUST-000497,free,North America,none,1,0
CUST-000498,free,Europe East,none,1,0
CUST-000499,business,Europe East,none,1,0
CUST-000500,pro,Europe West,none,1,0
CUST-000501,free,Latin America,none,1,0
CUST-000502,free,Europe West,none,1,0
CUST-000503,pro,Europe East,none,1,0
CUST-000504,business,Europe East,none,1,0
CUST-000505,pro,North America,none,1,0
CUST-000506,enterprise,Latin America,none,1,0
CUST-000507,free,North America,none,1,0
CUST-000508,enterprise,Asia Pacific,none,1,0
CUST-000509,enterprise,Asia Pacific,none,1,0
CUST-000510,free,Latin America,none,1,0
CUST-000511,free,Europe East,none,1,0
CUST-000512,pro,Asia Pacific,none,1,0
CUST-000513,business,Europe West,none,1,0
CUST-000514,business,North America,none,1,0
CUST-000515,business,Latin America,none,1,0
CUST-000516,pro,North America,none,1,0
CUST-000517,enterprise,Asia Pacific,none,1,0
CUST-000518,pro,North America,none,1,0
CUST-000519,business,Latin America,none,1,0
CUST-000520,business,Asia Pacific,none,1,0
CUST-000521,business,Europe West,none,1,0
CUST-000522,business,North America,none,1,0
CUST-000523,enterprise,Asia Pacific,none,1,0
CUST-000524,free,Europe East,none,1,0
CUST-000525,free,Asia Pacific,none,1,0
CUST-000526,enterprise,Europe East,none,1,0
CUST-000527,business,North America,none,1,0
CUST-000528,free,Europe East,none,1,0
CUST-000529,business,Asia Pacific,none,1,0
CUST-000530,enterprise,North America,none,1,0
CUST-000531,free,Europe East,none,1,0
CUST-000532,enterprise,Europe East,none,1,0
CUST-000533,business,Latin America,none,1,0
CUST-000534,enterprise,Europe West,none,1,0
CUST-000535,free,Asia Pacific,none,1,0
CUST-000536,business,Europe East,none,1,0
CUST-000537,enterprise,North America,none,1,0
CUST-000538,business,Asia Pacific,none,1,0
CUST-000539,business,Europe West,none,1,0
CUST-000540,pro,North America,none,1,0
CUST-000541,enterprise,Europe East,none,1,0
CUST-000542,enterprise,Europe East,none,1,0
CUST-000543,pro,Asia Pacific,none,1,0
CUST-000544,business,North America,none,1,0
CUST-000545,free,Europe West,none,1,0
CUST-000546,pro,Europe East,none,1,0
CUST-000547,free,Latin America,none,1,0
CUST-000548,free,Latin America,none,1,0
CUST-000549,business,Asia Pacific,none,1,0
CUST-000550,business,Europe West,none,1,0
CUST-000551,enterprise,Asia Pacific,none,1,0
CUST-000552,free,North America,none,1,0
CUST-000553,free,Europe West,none,1,0
CUST-000554,pro,Asia Pacific,none,1,0
CUST-000555,free,Europe East,none,1,0
CUST-000556,business,Europe West,none,1,0
CUST-000557,free,Asia Pacific,none,1,0
CUST-000558,free,Europe East,none,1,0
CUST-000559,free,Europe West,none,1,0
CUST-000560,free,Latin America,none,1,0
CUST-000561,free,Asia Pacific,none,1,0
CUST-000562,enterprise,Europe East,none,1,0
CUST-000563,pro,North America,none,1,0
CUST-000564,free,Europe West,none,1,0
CUST-000565,free,North America,none,1,0
CUST-000566,business,Europe West,none,1,0
CUST-000567,enterprise,Latin America,none,1,0
CUST-000568,business,Latin America,none,1,0
CUST-000569,pro,Latin America,none,1,0
CUST-000570,pro,Europe West,none,1,0
CUST-000571,business,Europe East,none,1,0
CUST-000572,enterprise,North America,none,1,0
CUST-000573,enterprise,Asia Pacific,none,1,0
CUST-000574,free,Europe East,none,1,0
CUST-000575,pro,Latin America,none,1,0
CUST-000576,pro,Latin America,none,1,0
CUST-000577,pro,North America,none,1,0
CUST-000578,pro,Europe West,none,1,0
CUST-000579,business,Asia Pacific,none,1,0
CUST-000580,pro,North America,none,1,0
CUST-000581,pro,Asia Pacific,none,1,0
CUST-000582,business,Europe West,none,1,0
CUST-000583,free,Europe West,none,1,0
CUST-000584,enterprise,Latin America,none,1,0
CUST-000585,pro,Asia Pacific,none,1,0
CUST-000586,enterprise,Asia Pacific,none,1,0
CUST-000587,pro,Latin America,none,1,0
CUST-000588,free,Asia Pacific,none,1,0
CUST-000589,pro,Asia Pacific,none,1,0
CUST-000590,pro,Latin America,none,1,0
CUST-000591,pro,North America,none,1,0
CUST-000592,free,Europe West,none,1,0
CUST-000593,enterprise,North America,none,1,0
CUST-000594,free,Latin America,none,1,0
CUST-000595,free,Europe East,none,1,0
CUST-000596,pro,Europe East,none,1,0
CUST-000597,free,Europe West,none,1,0
CUST-000598,business,Latin America,none,1,0
CUST-000599,enterprise,Asia Pacific,none,1,0
CUST-000600,pro,Asia Pacific,none,1,0
CUST-000601,free,Europe East,none,1,0
CUST-000602,pro,North America,none,1,0
CUST-000603,enterprise,Europe East,none,1,0
CUST-000604,enterprise,Europe East,none,1,0
CUST-000605,business,Asia Pacific,none,1,0
CUST-000606,pro,Latin America,none,1,0
CUST-000607,free,North America,none,1,0
CUST-000608,business,Europe East,none,1,0
CUST-000609,free,North America,none,1,0
CUST-000610,pro,Latin America,none,1,0
CUST-000611,pro,North America,none,1,0
CUST-000612,enterprise,Asia Pacific,none,1,0
CUST-000613,business,Europe West,none,1,0
CUST-000614,free,Europe West,none,1,0
CUST-000615,enterprise,Asia Pacific,none,1,0
CUST-000616,business,Latin America,none,1,0
CUST-000617,enterprise,Latin America,none,1,0
CUST-000618,pro,North America,none,1,0
CUST-000619,pro,Asia Pacific,none,1,0
CUST-000620,enterprise,Asia Pacific,none,1,0
CUST-000621,free,North America,none,1,0
CUST-000622,enterprise,Latin America,none,1,0
CUST-000623,free,Europe West,none,1,0
CUST-000624,pro,Europe West,none,1,0
CUST-000625,enterprise,Latin America,none,1,0
CUST-000626,pro,North America,none,1,0
CUST-000627,pro,North America,none,1,0
CUST-000628,business,Asia Pacific,none,1,0
CUST-000629,business,North America,none,1,0
CUST-000630,business,Latin America,none,1,0
CUST-000631,pro,Europe West,none,1,0
CUST-000632,business,Europe East,none,1,0
CUST-000633,enterprise,Latin America,none,1,0
CUST-000634,pro,North America,none,1,0
CUST-000635,pro,Latin America,none,1,0
CUST-000636,business,Asia Pacific,none,1,0
CUST-000637,free,Europe East,none,1,0
CUST-000638,enterprise,Asia Pacific,none,1,0
CUST-000639,pro,Europe West,none,1,0
CUST-000640,pro,Europe West,none,1,0
CUST-000641,free,Latin America,none,1,0
CUST-000642,free,North America,none,1,0
CUST-000643,free,Latin America,none,1,0
CUST-000644,enterprise,Europe East,none,1,0
