V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,Amount,Class
-1.913419,-4.407317,3.708639,1.159726,-5.954286,0.120229,-1.070036,4.536583,-1.858928,-1.45192,-2.230482,-2.529735,-1.646165,-3.302626,-2.320194,-3.534488,-3.219149,-3.275318,-1.068376,-1.367377,-2.391617,0.908715,-0.08894,-0.777557,-0.811953,2.707895,0.395693,0.760605,93205.3,314.3,0
4.756738,-2.82579,-0.232843,5.220121,-4.95175,0.556913,-0.052098,-2.364078,4.90491,4.248592,4.046672,4.838432,2.406889,-2.84241,5.83738,-0.72315,0.690005,-1.887321,0.086782,-0.32398,-2.091337,-0.476667,-1.288132,-2.378961,-2.805083,-1.601374,0.735243,-0.28077,40402.6,2.24,0
-6.072373,-2.424751,0.184301,0.995578,2.697244,-5.291125,-0.874367,2.521638,3.937123,4.65256,-0.956037,2.634253,4.022524,2.75556,1.628292,1.821153,-1.698251,-3.039225,2.014838,-0.694134,-0.05486,-1.099568,-0.726878,0.418949,-1.788254,0.11645,0.405991,-0.123769,64024.6,51.76,0
0.83017,-1.045987,-1.405358,-3.228406,2.566983,-0.353161,-1.379097,1.007441,3.562092,3.369774,-3.467148,0.993286,-1.993666,-2.410761,3.920214,0.517484,0.045061,1.088636,-0.710162,-0.29764,0.126346,-1.288731,0.792936,3.551091,-0.468521,0.845934,0.10084,-0.070547,148325.7,35.2,1
1.98228,3.794815,0.486715,0.07814,0.503968,-1.927908,-0.733166,1.439125,3.970466,1.329981,-3.999813,-0.648004,-4.031979,0.593386,-1.077534,-0.087836,-5.183522,-0.122139,3.452506,0.941169,1.58761,-1.711202,-4.605858,1.209562,1.854159,0.723967,-2.046959,1.411544,84714.5,10.28,1
-0.845235,-0.672546,-0.631731,3.91607,-2.327326,-0.716443,3.257122,-0.10791,-3.33162,0.977602,3.094834,2.178819,2.052105,-2.664774,0.427239,-3.489538,0.513725,2.246355,0.25127,1.803078,-1.936724,0.567597,1.613583,1.068191,-0.861671,-1.41757,2.145701,2.966008,11600.1,12.39,1
-0.379228,-5.286954,-3.552329,-1.290541,-2.277665,-0.911283,1.780658,1.687309,-2.154463,-3.589071,2.645624,-2.826965,3.120503,-0.614513,-1.761677,2.32001,0.729384,2.987189,0.158082,0.944715,1.052834,-1.501884,0.191246,-2.344437,1.189247,-3.073593,3.009005,-0.470662,106020.6,322.84,1
1.114318,-2.008672,1.879557,3.950965,-0.907682,2.2935,5.347705,0.201386,-2.359911,-1.024085,2.180076,2.644286,3.819198,0.729057,0.510256,2.240814,-1.117336,1.698484,-0.630296,-3.408906,-0.748709,-0.329903,1.024146,0.341928,-1.93412,-1.716942,-0.336396,2.333747,83918.5,51.55,0
0.045034,-1.424935,-2.104029,0.974082,-1.379397,-2.808423,-0.401938,-0.687683,-2.728605,2.067941,2.07273,0.098145,0.307945,1.212809,-0.069576,1.960843,3.560418,0.169035,0.90252,1.746903,-0.659183,-2.143779,1.676102,-2.823776,3.130464,1.479737,0.30969,0.081753,159169.5,175.05,0
-4.153848,-2.029161,-1.225527,0.684821,2.416228,0.312671,1.165279,-3.421707,2.823143,-4.886209,4.020343,2.434882,0.131539,3.063894,-2.232972,-0.331234,-0.724009,1.777147,-0.620142,1.051957,-0.957463,-0.061539,-4.014465,-0.244561,-1.649425,2.223679,1.272531,-2.667926,40825.4,13.99,0
-3.988676,-2.940134,-0.995637,-1.449282,0.459306,-3.119644,0.125023,-4.390062,-5.495531,1.791659,-3.198018,-1.343802,-3.330803,-3.240403,-0.897427,-0.902282,2.112562,0.943975,-0.535293,1.515367,2.177281,0.781466,-0.751685,1.833486,3.094913,1.122908,2.921616,1.482558,147787.9,84.33,0
-3.647974,0.855914,1.574548,-5.751349,-4.762558,1.527968,-1.35008,-1.868145,-1.44127,0.218078,1.059813,0.425251,1.737021,-1.249476,-0.592883,-2.542061,0.758591,1.400663,-2.039082,0.820235,-1.134875,-0.159134,-1.052317,1.051893,-1.336329,0.837979,-2.378101,-1.629077,111849.2,138.39,1
-1.007438,4.544916,-3.435695,-5.073318,1.732156,-1.737831,-1.270097,-0.713269,-3.921122,5.303687,-0.777369,-2.269679,-4.582768,-3.04988,-0.799999,1.990932,1.019179,-3.715611,-1.853501,-3.294979,-0.208997,-2.882439,-2.629642,-0.428231,-1.47023,0.745823,-0.676133,0.766708,37010.8,260.65,0
0.235689,1.560644,4.864205,2.517419,3.799266,2.751205,2.801753,-4.640142,2.246191,0.532312,0.132825,-1.265412,-0.999394,0.957216,1.889945,-3.295128,0.468923,-1.177442,-1.949146,0.785245,-0.641,-1.25217,-1.422955,0.506338,-0.017567,-1.855789,-1.387646,-0.29201,139723.7,55.93,0
-4.825567,5.19096,3.156692,-0.304178,-0.534909,2.595774,-6.797047,-1.162156,1.87038,-4.10298,1.198941,1.390957,-3.022245,-3.629957,-0.986006,-0.343956,2.378232,-3.377196,-0.760307,3.312294,-0.604231,4.083099,1.193011,1.542939,1.170471,-0.397986,-1.458816,0.448576,4608.4,4.84,0
0.849605,9.321734,-0.481651,0.47372,4.768579,-2.173521,-2.758643,-3.723371,1.360839,1.564077,1.816645,-3.248544,2.363769,2.753712,-0.21895,0.071646,1.452531,0.771001,1.316038,-2.172172,-0.340514,-2.303699,1.167862,0.95439,-0.172926,0.504559,-2.568252,1.37268,78985.6,10.38,0
-0.440867,-0.30151,-2.11136,-0.201023,1.805514,2.243618,-1.476223,-1.273833,-3.262054,1.849075,5.704226,3.333785,2.615999,1.159512,-6.705931,-0.302102,-2.016669,-0.697327,-2.862023,0.530188,1.481046,-0.172735,3.244101,0.323245,-1.595488,2.286712,-1.963308,-1.983372,127034.4,96.34,1
0.711142,-1.657947,0.580101,-3.077629,-1.307744,-3.59391,0.360573,-0.869524,0.46212,-2.728272,-0.19769,0.691761,0.214665,0.63936,2.474354,-1.076487,2.684466,-0.17948,-0.071406,3.345372,0.662768,1.664666,0.714016,-3.540038,-0.444233,0.762966,-2.339071,2.476432,128437.6,198.82,0
3.407381,-0.558103,-6.474571,0.098991,-4.906447,-0.586303,-0.154208,-1.043393,-3.791646,-2.789322,-2.069247,-0.595461,3.027974,1.630896,-1.062439,2.802531,-2.941334,1.438545,-0.359231,0.47265,1.245001,-1.291193,1.482143,-0.016758,4.220648,-0.517244,2.094138,1.035345,62777.3,142.68,0
1.565987,-0.470533,-3.876787,-3.054268,1.001586,0.218507,0.451111,-2.443821,-2.446032,2.172335,-2.917284,-2.219425,2.15065,-0.701165,0.241353,-2.864023,-2.129177,-0.389407,-0.916638,-1.223755,2.406527,2.026961,-1.830195,0.010697,-1.262357,-0.500494,-0.115906,1.736006,172163.9,29.71,0
-1.506727,0.08198,1.882076,-2.452226,2.400029,-1.742083,3.416123,2.062336,1.263873,-1.810485,-0.515899,0.719788,-4.778355,-1.269023,2.110665,-2.789998,2.749803,-1.319462,0.662678,-2.295328,0.944538,0.879183,2.102292,2.437326,2.193666,0.355162,-2.023171,2.118024,95320.2,45.14,1
4.699543,-0.011755,-4.816697,-0.770724,0.478666,-0.946644,3.743002,-0.643793,-3.661411,1.166974,-2.811829,4.079742,0.634721,-3.227554,2.428632,5.212342,-4.308721,1.896454,0.992257,0.351361,0.66949,0.934583,-1.282059,2.539782,-2.361667,3.329558,2.520684,-1.897816,43302.6,89.06,0
1.769868,1.743598,-3.293846,-0.690921,3.206841,5.612671,2.2004,3.142362,-0.637809,-3.350263,1.732748,-2.582962,0.256724,-0.491325,3.092026,0.887875,-2.764161,-1.413722,0.226342,-2.064489,-1.470505,-1.709775,-1.067128,-1.066912,1.935897,-0.525279,0.844912,-2.289786,51394.2,70.65,1
-1.983128,0.193543,-1.933871,-1.505752,-0.884036,-4.308746,4.624595,-5.430476,1.670944,1.7614,-1.98893,-0.794882,-1.81314,0.379457,0.013277,0.992718,-0.529198,2.002082,-1.159297,-1.001907,0.762387,-0.83931,-1.135775,2.089167,-1.140298,2.664087,-1.984057,0.020968,86181.7,354.37,1
-7.690189,-0.258712,0.5777,2.550008,3.053363,0.985326,2.853995,-2.553105,-3.109289,0.569858,1.491491,-2.08799,2.802104,-2.496863,0.186761,-2.092112,-2.266688,1.596218,0.886792,2.386851,2.067868,1.003311,0.135448,-1.452179,2.637024,-0.175866,3.291352,2.952567,68063.4,139.97,0
4.587923,-1.820257,1.069748,3.170601,-0.837389,-0.000402,1.55426,1.774973,-2.77975,0.453708,-2.316154,-1.788888,-1.523719,2.796749,3.592299,5.731996,-0.121583,-1.766954,-1.987438,3.214962,-2.999837,-0.60224,-1.047217,3.149991,-1.773352,1.872828,2.167033,-0.266832,137672.9,114.16,0
3.300056,0.548293,4.875013,-1.005336,0.590834,-3.497108,-0.6269,-3.385881,1.719894,3.090646,-3.431336,-3.145995,2.127218,2.782935,5.367555,1.054939,0.324117,0.261547,-0.457693,1.055578,-0.731998,-1.818085,0.650573,-4.001047,1.991227,-1.988122,0.831504,0.332686,35827.0,34.73,0
-2.527208,-0.401125,2.917238,5.469626,-1.409802,2.112195,0.583111,-4.114354,-2.43573,-3.011927,-1.233127,-1.000292,0.06568,2.938696,0.950571,5.836738,-0.52337,1.657431,0.849544,3.013133,-0.738496,1.60599,3.013785,-1.297463,-0.131025,0.857321,-0.717386,-1.400391,169363.9,150.71,0
0.822254,-2.262308,-1.056503,4.307902,-1.691632,2.399426,-0.122505,2.966938,0.940783,2.969398,3.451782,-1.513352,2.114182,2.415734,-1.433333,-0.85074,-1.277082,-2.263383,-0.435772,-0.500604,-2.651235,1.565184,2.562497,1.82452,2.211441,0.069963,1.521961,-0.704703,161566.1,186.15,0
2.374389,7.101078,-1.775768,3.63797,0.996889,-0.639088,-2.930663,-1.445405,-1.007027,-5.789439,1.299632,-0.772155,1.079224,-0.964223,6.746114,-3.646026,-2.006078,1.480931,4.834859,-1.984837,3.566969,-1.742356,2.392729,0.13571,3.902497,3.029375,-1.068742,4.697122,93878.0,60.17,0
1.96596,-2.62314,0.489969,1.281495,1.592595,2.551421,-0.077624,1.667289,-0.378799,-4.406354,-3.754518,-1.668463,2.08811,4.041975,3.363114,-2.483789,-0.911653,-0.085757,-0.636649,-1.117407,1.09402,1.298668,0.017647,1.399195,0.266165,2.834333,1.341077,-0.386379,124908.3,1.02,0
-0.371799,-0.97222,1.797099,1.621306,-2.692503,1.786455,3.267176,-2.482649,-0.476445,1.158912,1.770745,-1.009284,-1.242392,-1.066936,0.866773,0.944062,-0.041748,-2.86487,-2.234473,1.273648,-2.381122,0.430078,-0.667476,-1.084011,0.046722,2.849799,0.476547,-0.473065,77194.5,101.32,1
3.439565,1.382135,-3.714333,-0.125859,1.443387,1.946731,-1.306653,-0.16475,0.932968,3.178233,2.462835,1.551164,0.931123,-2.358147,-2.47716,-0.20208,2.239404,0.830242,1.150247,-3.003112,-2.850225,2.127779,-0.064081,-2.364638,1.543793,0.438661,4.869916,2.000001,161488.4,6.32,0
2.964971,0.58901,0.577515,-4.737162,3.925861,-0.528,-7.309553,3.921429,-3.806691,3.396778,1.981504,-1.287872,-1.419407,-3.088663,-3.176634,-0.782956,-0.777058,1.076046,-2.446411,-0.569177,-0.191942,-1.335612,0.396667,0.008424,-0.783465,2.427026,-1.95435,-0.54343,142270.1,25.12,0
-1.114419,6.738742,-0.217967,-1.353363,1.046637,-2.620509,0.553606,-5.366652,1.72404,0.166697,0.515898,0.371541,-2.993327,-2.066829,3.524456,1.088115,-1.284116,0.884269,0.835807,3.908969,2.165184,0.781221,-0.830993,3.210642,-0.17771,-1.47987,-2.013407,-1.379834,55408.4,131.69,1
0.451281,2.411328,6.439049,2.54881,4.407927,-4.078724,-1.965767,-1.952899,-6.826437,0.184196,3.4115,-1.284761,0.459289,-1.964325,-1.106387,0.627682,-2.570918,2.465469,-3.933456,0.644468,-0.958389,2.829375,1.409413,-3.751486,-4.239194,-1.702306,-0.828674,-0.302411,41964.0,20.08,0
5.048325,-2.638591,3.82593,2.467859,0.794341,1.987347,-1.661862,-3.135096,1.154118,-1.151275,0.288774,-3.842271,-2.503616,-0.949747,1.38117,-1.447673,0.364267,-0.09849,4.840823,-1.968068,5.686576,5.030025,-1.367022,0.177198,-0.938115,-0.701413,1.800824,-1.030859,134002.6,42.33,0
-1.456092,1.746763,-3.331616,-0.264155,6.316737,4.423594,-4.97811,0.947925,2.1072,-1.233519,-2.700832,1.588771,0.23694,1.270844,-0.355616,5.128563,-1.964758,-1.041597,1.055515,1.463484,-2.688492,2.464894,-2.697519,0.011519,-0.537297,-1.202962,1.869863,-3.755284,110879.7,193.32,1
2.287633,4.046327,-6.33998,0.45808,-3.803342,-1.012407,0.64838,0.246024,3.508172,-4.946588,-2.047554,-3.553512,-3.851158,2.313293,0.410442,3.42455,2.548194,0.143116,-1.987714,1.983584,-1.348626,-2.278905,-2.128259,0.219343,2.214677,0.089435,2.020307,0.146147,47473.0,204.65,1
-2.454974,-4.666185,1.143869,-0.715433,1.284252,0.872211,1.156132,2.969792,0.801261,-1.80861,-1.887844,1.399504,-2.518793,1.652187,1.606935,-0.096544,-1.68006,-3.730311,-2.304128,-3.25186,0.052009,-0.840346,-1.703224,1.57069,0.226324,0.080898,0.920893,1.658324,74976.1,135.55,0
0.828756,-1.010917,-0.82735,-0.145334,1.328811,5.275853,2.289904,-1.917536,0.95977,0.283415,4.686313,-2.317857,-0.560117,-0.231158,1.762666,-0.827393,2.776024,-0.669568,0.045863,-3.158503,-0.626317,0.453439,0.717308,1.138105,0.881202,-1.45474,1.179221,-0.869551,130563.2,13.32,0
-0.562017,-3.373452,0.934589,-0.149432,-4.847836,1.985971,-2.445097,3.749223,2.461167,-0.703343,0.088603,-0.582161,-1.074874,7.126115,-2.106443,0.121743,2.131664,-0.807112,-1.288513,-2.658202,2.324469,1.352806,0.869377,-2.715833,0.88127,0.485017,-0.557805,-2.202785,127806.5,0.64,1
-0.997567,2.557868,-0.188244,1.481443,1.150606,2.722067,-2.554758,-0.897793,2.351086,0.383832,2.758223,1.788583,-1.044998,2.025175,-0.579343,2.10453,3.985594,2.292348,4.693477,-3.103164,-1.069331,-0.506055,-0.740538,0.670406,-0.64419,1.880383,1.624855,0.661557,72763.1,35.37,1
0.088521,4.060971,-1.562885,-1.026753,1.834404,1.433137,2.259383,-0.738428,-3.3525,-3.093955,-1.060048,1.90182,1.861821,-4.176596,1.201265,-0.191898,-2.240528,4.600628,0.541114,1.65483,5.006675,-1.104127,-0.734062,2.680228,-2.288424,0.125742,0.076255,1.55229,141083.7,101.23,1
-3.100462,-1.994629,-1.498551,-3.218152,2.927834,-0.874376,-0.73625,-2.698165,-1.006074,3.712379,1.833306,-3.881753,-2.325812,1.461882,-1.120775,-1.217127,-1.850058,-2.795245,0.195343,-0.760544,2.223737,-0.126745,-1.785567,1.24885,2.355758,-1.250753,-2.80925,-0.766346,62123.8,199.55,0
-0.803402,-0.932764,0.495755,-4.070417,-2.432532,3.078631,7.306179,2.048285,-1.133626,-2.267632,0.10726,-6.232741,-0.310072,0.141745,-0.147625,2.626359,-2.814239,-0.326177,-1.982979,-0.989342,-2.600096,2.065602,-1.850633,-1.120453,-0.219308,0.31362,1.35512,1.01334,166178.9,10.9,0
1.605107,1.948759,-1.864448,0.52802,-3.10923,0.328753,-3.788686,1.521525,-0.904118,1.917672,0.447306,-1.102942,1.981816,-2.698831,-0.595918,-1.182597,1.599541,-0.158582,0.553538,1.050942,-4.574925,-1.760004,0.21447,1.822457,1.002029,2.228302,-0.365679,0.161089,106112.8,19.42,0
-3.528813,2.912812,1.305871,4.498627,0.356552,-0.905215,4.311913,3.145411,0.873899,2.048717,-1.843703,0.493472,1.871302,-2.140674,-1.946574,-2.274654,-2.188062,-1.797824,-2.286839,3.156544,-2.646293,-2.342136,-0.424416,-1.455032,-0.554031,-0.471399,0.550554,0.597547,52767.2,17.86,0
-3.06344,-0.205144,1.816216,2.098998,1.534659,3.527649,-1.327637,-3.509273,3.244587,-0.002008,-1.344282,0.085823,-1.015849,2.314278,2.002875,0.685812,1.16287,0.068476,2.104343,-4.726639,-2.27798,-0.075868,-0.764933,-1.710928,1.084945,-1.663252,0.358646,0.198864,131504.5,30.52,0
-1.74065,-0.412045,-4.527029,1.222094,0.346903,-3.393725,0.988602,0.835937,0.746028,-4.59675,-3.053033,3.313361,3.617054,0.947227,-6.525085,-1.912561,3.238328,2.372266,0.01457,-1.681385,2.131376,-0.008969,-1.978444,2.699937,-5.189013,2.029931,0.194581,-1.161457,140082.9,78.33,0
-1.019263,-3.980675,0.786142,1.324551,0.50413,1.770742,2.293983,0.880627,-0.615675,3.051042,-1.706826,3.351258,-0.453447,1.759046,4.109742,-4.982555,-0.41336,-0.848292,3.500142,-0.813645,5.321588,-2.903016,0.646585,-0.695343,0.883908,-0.960744,-0.744203,-2.916525,131576.5,99.64,0
-2.063111,-1.072632,-2.682752,1.576112,-3.78239,-4.139768,2.66028,1.728503,-1.055829,5.775399,-4.0831,4.309449,-0.077191,0.143144,0.552159,-3.532849,-0.284606,-2.309154,-0.99175,-1.616149,2.22281,0.910383,0.393577,1.868644,0.328559,1.30598,0.707965,-1.280139,99862.3,73.78,0
-2.482554,3.652948,1.24542,0.384085,0.644751,-2.927795,3.717719,3.612775,-0.087464,0.033152,1.590382,-0.42061,-0.470415,-1.13345,-0.778254,-1.047332,1.569184,-0.689423,-0.878147,-1.253645,-2.924019,2.964345,0.940903,1.559701,-0.927321,2.477241,0.239585,2.324218,121593.4,0.1,0
1.419857,1.537829,-0.165803,-0.346071,-1.699176,-4.688954,2.768434,-0.202527,0.659297,0.707445,-2.945103,2.606323,1.630068,1.196709,0.895998,-0.812514,0.528209,-3.47463,4.323096,4.67312,1.495147,1.826686,2.676952,0.138822,-2.605735,1.000378,-0.655417,-0.660643,71140.2,102.5,0
