transaction_id,customer_id,date,order_value,channel
TXN-20260815-000742,CUST-10088,08/15/2026,658.46,in-store
TXN-20280527-000284,CUST-10092,2028-05-27,571.05,mobile
TXN-20250312-000103,CUST-10469,2025-03-12,490.26,mobile
TXN-20260522-000188,CUST-10477,2026-05-22,947.47,in-store
TXN-20251226-000772,CUST-10446,2025-12-26,662.49,online
TXN-20250714-000844,CUST-10204,2025-07-14,903.52,in-store
TXN-20280328-000488,CUST-10183,2028-03-28,712.19,mobile
TXN-20270530-000399,CUST-10045,2027-05-30,284.58,mobile
TXN-20280413-000945,CUST-10225,2028-04-13,564.36,in-store
TXN-20260626-000251,CUST-10457,2026-06-26,155.06,online
TXN-20250515-000041,CUST-10435,2025-05-15,275.20,in-store
TXN-20261007-000342,CUST-10425,2026-10-07,412.19,mobile
TXN-20250404-000792,CUST-10297,2025-04-04,426.16,in-store
TXN-20270917-000692,CUST-10166,2027-09-17,188.21,online
TXN-20270421-000201,CUST-10357,2027-04-21,997.18,in-store
TXN-20251008-000408,CUST-10171,2025-10-08,187.51,in-store
TXN-20280511-000789,CUST-10483,2028-05-11,761.89,in-store
TXN-20270801-000277,CUST-10043,2027-08-01,248.66,online
TXN-20250926-000062,CUST-10126,2025-09-26,381.50,in-store
TXN-20261005-000264,CUST-10277,2026-10-05,232.23,in-store
TXN-20260512-000909,CUST-10174,2026-05-12,663.91,mobile
TXN-20270710-000619,CUST-10093,2027-07-10,267.88,online
TXN-20260919-000804,CUST-10142,2026-09-19,886.77,mobile
TXN-20280318-000163,CUST-10280,2028-03-18,955.29,online
TXN-20271023-000754,CUST-10056,10/23/2027,216.57,online
TXN-20280707-000499,CUST-10445,2028-07-07,360.99,in-store
TXN-20270921-000794,CUST-10199,2027-09-21,652.42,online
TXN-20280616-000870,CUST-10015,2028-06-16,702.04,mobile
TXN-20250510-000871,CUST-10481,2025-05-10,940.75,online
TXN-20250924-000999,CUST-10181,2025-09-24,463.62,mobile
TXN-20251019-000759,CUST-10204,2025-10-19,428.11,online
TXN-20260420-000221,CUST-10424,2026-04-20,797.94,in-store
TXN-20260507-000759,CUST-10486,2026-05-07,920.47,online
TXN-20270207-000036,CUST-10275,2027-02-07,370.05,mobile
TXN-20270902-000246,CUST-10395,2027-09-02,891.85,in-store
TXN-20250228-000767,CUST-10380,2025-02-28,626.76,online
TXN-20260121-000568,CUST-10445,2026-01-21,994.09,in-store
TXN-20280506-000638,CUST-10266,2028-05-06,188.47,in-store
TXN-20270727-000111,CUST-10421,2027-07-27,841.87,mobile
TXN-20270807-000464,CUST-10367,2027-08-07,360.03,in-store
TXN-20270322-000303,CUST-10274,2027-03-22,774.04,online
TXN-20260106-000105,CUST-10394,2026-01-06,63.19,mobile
TXN-20280724-000013,CUST-10325,2028-07-24,613.09,mobile
TXN-20250905-000429,CUST-10454,2025-09-05,532.90,in-store
TXN-20250124-000697,CUST-10079,2025-01-24,849.48,online
TXN-20270112-000252,CUST-10306,2027-01-12,131.29,online
TXN-20260709-000646,CUST-10171,07/09/2026,219.30,mobile
TXN-20260130-000849,CUST-10297,2026-01-30,646.52,mobile
TXN-20271126-000772,CUST-10148,2027-11-26,419.43,online
TXN-20261226-000734,CUST-10180,2026-12-26,775.45,mobile
TXN-20260117-000450,CUST-10244,2026-01-17,430.12,in-store
TXN-20250505-000738,CUST-10137,2025-05-05,675.61,in-store
TXN-20260927-000023,CUST-10252,2026-09-27,789.70,in-store
TXN-20260806-000467,CUST-10236,2026-08-06,679.99,online
TXN-20280218-000299,CUST-10485,2028-02-18,359.97,mobile
TXN-20251209-000273,CUST-10441,2025-12-09,580.94,in-store
TXN-20260709-000623,CUST-10060,2026-07-09,589.66,in-store
TXN-20270813-000632,CUST-10374,2027-08-13,775.09,mobile
TXN-20280723-000978,CUST-10130,2028-07-23,558.27,online
TXN-20280205-000909,CUST-10376,2028-02-05,849.97,online
TXN-20260804-000411,CUST-10391,2026-08-04,834.13,in-store
TXN-20250720-000012,CUST-10489,2025-07-20,408.10,in-store
TXN-20271109-000263,CUST-10419,2027-11-09,680.01,mobile
TXN-20280229-000638,CUST-10075,2028-02-29,528.61,mobile
TXN-20251204-000128,CUST-10163,2025-12-04,828.57,in-store
TXN-20250728-000258,CUST-10026,2025-07-28,931.72,in-store
TXN-20250913-000651,CUST-10272,2025-09-13,397.36,mobile
TXN-20250303-000830,CUST-10477,2025-03-03,724.31,in-store
TXN-20260816-000771,CUST-10298,2026-08-16,728.61,mobile
TXN-20250517-000091,CUST-10063,2025-05-17,698.05,mobile
TXN-20251122-000758,CUST-10277,11/22/2025,461.95,online
TXN-20270409-000853,CUST-10189,2027-04-09,612.09,in-store
TXN-20271211-000222,CUST-10479,2027-12-11,984.45,in-store
TXN-20260913-000609,CUST-10237,2026-09-13,867.05,in-store
TXN-20260320-000301,CUST-10174,2026-03-20,758.50,in-store
TXN-20280619-000957,CUST-10132,2028-06-19,696.93,mobile
TXN-20250419-000252,CUST-10026,2025-04-19,575.84,online
TXN-20260319-000288,CUST-10377,2026-03-19,456.18,online
TXN-20261013-000523,CUST-10313,2026-10-13,67.26,mobile
TXN-20251002-000224,CUST-10103,2025-10-02,868.28,mobile
TXN-20250601-000541,CUST-10398,2025-06-01,159.62,mobile
TXN-20261226-000723,CUST-10184,2026-12-26,811.69,in-store
TXN-20270718-000857,CUST-10047,2027-07-18,608.10,online
TXN-20250425-000444,CUST-10059,2025-04-25,568.44,mobile
TXN-20260609-000720,CUST-10197,2026-06-09,888.78,in-store
TXN-20260514-000946,CUST-10289,2026-05-14,740.16,online
TXN-20251207-000208,CUST-10406,2025-12-07,551.84,in-store
TXN-20280307-000844,CUST-10254,2028-03-07,402.29,online
TXN-20250304-000874,CUST-10293,2025-03-04,810.82,online
TXN-20260703-000469,CUST-10145,2026-07-03,111.66,in-store
TXN-20250610-000802,CUST-10091,2025-06-10,440.36,in-store
TXN-20260626-000243,CUST-10070,2026-06-26,589.39,in-store
TXN-20260702-000413,CUST-10336,2026-07-02,620.94,online
TXN-20270113-000260,CUST-10062,2027-01-13,363.19,in-store
TXN-20261118-000590,CUST-10270,2026-11-18,700.75,mobile
TXN-20280316-000129,CUST-10342,2028-03-16,274.31,online
TXN-20250719-000990,CUST-10234,2025-07-19,313.10,mobile
TXN-20280622-000056,CUST-10283,2028-06-22,370.77,in-store
TXN-20251210-000291,CUST-10158,2025-12-10,647.85,online
TXN-20250327-000569,CUST-10164,2025-03-27,826.32,online
TXN-20270730-000208,CUST-10184,2027-07-30,836.45,mobile
TXN-20250729-000271,CUST-10270,2025-07-29,702.71,in-store
TXN-20260219-000443,CUST-10211,02/19/2026,244.01,mobile
TXN-20271125-000760,CUST-10118,2027-11-25,816.99,mobile
TXN-20250801-000370,CUST-10062,2025-08-01,724.63,in-store
TXN-20271008-000305,CUST-10379,2027-10-08,387.49,online
TXN-20280601-000420,CUST-10170,2028-06-01,257.38,mobile
TXN-20270409-000852,CUST-10005,2027-04-09,820.39,in-store
TXN-20261105-000211,CUST-10276,2026-11-05,603.67,in-store
TXN-20250806-000514,CUST-10393,2025-08-06,754.86,in-store
TXN-20270815-000704,CUST-10324,2027-08-15,948.17,online
TXN-20280625-000143,CUST-10077,06/25/2028,308.63,mobile
TXN-20260401-000667,CUST-10247,2026-04-01,56.20,online
TXN-20261122-000706,CUST-10106,2026-11-22,960.14,in-store
TXN-20251128-000959,CUST-10361,2025-11-28,244.05,mobile
TXN-20260419-000203,CUST-10056,2026-04-19,247.40,in-store
TXN-20280621-000016,CUST-10284,2028-06-21,811.87,mobile
TXN-20260708-000590,CUST-10229,2026-07-08,154.30,in-store
TXN-20270531-000401,CUST-10128,2027-05-31,463.11,in-store
TXN-20260820-000898,CUST-10038,2026-08-20,609.42,in-store
TXN-20260809-000564,CUST-10485,2026-08-09,647.88,mobile
TXN-20260812-000642,CUST-10378,2026-08-12,316.04,in-store
TXN-20270130-000798,CUST-10066,2027-01-30,232.53,online
TXN-20280728-000127,CUST-10128,2028-07-28,344.49,online
TXN-20270109-000161,CUST-10404,2027-01-09,255.86,in-store
TXN-20280426-000335,CUST-10368,2028-04-26,524.02,online
TXN-20261016-000593,CUST-10233,2026-10-16,62.77,online
TXN-20260806-000474,CUST-10484,2026-08-06,416.41,in-store
TXN-20270128-000716,CUST-10327,2027-01-28,861.74,mobile
TXN-20270923-000862,CUST-10396,2027-09-23,493.64,mobile
TXN-20250617-000029,CUST-10040,2025-06-17,841.45,online
TXN-20280203-000857,CUST-10016,2028-02-03,791.33,mobile
TXN-20260216-000341,CUST-10389,2026-02-16,933.34,in-store
TXN-20250726-000197,CUST-10214,2025-07-26,285.11,online
TXN-20270721-000955,CUST-10477,2027-07-21,489.87,mobile
TXN-20270410-000878,CUST-10255,2027-04-10,65.57,online
TXN-20271117-000529,CUST-10322,2027-11-17,982.57,mobile
TXN-20280129-000714,CUST-10206,2028-01-29,829.68,in-store
TXN-20280721-000926,CUST-10117,2028-07-21,681.14,mobile
TXN-20250417-000203,CUST-10189,2025-04-17,321.68,in-store
TXN-20280719-000864,CUST-10445,2028-07-19,982.46,mobile
TXN-20251116-000596,CUST-10239,2025-11-16,155.12,online
TXN-20270224-000535,CUST-10309,2027-02-24,899.32,online
TXN-20250904-000402,CUST-10156,2025-09-04,204.61,in-store
TXN-20280411-000902,CUST-10292,2028-04-11,940.65,online
TXN-20260920-000821,CUST-10045,2026-09-20,360.06,mobile
TXN-20270316-000133,CUST-10359,2027-03-16,557.70,online
TXN-20260201-000889,CUST-10154,2026-02-01,661.89,in-store
TXN-20271029-000954,CUST-10030,2027-10-29,110.50,in-store
TXN-20250324-000477,CUST-10275,2025-03-24,893.70,online
TXN-20270103-000969,CUST-10356,2027-01-03,368.83,in-store
TXN-20261213-000333,CUST-10361,2026-12-13,317.81,online
TXN-20271016-000540,CUST-10348,2027-10-16,425.71,mobile
TXN-20280518-000008,CUST-10147,2028-05-18,262.88,in-store
TXN-20250916-000767,CUST-10381,2025-09-16,840.04,mobile
TXN-20250829-000225,CUST-10426,2025-08-29,91.44,in-store
TXN-20270717-000835,CUST-10431,2027-07-17,514.57,in-store
TXN-20280610-000697,CUST-10407,2028-06-10,623.73,online
TXN-20280531-000393,CUST-10110,2028-05-31,208.96,in-store
TXN-20280306-000803,CUST-10229,2028-03-06,924.97,in-store
TXN-20260820-000905,CUST-10297,08/20/2026,464.25,in-store
TXN-20260723-000053,CUST-10432,2026-07-23,864.71,online
TXN-20270723-000997,CUST-10161,2027-07-23,159.78,mobile
TXN-20270810-000538,CUST-10215,08/10/2027,273.73,mobile
TXN-20251018-000701,CUST-10303,2025-10-18,544.39,mobile
TXN-20260525-000289,CUST-10346,2026-05-25,673.16,in-store
TXN-20270426-000371,CUST-10198,2027-04-26,232.52,mobile
TXN-20260924-000932,CUST-10461,2026-09-24,686.02,in-store
TXN-20251128-000956,CUST-10489,2025-11-28,918.06,mobile
TXN-20270102-000945,CUST-10036,2027-01-02,452.96,online
TXN-20280406-000751,CUST-10115,2028-04-06,605.15,in-store
TXN-20260216-000353,CUST-10405,2026-02-16,252.43,in-store
TXN-20280128-000664,CUST-10456,2028-01-28,731.18,mobile
TXN-20250406-000869,CUST-10361,2025-04-06,824.21,in-store
TXN-20250827-000154,CUST-10006,2025-08-27,82.33,mobile
TXN-20260221-000486,CUST-10441,2026-02-21,508.36,online
TXN-20270611-000750,CUST-10394,2027-06-11,301.75,in-store
TXN-20280425-000301,CUST-10437,2028-04-25,788.85,mobile
TXN-20270605-000571,CUST-10272,2027-06-05,154.27,in-store
TXN-20280731-000217,CUST-10102,2028-07-31,876.76,mobile
TXN-20260212-000219,CUST-10099,2026-02-12,145.38,in-store
TXN-20251123-000806,CUST-10029,2025-11-23,375.21,online
TXN-20261110-000369,CUST-10136,2026-11-10,781.90,in-store
TXN-20260613-000847,CUST-10422,2026-06-13,221.66,in-store
TXN-20250711-000731,CUST-10036,2025-07-11,354.27,in-store
TXN-20271009-000342,CUST-10003,2027-10-09,926.21,mobile
TXN-20280714-000718,CUST-10382,2028-07-14,571.36,mobile
TXN-20260708-000609,CUST-10207,2026-07-08,75.47,mobile
TXN-20260227-000685,CUST-10165,2026-02-27,361.93,mobile
TXN-20250227-000719,CUST-10485,2025-02-27,552.17,mobile
TXN-20280129-000691,CUST-10007,2028-01-29,570.97,in-store
TXN-20260928-000063,CUST-10330,2026-09-28,908.66,mobile
TXN-20250122-000653,CUST-10135,2025-01-22,395.97,online
TXN-20251007-000382,CUST-10219,2025-10-07,549.05,mobile
TXN-20251129-000986,CUST-10369,2025-11-29,444.40,online
TXN-20261013-000506,CUST-10073,2026-10-13,362.38,online
TXN-20250327-000558,CUST-10459,2025-03-27,968.80,in-store
TXN-20261009-000396,CUST-10146,2026-10-09,478.52,online
TXN-20260129-000792,CUST-10212,2026-01-29,206.58,mobile
TXN-20280409-000821,CUST-10155,2028-04-09,549.20,in-store
TXN-20251028-000018,CUST-10143,2025-10-28,897.37,in-store
TXN-20261128-000907,CUST-10469,2026-11-28,821.85,online
TXN-20250502-000632,CUST-10304,2025-05-02,266.09,online
TXN-20270715-000754,CUST-10330,2027-07-15,760.67,online
TXN-20270402-000643,CUST-10211,04/02/2027,591.02,in-store
TXN-20280217-000287,CUST-10404,2028-02-17,289.83,online
TXN-20261216-000432,CUST-10441,2026-12-16,245.15,online
TXN-20260925-000981,CUST-10122,2026-09-25,320.36,online
TXN-20260416-000104,CUST-10262,2026-04-16,155.19,in-store
TXN-20270402-000650,CUST-10066,04/02/2027,708.56,online
TXN-20270903-000269,CUST-10354,2027-09-03,849.45,mobile
TXN-20260505-000698,CUST-10168,2026-05-05,292.98,in-store
TXN-20251126-000879,CUST-10480,2025-11-26,75.01,in-store
TXN-20270905-000327,CUST-10162,2027-09-05,182.78,in-store
TXN-20250806-000534,CUST-10270,2025-08-06,781.43,mobile
TXN-20250130-000874,CUST-10314,2025-01-30,671.78,mobile
TXN-20260710-000657,CUST-10013,2026-07-10,266.00,in-store
TXN-20260128-000779,CUST-10495,2026-01-28,980.56,in-store
TXN-20280108-000060,CUST-10127,2028-01-08,874.22,mobile
TXN-20261212-000311,CUST-10342,2026-12-12,686.26,mobile
TXN-20251207-000207,CUST-10472,2025-12-07,277.96,in-store
TXN-20250624-000235,CUST-10462,06/24/2025,630.19,online
TXN-20270529-000356,CUST-10050,2027-05-29,212.67,mobile
TXN-20250714-000837,CUST-10419,2025-07-14,614.37,in-store
TXN-20270708-000551,CUST-10241,2027-07-08,381.33,in-store
TXN-20270929-000032,CUST-10082,2027-09-29,869.95,online
TXN-20250205-000051,CUST-10258,2025-02-05,969.74,online
TXN-20270511-000804,CUST-10065,2027-05-11,398.11,mobile
TXN-20260624-000182,CUST-10273,2026-06-24,247.36,online
TXN-20260625-000222,CUST-10375,2026-06-25,909.94,in-store
TXN-20280125-000593,CUST-10073,2028-01-25,894.41,mobile
TXN-20270731-000239,CUST-10227,2027-07-31,538.13,mobile
TXN-20280606-000562,CUST-10035,2028-06-06,460.19,online
TXN-20261214-000364,CUST-10347,12/14/2026,821.48,in-store
TXN-20251203-000101,CUST-10397,2025-12-03,431.95,online
TXN-20260319-000284,CUST-10120,2026-03-19,939.33,online
TXN-20260108-000178,CUST-10330,2026-01-08,773.92,online
TXN-20251228-000839,CUST-10118,2025-12-28,873.04,mobile
TXN-20280330-000526,CUST-10062,2028-03-30,372.30,in-store
TXN-20251217-000526,CUST-10037,2025-12-17,839.13,mobile
TXN-20260705-000511,CUST-10279,2026-07-05,674.40,in-store
TXN-20280530-000354,CUST-10479,2028-05-30,909.91,in-store
TXN-20250614-000930,CUST-10058,2025-06-14,957.51,online
TXN-20270905-000311,CUST-10417,2027-09-05,114.15,mobile
TXN-20280405-000718,CUST-10077,2028-04-05,286.01,online
TXN-20280512-000813,CUST-10060,2028-05-12,696.98,in-store
TXN-20250621-000134,CUST-10317,2025-06-21,528.37,mobile
TXN-20260104-000056,CUST-10154,2026-01-04,629.01,mobile
TXN-20280326-000423,CUST-10228,2028-03-26,953.93,in-store
TXN-20260325-000441,CUST-10004,2026-03-25,60.73,online
TXN-20251004-000293,CUST-10259,2025-10-04,818.47,mobile
TXN-20270922-000828,CUST-10149,2027-09-22,499.95,online
TXN-20280529-000328,CUST-10365,2028-05-29,437.69,online
TXN-20271028-000923,CUST-10303,2027-10-28,198.71,in-store
TXN-20280316-000126,CUST-10125,2028-03-16,187.12,online
TXN-20260216-000344,CUST-10312,2026-02-16,948.94,in-store
TXN-20250718-000947,CUST-10121,2025-07-18,394.96,in-store
TXN-20271102-000061,CUST-10111,2027-11-02,847.87,mobile
TXN-20270224-000529,CUST-10419,02/24/2027,784.81,mobile
TXN-20280129-000700,CUST-10481,2028-01-29,970.95,in-store
TXN-20280222-000438,CUST-10054,2028-02-22,750.04,mobile
TXN-20261128-000904,CUST-10357,2026-11-28,229.64,online
TXN-20261025-000881,CUST-10111,2026-10-25,650.45,in-store
TXN-20270709-000591,CUST-10223,2027-07-09,80.02,online
TXN-20280612-000768,CUST-10209,06/12/2028,85.81,mobile
TXN-20260225-000610,CUST-10378,2026-02-25,304.46,mobile
TXN-20250303-000844,CUST-10213,2025-03-03,408.40,mobile
TXN-20260913-000605,CUST-10403,2026-09-13,286.08,in-store
TXN-20270806-000435,CUST-10161,2027-08-06,417.38,online
TXN-20280325-000382,CUST-10365,2028-03-25,528.06,mobile
TXN-20271227-000727,CUST-10469,2027-12-27,945.21,mobile
TXN-20271216-000381,CUST-10466,2027-12-16,995.79,in-store
TXN-20250808-000574,CUST-10299,2025-08-08,299.78,online
TXN-20270223-000515,CUST-10077,2027-02-23,879.21,mobile
TXN-20270830-000131,CUST-10418,08/30/2027,55.63,mobile
TXN-20260703-000461,CUST-10418,2026-07-03,849.80,mobile
TXN-20280510-000765,CUST-10363,2028-05-10,897.08,online
TXN-20270919-000746,CUST-10076,2027-09-19,275.67,online
TXN-20260209-000127,CUST-10377,2026-02-09,964.37,in-store
TXN-20251030-000066,CUST-10160,2025-10-30,179.03,mobile
TXN-20270215-000271,CUST-10342,2027-02-15,75.16,online
TXN-20250617-000032,CUST-10168,2025-06-17,575.92,mobile
TXN-20271119-000588,CUST-10386,11/19/2027,274.97,in-store
TXN-20260615-000927,CUST-10147,2026-06-15,823.69,online
TXN-20260128-000783,CUST-10016,2026-01-28,61.89,mobile
TXN-20280523-000156,CUST-10190,05/23/2028,397.83,in-store
TXN-20270913-000563,CUST-10388,2027-09-13,785.94,in-store
TXN-20270415-000040,CUST-10002,2027-04-15,870.92,mobile
TXN-20271220-000511,CUST-10477,12/20/2027,281.84,in-store
TXN-20270920-000761,CUST-10362,2027-09-20,607.39,online
TXN-20271215-000364,CUST-10500,2027-12-15,514.14,online
TXN-20280306-000808,CUST-10469,2028-03-06,153.44,mobile
TXN-20280211-000107,CUST-10083,2028-02-11,271.79,mobile
TXN-20260104-000053,CUST-10465,2026-01-04,595.29,online
TXN-20250726-000205,CUST-10306,2025-07-26,628.19,online
TXN-20280608-000634,CUST-10004,2028-06-08,143.14,online
TXN-20250120-000598,CUST-10062,2025-01-20,229.44,online
TXN-20280111-000175,CUST-10172,2028-01-11,88.74,online
TXN-20260516-000009,CUST-10347,2026-05-16,599.14,in-store
TXN-20280730-000203,CUST-10310,2028-07-30,251.35,in-store
TXN-20270518-000011,CUST-10261,2027-05-18,741.90,mobile
TXN-20270321-000280,CUST-10337,2027-03-21,997.63,in-store
TXN-20250712-000769,CUST-10428,2025-07-12,423.96,mobile
TXN-20270130-000776,CUST-10411,2027-01-30,57.06,mobile
TXN-20271119-000561,CUST-10370,2027-11-19,160.08,mobile
TXN-20260819-000865,CUST-10198,2026-08-19,971.21,in-store
TXN-20260210-000162,CUST-10267,2026-02-10,200.95,mobile
TXN-20280114-000256,CUST-10072,2028-01-14,945.30,online
TXN-20280408-000813,CUST-10226,2028-04-08,864.50,online
TXN-20270429-000469,CUST-10412,2027-04-29,623.02,in-store
TXN-20280111-000151,CUST-10446,2028-01-11,84.22,online
TXN-20251023-000858,CUST-10362,2025-10-23,540.43,mobile
TXN-20260828-000134,CUST-10253,2026-08-28,442.58,in-store
TXN-20260315-000144,CUST-10207,2026-03-15,592.39,mobile
TXN-20270925-000924,CUST-10299,2027-09-25,452.33,online
TXN-20260206-000030,CUST-10002,2026-02-06,477.16,in-store
TXN-20260423-000319,CUST-10015,2026-04-23,782.25,in-store
TXN-20261103-000134,CUST-10292,2026-11-03,977.32,in-store
TXN-20271104-000111,CUST-10455,2027-11-04,922.64,online
TXN-20251008-000415,CUST-10053,2025-10-08,509.64,in-store
TXN-20251023-000860,CUST-10440,2025-10-23,768.76,mobile
TXN-20251230-000906,CUST-10091,2025-12-30,407.62,mobile
TXN-20280313-000011,CUST-10454,2028-03-13,545.57,in-store
TXN-20270714-000744,CUST-10088,2027-07-14,794.81,online
TXN-20261122-000715,CUST-10492,2026-11-22,541.43,in-store
TXN-20280225-000522,CUST-10167,2028-02-25,658.84,online
TXN-20280505-000603,CUST-10049,2028-05-05,124.21,online
TXN-20280529-000327,CUST-10427,05/29/2028,471.47,online
TXN-20270623-000094,CUST-10474,2027-06-23,391.24,mobile
TXN-20260107-000150,CUST-10269,2026-01-07,818.95,mobile
TXN-20250531-000512,CUST-10101,2025-05-31,191.21,mobile
TXN-20260703-000445,CUST-10370,2026-07-03,861.33,online
TXN-20251126-000887,CUST-10191,2025-11-26,833.75,mobile
TXN-20251111-000420,CUST-10302,2025-11-11,211.29,online
TXN-20260723-000049,CUST-10160,2026-07-23,111.23,mobile
TXN-20250601-000538,CUST-10457,2025-06-01,999.96,mobile
TXN-20280610-000687,CUST-10229,2028-06-10,470.93,online
TXN-20250130-000887,CUST-10157,2025-01-30,275.10,online
TXN-20280117-000342,CUST-10498,2028-01-17,340.15,in-store
TXN-20250702-000472,CUST-10108,2025-07-02,396.11,in-store
TXN-20270715-000753,CUST-10164,2027-07-15,732.19,in-store
TXN-20280105-000978,CUST-10486,2028-01-05,489.87,in-store
TXN-20271102-000053,CUST-10100,2027-11-02,350.01,online
TXN-20271002-000130,CUST-10362,2027-10-02,561.98,in-store
TXN-20250906-000449,CUST-10470,2025-09-06,486.79,mobile
TXN-20271228-000730,CUST-10154,2027-12-28,447.56,in-store
TXN-20280701-000336,CUST-10333,2028-07-01,132.25,in-store
TXN-20280426-000337,CUST-10324,2028-04-26,741.26,mobile
TXN-20270821-000864,CUST-10001,2027-08-21,291.60,online
TXN-20270815-000686,CUST-10011,2027-08-15,372.98,in-store
TXN-20260119-000501,CUST-10152,2026-01-19,810.59,online
TXN-20250628-000367,CUST-10199,2025-06-28,670.68,mobile
TXN-20250427-000489,CUST-10495,2025-04-27,988.97,mobile
TXN-20260728-000199,CUST-10165,2026-07-28,285.22,mobile
TXN-20270411-000917,CUST-10465,2027-04-11,691.70,mobile
TXN-20280417-000061,CUST-10472,2028-04-17,557.10,online
TXN-20251122-000774,CUST-10184,2025-11-22,54.61,in-store
TXN-20261210-000258,CUST-10322,2026-12-10,259.66,in-store
TXN-20270718-000843,CUST-10095,2027-07-18,205.89,online
TXN-20270521-000129,CUST-10434,2027-05-21,719.64,in-store
TXN-20250924-000992,CUST-10088,2025-09-24,686.57,in-store
TXN-20260217-000364,CUST-10028,2026-02-17,873.09,in-store
TXN-20250326-000544,CUST-10288,2025-03-26,688.52,mobile
TXN-20280110-000144,CUST-10273,2028-01-10,754.00,mobile
TXN-20260401-000669,CUST-10369,2026-04-01,385.16,in-store
TXN-20270812-000610,CUST-10087,2027-08-12,255.35,mobile
TXN-20250424-000405,CUST-10161,2025-04-24,129.55,online
TXN-20280313-000026,CUST-10338,2028-03-13,452.00,in-store
TXN-20270526-000278,CUST-10491,2027-05-26,541.78,mobile
TXN-20280609-000679,CUST-10070,2028-06-09,168.58,online
TXN-20280422-000231,CUST-10305,2028-04-22,746.23,mobile
TXN-20260529-000414,CUST-10483,2026-05-29,120.76,in-store
TXN-20260306-000874,CUST-10409,2026-03-06,810.66,mobile
TXN-20270626-000182,CUST-10440,2027-06-26,869.73,in-store
TXN-20261012-000474,CUST-10477,2026-10-12,760.77,online
TXN-20260111-000275,CUST-10087,2026-01-11,96.95,mobile
TXN-20260225-000602,CUST-10069,2026-02-25,579.85,in-store
TXN-20270208-000051,CUST-10108,2027-02-08,918.41,in-store
TXN-20250512-000933,CUST-10045,2025-05-12,865.15,in-store
TXN-20250421-000316,CUST-10252,2025-04-21,374.53,mobile
TXN-20251006-000344,CUST-10035,2025-10-06,204.39,in-store
TXN-20280105-000986,CUST-10445,2028-01-05,626.68,in-store
TXN-20260619-000024,CUST-10106,2026-06-19,538.66,in-store
TXN-20250519-000167,CUST-10485,2025-05-19,609.45,in-store
TXN-20260516-000025,CUST-10026,2026-05-16,135.32,in-store
TXN-20250215-000379,CUST-10280,2025-02-15,980.18,mobile
TXN-20250604-000646,CUST-10368,2025-06-04,407.00,mobile
TXN-20250608-000743,CUST-10288,2025-06-08,169.70,online
TXN-20250117-000493,CUST-10222,2025-01-17,213.30,online
TXN-20270710-000617,CUST-10070,2027-07-10,823.33,in-store
