date,strategy_return_pct,benchmark_return_pct,excess_return_pct,rolling_vol_30d,drawdown_pct,synthetic_aug,fee_adj_return_pct
2018-03-19,-0.010268,-0.002634,-0.007635,10.3366,-0.0103,0,
2018-03-20,0.006602,0.0009,0.005702,7.2772,-0.0037,1,
2018-03-21,-0.022498,-0.021528,-0.00097,11.1765,-0.0262,0,
2018-03-22,0.012716,0.014733,-0.002016,9.5577,-0.0135,0,
2018-03-23,0.00373,0.011401,-0.007671,10.8409,-0.0097,0,
2018-03-26,-0.018007,-0.010285,-0.007722,9.5457,-0.0277,0,
2018-03-27,0.018672,0.019054,-0.000382,8.1132,-0.0091,1,
2018-03-28,0.005551,0.0006,0.00495,10.3552,-0.0035,0,
2018-03-29,-0.007484,-0.00727,-0.000214,6.8538,-0.011,1,
2018-03-30,-0.002927,-0.000356,-0.00257,9.9845,-0.0139,0,
2018-04-02,-0.007737,0.001717,-0.009455,11.3071,-0.0217,0,
2018-04-03,-0.012281,-0.010615,-0.001666,9.5175,-0.0339,0,
2018-04-04,0.01957,0.012705,0.006866,10.4233,-0.0144,0,
2018-04-05,0.005565,0.002125,0.00344,8.6441,-0.0088,1,
2018-04-06,0.017866,0.005957,0.011909,11.0885,0.0,0,
2018-04-09,0.001597,-6e-06,0.001603,11.4315,0.0,0,
2018-04-10,-0.001937,-0.000567,-0.00137,10.7079,-0.0019,0,
2018-04-11,-0.007694,-0.003019,-0.004676,10.9045,-0.0096,0,
2018-04-12,-0.010282,-0.007292,-0.00299,12.7642,-0.0199,0,
2018-04-13,-0.009948,-0.013898,0.00395,9.4582,-0.0299,0,
2018-04-16,-0.005825,-0.0148,0.008975,8.5597,-0.0357,0,
2018-04-17,-0.006882,-0.009255,0.002373,7.9923,-0.0426,1,
2018-04-18,0.008697,-0.000448,0.009145,10.9015,-0.0339,0,
2018-04-19,0.008019,0.008546,-0.000527,9.8234,-0.0259,0,
2018-04-20,-0.004442,-0.010769,0.006327,8.803,-0.0303,0,
2018-04-23,-0.001147,-0.004878,0.003731,7.843,-0.0314,1,
2018-04-24,-0.002726,-0.003539,0.000814,6.5718,-0.0342,1,
2018-04-25,0.014596,0.008691,0.005905,9.9858,-0.0196,0,
2018-04-26,0.013299,0.009447,0.003852,11.1717,-0.0063,0,
2018-04-27,-0.014139,0.000989,-0.015128,10.0876,-0.0204,0,
2018-04-30,0.005901,0.006453,-0.000552,8.9169,-0.0145,0,
2018-05-01,0.009878,0.011088,-0.00121,10.7813,-0.0046,0,
2018-05-02,0.017636,0.008446,0.00919,10.9132,0.0,0,
2018-05-03,0.00722,0.007974,-0.000754,11.076,0.0,0,
2018-05-04,0.0021,-0.001396,0.003495,11.2222,0.0,0,
2018-05-07,-0.007852,-0.010354,0.002502,9.3613,-0.0079,0,
2018-05-08,0.00467,-0.004304,0.008974,10.423,-0.0032,0,
2018-05-09,0.002098,-0.003924,0.006022,11.0412,-0.0011,0,
2018-05-10,-0.010654,-0.002752,-0.007902,8.3908,-0.0117,1,
2018-05-11,0.015806,0.008217,0.007589,10.238,0.0,0,
2018-05-14,-0.001171,0.006768,-0.007939,7.9431,-0.0012,1,
2018-05-15,0.013029,0.002319,0.01071,9.0619,0.0,0,
2018-05-16,0.005126,-0.002248,0.007374,10.3614,0.0,0,
2018-05-17,-0.003245,-0.009299,0.006054,11.8232,-0.0032,0,
2018-05-18,0.00197,0.002755,-0.000785,10.5881,-0.0013,0,
2018-05-21,-0.00011,-0.001314,0.001203,10.3675,-0.0014,0,
2018-05-22,0.028708,0.013966,0.014742,9.5387,0.0,0,
2018-05-23,0.011504,0.009924,0.00158,11.6652,0.0,0,
2018-05-24,0.020971,0.014729,0.006242,7.7524,0.0,1,
2018-05-25,0.003509,0.001008,0.0025,7.5404,0.0,1,
2018-05-28,0.005121,0.001142,0.003979,11.2164,0.0,0,
2018-05-29,0.006872,0.006542,0.00033,11.7113,0.0,0,
2018-05-30,-0.018662,-0.009046,-0.009616,8.6612,-0.0187,1,
2018-05-31,-0.014552,-0.017561,0.00301,9.2156,-0.0332,1,
2018-06-01,-0.004377,-0.007254,0.002878,9.3425,-0.0376,1,
2018-06-04,0.007495,0.008755,-0.00126,9.5093,-0.0301,0,
2018-06-05,-0.000643,0.018263,-0.018906,11.1505,-0.0307,0,
2018-06-06,0.007105,0.0021,0.005005,8.2212,-0.0236,1,
2018-06-07,0.014525,0.003719,0.010807,9.9212,-0.0091,0,
2018-06-08,0.010613,0.017084,-0.006471,10.6408,0.0,0,
2018-06-11,0.002223,0.007359,-0.005136,9.9786,0.0,0,
2018-06-12,-0.006763,-0.008206,0.001443,8.9371,-0.0068,1,
2018-06-13,0.008511,-0.000678,0.009189,9.6768,0.0,0,
2018-06-14,-0.009662,0.004542,-0.014203,10.4687,-0.0097,0,
2018-06-15,0.000214,0.000143,7.1e-05,10.4746,-0.0094,0,
2018-06-18,0.002276,-0.000736,0.003011,7.1635,-0.0072,1,
2018-06-19,-0.008923,-0.005943,-0.002979,10.1843,-0.0161,0,
2018-06-20,-0.011872,-0.009048,-0.002824,8.8027,-0.028,1,
2018-06-21,0.000419,0.011927,-0.011509,9.2871,-0.0275,0,
2018-06-22,-0.022641,-0.015891,-0.00675,7.8192,-0.0502,1,
2018-06-25,0.000872,-0.003186,0.004058,11.3772,-0.0493,0,
2018-06-26,-0.007777,-0.003617,-0.004159,11.958,-0.0571,0,
2018-06-27,-0.001289,-0.001433,0.000144,8.0762,-0.0584,1,
2018-06-28,0.003036,0.001073,0.001964,7.49,-0.0553,1,
2018-06-29,0.009718,0.009987,-0.000269,9.1294,-0.0456,0,
2018-07-02,0.001996,0.002427,-0.000431,7.747,-0.0436,1,
2018-07-03,-0.002732,-0.000562,-0.00217,10.5455,-0.0464,0,
2018-07-04,0.0139,0.009227,0.004673,10.5005,-0.0325,0,
2018-07-05,-0.008092,-0.001555,-0.006536,7.8161,-0.0406,1,
2018-07-06,0.012397,-0.003154,0.015551,9.6404,-0.0282,0,
2018-07-09,0.001246,0.008017,-0.006771,11.1845,-0.0269,0,
2018-07-10,-0.001132,-0.006949,0.005818,10.6262,-0.028,0,
2018-07-11,0.007499,0.011054,-0.003555,10.0214,-0.0206,0,
2018-07-12,-0.008089,-0.006967,-0.001122,8.6574,-0.0286,1,
2018-07-13,0.003196,0.005076,-0.001879,10.134,-0.0254,0,
2018-07-16,-0.009967,-0.007723,-0.002244,6.1287,-0.0354,1,
2018-07-17,-0.013308,-0.00156,-0.011748,9.9865,-0.0487,0,
2018-07-18,0.008082,0.003241,0.004841,7.0102,-0.0406,1,
2018-07-19,-0.001863,0.005502,-0.007365,11.4608,-0.0425,0,
2018-07-20,0.005446,0.010196,-0.00475,7.035,-0.037,1,
2018-07-23,0.002551,0.005069,-0.002519,10.1895,-0.0345,0,
2018-07-24,0.023127,0.017307,0.005821,10.3075,-0.0114,0,
2018-07-25,-0.003565,-0.006081,0.002517,11.0979,-0.0149,0,
2018-07-26,0.012153,0.007677,0.004476,9.1827,-0.0028,0,
2018-07-27,-0.009043,-0.0052,-0.003843,7.9029,-0.0118,1,
2018-07-30,-0.013471,-0.019066,0.005595,10.3128,-0.0253,0,
2018-07-31,-0.003235,0.004868,-0.008103,9.8915,-0.0285,0,
2018-08-01,0.018524,0.008878,0.009646,10.5849,-0.01,0,
2018-08-02,-0.01603,-0.015047,-0.000984,9.1599,-0.026,0,
2018-08-03,0.007682,0.009599,-0.001917,7.3979,-0.0184,1,
2018-08-06,0.002591,-0.00241,0.005001,11.6969,-0.0158,0,
2018-08-07,-0.00333,-0.003029,-0.000301,10.1826,-0.0191,0,
2018-08-08,-0.008734,-0.010736,0.002002,8.2567,-0.0278,1,
2018-08-09,-0.007021,-0.009347,0.002326,10.8082,-0.0349,0,
2018-08-10,0.010419,0.003513,0.006906,6.2177,-0.0244,1,
2018-08-13,0.001074,-0.003866,0.004939,10.1374,-0.0234,0,
2018-08-14,0.018943,0.015446,0.003497,7.7137,-0.0044,1,
2018-08-15,-0.023372,-0.009604,-0.013768,10.4655,-0.0278,0,
2018-08-16,0.016171,0.003147,0.013024,10.2526,-0.0116,0,
2018-08-17,-0.003408,-0.00585,0.002442,9.5921,-0.015,0,
2018-08-20,-0.000233,0.005642,-0.005875,7.9013,-0.0153,1,
2018-08-21,0.001332,0.005154,-0.003822,7.7017,-0.0139,1,
2018-08-22,-0.002424,-0.010244,0.007819,11.5124,-0.0164,0,
2018-08-23,-0.001729,-0.004154,0.002425,10.6376,-0.0181,0,
2018-08-24,-0.0008,-0.002099,0.001298,11.1533,-0.0189,0,
2018-08-27,0.026327,0.017281,0.009047,9.233,0.0,1,
2018-08-28,-0.015201,-0.007294,-0.007908,10.3451,-0.0152,0,
2018-08-29,0.000745,-0.001474,0.002219,6.9169,-0.0145,1,
2018-08-30,-0.006573,-0.004255,-0.002318,12.6414,-0.021,0,
2018-08-31,-0.003234,-0.003394,0.000159,7.3139,-0.0243,1,
2018-09-03,-8.6e-05,0.013775,-0.013861,10.21,-0.0243,0,
2018-09-04,0.001959,0.003005,-0.001046,11.8501,-0.0224,0,
2018-09-05,0.004915,-0.005947,0.010862,10.2812,-0.0175,0,
2018-09-06,0.000308,0.011383,-0.011074,11.4721,-0.0172,0,
2018-09-07,0.011371,0.007993,0.003378,8.9647,-0.0058,1,
2018-09-10,-0.009745,-0.005316,-0.004428,10.363,-0.0155,0,
2018-09-11,-0.003583,-0.001595,-0.001988,10.3206,-0.0191,0,
2018-09-12,0.006405,-0.001695,0.0081,10.3583,-0.0127,0,
2018-09-13,0.00778,-0.001305,0.009085,10.4109,-0.0049,0,
2018-09-14,0.011616,0.007226,0.00439,6.7502,0.0,1,
2018-09-17,0.016659,0.015195,0.001463,11.7658,0.0,0,
2018-09-18,0.003775,0.002506,0.001269,9.8652,0.0,0,
2018-09-19,-0.011121,-0.010755,-0.000366,10.514,-0.0111,0,
2018-09-20,0.001674,0.004255,-0.002581,10.0179,-0.0094,0,
2018-09-21,6e-05,0.002692,-0.002633,9.5206,-0.0094,0,
2018-09-24,0.016493,0.006738,0.009755,8.2512,0.0,1,
2018-09-25,0.005576,0.008107,-0.002531,11.8321,0.0,0,
2018-09-26,0.002623,0.003118,-0.000495,10.0379,0.0,0,
2018-09-27,0.015359,0.014246,0.001113,10.0131,0.0,0,
2018-09-28,-0.000355,0.003095,-0.00345,8.9089,-0.0004,0,
2018-10-01,0.013494,0.008974,0.00452,8.7418,0.0,0,
2018-10-02,-0.019658,-0.020273,0.000615,10.0797,-0.0197,0,
2018-10-03,0.021608,0.017489,0.004119,9.9424,0.0,0,
2018-10-04,-0.002447,-0.004636,0.002189,9.4974,-0.0024,1,
2018-10-05,-0.016115,-0.008067,-0.008048,10.106,-0.0186,0,
2018-10-08,-0.00045,0.003908,-0.004358,10.0547,-0.019,0,
2018-10-09,-0.007907,-0.005549,-0.002357,8.0632,-0.0269,1,
2018-10-10,0.020128,0.019097,0.001031,8.6582,-0.0068,0,
2018-10-11,0.00223,-0.000305,0.002535,9.0811,-0.0046,0,
2018-10-12,-0.009776,-0.006211,-0.003565,7.3992,-0.0143,1,
2018-10-15,-0.006022,-0.012138,0.006117,7.8447,-0.0204,1,
2018-10-16,0.003518,0.003923,-0.000405,10.1074,-0.0168,0,
2018-10-17,-0.002765,-0.004031,0.001266,7.9201,-0.0196,1,
2018-10-18,0.004053,0.001865,0.002188,9.4312,-0.0156,1,
2018-10-19,0.002753,-0.000978,0.003731,7.5715,-0.0128,1,
2018-10-22,0.009205,-0.001403,0.010608,10.0533,-0.0036,0,
2018-10-23,0.016537,0.01675,-0.000213,10.6642,0.0,0,
2018-10-24,0.00445,-0.005423,0.009873,9.5374,0.0,0,
2018-10-25,0.008164,0.01186,-0.003696,7.7592,0.0,1,
2018-10-26,0.004747,-0.005442,0.010189,9.6934,0.0,0,
2018-10-29,-0.00732,-0.012946,0.005626,8.8773,-0.0073,0,
2018-10-30,0.003763,-1.3e-05,0.003776,8.9216,-0.0036,0,
2018-10-31,0.02655,0.022149,0.004401,10.1933,0.0,0,
2018-11-01,0.011775,0.002301,0.009474,9.4133,0.0,1,
2018-11-02,0.012694,0.01264,5.4e-05,7.8932,0.0,1,
2018-11-05,0.016052,0.01616,-0.000108,11.2268,0.0,0,
2018-11-06,-0.00551,0.001201,-0.006711,11.7252,-0.0055,0,
2018-11-07,0.006116,0.009219,-0.003103,10.851,0.0,0,
2018-11-08,0.006184,0.009819,-0.003634,9.668,0.0,0,
2018-11-09,0.005262,0.004925,0.000337,9.1232,0.0,1,
2018-11-12,-0.002092,-0.002083,-9e-06,6.356,-0.0021,1,
2018-11-13,0.003055,0.005292,-0.002237,12.195,0.0,0,
2018-11-14,-0.002973,0.001282,-0.004255,9.9165,-0.003,0,
2018-11-15,-0.005625,0.000952,-0.006577,10.3513,-0.0086,0,
2018-11-16,-0.000319,-0.001465,0.001146,9.6768,-0.0089,0,
2018-11-19,-0.002277,-0.012222,0.009945,10.9175,-0.0112,0,
2018-11-20,-0.009016,-0.004444,-0.004572,10.738,-0.0202,0,
2018-11-21,-0.015437,-0.003826,-0.01161,11.0289,-0.0356,0,
2018-11-22,0.00095,-0.001111,0.002062,7.0252,-0.0347,1,
2018-11-23,-0.014742,-0.014336,-0.000406,9.3166,-0.0494,1,
2018-11-26,-0.010086,-0.006372,-0.003713,10.7103,-0.0595,0,
2018-11-27,-0.002104,-0.001741,-0.000363,7.1687,-0.0616,1,
2018-11-28,-0.009054,-0.013553,0.004499,5.9383,-0.0707,1,
2018-11-29,0.01238,0.004479,0.007901,9.4608,-0.0583,1,
2018-11-30,-0.013907,-0.006342,-0.007565,9.7888,-0.0722,0,
2018-12-03,0.002368,0.008764,-0.006396,11.6803,-0.0698,0,
2018-12-04,-0.011121,-0.016104,0.004983,8.8124,-0.0809,1,
2018-12-05,-0.005425,0.002702,-0.008128,10.0798,-0.0864,0,
2018-12-06,-0.004721,-0.003991,-0.00073,9.5974,-0.0911,0,
2018-12-07,0.001767,-0.002236,0.004003,10.227,-0.0893,0,
2018-12-10,-0.003943,0.000606,-0.004549,7.997,-0.0932,1,
2018-12-11,0.011907,0.012436,-0.000529,8.7344,-0.0814,1,
2018-12-12,0.005102,-0.00325,0.008352,8.5951,-0.0763,1,
2018-12-13,0.018662,0.003208,0.015455,9.8462,-0.0576,0,
2018-12-14,-0.003027,0.003299,-0.006326,10.2706,-0.0606,0,
2018-12-17,0.004398,0.013361,-0.008962,10.5865,-0.0562,0,
2018-12-18,-0.010569,-0.009618,-0.000951,10.4815,-0.0668,0,
2018-12-19,-0.008124,-0.007818,-0.000306,12.0673,-0.0749,0,
2018-12-20,0.008976,-0.002082,0.011057,10.2195,-0.0659,0,
2018-12-21,0.000479,-0.009141,0.00962,9.0804,-0.0655,0,
2018-12-24,0.017017,0.020322,-0.003305,9.9257,-0.0485,0,
2018-12-25,0.00096,0.013909,-0.01295,9.6752,-0.0475,0,
2018-12-26,0.018644,0.01496,0.003684,10.5645,-0.0289,0,
2018-12-27,-0.007448,-0.005363,-0.002085,10.7947,-0.0363,0,
2018-12-28,0.016762,0.007364,0.009398,10.8416,-0.0196,0,
2018-12-31,-0.0009,-0.002242,0.001343,8.483,-0.0205,1,
2019-01-01,0.00499,0.004722,0.000268,9.5224,-0.0155,0,
2019-01-02,-0.002103,-0.001735,-0.000367,9.956,-0.0176,0,
2019-01-03,-0.015781,-0.008611,-0.00717,9.3045,-0.0334,0,
2019-01-04,-0.0016,-0.001572,-2.8e-05,10.6848,-0.035,0,
2019-01-07,0.018087,0.009954,0.008134,10.5187,-0.0169,0,
2019-01-08,0.001298,-0.000701,0.001999,8.1895,-0.0156,1,
2019-01-09,-0.005049,-0.005329,0.00028,6.7108,-0.0206,1,
2019-01-10,-0.008681,-0.004405,-0.004276,10.0538,-0.0293,0,
2019-01-11,0.001423,-0.000256,0.001679,11.1002,-0.0279,0,
2019-01-14,0.017178,0.008207,0.008971,8.7152,-0.0107,1,
2019-01-15,-0.021936,-0.018821,-0.003115,10.0291,-0.0326,0,
2019-01-16,0.006524,0.000168,0.006355,9.5637,-0.0261,0,
2019-01-17,0.004504,0.003928,0.000576,9.808,-0.0216,0,
2019-01-18,-0.001358,-0.005535,0.004177,10.0212,-0.023,0,
2019-01-21,-0.001962,-0.001094,-0.000868,6.0783,-0.0249,1,
2019-01-22,0.002115,-0.000766,0.002882,9.7414,-0.0228,0,
2019-01-23,0.002609,0.00762,-0.005011,11.7861,-0.0202,0,
2019-01-24,-0.003834,0.00331,-0.007143,10.9167,-0.024,0,
2019-01-25,0.005525,-0.003291,0.008816,10.5865,-0.0185,0,
2019-01-28,-0.001984,-0.000804,-0.00118,10.2815,-0.0205,0,
2019-01-29,0.001624,0.002535,-0.000911,9.3036,-0.0189,1,
2019-01-30,-0.017669,-0.011501,-0.006168,9.1178,-0.0365,0,
2019-01-31,-0.004088,-0.000166,-0.003923,10.5925,-0.0406,0,
2019-02-01,0.000802,-0.005702,0.006503,7.8186,-0.0398,1,
2019-02-04,0.018707,0.007478,0.011228,10.7851,-0.0211,0,
2019-02-05,0.00838,0.006578,0.001802,10.6993,-0.0128,0,
2019-02-06,0.014349,0.006441,0.007908,10.7003,0.0,0,
2019-02-07,-0.026819,-0.01297,-0.01385,11.5743,-0.0268,0,
2019-02-08,0.002837,-0.012044,0.014881,10.0211,-0.024,0,
2019-02-11,0.00503,0.003075,0.001956,12.6706,-0.019,0,
2019-02-12,0.011092,0.001706,0.009386,9.8029,-0.0079,0,
2019-02-13,0.004239,0.005172,-0.000933,10.3546,-0.0036,0,
2019-02-14,-0.009182,-0.009388,0.000205,11.1822,-0.0128,0,
2019-02-15,0.00679,0.000503,0.006287,10.5547,-0.006,0,
2019-02-18,-0.000574,0.00594,-0.006513,8.6157,-0.0066,1,
2019-02-19,0.01864,0.005394,0.013247,9.2743,0.0,0,
2019-02-20,-0.011738,-0.014093,0.002355,8.8951,-0.0117,0,
2019-02-21,-0.010195,-0.006531,-0.003664,10.2154,-0.0219,0,
2019-02-22,0.004495,-0.002599,0.007095,10.2314,-0.0174,0,
2019-02-25,0.014918,0.015831,-0.000914,8.2043,-0.0025,1,
2019-02-26,0.028707,0.013894,0.014814,9.3515,0.0,0,
2019-02-27,0.006901,-0.007038,0.013939,8.124,0.0,1,
2019-02-28,-0.008303,-0.000891,-0.007412,11.6454,-0.0083,0,
2019-03-01,-0.003584,0.001655,-0.00524,10.4822,-0.0119,0,
2019-03-04,0.011322,0.010043,0.001279,8.5045,-0.0006,1,
2019-03-05,0.003356,-0.001244,0.0046,9.5595,0.0,0,
2019-03-06,-0.002152,-0.000232,-0.00192,11.7442,-0.0022,0,
2019-03-07,0.004979,0.00173,0.003249,7.2565,0.0,1,
2019-03-08,-0.026123,-0.012249,-0.013874,10.0273,-0.0261,0,
2019-03-11,-0.009315,-0.000763,-0.008553,8.0607,-0.0354,1,
2019-03-12,0.002183,0.00223,-4.8e-05,10.6219,-0.0333,0,
2019-03-13,0.005904,0.00525,0.000655,9.2512,-0.0274,1,
2019-03-14,0.017043,0.014443,0.002599,10.2613,-0.0103,0,
2019-03-15,0.006542,0.001201,0.005341,9.455,-0.0038,0,
2019-03-18,0.006789,-0.003281,0.010069,11.8601,0.0,0,
2019-03-19,-0.002494,0.001176,-0.00367,5.6365,-0.0025,1,
2019-03-20,-0.010619,-0.003287,-0.007332,9.8037,-0.0131,0,
2019-03-21,0.010499,0.012761,-0.002262,8.1188,-0.0026,1,
2019-03-22,-0.010318,-0.007084,-0.003234,9.6802,-0.0129,0,
2019-03-25,0.002199,0.002054,0.000145,9.5517,-0.0107,0,
2019-03-26,-0.015649,-0.012996,-0.002653,8.1615,-0.0264,1,
2019-03-27,-0.003503,-0.005243,0.00174,7.2143,-0.0299,1,
2019-03-28,0.007569,0.004143,0.003426,10.8331,-0.0223,0,
2019-03-29,-0.006333,-0.002292,-0.004041,10.4309,-0.0286,0,
2019-04-01,-0.01078,-0.011424,0.000644,10.5558,-0.0394,0,
2019-04-02,-0.013464,-0.00915,-0.004314,10.5452,-0.0529,0,
2019-04-03,0.01282,0.006751,0.006069,9.5792,-0.0401,0,
2019-04-04,-0.002511,-0.01168,0.009169,9.4541,-0.0426,0,
2019-04-05,-0.003938,-6.1e-05,-0.003877,9.094,-0.0465,0,
2019-04-08,0.00033,-0.004005,0.004335,9.791,-0.0462,0,
2019-04-09,-0.002775,0.003062,-0.005837,9.7624,-0.049,0,
2019-04-10,-0.012125,-0.015129,0.003004,11.4964,-0.0611,0,
2019-04-11,-0.023567,-0.015117,-0.00845,9.7048,-0.0846,0,
2019-04-12,-0.005637,-0.005494,-0.000143,8.0883,-0.0903,1,
2019-04-15,0.002563,0.000655,0.001908,9.4806,-0.0877,0,
2019-04-16,0.00781,-0.000576,0.008386,9.9736,-0.0799,0,
2019-04-17,0.009419,0.002331,0.007088,8.8933,-0.0705,0,
2019-04-18,-0.005834,0.005171,-0.011005,10.969,-0.0763,0,
2019-04-19,-0.003651,-0.004714,0.001062,9.6548,-0.08,0,
2019-04-22,0.00053,0.00206,-0.00153,10.5914,-0.0794,0,
2019-04-23,0.007064,0.000809,0.006255,8.3336,-0.0724,1,
2019-04-24,-0.023612,-0.013593,-0.01002,9.7113,-0.096,1,
2019-04-25,0.004312,0.006378,-0.002066,7.2981,-0.0917,1,
2019-04-26,0.014568,0.004649,0.009918,9.3193,-0.0771,0,
2019-04-29,0.001791,-0.002107,0.003898,9.7668,-0.0753,0,
2019-04-30,0.010531,0.005688,0.004843,9.4485,-0.0648,1,
2019-05-01,0.006529,-0.003947,0.010476,10.0055,-0.0583,0,
2019-05-02,-0.003401,-0.00111,-0.002291,9.9635,-0.0617,0,
2019-05-03,-0.00424,0.002664,-0.006904,9.9072,-0.0659,0,
2019-05-06,0.008894,0.005789,0.003106,8.4631,-0.057,1,
2019-05-07,-0.02572,-0.010204,-0.015516,11.2788,-0.0827,0,
2019-05-08,0.01065,0.002366,0.008284,8.9494,-0.0721,1,
2019-05-09,0.006231,0.004317,0.001914,10.1686,-0.0659,0,
2019-05-10,-0.005994,-0.005051,-0.000943,10.0181,-0.0719,0,
2019-05-13,0.002348,-0.000312,0.002659,11.689,-0.0695,0,
2019-05-14,0.000581,0.00076,-0.000179,10.2548,-0.0689,0,
2019-05-15,0.010408,0.008119,0.002289,10.3436,-0.0585,0,
2019-05-16,0.00997,-0.000335,0.010305,9.2181,-0.0486,0,
2019-05-17,-0.018328,-0.017207,-0.001121,7.3201,-0.0669,1,
2019-05-20,0.005762,0.012424,-0.006662,9.8275,-0.0611,0,
2019-05-21,0.013997,0.010108,0.003889,10.3723,-0.0471,0,
2019-05-22,0.01821,0.011968,0.006242,7.6134,-0.0289,1,
2019-05-23,0.005385,0.00153,0.003854,7.4602,-0.0235,1,
2019-05-24,0.017111,0.007875,0.009237,9.6832,-0.0064,0,
2019-05-27,-0.004266,-0.008902,0.004636,12.095,-0.0107,0,
2019-05-28,0.015384,0.002283,0.013101,9.9882,0.0,0,
2019-05-29,-0.009348,-0.008669,-0.00068,11.0177,-0.0093,0,
2019-05-30,-0.011982,-0.0137,0.001718,11.741,-0.0213,0,
2019-05-31,0.006955,0.00804,-0.001085,11.9595,-0.0144,0,
2019-06-03,0.004966,0.006432,-0.001466,12.625,-0.0094,0,
2019-06-04,0.021466,0.009162,0.012304,11.0125,0.0,0,
2019-06-05,-0.01605,-0.008092,-0.007958,10.8085,-0.0161,0,
2019-06-06,0.001015,0.004492,-0.003477,10.1324,-0.015,0,
2019-06-07,-5.4e-05,0.002671,-0.002726,10.402,-0.0151,0,
2019-06-10,-0.011004,-0.011782,0.000779,10.3121,-0.0261,0,
