userid,dbid,toplevel,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,temp_blk_read_time,temp_blk_write_time,wal_records,wal_fpi,wal_bytes,jit_functions,jit_generation_time,jit_inlining_count,jit_inlining_time,jit_optimization_count,jit_optimization_time,jit_emission_count,jit_emission_time,jit_deform_count,jit_deform_time,parallel_workers_to_launch,parallel_workers_launched,stats_since,minmax_stats_since,total_time,min_time,max_time,mean_time,stddev_time,cache_hit_ratio,seq_scans,idx_scans,n_live_tup,n_dead_tup,last_autovacuum,last_autoanalyze
16384,24601,True,1011,"SELECT order_nr, amount_cents FROM orders WHERE billed IS NOT TRUE ORDER BY created_at LIMIT 5000",3892,48290.77,3.72,52.11,12.4077,5.5835,3892,4829076.84,372.23,5211.23,1240.77,558.35,13135,4308584,1287103,19,23,0,0,0,0,1323,276,476.75,46.12,0,0,9,76,339902,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,4829076.84,372.23,5211.23,1240.77,558.35,77.0,8005,1276,15015631,2973,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1012,"SELECT u.email, u.name, u.updated_at FROM users WHERE u.email = $1",18234,98485.48,1.62,22.69,5.4012,2.4305,18234,9848548.08,162.04,2268.5,540.12,243.05,3896,2629615,512167,30,36,0,0,0,0,645,43,365.95,40.8,0,0,8727,98,131869,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,9848548.08,162.04,2268.5,540.12,243.05,83.7,2103,43237,63792320,4503,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1013,SELECT COUNT(*) FROM events WHERE created_at >= $1 AND created_at < $2 AND service_id = ANY($3),89,6533.38,22.02,308.32,73.4088,33.034,89,653338.32,2202.26,30831.7,7340.88,3303.4,34681,1435185,565864,77,27,0,0,0,0,1735,475,269.65,36.5,0,0,3295,91,326858,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,653338.32,2202.26,30831.7,7340.88,3303.4,71.72,6537,44019,87226156,3059,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1014,DELETE FROM notifications WHERE user_id IN (SELECT id FROM users WHERE is_active = FALSE) AND sent_at < $1,45,4441.65,29.61,414.55,98.7034,44.4165,45,444165.3,2961.1,41455.43,9870.34,4441.65,34019,3725049,1896627,57,7,0,0,0,0,2030,115,32.01,1.05,0,0,9075,29,617024,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,444165.3,2961.1,41455.43,9870.34,4441.65,66.26,3608,471,9529530,482,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1015,SELECT * FROM products WHERE category_id = $1 AND is_listed = TRUE ORDER BY price_cents,6723,59842.1,2.67,37.38,8.9011,4.0055,6723,5984209.53,267.03,3738.46,890.11,400.55,2158,1970502,151348,42,4,0,0,0,0,4211,121,139.24,24.27,0,0,8834,16,758490,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,5984209.53,267.03,3738.46,890.11,400.55,92.87,9355,37762,63441831,1990,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1016,"UPDATE orders SET status = $1, updated_at = now() WHERE id = $2",92341,480247.07,1.56,21.84,5.2008,2.3404,92341,48024707.28,156.02,2184.34,520.08,234.04,26777,4017584,1703443,24,6,0,0,0,0,794,337,215.53,21.18,0,0,7651,93,56802,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,48024707.28,156.02,2184.34,520.08,234.04,70.22,1612,3972,54039913,2779,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1017,SELECT MAX(created_at) FROM events WHERE service_id = $1 AND status = 'active',1203,73629.01,18.36,257.06,61.2045,27.542,1203,7362901.35,1836.13,25705.89,6120.45,2754.2,12656,966615,531470,24,34,0,0,0,0,3675,71,210.94,13.93,0,0,4092,9,464656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,7362901.35,1836.13,25705.89,6120.45,2754.2,64.52,9016,6416,6790850,4428,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1018,SELECT * FROM users WHERE tier = $1 AND is_active = TRUE ORDER BY created_at,4512,33854.89,2.25,31.51,7.5033,3.3765,4512,3385488.96,225.1,3151.39,750.33,337.65,49485,173797,205586,30,10,0,0,0,0,3329,248,240.68,43.23,0,0,960,21,397382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,3385488.96,225.1,3151.39,750.33,337.65,45.81,35,25586,35595951,3727,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1019,"SELECT table_name, COUNT(*) FROM audit_log WHERE changed_at >= $1 GROUP BY table_name ORDER BY COUNT(*) DESC",2341,21789.33,2.79,39.09,9.3077,4.1885,2341,2178932.57,279.23,3909.23,930.77,418.85,45751,2442843,897110,93,50,0,0,0,0,4552,338,359.2,7.74,0,0,4861,27,61324,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,2178932.57,279.23,3909.23,930.77,418.85,73.14,9489,48217,72773208,499,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,1020,"SELECT SUM(amount_cents) FROM orders WHERE user_id = $1 AND status NOT IN ('cancelled', 'refunded')",7823,65730.41,2.52,35.29,8.4022,3.781,7823,6573041.06,252.07,3528.92,840.22,378.1,3386,2680707,129884,74,30,0,0,0,0,4119,470,426.36,7.87,0,0,8320,10,892697,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,6573041.06,252.07,3528.92,840.22,378.1,95.38,3044,4490,79865260,556,2026-01-14 03:00:00+00,2026-01-14 03:16:00+00
16384,24601,True,2000,"SELECT id, email FROM users WHERE id = $1",61757,19857.96,6.43,225.09,64.31,12.862,61757,3971592.67,6.43,225.09,64.31,12.86,4667,26561,245,3,0,0,0,0,0,0,0,2.89,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,3971592.67,6.43,225.09,64.31,12.86,99.09,40,81283,688726,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2001,SELECT * FROM service_config WHERE service_id = $1,153106,30713.06,4.01,140.42,40.12,8.024,153106,6142612.72,4.01,140.42,40.12,8.02,2592,37142,1070,4,0,0,0,0,0,0,0,1.02,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,6142612.72,4.01,140.42,40.12,8.02,97.2,733,41280,2003242,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2002,"INSERT INTO audit_log (table_name, record_id, action, actor_id, changed_at) VALUES ($1,$2,$3,$4,now())",34408,4404.22,2.56,89.6,25.6,5.12,34408,880844.8,2.56,89.6,25.6,5.12,2458,44119,1321,7,0,0,0,0,0,0,0,1.58,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,880844.8,2.56,89.6,25.6,5.12,97.09,769,9608,79143,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2003,SELECT COUNT(*) FROM orders WHERE status = 'pending',147685,32350.4,4.38,153.34,43.81,8.762,147685,6470079.85,4.38,153.34,43.81,8.76,4405,6652,150,3,0,0,0,0,0,0,0,2.53,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,6470079.85,4.38,153.34,43.81,8.76,97.79,135,45845,578063,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2004,UPDATE users SET updated_at = now() WHERE id = $1,96969,40528.19,8.36,292.56,83.59,16.718,96969,8105638.71,8.36,292.56,83.59,16.72,3590,18776,323,8,0,0,0,0,0,0,0,3.52,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,8105638.71,8.36,292.56,83.59,16.72,98.31,626,85817,4438076,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2005,"SELECT id, name FROM categories WHERE parent_id IS NULL",145485,902.01,0.12,4.34,1.24,0.248,145485,180401.4,0.12,4.34,1.24,0.25,849,19720,1908,2,0,0,0,0,0,0,0,1.32,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,180401.4,0.12,4.34,1.24,0.25,91.18,911,14129,4641776,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2006,SELECT * FROM products WHERE id = $1,73960,5617.26,1.52,53.16,15.19,3.038,73960,1123452.4,1.52,53.16,15.19,3.04,2809,39738,431,3,0,0,0,0,0,0,0,3.44,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,1123452.4,1.52,53.16,15.19,3.04,98.93,873,34700,4240678,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2007,SELECT COUNT(*) FROM notifications WHERE user_id = $1,13416,3130.62,4.67,163.34,46.67,9.334,13416,626124.72,4.67,163.34,46.67,9.33,3470,6148,1299,4,0,0,0,0,0,0,0,0.22,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,626124.72,4.67,163.34,46.67,9.33,82.56,341,17246,2198440,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2008,SELECT id FROM users WHERE email = $1,115924,9140.61,1.58,55.2,15.77,3.154,115924,1828121.48,1.58,55.2,15.77,3.15,3504,36254,1445,8,0,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,1828121.48,1.58,55.2,15.77,3.15,96.17,77,90673,1251357,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2009,SELECT * FROM orders WHERE id = $1,96887,25219.69,5.21,182.21,52.06,10.412,96887,5043937.22,5.21,182.21,52.06,10.41,1214,38275,1131,6,0,0,0,0,0,0,0,0.64,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,5043937.22,5.21,182.21,52.06,10.41,97.13,315,47895,335662,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2010,"SELECT name, config_json FROM service_config WHERE is_enabled = TRUE",55170,23571.38,8.54,299.07,85.45,17.09,55170,4714276.5,8.54,299.07,85.45,17.09,843,44799,511,5,0,0,0,0,0,0,0,3.9,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,4714276.5,8.54,299.07,85.45,17.09,98.87,905,53364,1297487,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2011,"INSERT INTO notifications (user_id, type, channel, payload) VALUES ($1,$2,$3,$4)",62159,27343.74,8.8,307.93,87.98,17.596,62159,5468748.82,8.8,307.93,87.98,17.6,1451,10749,1999,6,0,0,0,0,0,0,0,0.12,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,5468748.82,8.8,307.93,87.98,17.6,84.32,754,43640,3454700,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2012,SELECT COUNT(*) FROM events WHERE created_at >= $1,192790,73559.02,7.63,267.09,76.31,15.262,192790,14711804.9,7.63,267.09,76.31,15.26,1305,16363,546,1,0,0,0,0,0,0,0,1.91,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,14711804.9,7.63,267.09,76.31,15.26,96.77,39,61794,1866909,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2013,SELECT MAX(id) FROM orders,120765,11690.05,1.94,67.76,19.36,3.872,120765,2338010.4,1.94,67.76,19.36,3.87,1865,23015,625,3,0,0,0,0,0,0,0,0.12,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,2338010.4,1.94,67.76,19.36,3.87,97.36,197,52327,2754660,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2014,SELECT * FROM categories WHERE id = $1,18298,2454.68,2.68,93.91,26.83,5.366,18298,490935.34,2.68,93.91,26.83,5.37,4174,18392,719,6,0,0,0,0,0,0,0,3.4,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,490935.34,2.68,93.91,26.83,5.37,96.24,863,70382,2778886,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2015,UPDATE orders SET billed = TRUE WHERE id = $1,30336,13538.96,8.93,312.41,89.26,17.852,30336,2707791.36,8.93,312.41,89.26,17.85,4757,17218,365,4,0,0,0,0,0,0,0,0.19,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,2707791.36,8.93,312.41,89.26,17.85,97.92,610,57059,2900833,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2016,"SELECT id, sku FROM products WHERE is_listed = TRUE LIMIT 100",82328,28547.23,6.93,242.72,69.35,13.87,82328,5709446.8,6.93,242.72,69.35,13.87,4190,28699,1241,1,0,0,0,0,0,0,0,1.93,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,5709446.8,6.93,242.72,69.35,13.87,95.86,590,25014,2137767,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2017,SELECT COUNT(*) FROM users WHERE is_active = TRUE,114409,2682.89,0.47,16.42,4.69,0.938,114409,536578.21,0.47,16.42,4.69,0.94,4411,210,1064,10,0,0,0,0,0,0,0,3.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,536578.21,0.47,16.42,4.69,0.94,16.48,759,96705,1653850,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2018,DELETE FROM audit_log WHERE changed_at < $1 LIMIT 1000,18443,3220.15,3.49,122.22,34.92,6.984,18443,644029.56,3.49,122.22,34.92,6.98,2705,43631,1885,9,0,0,0,0,0,0,0,1.57,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,644029.56,3.49,122.22,34.92,6.98,95.86,868,16434,2520285,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2019,"SELECT id, type, sent_at FROM notifications WHERE user_id = $1 AND is_read = FALSE LIMIT 10",174921,42348.37,4.84,169.47,48.42,9.684,174921,8469674.82,4.84,169.47,48.42,9.68,3297,26864,668,4,0,0,0,0,0,0,0,2.77,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,8469674.82,4.84,169.47,48.42,9.68,97.57,196,55208,3181501,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2020,SELECT * FROM audit_log WHERE id = $1,45720,14746.99,6.45,225.79,64.51,12.902,45720,2949397.2,6.45,225.79,64.51,12.9,2466,40438,1165,6,0,0,0,0,0,0,0,2.74,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,2949397.2,6.45,225.79,64.51,12.9,97.2,0,39929,2407806,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2021,"SELECT p.name, c.name FROM products p JOIN categories c ON p.category_id = c.id WHERE p.id = $1",152139,15487.75,2.04,71.26,20.36,4.072,152139,3097550.04,2.04,71.26,20.36,4.07,2640,39858,1340,7,0,0,0,0,0,0,0,2.21,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,3097550.04,2.04,71.26,20.36,4.07,96.75,691,28110,4289038,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2022,SELECT SUM(amount_cents) FROM orders WHERE status = 'delivered' AND created_at >= $1,193027,43643.4,4.52,158.27,45.22,9.044,193027,8728680.94,4.52,158.27,45.22,9.04,695,11220,1349,4,0,0,0,0,0,0,0,2.58,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,8728680.94,4.52,158.27,45.22,9.04,89.27,648,81267,2812762,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2023,"UPDATE notifications SET is_read = TRUE, read_at = now() WHERE id = $1",197006,9190.33,0.93,32.66,9.33,1.866,197006,1838065.98,0.93,32.66,9.33,1.87,2543,15492,1377,3,0,0,0,0,0,0,0,4.03,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,1838065.98,0.93,32.66,9.33,1.87,91.84,150,3301,388668,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2024,SELECT * FROM users WHERE tier = 3 AND is_active = TRUE,124654,14734.1,2.36,82.74,23.64,4.728,124654,2946820.56,2.36,82.74,23.64,4.73,597,40160,1740,7,0,0,0,0,0,0,0,2.07,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,2946820.56,2.36,82.74,23.64,4.73,95.85,644,75554,1632040,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2025,SELECT order_nr FROM orders WHERE user_id = $1 ORDER BY created_at DESC LIMIT 20,100757,34448.82,6.84,239.33,68.38,13.676,100757,6889763.66,6.84,239.33,68.38,13.68,1999,32499,818,2,0,0,0,0,0,0,0,3.28,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,6889763.66,6.84,239.33,68.38,13.68,97.54,5,98530,895119,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
16384,24601,True,2026,"SELECT event_type, COUNT(*) FROM events WHERE service_id = $1 AND created_at >= $2 GROUP BY event_type",57467,21280.03,7.41,259.21,74.06,14.812,57467,4256006.02,7.41,259.21,74.06,14.81,4244,11626,1646,7,0,0,0,0,0,0,0,0.25,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2026-01-01 00:00:00+00,2026-01-01 00:00:00+00,4256006.02,7.41,259.21,74.06,14.81,87.6,255,16006,3830079,0,2026-01-15 02:00:00+00,2026-01-15 02:02:00+00
