study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0022,10.1073/pnas.1209746109,treatment_a,P00022,4.342,3.887,5.31,60,F,PhD,2019-10-20,987384,0,why_connect_3a_row_22
S0023,10.1073/pnas.1209746109,treatment_a,P00023,5.568,4.722,3.17,52,M,MA,2019-06-08,1170109,0,why_connect_3a_row_23
S0024,10.1037/pspa0000226,treatment_b,P00024,4.771,3.954,5.21,53,NB,Other,2019-02-15,236330,0,why_connect_3a_row_24
S0025,10.1177/0956797614520714,treatment_a,P00025,5.647,3.196,4.85,42,M,HS,2019-10-11,1689362,0,why_connect_3a_row_25
S0026,10.1037/pspa0000226,treatment_b,P00026,4.853,3.957,3.92,38,F,MA,2019-11-25,1736053,0,why_connect_3a_row_26
S0027,10.1037/pspa0000226,control,P00027,4.6,3.917,4.58,38,NB,Other,2019-11-17,2109852,0,why_connect_3a_row_27
S0028,10.1177/0956797615575277,treatment_a,P00028,4.484,4.803,5.51,59,NB,MA,2019-06-10,2163063,0,why_connect_3a_row_28
S0029,10.1037/pspa0000226,treatment_a,P00029,3.061,2.31,6.45,57,F,PhD,2019-04-05,427178,0,why_connect_3a_row_29
S0030,10.1177/0956797615575277,control,P00030,5.652,5.252,4.06,29,F,MA,2019-06-17,980617,0,why_connect_3a_row_30
S0031,10.1177/0956797615575277,treatment_a,P00031,3.916,3.501,4.48,47,NB,MA,2019-11-27,2302404,0,why_connect_3a_row_31
S0032,10.1073/pnas.1209746109,treatment_a,P00032,5.114,3.987,5.38,29,NB,HS,2019-08-24,1619105,0,why_connect_3a_row_32
S0033,10.1073/pnas.1209746109,treatment_a,P00033,4.722,3.602,4.86,38,NB,HS,2019-12-17,219546,0,why_connect_3a_row_33
S0034,10.1073/pnas.1209746109,treatment_a,P00034,4.094,5.218,5.6,26,NB,MA,2019-01-27,1137955,0,why_connect_3a_row_34
S0035,10.1177/0956797615575277,treatment_a,P00035,3.744,3.554,4.42,62,F,HS,2019-11-19,938671,0,why_connect_3a_row_35
S0036,10.1177/0956797614520714,treatment_a,P00036,5.073,4.368,4.37,64,NB,BA,2019-11-07,1218127,0,why_connect_3a_row_36
S0037,10.1177/0956797615575277,treatment_a,P00037,3.404,3.86,5.6,36,F,Other,2019-02-06,1629745,0,why_connect_3a_row_37
S0038,10.1073/pnas.1209746109,treatment_a,P00038,4.673,3.688,4.0,38,F,BA,2019-11-15,1136336,0,why_connect_3a_row_38
S0039,10.1073/pnas.1209746109,control,P00039,3.803,3.106,3.86,62,M,PhD,2019-07-10,2136487,0,why_connect_3a_row_39
S0040,10.1177/0956797615575277,control,P00040,2.323,4.375,4.79,35,NB,MA,2019-07-28,467201,0,why_connect_3a_row_40
S0041,10.1073/pnas.1209746109,treatment_b,P00041,2.547,4.881,5.86,55,F,Other,2019-08-14,1863833,0,why_connect_3a_row_41
S0042,10.1037/pspa0000226,control,P00042,4.752,6.274,4.58,53,F,Other,2019-03-24,309316,0,why_connect_3a_row_42
S0043,10.1073/pnas.1209746109,treatment_b,P00043,4.708,5.409,4.77,33,M,Other,2019-02-14,741943,0,why_connect_3a_row_43
S0044,10.1177/0956797615575277,treatment_b,P00044,4.672,3.915,5.39,64,F,MA,2019-10-03,1163873,0,why_connect_3a_row_44
S0045,10.1177/0956797615575277,treatment_a,P00045,3.314,4.036,5.97,33,M,Other,2019-10-26,1654438,1,why_connect_3a_row_45
S0046,10.1177/0956797615575277,control,P00046,5.47,1.954,4.78,58,NB,HS,2019-11-26,1877441,0,why_connect_3a_row_46
S0047,10.1177/0956797614520714,treatment_b,P00047,4.632,1.91,6.16,61,F,HS,2019-09-23,2249818,0,why_connect_3a_row_47
S0048,10.1037/pspa0000226,control,P00048,4.476,2.796,4.4,56,NB,Other,2019-10-18,1379988,0,why_connect_3a_row_48
S0049,10.1073/pnas.1209746109,treatment_b,P00049,4.377,3.887,5.32,40,F,HS,2019-11-10,758044,0,why_connect_3a_row_49
S0050,10.1037/pspa0000226,treatment_b,P00050,5.749,4.859,5.28,41,F,MA,2019-10-21,629429,0,why_connect_3a_row_50
S0051,10.1177/0956797614520714,treatment_a,P00051,2.923,1.527,5.01,65,M,BA,2019-09-28,464319,1,why_connect_3a_row_51
S0052,10.1073/pnas.1209746109,treatment_b,P00052,4.786,4.541,4.2,42,M,Other,2019-04-21,2376259,0,why_connect_3a_row_52
S0053,10.1177/0956797615575277,treatment_a,P00053,4.52,3.744,4.78,43,F,PhD,2019-04-11,693583,0,why_connect_3a_row_53
S0054,10.1073/pnas.1209746109,control,P00054,4.085,5.2,4.29,38,M,MA,2019-03-10,1169907,0,why_connect_3a_row_54
S0055,10.1037/pspa0000226,treatment_b,P00055,2.192,2.436,5.14,21,NB,BA,2019-07-01,1939858,0,why_connect_3a_row_55
S0056,10.1037/pspa0000226,control,P00056,4.118,2.901,4.76,58,F,PhD,2019-05-20,2297944,0,why_connect_3a_row_56
S0057,10.1177/0956797615575277,treatment_b,P00057,4.801,4.204,5.21,57,NB,HS,2019-07-26,1375739,0,why_connect_3a_row_57
S0058,10.1073/pnas.1209746109,treatment_b,P00058,6.265,3.452,4.31,40,F,Other,2019-12-09,1356282,0,why_connect_3a_row_58
S0059,10.1177/0956797615575277,control,P00059,3.708,3.385,4.97,36,F,BA,2019-05-26,1395431,0,why_connect_3a_row_59
S0060,10.1177/0956797615575277,treatment_a,P00060,4.441,2.02,4.38,32,F,MA,2019-04-05,1399251,0,why_connect_3a_row_60
S0061,10.1177/0956797614520714,treatment_b,P00061,3.143,4.101,4.57,23,M,HS,2019-04-02,1928155,0,why_connect_3a_row_61
S0062,10.1177/0956797615575277,treatment_a,P00062,4.039,4.161,6.18,32,F,BA,2019-06-15,1504533,0,why_connect_3a_row_62
S0063,10.1177/0956797615575277,control,P00063,3.768,4.258,5.78,57,M,Other,2019-11-06,311539,0,why_connect_3a_row_63
S0064,10.1177/0956797615575277,control,P00064,5.266,4.807,5.32,37,NB,HS,2019-07-26,1942131,0,why_connect_3a_row_64
S0065,10.1073/pnas.1209746109,control,P00065,4.04,4.356,5.18,55,F,MA,2019-05-27,1948308,0,why_connect_3a_row_65
S0066,10.1177/0956797615575277,treatment_b,P00066,3.895,4.567,5.46,23,M,Other,2019-06-03,1187613,0,why_connect_3a_row_66
S0067,10.1177/0956797615575277,control,P00067,4.006,4.814,4.74,28,M,PhD,2019-04-06,1417669,0,why_connect_3a_row_67
S0068,10.1177/0956797614520714,treatment_b,P00068,4.885,2.898,5.3,43,NB,BA,2019-04-09,222131,0,why_connect_3a_row_68
S0069,10.1177/0956797614520714,treatment_a,P00069,5.56,4.369,5.59,20,M,BA,2019-10-13,1661178,1,why_connect_3a_row_69
S0070,10.1037/pspa0000226,treatment_a,P00070,5.061,3.148,5.86,58,F,BA,2019-08-03,2183953,0,why_connect_3a_row_70
S0071,10.1037/pspa0000226,treatment_b,P00071,5.543,3.743,4.95,47,NB,BA,2019-07-04,1794870,0,why_connect_3a_row_71
S0072,10.1037/pspa0000226,control,P00072,3.437,3.666,5.57,31,F,HS,2019-04-18,1900320,0,why_connect_3a_row_72
S0073,10.1037/pspa0000226,control,P00073,5.011,3.227,5.2,62,M,PhD,2019-04-20,1987664,0,why_connect_3a_row_73
S0074,10.1073/pnas.1209746109,treatment_a,P00074,5.019,3.183,5.52,55,NB,PhD,2019-09-23,1413458,0,why_connect_3a_row_74
S0075,10.1177/0956797615575277,control,P00075,5.36,3.405,4.23,59,NB,Other,2019-06-08,1234046,1,why_connect_3a_row_75
S0076,10.1073/pnas.1209746109,treatment_b,P00076,3.709,2.945,4.74,19,F,Other,2019-07-12,1540735,0,why_connect_3a_row_76
S0077,10.1073/pnas.1209746109,control,P00077,3.619,3.656,4.97,20,M,MA,2019-11-25,532500,0,why_connect_3a_row_77
S0078,10.1073/pnas.1209746109,control,P00078,5.544,4.587,5.81,62,NB,PhD,2019-06-01,2328578,0,why_connect_3a_row_78
S0079,10.1177/0956797614520714,treatment_b,P00079,5.673,4.396,4.48,49,M,PhD,2019-08-10,2301794,0,why_connect_3a_row_79
S0080,10.1177/0956797614520714,treatment_b,P00080,4.485,3.274,5.01,60,M,BA,2019-04-20,2351086,0,why_connect_3a_row_80
S0081,10.1177/0956797615575277,treatment_a,P00081,5.519,4.822,5.78,44,M,Other,2019-09-23,947960,0,why_connect_3a_row_81
S0082,10.1037/pspa0000226,treatment_b,P00082,4.698,1.839,3.58,34,F,Other,2019-03-19,2014462,0,why_connect_3a_row_82
S0083,10.1177/0956797614520714,treatment_b,P00083,3.929,4.379,5.44,31,F,Other,2019-01-25,291574,0,why_connect_3a_row_83
S0084,10.1037/pspa0000226,control,P00084,4.354,5.501,4.89,39,M,Other,2019-05-14,1805175,0,why_connect_3a_row_84
S0085,10.1177/0956797615575277,control,P00085,4.574,4.512,6.01,39,NB,HS,2019-10-14,570973,0,why_connect_3a_row_85
S0086,10.1073/pnas.1209746109,control,P00086,5.075,3.042,5.65,23,M,MA,2019-07-05,1471917,0,why_connect_3a_row_86
S0087,10.1177/0956797614520714,treatment_b,P00087,6.976,3.04,6.44,55,NB,Other,2019-03-26,2322898,0,why_connect_3a_row_87
S0088,10.1037/pspa0000226,control,P00088,5.401,2.854,4.46,32,M,PhD,2019-05-25,1570059,0,why_connect_3a_row_88
S0089,10.1177/0956797615575277,treatment_a,P00089,3.904,3.79,5.47,36,F,BA,2019-07-21,1472467,0,why_connect_3a_row_89
S0090,10.1073/pnas.1209746109,treatment_a,P00090,5.09,3.391,4.19,30,M,BA,2019-02-09,203009,0,why_connect_3a_row_90
S0091,10.1177/0956797614520714,treatment_b,P00091,4.191,3.939,4.66,39,F,Other,2019-06-20,569986,0,why_connect_3a_row_91
S0092,10.1177/0956797615575277,control,P00092,2.463,4.225,5.46,55,F,BA,2019-09-25,1987721,0,why_connect_3a_row_92
S0093,10.1037/pspa0000226,control,P00093,3.593,4.567,4.57,34,F,PhD,2019-11-18,2135544,0,why_connect_3a_row_93
S0094,10.1177/0956797615575277,control,P00094,5.552,2.944,5.72,38,F,Other,2019-10-25,1461814,0,why_connect_3a_row_94
S0095,10.1073/pnas.1209746109,control,P00095,5.944,4.506,3.27,56,M,PhD,2019-03-04,738680,0,why_connect_3a_row_95
S0096,10.1177/0956797614520714,control,P00096,3.088,2.074,3.86,58,F,HS,2019-10-01,1962158,0,why_connect_3a_row_96
S0097,10.1177/0956797615575277,control,P00097,7.49,3.803,4.54,22,M,MA,2019-01-12,1631381,0,why_connect_3a_row_97
S0098,10.1177/0956797615575277,treatment_b,P00098,5.258,5.565,4.61,54,F,Other,2019-01-02,1402841,0,why_connect_3a_row_98
S0099,10.1073/pnas.1209746109,treatment_b,P00099,3.909,2.969,3.13,64,F,HS,2019-12-11,1389660,0,why_connect_3a_row_99
S0100,10.1177/0956797615575277,treatment_b,P00100,4.135,3.531,4.86,46,M,HS,2019-11-27,902260,0,why_connect_3a_row_100
S0101,10.1073/pnas.1209746109,control,P00101,3.458,5.336,4.77,63,M,BA,2019-05-02,1181570,0,why_connect_3a_row_101
S0102,10.1037/pspa0000226,treatment_a,P00102,4.41,4.066,5.54,41,M,HS,2019-01-04,2289516,0,why_connect_3a_row_102
S0103,10.1177/0956797614520714,treatment_a,P00103,3.147,4.739,5.79,54,M,Other,2019-11-24,2109161,0,why_connect_3a_row_103
S0104,10.1177/0956797615575277,treatment_a,P00104,5.373,5.02,4.98,57,F,MA,2019-08-26,2084176,0,why_connect_3a_row_104
S0105,10.1177/0956797614520714,control,P00105,4.373,4.874,5.7,43,F,BA,2019-11-24,1738532,0,why_connect_3a_row_105
S0106,10.1037/pspa0000226,treatment_b,P00106,4.44,3.187,5.14,41,NB,Other,2019-03-11,479101,0,why_connect_3a_row_106
S0107,10.1177/0956797615575277,control,P00107,5.373,3.286,5.89,20,F,HS,2019-09-26,2233887,0,why_connect_3a_row_107
S0108,10.1037/pspa0000226,control,P00108,4.124,4.223,5.35,36,M,MA,2019-02-01,528577,0,why_connect_3a_row_108
S0109,10.1177/0956797615575277,control,P00109,4.49,4.579,5.24,47,F,BA,2019-04-03,1197019,0,why_connect_3a_row_109
S0110,10.1177/0956797614520714,control,P00110,2.547,3.473,4.9,51,F,PhD,2019-09-03,877948,0,why_connect_3a_row_110
S0111,10.1037/pspa0000226,treatment_b,P00111,4.692,5.045,5.21,41,F,Other,2019-03-19,1433701,0,why_connect_3a_row_111
S0112,10.1177/0956797614520714,control,P00112,4.549,3.175,5.61,42,F,PhD,2019-07-10,362005,1,why_connect_3a_row_112
S0113,10.1177/0956797614520714,treatment_b,P00113,5.514,2.776,4.77,63,NB,BA,2019-01-06,661836,0,why_connect_3a_row_113
S0114,10.1037/pspa0000226,treatment_a,P00114,3.84,3.915,5.77,26,F,MA,2019-01-24,2198368,0,why_connect_3a_row_114
S0115,10.1177/0956797615575277,treatment_b,P00115,4.099,2.898,5.16,52,F,PhD,2019-08-13,1859269,0,why_connect_3a_row_115
S0116,10.1177/0956797614520714,treatment_b,P00116,4.115,3.193,4.67,47,F,BA,2019-12-28,2362693,0,why_connect_3a_row_116
S0117,10.1073/pnas.1209746109,treatment_a,P00117,6.251,3.237,5.21,44,M,BA,2019-12-03,248806,0,why_connect_3a_row_117
S0118,10.1177/0956797615575277,treatment_a,P00118,4.591,3.33,3.23,35,F,HS,2019-07-05,1500913,0,why_connect_3a_row_118
S0119,10.1073/pnas.1209746109,control,P00119,5.315,4.234,5.49,62,M,BA,2019-01-22,2262718,0,why_connect_3a_row_119
S0120,10.1037/pspa0000226,treatment_b,P00120,6.696,4.186,5.76,40,M,HS,2019-09-11,629332,0,why_connect_3a_row_120
S0121,10.1177/0956797614520714,control,P00121,4.065,3.608,4.47,24,M,BA,2019-02-19,535910,0,why_connect_3a_row_121
S0122,10.1073/pnas.1209746109,control,P00122,3.064,3.425,4.45,48,F,HS,2019-02-02,1027719,0,why_connect_3a_row_122
S0123,10.1177/0956797615575277,control,P00123,6.531,4.678,4.97,60,M,MA,2019-03-04,413099,0,why_connect_3a_row_123
S0124,10.1177/0956797614520714,treatment_a,P00124,5.246,1.795,4.1,20,F,HS,2019-03-03,1492528,0,why_connect_3a_row_124
S0125,10.1073/pnas.1209746109,control,P00125,3.582,3.096,3.9,48,M,HS,2019-10-21,759952,0,why_connect_3a_row_125
S0126,10.1073/pnas.1209746109,control,P00126,5.576,4.559,4.58,26,M,HS,2019-12-23,405173,0,why_connect_3a_row_126
S0127,10.1037/pspa0000226,treatment_b,P00127,4.163,4.466,5.87,27,F,BA,2019-09-08,1619369,0,why_connect_3a_row_127
S0128,10.1177/0956797614520714,control,P00128,3.177,4.425,5.32,49,F,PhD,2019-02-10,831815,0,why_connect_3a_row_128
S0129,10.1177/0956797614520714,control,P00129,3.803,4.712,5.61,28,NB,MA,2019-05-26,1232831,0,why_connect_3a_row_129
S0130,10.1037/pspa0000226,control,P00130,4.861,4.655,6.22,51,M,HS,2019-10-13,1832037,0,why_connect_3a_row_130
S0131,10.1037/pspa0000226,control,P00131,3.736,4.87,4.1,18,M,HS,2019-09-01,554882,0,why_connect_3a_row_131
S0132,10.1177/0956797614520714,treatment_a,P00132,4.329,2.803,4.19,33,F,BA,2019-04-10,1091050,0,why_connect_3a_row_132
S0133,10.1177/0956797614520714,treatment_b,P00133,4.173,4.287,3.51,51,M,Other,2019-03-03,328556,0,why_connect_3a_row_133
S0134,10.1177/0956797614520714,control,P00134,4.362,2.66,4.77,31,F,Other,2019-08-14,183947,0,why_connect_3a_row_134
S0135,10.1177/0956797614520714,control,P00135,3.219,2.389,5.46,54,F,Other,2019-08-16,683344,0,why_connect_3a_row_135
S0136,10.1177/0956797614520714,treatment_b,P00136,6.116,3.105,3.52,63,M,HS,2019-02-21,1688697,0,why_connect_3a_row_136
S0137,10.1073/pnas.1209746109,treatment_b,P00137,3.261,4.14,5.27,20,M,MA,2019-07-21,1097362,0,why_connect_3a_row_137
S0138,10.1177/0956797615575277,treatment_b,P00138,4.505,2.496,3.8,37,F,MA,2019-12-27,508252,0,why_connect_3a_row_138
S0139,10.1177/0956797614520714,treatment_a,P00139,5.394,3.214,4.64,33,M,PhD,2019-08-18,1794346,0,why_connect_3a_row_139
S0140,10.1037/pspa0000226,treatment_b,P00140,3.91,5.978,5.3,47,F,PhD,2019-08-09,1822589,0,why_connect_3a_row_140
S0141,10.1073/pnas.1209746109,treatment_a,P00141,4.103,4.954,6.44,63,NB,PhD,2019-01-24,1823904,0,why_connect_3a_row_141
S0142,10.1177/0956797615575277,treatment_b,P00142,6.723,4.294,4.76,42,NB,MA,2019-06-20,1220690,0,why_connect_3a_row_142
S0143,10.1177/0956797615575277,treatment_a,P00143,4.23,5.142,5.5,44,NB,BA,2019-03-13,1559945,0,why_connect_3a_row_143
S0144,10.1177/0956797614520714,treatment_a,P00144,6.541,3.156,4.85,26,F,BA,2019-12-11,2359219,0,why_connect_3a_row_144
S0145,10.1177/0956797614520714,treatment_b,P00145,2.084,4.53,3.62,37,NB,HS,2019-11-10,293612,0,why_connect_3a_row_145
S0146,10.1037/pspa0000226,treatment_a,P00146,5.47,2.244,3.52,61,NB,BA,2019-10-19,1248708,0,why_connect_3a_row_146
S0147,10.1177/0956797614520714,control,P00147,3.79,3.485,4.55,51,M,BA,2019-10-05,2105902,0,why_connect_3a_row_147
S0148,10.1037/pspa0000226,treatment_b,P00148,4.419,4.866,4.53,21,F,HS,2019-10-22,1798749,0,why_connect_3a_row_148
S0149,10.1037/pspa0000226,treatment_a,P00149,4.076,1.491,5.5,61,NB,BA,2019-09-28,399781,0,why_connect_3a_row_149
S0150,10.1177/0956797614520714,control,P00150,5.229,4.993,6.23,54,F,BA,2019-05-07,886372,0,why_connect_3a_row_150
S0151,10.1073/pnas.1209746109,control,P00151,4.475,3.959,4.98,21,F,BA,2019-05-13,1519121,0,why_connect_3a_row_151
S0152,10.1073/pnas.1209746109,treatment_a,P00152,6.028,3.351,5.76,37,M,BA,2019-06-02,1893400,0,why_connect_3a_row_152
S0153,10.1177/0956797615575277,treatment_b,P00153,4.802,4.144,4.84,49,NB,PhD,2019-12-11,1936737,0,why_connect_3a_row_153
S0154,10.1037/pspa0000226,control,P00154,5.138,3.182,4.94,52,M,BA,2019-09-24,2163547,0,why_connect_3a_row_154
S0155,10.1073/pnas.1209746109,treatment_b,P00155,4.434,4.655,4.92,63,NB,BA,2019-08-17,995123,0,why_connect_3a_row_155
S0156,10.1037/pspa0000226,control,P00156,3.039,3.789,5.88,31,M,MA,2019-05-06,2145529,0,why_connect_3a_row_156
S0157,10.1037/pspa0000226,treatment_a,P00157,2.911,2.214,3.53,52,NB,HS,2019-05-01,1103897,0,why_connect_3a_row_157
S0158,10.1177/0956797614520714,treatment_b,P00158,6.786,4.649,5.39,47,M,BA,2019-06-12,323205,0,why_connect_3a_row_158
S0159,10.1177/0956797614520714,control,P00159,4.809,3.852,6.1,30,F,MA,2019-09-02,1557007,0,why_connect_3a_row_159
S0160,10.1073/pnas.1209746109,treatment_a,P00160,4.404,4.077,4.37,36,F,HS,2019-02-03,1834089,0,why_connect_3a_row_160
S0161,10.1073/pnas.1209746109,control,P00161,2.578,3.795,4.05,19,F,PhD,2019-06-22,501585,0,why_connect_3a_row_161
S0162,10.1177/0956797614520714,control,P00162,5.142,2.67,5.25,64,M,Other,2019-11-14,1932658,0,why_connect_3a_row_162
S0163,10.1073/pnas.1209746109,treatment_a,P00163,2.919,4.497,4.38,29,NB,PhD,2019-05-17,522595,0,why_connect_3a_row_163
S0164,10.1073/pnas.1209746109,treatment_b,P00164,4.218,3.746,5.82,55,F,BA,2019-02-05,998418,0,why_connect_3a_row_164
S0165,10.1177/0956797615575277,treatment_a,P00165,4.263,1.96,5.53,43,F,Other,2019-09-09,500606,0,why_connect_3a_row_165
S0166,10.1037/pspa0000226,treatment_b,P00166,6.121,4.977,4.31,43,M,MA,2019-02-15,1081294,0,why_connect_3a_row_166
S0167,10.1073/pnas.1209746109,treatment_a,P00167,3.668,4.194,4.53,55,M,MA,2019-03-13,711524,0,why_connect_3a_row_167
S0168,10.1037/pspa0000226,treatment_b,P00168,3.777,2.986,4.0,53,M,Other,2019-03-23,2226813,0,why_connect_3a_row_168
S0169,10.1073/pnas.1209746109,treatment_b,P00169,6.342,3.507,5.27,23,F,MA,2019-01-04,1305406,0,why_connect_3a_row_169
S0170,10.1177/0956797614520714,treatment_b,P00170,5.966,2.906,4.99,34,F,MA,2019-07-16,1923272,0,why_connect_3a_row_170
S0171,10.1177/0956797615575277,treatment_a,P00171,5.241,4.788,5.54,22,F,PhD,2019-09-24,1626010,0,why_connect_3a_row_171
S0172,10.1177/0956797615575277,treatment_a,P00172,6.93,4.39,4.17,22,NB,HS,2019-04-12,1235638,1,why_connect_3a_row_172
S0173,10.1037/pspa0000226,treatment_a,P00173,5.427,3.256,5.32,36,M,BA,2019-07-04,959396,0,why_connect_3a_row_173
S0174,10.1037/pspa0000226,treatment_b,P00174,5.111,5.051,4.41,37,F,Other,2019-12-25,1708849,0,why_connect_3a_row_174
S0175,10.1073/pnas.1209746109,treatment_a,P00175,3.659,2.579,4.62,27,NB,Other,2019-03-26,580289,0,why_connect_3a_row_175
S0176,10.1177/0956797614520714,treatment_a,P00176,1.487,5.267,5.43,49,F,MA,2019-11-01,1348333,0,why_connect_3a_row_176
S0177,10.1073/pnas.1209746109,treatment_b,P00177,3.27,1.183,6.09,63,F,MA,2019-11-02,1093969,0,why_connect_3a_row_177
S0178,10.1177/0956797614520714,treatment_b,P00178,3.4,3.368,3.96,57,NB,MA,2019-11-06,1106359,0,why_connect_3a_row_178
S0179,10.1177/0956797614520714,control,P00179,4.327,2.938,5.06,25,F,Other,2019-12-14,1835474,0,why_connect_3a_row_179
S0180,10.1177/0956797614520714,treatment_b,P00180,3.848,5.324,5.7,48,M,Other,2019-10-20,1216386,0,why_connect_3a_row_180
S0181,10.1073/pnas.1209746109,control,P00181,5.259,4.122,4.63,50,F,PhD,2019-06-03,2014090,0,why_connect_3a_row_181
S0182,10.1073/pnas.1209746109,treatment_a,P00182,4.922,3.395,4.89,27,F,PhD,2019-07-23,273458,0,why_connect_3a_row_182
S0183,10.1177/0956797614520714,treatment_a,P00183,5.337,4.647,3.61,45,M,HS,2019-04-15,1972308,0,why_connect_3a_row_183
S0184,10.1177/0956797614520714,treatment_a,P00184,3.305,3.733,4.88,36,M,Other,2019-07-11,1337742,0,why_connect_3a_row_184
S0185,10.1177/0956797615575277,treatment_a,P00185,5.33,3.427,4.72,53,F,HS,2019-01-13,2353493,0,why_connect_3a_row_185
S0186,10.1073/pnas.1209746109,treatment_b,P00186,4.962,2.85,4.57,24,NB,HS,2019-06-07,663356,1,why_connect_3a_row_186
S0187,10.1037/pspa0000226,control,P00187,5.194,3.668,5.0,45,M,PhD,2019-04-25,845711,0,why_connect_3a_row_187
S0188,10.1037/pspa0000226,control,P00188,4.205,5.41,6.71,64,F,HS,2019-11-17,1573140,0,why_connect_3a_row_188
S0189,10.1177/0956797614520714,treatment_a,P00189,5.807,4.075,4.11,26,F,HS,2019-10-06,714090,0,why_connect_3a_row_189
S0190,10.1177/0956797615575277,treatment_b,P00190,5.141,3.679,5.18,63,M,PhD,2019-08-08,2248755,0,why_connect_3a_row_190
S0191,10.1073/pnas.1209746109,treatment_b,P00191,3.481,2.912,4.06,20,M,BA,2019-03-25,436786,0,why_connect_3a_row_191
S0192,10.1177/0956797614520714,treatment_b,P00192,5.182,3.751,6.85,54,M,BA,2019-12-23,631815,0,why_connect_3a_row_192
S0193,10.1177/0956797615575277,treatment_b,P00193,3.538,3.556,3.24,56,F,MA,2019-08-09,766702,0,why_connect_3a_row_193
S0194,10.1037/pspa0000226,control,P00194,4.629,3.896,6.18,29,NB,MA,2019-06-02,821107,0,why_connect_3a_row_194
S0195,10.1177/0956797614520714,control,P00195,4.309,3.385,5.2,18,M,BA,2019-10-20,1911849,1,why_connect_3a_row_195
S0196,10.1073/pnas.1209746109,control,P00196,4.491,4.231,4.52,23,M,MA,2019-08-28,688782,0,why_connect_3a_row_196
S0197,10.1037/pspa0000226,treatment_b,P00197,5.95,5.287,4.89,50,M,MA,2019-08-06,1589940,1,why_connect_3a_row_197
S0198,10.1177/0956797614520714,treatment_a,P00198,3.086,3.391,5.03,64,M,PhD,2019-11-27,417258,0,why_connect_3a_row_198
S0199,10.1037/pspa0000226,treatment_b,P00199,3.496,3.578,4.6,43,M,MA,2019-09-21,1555053,0,why_connect_3a_row_199
S0200,10.1073/pnas.1209746109,treatment_a,P00200,4.23,3.364,5.57,55,NB,HS,2019-12-05,366529,0,why_connect_3a_row_200
