sku_id,category,sku_name,inventory_units,unit_cost_rmb,inventory_value_rmb,warehouse,snapshot_date
APP-0024,apparel,Apparel SKU 0024,4177,224.8,938989.6,WH-BJ,2025-05-12
APP-0025,apparel,Apparel SKU 0025,518,474.85,245972.3,WH-SH,2025-05-12
APP-0026,apparel,Apparel SKU 0026,3327,1862.06,6195073.62,WH-CD,2025-05-12
APP-0027,apparel,Apparel SKU 0027,3751,1468.97,5510106.47,WH-BJ,2025-05-12
APP-0028,apparel,Apparel SKU 0028,4399,1289.63,5673082.37,WH-BJ,2025-05-12
APP-0029,apparel,Apparel SKU 0029,1417,1471.49,2085101.33,WH-BJ,2025-05-12
APP-0030,apparel,Apparel SKU 0030,257,870.82,223800.74,WH-GZ,2025-05-12
APP-0031,apparel,Apparel SKU 0031,1636,1088.12,1780164.32,WH-GZ,2025-05-12
APP-0032,apparel,Apparel SKU 0032,347,1573.23,545910.81,WH-GZ,2025-05-12
APP-0033,apparel,Apparel SKU 0033,3184,1264.1,4024894.4,WH-GZ,2025-05-12
APP-0034,apparel,Apparel SKU 0034,1881,1645.55,3095279.55,WH-CD,2025-05-12
APP-0035,apparel,Apparel SKU 0035,3561,102.56,365216.16,WH-SH,2025-05-12
APP-0036,apparel,Apparel SKU 0036,2189,1030.14,2254976.46,WH-CD,2025-05-12
APP-0037,apparel,Apparel SKU 0037,4429,451.79,2000977.91,WH-BJ,2025-05-12
APP-0038,apparel,Apparel SKU 0038,2563,138.56,355129.28,WH-GZ,2025-05-12
APP-0039,apparel,Apparel SKU 0039,427,740.7,316278.9,WH-SH,2025-05-12
APP-0040,apparel,Apparel SKU 0040,2124,172.33,366028.92,WH-GZ,2025-05-12
APP-0041,apparel,Apparel SKU 0041,1418,1341.91,1902828.38,WH-GZ,2025-05-12
APP-0042,apparel,Apparel SKU 0042,4143,34.16,141524.88,WH-BJ,2025-05-12
APP-0043,apparel,Apparel SKU 0043,3783,1841.83,6967642.89,WH-SH,2025-05-12
APP-0044,apparel,Apparel SKU 0044,1708,1721.92,2941039.36,WH-GZ,2025-05-12
APP-0045,apparel,Apparel SKU 0045,4188,45.22,189381.36,WH-GZ,2025-05-12
APP-0046,apparel,Apparel SKU 0046,1050,724.08,760284.0,WH-BJ,2025-05-12
APP-0047,apparel,Apparel SKU 0047,1122,923.25,1035886.5,WH-GZ,2025-05-12
APP-0048,apparel,Apparel SKU 0048,2268,1203.69,2729968.92,WH-CD,2025-05-12
APP-0049,apparel,Apparel SKU 0049,508,1768.25,898271.0,WH-SH,2025-05-12
APP-0050,apparel,Apparel SKU 0050,4321,389.72,1683980.12,WH-BJ,2025-05-12
APP-0051,apparel,Apparel SKU 0051,1631,988.66,1612504.46,WH-GZ,2025-05-12
APP-0052,apparel,Apparel SKU 0052,965,722.58,697289.7,WH-CD,2025-05-12
APP-0053,apparel,Apparel SKU 0053,4171,618.1,2578095.1,WH-GZ,2025-05-12
APP-0054,apparel,Apparel SKU 0054,2093,1121.39,2347069.27,WH-SH,2025-05-12
APP-0055,apparel,Apparel SKU 0055,791,1454.3,1150351.3,WH-GZ,2025-05-12
APP-0056,apparel,Apparel SKU 0056,730,1435.41,1047849.3,WH-BJ,2025-05-12
APP-0057,apparel,Apparel SKU 0057,3604,671.53,2420194.12,WH-GZ,2025-05-12
APP-0058,apparel,Apparel SKU 0058,2741,1954.04,5356023.64,WH-BJ,2025-05-12
APP-0059,apparel,Apparel SKU 0059,1826,14.41,26312.66,WH-SH,2025-05-12
APP-0060,apparel,Apparel SKU 0060,3121,14.2,44318.2,WH-CD,2025-05-12
APP-0061,apparel,Apparel SKU 0061,371,1756.36,651609.56,WH-CD,2025-05-12
APP-0062,apparel,Apparel SKU 0062,4750,435.35,2067912.5,WH-GZ,2025-05-12
APP-0063,apparel,Apparel SKU 0063,1117,899.13,1004328.21,WH-CD,2025-05-12
APP-0064,apparel,Apparel SKU 0064,1657,963.16,1595956.12,WH-SH,2025-05-12
APP-0065,apparel,Apparel SKU 0065,3911,1437.4,5621671.4,WH-GZ,2025-05-12
APP-0066,apparel,Apparel SKU 0066,4404,942.9,4152531.6,WH-BJ,2025-05-12
APP-0067,apparel,Apparel SKU 0067,1024,1268.05,1298483.2,WH-CD,2025-05-12
APP-0068,apparel,Apparel SKU 0068,2654,1961.35,5205422.9,WH-GZ,2025-05-12
APP-0069,apparel,Apparel SKU 0069,2235,1623.33,3628142.55,WH-BJ,2025-05-12
APP-0070,apparel,Apparel SKU 0070,4223,1207.89,5100919.47,WH-SH,2025-05-12
APP-0071,apparel,Apparel SKU 0071,3953,656.03,2593286.59,WH-SH,2025-05-12
APP-0072,apparel,Apparel SKU 0072,2644,408.46,1079968.24,WH-CD,2025-05-12
APP-0073,apparel,Apparel SKU 0073,4312,487.97,2104126.64,WH-BJ,2025-05-12
APP-0074,apparel,Apparel SKU 0074,1653,1701.58,2812711.74,WH-CD,2025-05-12
APP-0075,apparel,Apparel SKU 0075,4310,1642.12,7077537.2,WH-CD,2025-05-12
APP-0076,apparel,Apparel SKU 0076,988,1599.39,1580197.32,WH-CD,2025-05-12
APP-0077,apparel,Apparel SKU 0077,691,935.71,646575.61,WH-CD,2025-05-12
APP-0078,apparel,Apparel SKU 0078,4581,748.88,3430619.28,WH-CD,2025-05-12
APP-0079,apparel,Apparel SKU 0079,4561,198.05,903306.05,WH-BJ,2025-05-12
APP-0080,apparel,Apparel SKU 0080,4132,1974.54,8158799.28,WH-GZ,2025-05-12
ELE-0001,electronics,Electronics SKU 0001,1511,1517.71,2293259.81,WH-SH,2025-05-12
ELE-0002,electronics,Electronics SKU 0002,4778,1402.89,6703008.42,WH-SH,2025-05-12
ELE-0003,electronics,Electronics SKU 0003,1658,1382.12,2291554.96,WH-SH,2025-05-12
ELE-0004,electronics,Electronics SKU 0004,2389,1605.04,3834440.56,WH-BJ,2025-05-12
ELE-0005,electronics,Electronics SKU 0005,627,12.27,7693.29,WH-GZ,2025-05-12
ELE-0006,electronics,Electronics SKU 0006,826,1144.25,945150.5,WH-SH,2025-05-12
ELE-0007,electronics,Electronics SKU 0007,1426,842.93,1202018.18,WH-GZ,2025-05-12
ELE-0008,electronics,Electronics SKU 0008,2728,513.86,1401810.08,WH-SH,2025-05-12
ELE-0009,electronics,Electronics SKU 0009,2746,75.56,207487.76,WH-SH,2025-05-12
ELE-0010,electronics,Electronics SKU 0010,4780,1629.32,7788149.6,WH-SH,2025-05-12
ELE-0011,electronics,Electronics SKU 0011,2727,552.31,1506149.37,WH-BJ,2025-05-12
ELE-0012,electronics,Electronics SKU 0012,4956,1668.29,8268045.24,WH-BJ,2025-05-12
ELE-0013,electronics,Electronics SKU 0013,4038,1581.54,6386258.52,WH-SH,2025-05-12
ELE-0014,electronics,Electronics SKU 0014,4603,1334.29,6141736.87,WH-CD,2025-05-12
ELE-0015,electronics,Electronics SKU 0015,2866,1880.12,5388423.92,WH-CD,2025-05-12
ELE-0016,electronics,Electronics SKU 0016,226,1422.79,321550.54,WH-SH,2025-05-12
ELE-0017,electronics,Electronics SKU 0017,4226,426.05,1800487.3,WH-SH,2025-05-12
ELE-0018,electronics,Electronics SKU 0018,480,516.07,247713.6,WH-CD,2025-05-12
ELE-0019,electronics,Electronics SKU 0019,4067,203.4,827227.8,WH-SH,2025-05-12
ELE-0020,electronics,Electronics SKU 0020,2923,1181.0,3452063.0,WH-CD,2025-05-12
ELE-0021,electronics,Electronics SKU 0021,105,1414.05,148475.25,WH-GZ,2025-05-12
ELE-0022,electronics,Electronics SKU 0022,3851,529.81,2040298.31,WH-SH,2025-05-12
ELE-0023,electronics,Electronics SKU 0023,2261,1421.62,3214282.82,WH-BJ,2025-05-12
ELE-0024,electronics,Electronics SKU 0024,4993,1697.02,8473220.86,WH-CD,2025-05-12
ELE-0025,electronics,Electronics SKU 0025,1783,1963.01,3500046.83,WH-SH,2025-05-12
ELE-0026,electronics,Electronics SKU 0026,2542,1049.93,2668922.06,WH-SH,2025-05-12
ELE-0027,electronics,Electronics SKU 0027,1725,129.87,224025.75,WH-GZ,2025-05-12
ELE-0028,electronics,Electronics SKU 0028,4257,1929.06,8212008.42,WH-BJ,2025-05-12
ELE-0029,electronics,Electronics SKU 0029,3398,724.12,2460559.76,WH-SH,2025-05-12
ELE-0030,electronics,Electronics SKU 0030,3995,1901.24,7595453.8,WH-GZ,2025-05-12
ELE-0031,electronics,Electronics SKU 0031,1495,1454.25,2174103.75,WH-SH,2025-05-12
ELE-0032,electronics,Electronics SKU 0032,3469,727.85,2524911.65,WH-BJ,2025-05-12
ELE-0033,electronics,Electronics SKU 0033,173,1568.68,271381.64,WH-GZ,2025-05-12
ELE-0034,electronics,Electronics SKU 0034,2978,1062.35,3163678.3,WH-GZ,2025-05-12
ELE-0035,electronics,Electronics SKU 0035,588,731.69,430233.72,WH-CD,2025-05-12
ELE-0036,electronics,Electronics SKU 0036,466,1115.75,519939.5,WH-GZ,2025-05-12
ELE-0037,electronics,Electronics SKU 0037,3355,1407.73,4722934.15,WH-GZ,2025-05-12
ELE-0038,electronics,Electronics SKU 0038,3316,231.49,767620.84,WH-CD,2025-05-12
ELE-0039,electronics,Electronics SKU 0039,4183,1871.21,7827271.43,WH-BJ,2025-05-12
ELE-0040,electronics,Electronics SKU 0040,3551,1299.39,4614133.89,WH-SH,2025-05-12
ELE-0041,electronics,Electronics SKU 0041,1413,1338.56,1891385.28,WH-BJ,2025-05-12
ELE-0042,electronics,Electronics SKU 0042,3528,1716.22,6054824.16,WH-GZ,2025-05-12
ELE-0043,electronics,Electronics SKU 0043,181,1574.21,284932.01,WH-SH,2025-05-12
ELE-0044,electronics,Electronics SKU 0044,4621,1264.66,5843993.86,WH-BJ,2025-05-12
ELE-0045,electronics,Electronics SKU 0045,1419,447.59,635130.21,WH-CD,2025-05-12
ELE-0046,electronics,Electronics SKU 0046,2543,1324.92,3369271.56,WH-BJ,2025-05-12
ELE-0047,electronics,Electronics SKU 0047,3693,1788.09,6603416.37,WH-BJ,2025-05-12
ELE-0048,electronics,Electronics SKU 0048,2380,1802.84,4290759.2,WH-CD,2025-05-12
ELE-0049,electronics,Electronics SKU 0049,3953,1765.87,6980484.11,WH-BJ,2025-05-12
ELE-0050,electronics,Electronics SKU 0050,3204,1219.68,3907854.72,WH-BJ,2025-05-12
ELE-0051,electronics,Electronics SKU 0051,1446,176.2,254785.2,WH-GZ,2025-05-12
ELE-0052,electronics,Electronics SKU 0052,3790,1864.27,7065583.3,WH-SH,2025-05-12
ELE-0053,electronics,Electronics SKU 0053,1342,1473.01,1976779.42,WH-BJ,2025-05-12
ELE-0054,electronics,Electronics SKU 0054,176,648.91,114208.16,WH-GZ,2025-05-12
ELE-0055,electronics,Electronics SKU 0055,2840,1820.74,5170901.6,WH-CD,2025-05-12
ELE-0056,electronics,Electronics SKU 0056,4243,1580.59,6706443.37,WH-CD,2025-05-12
ELE-0057,electronics,Electronics SKU 0057,2619,1925.33,5042439.27,WH-SH,2025-05-12
ELE-0058,electronics,Electronics SKU 0058,2842,209.17,594461.14,WH-SH,2025-05-12
ELE-0059,electronics,Electronics SKU 0059,503,1250.25,628875.75,WH-GZ,2025-05-12
ELE-0060,electronics,Electronics SKU 0060,3019,716.01,2161634.19,WH-CD,2025-05-12
BEA-0001,beauty,Beauty SKU 0001,3550,803.84,2853632.0,WH-CD,2025-05-12
BEA-0002,beauty,Beauty SKU 0002,3363,221.29,744198.27,WH-GZ,2025-05-12
BEA-0003,beauty,Beauty SKU 0003,1619,1910.94,3093811.86,WH-SH,2025-05-12
BEA-0004,beauty,Beauty SKU 0004,4071,1518.15,6180388.65,WH-GZ,2025-05-12
BEA-0005,beauty,Beauty SKU 0005,4131,425.73,1758690.63,WH-BJ,2025-05-12
BEA-0006,beauty,Beauty SKU 0006,77,898.7,69199.9,WH-BJ,2025-05-12
BEA-0007,beauty,Beauty SKU 0007,621,372.93,231589.53,WH-SH,2025-05-12
BEA-0008,beauty,Beauty SKU 0008,4485,1168.43,5240408.55,WH-GZ,2025-05-12
BEA-0009,beauty,Beauty SKU 0009,4402,461.02,2029410.04,WH-SH,2025-05-12
BEA-0010,beauty,Beauty SKU 0010,749,1120.28,839089.72,WH-GZ,2025-05-12
BEA-0011,beauty,Beauty SKU 0011,649,761.08,493940.92,WH-SH,2025-05-12
BEA-0012,beauty,Beauty SKU 0012,1076,1676.33,1803731.08,WH-SH,2025-05-12
BEA-0013,beauty,Beauty SKU 0013,1631,944.44,1540381.64,WH-BJ,2025-05-12
BEA-0014,beauty,Beauty SKU 0014,4400,121.16,533104.0,WH-BJ,2025-05-12
BEA-0015,beauty,Beauty SKU 0015,2406,932.54,2243691.24,WH-CD,2025-05-12
BEA-0016,beauty,Beauty SKU 0016,3638,1015.16,3693152.08,WH-GZ,2025-05-12
BEA-0017,beauty,Beauty SKU 0017,626,656.48,410956.48,WH-SH,2025-05-12
BEA-0018,beauty,Beauty SKU 0018,2365,1559.52,3688264.8,WH-GZ,2025-05-12
BEA-0019,beauty,Beauty SKU 0019,2670,265.75,709552.5,WH-SH,2025-05-12
BEA-0020,beauty,Beauty SKU 0020,4322,385.97,1668162.34,WH-SH,2025-05-12
BEA-0021,beauty,Beauty SKU 0021,916,625.73,573168.68,WH-BJ,2025-05-12
BEA-0022,beauty,Beauty SKU 0022,1417,806.71,1143108.07,WH-GZ,2025-05-12
BEA-0023,beauty,Beauty SKU 0023,3696,1647.71,6089936.16,WH-BJ,2025-05-12
BEA-0024,beauty,Beauty SKU 0024,1480,280.49,415125.2,WH-BJ,2025-05-12
BEA-0025,beauty,Beauty SKU 0025,265,1330.16,352492.4,WH-BJ,2025-05-12
BEA-0026,beauty,Beauty SKU 0026,101,647.76,65423.76,WH-GZ,2025-05-12
BEA-0027,beauty,Beauty SKU 0027,646,1535.66,992036.36,WH-CD,2025-05-12
BEA-0028,beauty,Beauty SKU 0028,1987,301.95,599974.65,WH-SH,2025-05-12
BEA-0029,beauty,Beauty SKU 0029,1437,864.87,1242818.19,WH-CD,2025-05-12
BEA-0030,beauty,Beauty SKU 0030,1447,830.42,1201617.74,WH-GZ,2025-05-12
BEA-0031,beauty,Beauty SKU 0031,182,1700.55,309500.1,WH-CD,2025-05-12
BEA-0032,beauty,Beauty SKU 0032,3808,789.1,3004892.8,WH-SH,2025-05-12
BEA-0033,beauty,Beauty SKU 0033,4161,98.0,407778.0,WH-CD,2025-05-12
BEA-0034,beauty,Beauty SKU 0034,1218,1738.41,2117383.38,WH-SH,2025-05-12
BEA-0035,beauty,Beauty SKU 0035,4398,194.78,856642.44,WH-CD,2025-05-12
BEA-0036,beauty,Beauty SKU 0036,155,1963.07,304275.85,WH-SH,2025-05-12
BEA-0037,beauty,Beauty SKU 0037,1656,683.98,1132670.88,WH-BJ,2025-05-12
BEA-0038,beauty,Beauty SKU 0038,2309,1417.23,3272384.07,WH-SH,2025-05-12
BEA-0039,beauty,Beauty SKU 0039,2467,1192.98,2943081.66,WH-GZ,2025-05-12
BEA-0040,beauty,Beauty SKU 0040,1677,648.77,1087987.29,WH-BJ,2025-05-12
BEA-0041,beauty,Beauty SKU 0041,3083,890.83,2746428.89,WH-SH,2025-05-12
BEA-0042,beauty,Beauty SKU 0042,1943,286.83,557310.69,WH-GZ,2025-05-12
BEA-0043,beauty,Beauty SKU 0043,3773,1822.63,6876782.99,WH-SH,2025-05-12
BEA-0044,beauty,Beauty SKU 0044,2580,525.46,1355686.8,WH-GZ,2025-05-12
BEA-0045,beauty,Beauty SKU 0045,2163,1982.71,4288601.73,WH-GZ,2025-05-12
BEA-0046,beauty,Beauty SKU 0046,3330,1251.5,4167495.0,WH-SH,2025-05-12
BEA-0047,beauty,Beauty SKU 0047,1179,1547.78,1824832.62,WH-BJ,2025-05-12
BEA-0048,beauty,Beauty SKU 0048,2611,1586.88,4143343.68,WH-BJ,2025-05-12
BEA-0049,beauty,Beauty SKU 0049,166,1785.51,296394.66,WH-SH,2025-05-12
BEA-0050,beauty,Beauty SKU 0050,4052,38.79,157177.08,WH-SH,2025-05-12
HOM-0001,home,Home SKU 0001,86,1632.31,140378.66,WH-GZ,2025-05-12
HOM-0002,home,Home SKU 0002,923,497.23,458943.29,WH-CD,2025-05-12
HOM-0003,home,Home SKU 0003,1515,847.66,1284204.9,WH-BJ,2025-05-12
HOM-0004,home,Home SKU 0004,3659,433.57,1586432.63,WH-SH,2025-05-12
HOM-0005,home,Home SKU 0005,2378,1508.67,3587617.26,WH-BJ,2025-05-12
HOM-0006,home,Home SKU 0006,2066,1423.58,2941116.28,WH-BJ,2025-05-12
HOM-0007,home,Home SKU 0007,593,1584.14,939395.02,WH-GZ,2025-05-12
HOM-0008,home,Home SKU 0008,3880,474.9,1842612.0,WH-BJ,2025-05-12
HOM-0009,home,Home SKU 0009,4311,1606.05,6923681.55,WH-SH,2025-05-12
HOM-0010,home,Home SKU 0010,1259,1978.34,2490730.06,WH-BJ,2025-05-12
HOM-0011,home,Home SKU 0011,1488,1818.29,2705615.52,WH-GZ,2025-05-12
HOM-0012,home,Home SKU 0012,1257,1175.92,1478131.44,WH-GZ,2025-05-12
HOM-0013,home,Home SKU 0013,1016,125.32,127325.12,WH-CD,2025-05-12
HOM-0014,home,Home SKU 0014,3385,600.93,2034148.05,WH-CD,2025-05-12
HOM-0015,home,Home SKU 0015,4489,1433.62,6435520.18,WH-CD,2025-05-12
HOM-0016,home,Home SKU 0016,2663,271.95,724202.85,WH-BJ,2025-05-12
HOM-0017,home,Home SKU 0017,4224,1570.94,6635650.56,WH-BJ,2025-05-12
HOM-0018,home,Home SKU 0018,1685,1192.39,2009177.15,WH-GZ,2025-05-12
HOM-0019,home,Home SKU 0019,3493,499.84,1745941.12,WH-SH,2025-05-12
HOM-0020,home,Home SKU 0020,3728,1936.33,7218638.24,WH-BJ,2025-05-12
HOM-0021,home,Home SKU 0021,820,654.46,536657.2,WH-CD,2025-05-12
HOM-0022,home,Home SKU 0022,1620,1749.4,2834028.0,WH-BJ,2025-05-12
HOM-0023,home,Home SKU 0023,4284,1173.57,5027573.88,WH-CD,2025-05-12
HOM-0024,home,Home SKU 0024,267,170.77,45595.59,WH-GZ,2025-05-12
HOM-0025,home,Home SKU 0025,756,1229.86,929774.16,WH-GZ,2025-05-12
HOM-0026,home,Home SKU 0026,4025,1001.21,4029870.25,WH-GZ,2025-05-12
HOM-0027,home,Home SKU 0027,2651,1540.03,4082619.53,WH-GZ,2025-05-12
HOM-0028,home,Home SKU 0028,4743,1716.42,8140980.06,WH-BJ,2025-05-12
HOM-0029,home,Home SKU 0029,551,978.99,539423.49,WH-BJ,2025-05-12
HOM-0030,home,Home SKU 0030,2565,100.46,257679.9,WH-SH,2025-05-12
HOM-0031,home,Home SKU 0031,735,598.94,440220.9,WH-BJ,2025-05-12
HOM-0032,home,Home SKU 0032,1731,1855.72,3212251.32,WH-GZ,2025-05-12
HOM-0033,home,Home SKU 0033,864,912.73,788598.72,WH-BJ,2025-05-12
HOM-0034,home,Home SKU 0034,4952,838.55,4152499.6,WH-SH,2025-05-12
HOM-0035,home,Home SKU 0035,1446,1441.89,2084972.94,WH-SH,2025-05-12
HOM-0036,home,Home SKU 0036,4643,1733.16,8047061.88,WH-BJ,2025-05-12
HOM-0037,home,Home SKU 0037,1846,873.11,1611761.06,WH-BJ,2025-05-12
HOM-0038,home,Home SKU 0038,1556,1787.42,2781225.52,WH-BJ,2025-05-12
HOM-0039,home,Home SKU 0039,3760,790.61,2972693.6,WH-SH,2025-05-12
HOM-0040,home,Home SKU 0040,1602,1249.61,2001875.22,WH-SH,2025-05-12
FOO-0001,food,Food SKU 0001,1172,1672.84,1960568.48,WH-BJ,2025-05-12
FOO-0002,food,Food SKU 0002,1417,1890.74,2679178.58,WH-CD,2025-05-12
FOO-0003,food,Food SKU 0003,3286,973.15,3197770.9,WH-GZ,2025-05-12
FOO-0004,food,Food SKU 0004,312,561.12,175069.44,WH-BJ,2025-05-12
FOO-0005,food,Food SKU 0005,1136,476.28,541054.08,WH-BJ,2025-05-12
FOO-0006,food,Food SKU 0006,1390,176.4,245196.0,WH-CD,2025-05-12
FOO-0007,food,Food SKU 0007,3593,1467.71,5273482.03,WH-GZ,2025-05-12
FOO-0008,food,Food SKU 0008,3966,1740.65,6903417.9,WH-GZ,2025-05-12
FOO-0009,food,Food SKU 0009,4409,120.87,532915.83,WH-CD,2025-05-12
FOO-0010,food,Food SKU 0010,3973,1742.18,6921681.14,WH-BJ,2025-05-12
FOO-0011,food,Food SKU 0011,1890,949.0,1793610.0,WH-BJ,2025-05-12
FOO-0012,food,Food SKU 0012,4679,1488.43,6964363.97,WH-BJ,2025-05-12
FOO-0013,food,Food SKU 0013,3109,1180.3,3669552.7,WH-GZ,2025-05-12
FOO-0014,food,Food SKU 0014,1002,115.52,115751.04,WH-CD,2025-05-12
FOO-0015,food,Food SKU 0015,1121,1689.65,1894097.65,WH-BJ,2025-05-12
FOO-0016,food,Food SKU 0016,3513,333.81,1172674.53,WH-GZ,2025-05-12
FOO-0017,food,Food SKU 0017,3942,1879.16,7407648.72,WH-SH,2025-05-12
FOO-0018,food,Food SKU 0018,686,418.59,287152.74,WH-SH,2025-05-12
FOO-0019,food,Food SKU 0019,4078,1777.39,7248196.42,WH-BJ,2025-05-12
FOO-0020,food,Food SKU 0020,2502,801.57,2005528.14,WH-SH,2025-05-12
FOO-0021,food,Food SKU 0021,3597,72.25,259883.25,WH-CD,2025-05-12
FOO-0022,food,Food SKU 0022,4412,1390.1,6133121.2,WH-SH,2025-05-12
FOO-0023,food,Food SKU 0023,3648,311.96,1138030.08,WH-BJ,2025-05-12
FOO-0024,food,Food SKU 0024,3548,1743.78,6186931.44,WH-GZ,2025-05-12
FOO-0025,food,Food SKU 0025,4125,1577.98,6509167.5,WH-CD,2025-05-12
FOO-0026,food,Food SKU 0026,1125,66.38,74677.5,WH-CD,2025-05-12
FOO-0027,food,Food SKU 0027,1050,1216.87,1277713.5,WH-CD,2025-05-12
FOO-0028,food,Food SKU 0028,507,266.85,135292.95,WH-CD,2025-05-12
FOO-0029,food,Food SKU 0029,4768,1391.89,6636531.52,WH-GZ,2025-05-12
FOO-0030,food,Food SKU 0030,1790,1461.64,2616335.6,WH-BJ,2025-05-12
