study_id,paper_doi,condition,participant_id,dv_primary,dv_secondary,manipulation_check,age,gender,education,session_date,response_time_ms,attrition_flag,note
S0041,10.1177/0956797615575277,control,P00041,3.627,5.105,5.31,40,M,HS,2019-11-18,1860744,0,upd2_reanalysis_row_41
S0042,10.1177/0956797615575277,treatment_b,P00042,6.012,3.205,5.4,58,F,PhD,2019-02-05,788213,0,upd2_reanalysis_row_42
S0043,10.1177/0956797615575277,treatment_a,P00043,3.756,3.952,6.08,48,M,MA,2019-07-25,497290,0,upd2_reanalysis_row_43
S0044,10.1177/0956797614520714,control,P00044,2.71,3.917,5.35,50,F,Other,2019-02-18,1260020,0,upd2_reanalysis_row_44
S0045,10.1177/0956797615575277,treatment_a,P00045,4.969,2.666,5.28,44,F,Other,2019-03-20,1163107,0,upd2_reanalysis_row_45
S0046,10.1177/0956797614520714,treatment_a,P00046,3.356,2.417,6.52,51,M,MA,2019-01-19,845799,0,upd2_reanalysis_row_46
S0047,10.1177/0956797615575277,treatment_b,P00047,5.557,3.224,5.16,57,NB,Other,2019-06-06,1475636,0,upd2_reanalysis_row_47
S0048,10.1073/pnas.1209746109,treatment_b,P00048,6.423,5.465,4.54,65,F,HS,2019-09-21,1099958,0,upd2_reanalysis_row_48
S0049,10.1073/pnas.1209746109,control,P00049,4.996,3.99,3.72,55,NB,Other,2019-12-14,628576,0,upd2_reanalysis_row_49
S0050,10.1177/0956797615575277,treatment_a,P00050,2.728,4.743,5.42,28,NB,Other,2019-10-27,1031296,0,upd2_reanalysis_row_50
S0051,10.1037/pspa0000226,treatment_b,P00051,5.174,2.492,4.16,47,M,PhD,2019-02-07,1616031,0,upd2_reanalysis_row_51
S0052,10.1037/pspa0000226,treatment_a,P00052,3.788,4.41,4.69,64,M,Other,2019-09-15,1191168,0,upd2_reanalysis_row_52
S0053,10.1073/pnas.1209746109,control,P00053,2.764,3.922,5.94,32,F,HS,2019-08-25,225307,0,upd2_reanalysis_row_53
S0054,10.1037/pspa0000226,treatment_a,P00054,6.51,2.48,4.85,60,NB,Other,2019-10-12,1679066,0,upd2_reanalysis_row_54
S0055,10.1177/0956797614520714,treatment_a,P00055,5.138,2.667,4.89,51,F,PhD,2019-11-05,2320244,0,upd2_reanalysis_row_55
S0056,10.1037/pspa0000226,treatment_b,P00056,4.096,4.611,3.84,62,F,BA,2019-08-22,1222415,0,upd2_reanalysis_row_56
S0057,10.1073/pnas.1209746109,treatment_b,P00057,2.459,3.14,4.98,39,NB,PhD,2019-09-10,491457,0,upd2_reanalysis_row_57
S0058,10.1177/0956797615575277,treatment_a,P00058,3.486,4.128,5.84,21,M,BA,2019-03-19,1810765,0,upd2_reanalysis_row_58
S0059,10.1177/0956797615575277,treatment_b,P00059,3.846,4.453,3.69,28,F,PhD,2019-10-16,1645768,0,upd2_reanalysis_row_59
S0060,10.1037/pspa0000226,treatment_a,P00060,3.592,4.236,4.12,61,M,Other,2019-09-05,237914,0,upd2_reanalysis_row_60
S0061,10.1177/0956797614520714,treatment_b,P00061,4.521,4.107,4.77,29,M,HS,2019-02-04,943505,0,upd2_reanalysis_row_61
S0062,10.1177/0956797614520714,treatment_b,P00062,3.719,4.371,5.45,37,F,BA,2019-02-06,822270,0,upd2_reanalysis_row_62
S0063,10.1073/pnas.1209746109,treatment_a,P00063,4.553,4.611,5.29,46,M,MA,2019-03-19,1828616,0,upd2_reanalysis_row_63
S0064,10.1177/0956797614520714,treatment_a,P00064,4.613,4.271,5.23,57,M,PhD,2019-02-26,1700666,0,upd2_reanalysis_row_64
S0065,10.1073/pnas.1209746109,treatment_a,P00065,3.331,3.552,5.69,49,NB,MA,2019-07-07,935798,1,upd2_reanalysis_row_65
S0066,10.1037/pspa0000226,treatment_b,P00066,4.584,2.888,4.39,30,NB,BA,2019-12-21,881075,1,upd2_reanalysis_row_66
S0067,10.1073/pnas.1209746109,treatment_b,P00067,4.774,5.364,5.53,31,NB,HS,2019-09-22,707582,0,upd2_reanalysis_row_67
S0068,10.1177/0956797614520714,treatment_b,P00068,4.704,4.884,4.97,36,NB,PhD,2019-12-27,2242753,0,upd2_reanalysis_row_68
S0069,10.1177/0956797614520714,treatment_a,P00069,4.822,4.549,5.56,35,F,HS,2019-05-18,1494297,0,upd2_reanalysis_row_69
S0070,10.1037/pspa0000226,control,P00070,3.519,4.543,4.73,54,NB,PhD,2019-02-26,307928,0,upd2_reanalysis_row_70
S0071,10.1037/pspa0000226,treatment_b,P00071,5.213,4.328,4.8,25,M,PhD,2019-10-25,1879473,0,upd2_reanalysis_row_71
S0072,10.1037/pspa0000226,treatment_a,P00072,3.895,4.771,4.35,27,M,HS,2019-09-20,1599164,0,upd2_reanalysis_row_72
S0073,10.1177/0956797614520714,treatment_a,P00073,3.599,5.14,5.75,42,F,Other,2019-03-12,1855106,0,upd2_reanalysis_row_73
S0074,10.1177/0956797614520714,control,P00074,5.131,3.501,5.61,48,M,HS,2019-08-19,670524,0,upd2_reanalysis_row_74
S0075,10.1073/pnas.1209746109,control,P00075,6.877,3.301,5.6,38,NB,HS,2019-04-17,1405563,0,upd2_reanalysis_row_75
S0076,10.1177/0956797614520714,treatment_a,P00076,5.018,4.121,5.13,51,NB,Other,2019-10-21,1795673,0,upd2_reanalysis_row_76
S0077,10.1177/0956797614520714,control,P00077,4.409,4.169,5.18,20,NB,MA,2019-10-11,960418,0,upd2_reanalysis_row_77
S0078,10.1177/0956797615575277,treatment_a,P00078,4.664,4.132,5.66,26,F,HS,2019-06-23,1688790,0,upd2_reanalysis_row_78
S0079,10.1073/pnas.1209746109,treatment_a,P00079,2.371,4.763,4.08,62,NB,HS,2019-09-25,202218,0,upd2_reanalysis_row_79
S0080,10.1073/pnas.1209746109,treatment_a,P00080,4.347,4.382,5.99,30,F,HS,2019-04-20,996066,0,upd2_reanalysis_row_80
S0081,10.1073/pnas.1209746109,control,P00081,3.936,1.958,5.52,22,F,PhD,2019-05-18,1922795,0,upd2_reanalysis_row_81
S0082,10.1177/0956797615575277,treatment_b,P00082,4.892,4.605,3.89,62,M,PhD,2019-10-17,1057055,0,upd2_reanalysis_row_82
S0083,10.1177/0956797615575277,treatment_a,P00083,4.434,4.486,6.06,20,F,PhD,2019-10-12,2076233,0,upd2_reanalysis_row_83
S0084,10.1073/pnas.1209746109,control,P00084,5.513,4.407,5.4,65,NB,Other,2019-12-12,824214,0,upd2_reanalysis_row_84
S0085,10.1177/0956797615575277,control,P00085,4.827,5.053,5.07,26,M,HS,2019-06-14,851631,0,upd2_reanalysis_row_85
S0086,10.1073/pnas.1209746109,treatment_b,P00086,3.704,3.787,5.13,43,F,Other,2019-09-04,1595641,0,upd2_reanalysis_row_86
S0087,10.1177/0956797615575277,treatment_b,P00087,5.001,3.402,5.41,34,NB,BA,2019-03-25,1779708,0,upd2_reanalysis_row_87
S0088,10.1073/pnas.1209746109,treatment_b,P00088,3.6,3.757,5.66,59,F,MA,2019-01-09,869396,0,upd2_reanalysis_row_88
S0089,10.1073/pnas.1209746109,control,P00089,4.56,3.711,4.73,58,F,BA,2019-10-24,607919,0,upd2_reanalysis_row_89
S0090,10.1177/0956797615575277,treatment_a,P00090,2.617,2.46,4.03,49,NB,Other,2019-06-15,534284,1,upd2_reanalysis_row_90
S0091,10.1037/pspa0000226,treatment_a,P00091,3.825,3.378,4.48,19,F,HS,2019-04-28,1129782,0,upd2_reanalysis_row_91
S0092,10.1073/pnas.1209746109,control,P00092,4.853,5.553,6.15,57,F,Other,2019-01-02,1595179,0,upd2_reanalysis_row_92
S0093,10.1073/pnas.1209746109,treatment_b,P00093,4.09,2.397,3.16,21,M,MA,2019-07-18,461206,0,upd2_reanalysis_row_93
S0094,10.1073/pnas.1209746109,treatment_b,P00094,6.081,4.806,4.21,33,M,HS,2019-12-14,891979,0,upd2_reanalysis_row_94
S0095,10.1037/pspa0000226,treatment_b,P00095,5.101,3.018,4.35,19,M,MA,2019-06-05,1990709,0,upd2_reanalysis_row_95
S0096,10.1177/0956797615575277,treatment_b,P00096,3.5,3.221,5.46,37,F,MA,2019-03-07,1028939,0,upd2_reanalysis_row_96
S0097,10.1177/0956797615575277,treatment_b,P00097,5.116,5.242,4.64,42,M,MA,2019-04-17,1690026,0,upd2_reanalysis_row_97
S0098,10.1073/pnas.1209746109,treatment_a,P00098,3.557,3.93,4.63,57,M,BA,2019-11-16,1772762,0,upd2_reanalysis_row_98
S0099,10.1177/0956797614520714,treatment_b,P00099,4.437,3.109,5.61,53,F,PhD,2019-01-12,1976781,0,upd2_reanalysis_row_99
S0100,10.1177/0956797615575277,treatment_a,P00100,2.752,2.799,3.57,64,NB,BA,2019-09-04,1814365,0,upd2_reanalysis_row_100
S0101,10.1037/pspa0000226,control,P00101,2.454,3.75,5.26,56,M,HS,2019-07-14,1314217,1,upd2_reanalysis_row_101
S0102,10.1037/pspa0000226,control,P00102,5.134,4.269,4.59,39,NB,MA,2019-03-18,1827653,0,upd2_reanalysis_row_102
S0103,10.1073/pnas.1209746109,treatment_a,P00103,4.104,4.883,3.55,39,M,PhD,2019-03-16,1578598,0,upd2_reanalysis_row_103
S0104,10.1073/pnas.1209746109,treatment_a,P00104,1.888,2.857,5.88,42,M,HS,2019-05-27,215262,0,upd2_reanalysis_row_104
S0105,10.1177/0956797614520714,treatment_a,P00105,5.027,3.228,3.89,34,M,HS,2019-11-27,1823601,1,upd2_reanalysis_row_105
S0106,10.1177/0956797614520714,treatment_b,P00106,6.176,3.183,4.09,33,NB,MA,2019-02-11,419476,1,upd2_reanalysis_row_106
S0107,10.1037/pspa0000226,treatment_a,P00107,3.616,2.506,4.56,47,F,PhD,2019-06-16,1316834,0,upd2_reanalysis_row_107
S0108,10.1037/pspa0000226,control,P00108,6.371,2.109,3.99,54,NB,BA,2019-07-23,1337588,0,upd2_reanalysis_row_108
S0109,10.1037/pspa0000226,treatment_a,P00109,4.402,4.209,5.07,50,F,MA,2019-01-23,1201525,0,upd2_reanalysis_row_109
S0110,10.1073/pnas.1209746109,control,P00110,2.168,4.432,4.57,45,F,BA,2019-05-20,1914947,0,upd2_reanalysis_row_110
S0111,10.1177/0956797614520714,control,P00111,6.613,4.782,5.29,28,M,PhD,2019-08-10,2389137,0,upd2_reanalysis_row_111
S0112,10.1037/pspa0000226,control,P00112,5.816,5.353,6.03,64,F,MA,2019-06-06,630689,0,upd2_reanalysis_row_112
S0113,10.1073/pnas.1209746109,treatment_a,P00113,5.96,3.385,4.99,18,F,PhD,2019-01-07,959254,0,upd2_reanalysis_row_113
S0114,10.1073/pnas.1209746109,treatment_a,P00114,3.861,5.435,5.39,44,F,BA,2019-09-23,1822545,0,upd2_reanalysis_row_114
S0115,10.1177/0956797615575277,treatment_b,P00115,2.862,4.595,6.25,60,F,MA,2019-08-27,372708,0,upd2_reanalysis_row_115
S0116,10.1073/pnas.1209746109,treatment_a,P00116,2.059,3.303,4.93,53,F,HS,2019-09-06,410228,0,upd2_reanalysis_row_116
S0117,10.1177/0956797615575277,treatment_b,P00117,4.203,3.627,5.62,39,M,Other,2019-03-13,512998,0,upd2_reanalysis_row_117
S0118,10.1177/0956797615575277,treatment_b,P00118,3.119,1.818,5.0,31,M,PhD,2019-01-23,1260181,0,upd2_reanalysis_row_118
S0119,10.1037/pspa0000226,treatment_a,P00119,2.53,3.659,4.99,21,M,HS,2019-03-10,1341182,0,upd2_reanalysis_row_119
S0120,10.1073/pnas.1209746109,treatment_a,P00120,5.472,4.402,6.04,30,NB,PhD,2019-01-10,1325817,0,upd2_reanalysis_row_120
S0121,10.1073/pnas.1209746109,treatment_b,P00121,4.658,5.132,4.23,49,F,MA,2019-03-08,728185,0,upd2_reanalysis_row_121
S0122,10.1073/pnas.1209746109,treatment_a,P00122,3.104,4.181,4.27,58,M,MA,2019-03-03,1353160,0,upd2_reanalysis_row_122
S0123,10.1177/0956797615575277,treatment_a,P00123,4.211,4.537,6.84,43,F,Other,2019-07-26,2208811,0,upd2_reanalysis_row_123
S0124,10.1177/0956797614520714,treatment_a,P00124,1.395,4.264,4.37,65,F,HS,2019-02-17,533525,0,upd2_reanalysis_row_124
S0125,10.1037/pspa0000226,treatment_b,P00125,5.317,4.722,4.32,57,M,BA,2019-01-26,991180,0,upd2_reanalysis_row_125
S0126,10.1037/pspa0000226,treatment_a,P00126,5.441,3.957,5.69,19,M,PhD,2019-11-23,1231590,0,upd2_reanalysis_row_126
S0127,10.1073/pnas.1209746109,treatment_a,P00127,5.69,3.463,5.08,37,F,Other,2019-12-22,924675,0,upd2_reanalysis_row_127
S0128,10.1177/0956797614520714,treatment_b,P00128,5.844,3.129,4.04,38,F,MA,2019-03-05,1194507,0,upd2_reanalysis_row_128
S0129,10.1037/pspa0000226,control,P00129,2.827,6.451,4.88,32,M,HS,2019-08-02,1791253,0,upd2_reanalysis_row_129
S0130,10.1037/pspa0000226,treatment_b,P00130,4.639,4.908,5.14,23,F,PhD,2019-12-12,1803432,0,upd2_reanalysis_row_130
S0131,10.1177/0956797614520714,control,P00131,7.004,4.544,3.17,52,F,Other,2019-11-10,284219,0,upd2_reanalysis_row_131
S0132,10.1037/pspa0000226,treatment_b,P00132,4.797,5.095,3.54,19,NB,Other,2019-07-27,908263,0,upd2_reanalysis_row_132
S0133,10.1037/pspa0000226,treatment_a,P00133,5.878,4.238,4.77,52,M,MA,2019-08-22,1890067,0,upd2_reanalysis_row_133
S0134,10.1177/0956797614520714,treatment_a,P00134,4.407,3.391,5.41,65,F,MA,2019-06-26,1906494,0,upd2_reanalysis_row_134
S0135,10.1177/0956797615575277,treatment_b,P00135,6.535,4.361,5.03,51,M,PhD,2019-12-10,1346392,0,upd2_reanalysis_row_135
S0136,10.1073/pnas.1209746109,treatment_a,P00136,2.978,2.731,5.37,36,M,BA,2019-11-20,1685538,0,upd2_reanalysis_row_136
S0137,10.1177/0956797615575277,treatment_b,P00137,6.139,2.752,5.08,32,F,PhD,2019-03-21,2089543,0,upd2_reanalysis_row_137
S0138,10.1177/0956797614520714,control,P00138,5.877,2.982,4.88,48,M,HS,2019-01-15,524087,0,upd2_reanalysis_row_138
S0139,10.1037/pspa0000226,treatment_b,P00139,5.424,2.574,4.54,54,M,MA,2019-01-01,1412644,1,upd2_reanalysis_row_139
S0140,10.1037/pspa0000226,treatment_b,P00140,2.447,3.514,2.91,36,M,BA,2019-07-01,1327019,0,upd2_reanalysis_row_140
S0141,10.1177/0956797614520714,control,P00141,5.003,3.469,4.57,26,F,BA,2019-05-02,2046257,0,upd2_reanalysis_row_141
S0142,10.1177/0956797614520714,control,P00142,5.182,3.621,5.24,32,M,Other,2019-08-05,474252,0,upd2_reanalysis_row_142
S0143,10.1177/0956797614520714,control,P00143,4.067,3.81,5.92,23,F,HS,2019-06-12,2153344,0,upd2_reanalysis_row_143
S0144,10.1177/0956797615575277,treatment_a,P00144,5.447,5.848,5.75,31,NB,MA,2019-02-15,1309428,0,upd2_reanalysis_row_144
S0145,10.1037/pspa0000226,control,P00145,6.269,3.284,5.05,22,NB,PhD,2019-08-06,2223986,0,upd2_reanalysis_row_145
S0146,10.1177/0956797614520714,treatment_a,P00146,4.268,4.753,6.14,57,M,BA,2019-12-23,260000,0,upd2_reanalysis_row_146
S0147,10.1177/0956797615575277,treatment_a,P00147,3.284,1.793,5.67,18,F,PhD,2019-12-24,894875,0,upd2_reanalysis_row_147
S0148,10.1177/0956797614520714,treatment_a,P00148,3.13,4.341,5.05,27,M,BA,2019-03-05,182668,1,upd2_reanalysis_row_148
S0149,10.1177/0956797615575277,control,P00149,2.096,4.803,3.52,30,M,Other,2019-03-20,2172061,0,upd2_reanalysis_row_149
S0150,10.1177/0956797615575277,treatment_a,P00150,5.326,2.379,4.5,25,F,MA,2019-09-16,279888,0,upd2_reanalysis_row_150
S0151,10.1037/pspa0000226,treatment_b,P00151,5.147,4.262,6.47,53,F,HS,2019-02-18,192704,0,upd2_reanalysis_row_151
S0152,10.1177/0956797615575277,control,P00152,3.871,4.04,4.15,60,F,BA,2019-11-22,1233820,0,upd2_reanalysis_row_152
S0153,10.1073/pnas.1209746109,control,P00153,3.062,3.364,5.09,24,M,HS,2019-08-23,650214,0,upd2_reanalysis_row_153
S0154,10.1037/pspa0000226,control,P00154,3.348,3.282,3.94,32,F,Other,2019-08-19,1350129,0,upd2_reanalysis_row_154
S0155,10.1177/0956797614520714,treatment_a,P00155,2.085,4.008,5.7,62,F,PhD,2019-07-04,2277981,0,upd2_reanalysis_row_155
S0156,10.1037/pspa0000226,treatment_a,P00156,4.822,4.121,4.16,43,M,HS,2019-05-26,1296110,0,upd2_reanalysis_row_156
S0157,10.1037/pspa0000226,treatment_a,P00157,3.649,3.698,5.56,38,F,MA,2019-08-10,2292914,0,upd2_reanalysis_row_157
S0158,10.1177/0956797615575277,treatment_b,P00158,4.811,3.279,5.31,49,M,PhD,2019-02-17,1563990,0,upd2_reanalysis_row_158
S0159,10.1073/pnas.1209746109,control,P00159,5.932,3.257,4.79,18,M,MA,2019-10-01,891265,1,upd2_reanalysis_row_159
S0160,10.1177/0956797615575277,treatment_a,P00160,4.915,2.675,5.33,45,F,MA,2019-10-21,1569373,0,upd2_reanalysis_row_160
S0161,10.1177/0956797615575277,control,P00161,5.571,3.226,5.0,40,M,Other,2019-03-21,1049109,0,upd2_reanalysis_row_161
S0162,10.1177/0956797615575277,treatment_a,P00162,7.227,2.603,4.97,58,M,HS,2019-07-01,2390396,1,upd2_reanalysis_row_162
S0163,10.1177/0956797614520714,treatment_b,P00163,3.771,2.002,4.06,48,NB,Other,2019-05-23,1554043,0,upd2_reanalysis_row_163
S0164,10.1177/0956797614520714,control,P00164,3.897,3.907,5.97,22,NB,HS,2019-08-28,537576,0,upd2_reanalysis_row_164
S0165,10.1177/0956797615575277,treatment_b,P00165,5.226,3.014,4.54,22,F,BA,2019-07-17,208168,0,upd2_reanalysis_row_165
S0166,10.1177/0956797614520714,control,P00166,3.885,3.65,6.32,25,M,PhD,2019-11-03,394956,0,upd2_reanalysis_row_166
S0167,10.1073/pnas.1209746109,treatment_b,P00167,4.73,3.913,5.45,32,F,HS,2019-06-10,1376474,0,upd2_reanalysis_row_167
S0168,10.1073/pnas.1209746109,treatment_b,P00168,5.769,4.038,4.23,42,NB,PhD,2019-10-21,1590778,0,upd2_reanalysis_row_168
S0169,10.1177/0956797615575277,treatment_b,P00169,5.271,3.336,7.09,26,M,HS,2019-01-25,1535422,0,upd2_reanalysis_row_169
S0170,10.1177/0956797615575277,treatment_b,P00170,5.799,5.542,4.32,53,F,MA,2019-12-27,852646,0,upd2_reanalysis_row_170
S0171,10.1177/0956797615575277,treatment_a,P00171,3.833,3.4,6.36,58,F,HS,2019-08-07,247327,0,upd2_reanalysis_row_171
S0172,10.1177/0956797614520714,control,P00172,4.861,4.122,4.38,36,NB,MA,2019-04-08,1845670,0,upd2_reanalysis_row_172
S0173,10.1177/0956797615575277,treatment_b,P00173,3.778,2.324,4.82,61,M,BA,2019-06-09,682664,0,upd2_reanalysis_row_173
S0174,10.1177/0956797615575277,treatment_b,P00174,4.819,3.967,5.39,33,F,Other,2019-05-17,1701508,0,upd2_reanalysis_row_174
S0175,10.1073/pnas.1209746109,control,P00175,3.804,5.748,5.2,24,NB,Other,2019-04-05,603327,0,upd2_reanalysis_row_175
S0176,10.1177/0956797614520714,control,P00176,3.14,3.756,5.47,59,NB,HS,2019-04-24,361549,0,upd2_reanalysis_row_176
S0177,10.1177/0956797614520714,control,P00177,4.768,5.092,6.34,61,M,MA,2019-12-16,551914,0,upd2_reanalysis_row_177
S0178,10.1037/pspa0000226,treatment_a,P00178,1.824,4.613,3.95,21,M,MA,2019-07-17,1318515,0,upd2_reanalysis_row_178
S0179,10.1177/0956797615575277,control,P00179,4.16,4.198,4.61,33,M,PhD,2019-06-08,712228,0,upd2_reanalysis_row_179
S0180,10.1177/0956797614520714,treatment_a,P00180,5.856,4.353,6.13,58,M,Other,2019-11-26,459558,0,upd2_reanalysis_row_180
S0181,10.1073/pnas.1209746109,control,P00181,3.617,4.149,5.36,46,M,HS,2019-03-27,973615,0,upd2_reanalysis_row_181
S0182,10.1177/0956797615575277,treatment_a,P00182,4.4,3.913,4.16,64,NB,HS,2019-07-03,408482,0,upd2_reanalysis_row_182
S0183,10.1177/0956797614520714,control,P00183,2.117,4.653,5.27,61,NB,Other,2019-09-27,1339089,1,upd2_reanalysis_row_183
S0184,10.1037/pspa0000226,treatment_a,P00184,5.76,3.055,3.47,65,F,HS,2019-05-08,1315036,0,upd2_reanalysis_row_184
S0185,10.1177/0956797614520714,control,P00185,5.301,4.651,4.94,50,M,Other,2019-01-26,547114,0,upd2_reanalysis_row_185
S0186,10.1037/pspa0000226,treatment_a,P00186,5.963,3.741,4.56,24,F,HS,2019-10-10,330397,0,upd2_reanalysis_row_186
S0187,10.1177/0956797615575277,control,P00187,3.315,4.224,5.36,30,F,BA,2019-06-17,1544256,0,upd2_reanalysis_row_187
S0188,10.1177/0956797615575277,treatment_a,P00188,3.625,4.619,5.47,29,F,PhD,2019-10-13,1364531,0,upd2_reanalysis_row_188
S0189,10.1037/pspa0000226,treatment_a,P00189,6.546,4.202,5.52,32,F,PhD,2019-11-20,2238748,0,upd2_reanalysis_row_189
S0190,10.1073/pnas.1209746109,treatment_b,P00190,3.552,4.124,4.63,41,F,Other,2019-02-17,908735,0,upd2_reanalysis_row_190
S0191,10.1073/pnas.1209746109,treatment_b,P00191,6.203,3.657,5.61,56,F,PhD,2019-05-15,1088633,0,upd2_reanalysis_row_191
S0192,10.1037/pspa0000226,control,P00192,4.573,3.991,4.71,64,M,BA,2019-09-13,272533,0,upd2_reanalysis_row_192
S0193,10.1177/0956797614520714,treatment_b,P00193,6.611,3.514,3.58,37,F,MA,2019-12-02,2242414,0,upd2_reanalysis_row_193
S0194,10.1177/0956797614520714,control,P00194,5.482,4.555,3.46,47,F,MA,2019-09-08,479428,0,upd2_reanalysis_row_194
