VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,improvement_surcharge,tip_amount,tolls_amount,total_amount,congestion_surcharge,airport_fee
6,2023-01-08 14:35:00,2023-01-08 15:35:00,1,13.53,1,Y,36,142,1,27.5,1.0,0.5,0.3,3.21,0.0,36.26,2.5,1.25
2,2023-01-19 21:31:00,2023-01-19 22:31:00,1,6.25,1,Y,194,234,2,28.17,0.0,0.5,0.3,0.0,6.55,38.02,2.5,0.0
1,2023-01-24 15:45:00,2023-01-24 16:45:00,5,14.35,1,Y,78,254,3,9.11,0.5,0.5,0.3,0.0,0.0,12.91,2.5,0.0
1,2023-01-05 13:55:00,2023-01-05 14:55:00,1,17.46,1,N,204,42,2,27.41,0.5,0.5,0.3,0.0,0.0,32.46,2.5,1.25
2,2023-01-08 20:43:00,2023-01-08 21:43:00,1,8.04,1,Y,52,228,1,12.58,0.5,0.5,0.3,9.55,0.0,25.93,2.5,0.0
1,2023-01-17 13:36:00,2023-01-17 14:36:00,1,11.13,1,N,124,255,2,9.51,0.5,0.5,0.3,0.0,0.0,14.56,2.5,1.25
2,2023-01-15 09:43:00,2023-01-15 10:43:00,4,17.78,1,Y,218,129,1,12.64,0.5,0.5,0.3,1.28,0.0,18.97,2.5,1.25
6,2023-01-10 00:53:00,2023-01-10 01:53:00,1,12.47,1,N,26,255,2,29.79,0.0,0.5,0.3,0.0,6.55,39.64,2.5,0.0
2,2023-01-22 23:49:00,2023-01-22 23:49:00,1,16.3,1,N,159,226,1,13.89,0.5,0.5,0.3,3.92,0.0,19.11,0.0,0.0
2,2023-01-12 16:32:00,2023-01-12 17:32:00,1,14.91,1,Y,152,174,2,16.12,0.0,0.5,0.3,0.0,6.55,27.22,2.5,1.25
1,2023-01-13 00:16:00,2023-01-13 01:16:00,1,12.23,1,N,191,56,1,16.19,1.0,0.5,0.3,3.94,6.55,29.73,0.0,1.25
2,2023-01-15 22:19:00,2023-01-15 23:19:00,1,1.05,5,N,60,50,1,17.72,0.5,0.5,0.3,8.05,6.55,37.37,2.5,1.25
2,2023-01-21 03:53:00,2023-01-21 04:53:00,4,0.98,1,Y,228,228,3,27.55,1.0,0.5,0.3,0.0,0.0,31.85,2.5,0.0
1,2023-01-04 14:05:00,2023-01-04 15:05:00,1,0.78,1,Y,125,65,2,10.79,1.0,0.5,0.3,0.0,0.0,12.59,0.0,0.0
2,2023-01-26 19:00:00,2023-01-26 20:00:00,5,9.91,1,N,57,14,1,13.76,1.0,0.5,0.3,3.89,0.0,21.95,2.5,0.0
2,2023-01-17 03:47:00,2023-01-17 04:47:00,1,10.85,1,Y,114,23,1,30.11,0.5,0.5,0.3,5.5,0.0,36.91,0.0,0.0
1,2023-01-04 15:45:00,2023-01-04 16:45:00,1,11.11,1,N,141,167,1,19.22,1.0,0.5,0.3,7.27,0.0,29.54,0.0,1.25
1,2023-01-08 13:21:00,2023-01-08 14:21:00,1,5.9,1,N,131,192,3,21.67,0.0,0.5,0.3,0.0,0.0,22.47,0.0,0.0
2,2023-01-12 04:35:00,2023-01-12 05:35:00,1,12.19,1,Y,217,27,3,19.29,1.0,0.5,0.3,0.0,6.55,27.64,0.0,0.0
1,2023-01-04 11:54:00,2023-01-04 12:54:00,1,4.38,1,Y,14,137,1,12.08,0.5,0.5,0.3,4.21,0.0,18.84,0.0,1.25
1,2023-01-24 20:01:00,2023-01-24 21:01:00,1,8.38,1,N,160,167,1,18.46,0.0,0.5,0.3,1.87,6.55,28.93,0.0,1.25
1,2023-01-22 13:31:00,2023-01-22 14:31:00,1,9.42,1,N,57,146,1,19.11,0.5,0.5,0.3,0.55,0.0,20.96,0.0,0.0
1,2023-01-07 04:48:00,2023-01-07 05:48:00,1,13.55,1,N,195,118,1,26.63,0.0,0.5,0.3,4.76,6.55,38.74,0.0,0.0
1,2023-01-03 10:36:00,2023-01-03 11:36:00,1,5.5,1,N,167,88,2,19.76,0.5,0.5,0.3,0.0,0.0,23.56,2.5,0.0
1,2023-01-13 16:05:00,2023-01-13 17:05:00,1,6.26,1,N,262,59,1,10.58,0.5,0.5,0.3,8.73,6.55,27.16,0.0,0.0
1,2023-01-07 05:38:00,2023-01-07 06:38:00,1,17.14,1,Y,238,230,1,28.75,1.0,0.5,0.3,3.88,6.55,43.48,2.5,0.0
1,2023-01-15 20:19:00,2023-01-15 21:19:00,1,1.71,1,N,20,30,1,12.34,0.0,0.5,0.3,7.38,6.55,29.57,2.5,0.0
1,2023-01-26 18:41:00,2023-01-26 19:41:00,1,17.26,1,Y,176,44,1,10.15,0.5,0.5,0.3,11.89,6.55,29.89,0.0,0.0
2,2023-01-13 13:49:00,2023-01-13 14:49:00,2,11.79,1,N,49,198,1,22.78,1.0,0.5,0.3,10.48,0.0,36.31,0.0,1.25
2,2023-01-10 20:44:00,2023-01-10 21:44:00,1,1.89,1,Y,169,66,1,26.45,1.0,0.5,0.3,10.95,0.0,42.95,2.5,1.25
1,2023-01-10 05:13:00,2023-01-10 06:13:00,1,18.0,1,Y,152,52,1,17.78,1.0,0.5,0.3,0.45,0.0,21.28,0.0,1.25
1,2023-01-06 22:49:00,2023-01-06 23:49:00,1,1.17,1,Y,122,228,1,23.7,0.0,0.5,0.3,6.41,0.0,33.41,2.5,0.0
2,2023-01-19 14:29:00,2023-01-19 15:29:00,1,7.77,1,N,103,71,2,6.93,0.5,0.5,0.3,0.0,6.55,16.03,0.0,1.25
1,2023-01-25 05:17:00,2023-01-25 06:17:00,2,2.01,2,Y,231,179,2,14.94,0.5,0.5,0.3,0.0,0.0,18.74,2.5,0.0
1,2023-01-11 03:53:00,2023-01-11 04:53:00,1,1.07,2,Y,242,72,1,16.13,0.0,0.5,0.3,0.23,0.0,18.41,0.0,1.25
1,2023-01-10 07:19:00,2023-01-10 08:19:00,1,11.36,1,Y,256,9,1,18.65,0.5,0.5,0.3,5.15,6.55,34.15,2.5,0.0
1,2023-01-22 02:33:00,2023-01-22 03:33:00,1,9.33,5,N,11,200,2,6.59,0.5,0.5,0.3,0.0,0.0,7.89,0.0,0.0
1,2023-01-24 21:40:00,2023-01-24 22:40:00,1,2.75,1,N,174,90,2,21.61,0.5,0.5,0.3,0.0,6.55,29.46,0.0,0.0
2,2023-01-15 01:18:00,2023-01-15 02:18:00,3,5.95,1,N,204,243,1,23.73,0.5,0.5,0.3,10.35,0.0,37.88,2.5,0.0
2,2023-01-14 12:47:00,2023-01-14 13:47:00,1,3.69,1,N,189,137,2,22.89,1.0,0.5,0.3,0.0,0.0,27.19,2.5,0.0
1,2023-01-22 09:19:00,2023-01-22 10:19:00,1,8.21,1,N,181,223,1,35.37,0.0,0.5,0.3,8.05,0.0,47.97,2.5,1.25
6,2023-01-05 19:43:00,2023-01-05 20:43:00,1,14.1,1,Y,197,17,1,21.44,0.5,0.5,0.3,5.33,0.0,29.32,0.0,1.25
1,2023-01-21 08:15:00,2023-01-21 09:15:00,,3.67,1,N,61,135,1,22.18,1.0,0.5,0.3,3.43,0.0,27.41,0.0,0.0
2,2023-01-15 05:57:00,2023-01-15 06:57:00,2,17.43,5,N,178,34,1,12.41,0.0,0.5,0.3,8.54,6.55,28.3,0.0,0.0
1,2023-01-07 04:15:00,2023-01-07 05:15:00,,10.15,1,Y,67,45,1,14.59,0.5,0.5,0.3,6.31,0.0,22.2,0.0,0.0
2,2023-01-15 14:43:00,2023-01-15 15:43:00,2,10.1,1,N,67,222,1,28.11,1.0,0.5,0.3,1.84,0.0,31.75,0.0,0.0
1,2023-01-17 09:54:00,2023-01-17 10:54:00,4,5.23,1,N,48,258,1,19.07,0.0,0.5,0.3,7.9,6.55,38.07,2.5,1.25
2,2023-01-01 02:02:00,2023-01-01 03:02:00,1,4.11,1,Y,16,255,2,17.92,0.5,0.5,0.3,0.0,0.0,20.47,0.0,1.25
1,2023-01-03 22:03:00,2023-01-03 23:03:00,1,6.39,1,Y,164,177,4,9.22,1.0,0.5,0.3,0.0,0.0,13.52,2.5,0.0
1,2023-01-15 07:09:00,2023-01-15 08:09:00,1,11.23,1,Y,82,168,2,22.7,0.0,0.5,0.3,0.0,0.0,26.0,2.5,0.0
1,2023-01-03 12:32:00,2023-01-03 13:32:00,1,1.26,1,Y,241,147,1,27.19,0.5,0.5,0.3,8.73,0.0,39.72,2.5,0.0
1,2023-01-18 06:23:00,2023-01-18 07:23:00,1,13.85,1,N,61,66,4,14.5,0.5,0.5,0.3,0.0,6.55,24.85,2.5,0.0
2,2023-01-13 16:02:00,2023-01-13 17:02:00,1,8.74,1,Y,264,72,1,19.62,1.0,0.5,0.3,8.87,0.0,34.04,2.5,1.25
2,2023-01-10 15:52:00,2023-01-10 16:52:00,1,7.73,1,Y,14,243,1,20.78,1.0,0.5,0.3,6.93,6.55,37.31,0.0,1.25
1,2023-01-21 23:39:00,2023-01-21 23:39:00,2,4.66,1,N,57,98,1,12.86,1.0,0.5,0.3,2.45,6.55,27.41,2.5,1.25
2,2023-01-17 06:35:00,2023-01-17 07:35:00,1,5.92,1,Y,176,182,1,28.08,1.0,0.5,0.3,3.17,0.0,33.05,0.0,0.0
1,2023-01-08 09:49:00,2023-01-08 10:49:00,1,5.98,1,Y,141,148,1,21.37,0.5,0.5,0.3,9.82,0.0,34.99,2.5,0.0
6,2023-01-03 11:59:00,2023-01-03 12:59:00,1,3.96,1,N,140,71,1,23.33,0.0,0.5,0.3,8.04,6.55,39.97,0.0,1.25
1,2023-01-14 10:45:00,2023-01-14 11:45:00,1,17.38,5,N,81,209,1,28.68,1.0,0.5,0.3,2.39,0.0,35.37,2.5,0.0
2,2023-01-03 20:36:00,2023-01-03 21:36:00,2,1.06,2,N,214,91,2,6.28,0.5,0.5,0.3,0.0,0.0,10.08,2.5,0.0
1,2023-01-20 03:59:00,2023-01-20 04:59:00,5,9.96,1,N,69,259,1,10.55,0.0,0.5,0.3,8.77,6.55,30.42,2.5,1.25
1,2023-01-11 09:36:00,2023-01-11 10:36:00,1,11.64,1,Y,219,264,1,14.64,0.0,0.5,0.3,5.73,0.0,21.17,0.0,0.0
1,2023-01-25 08:21:00,2023-01-25 09:21:00,1,11.9,1,Y,32,61,1,9.88,1.0,0.5,0.3,9.24,6.55,28.72,0.0,1.25
1,2023-01-08 07:08:00,2023-01-08 08:08:00,5,6.98,1,N,242,112,1,21.48,0.0,0.5,0.3,6.31,6.55,37.64,2.5,0.0
1,2023-01-18 16:12:00,2023-01-18 17:12:00,1,9.56,1,N,106,251,1,17.08,0.5,0.5,0.3,1.58,0.0,23.71,2.5,1.25
1,2023-01-22 09:46:00,2023-01-22 10:46:00,1,4.24,1,Y,217,177,1,17.81,0.0,0.5,0.3,11.83,0.0,30.44,0.0,0.0
1,2023-01-05 20:46:00,2023-01-05 21:46:00,5,7.13,1,Y,194,193,1,33.8,0.0,0.5,0.3,7.84,0.0,42.44,0.0,0.0
1,2088-01-24 07:53:00,2088-01-24 08:53:00,1,13.06,1,N,195,118,1,13.51,1.0,0.5,0.3,9.19,0.0,28.25,2.5,1.25
1,2023-01-03 03:38:00,2023-01-03 04:38:00,1,1.26,1,Y,206,225,1,11.02,0.0,0.5,0.3,1.68,0.0,14.75,0.0,1.25
1,2023-01-25 21:52:00,2023-01-25 22:52:00,1,12.02,1,Y,154,141,1,32.57,0.0,0.5,0.3,7.51,0.0,43.38,2.5,0.0
2,2023-01-22 12:50:00,2023-01-22 13:50:00,1,5.68,1,N,243,124,2,12.61,0.5,0.5,0.3,0.0,0.0,16.41,2.5,0.0
1,2023-01-09 06:21:00,2023-01-09 07:21:00,2,2.03,1,N,98,27,1,21.29,0.0,0.5,0.3,2.26,6.55,30.9,0.0,0.0
2,2023-01-11 09:58:00,2023-01-11 10:58:00,4,2.46,5,Y,246,125,1,22.17,0.0,0.5,0.3,6.62,0.0,32.09,2.5,0.0
1,2023-01-12 16:56:00,2023-01-12 17:56:00,5,8.66,1,N,105,190,1,6.68,1.0,0.5,0.3,1.75,0.0,12.73,2.5,0.0
1,2023-01-08 12:36:00,2023-01-08 13:36:00,1,12.45,1,N,251,252,1,23.07,0.0,0.5,0.3,8.64,0.0,33.76,0.0,1.25
1,2023-01-27 02:52:00,2023-01-27 03:52:00,1,15.23,1,Y,78,5,1,15.84,1.0,0.5,0.3,8.0,6.55,35.94,2.5,1.25
1,2023-01-18 17:26:00,2023-01-18 18:26:00,1,17.6,1,Y,221,92,1,8.34,0.0,0.5,0.3,7.44,0.0,19.08,2.5,0.0
1,2023-01-13 14:36:00,2023-01-13 15:36:00,1,14.97,1,Y,17,48,1,14.15,1.0,0.5,0.3,0.11,0.0,16.06,0.0,0.0
2,2023-01-11 18:54:00,2023-01-11 19:54:00,3,4.44,2,N,244,139,1,7.69,1.0,0.5,0.3,6.76,0.0,16.25,0.0,0.0
6,2023-01-19 04:48:00,2023-01-19 05:48:00,3,5.67,1,N,200,170,1,23.29,1.0,0.5,0.3,8.69,6.55,42.83,2.5,0.0
1,2023-01-27 02:21:00,2023-01-27 03:21:00,1,17.45,1,Y,140,231,1,13.71,0.5,0.5,0.3,2.23,6.55,26.29,2.5,0.0
2,2023-01-23 02:05:00,2023-01-23 03:05:00,2,3.12,1,Y,185,55,1,32.18,0.5,0.5,0.3,1.23,0.0,34.71,0.0,0.0
1,2023-01-17 13:06:00,2023-01-17 14:06:00,1,10.93,1,Y,198,7,1,14.37,1.0,0.5,0.3,10.86,0.0,28.28,0.0,1.25
1,2023-01-09 09:17:00,2023-01-09 10:17:00,1,7.81,1,Y,40,185,1,11.57,1.0,0.5,0.3,7.4,0.0,20.77,0.0,0.0
1,2023-01-13 10:53:00,2023-01-13 11:53:00,1,6.29,1,Y,70,154,1,32.48,0.5,0.5,0.3,2.13,0.0,38.41,2.5,0.0
6,2023-01-26 07:20:00,2023-01-26 08:20:00,1,2.4,1,Y,93,14,3,15.97,0.5,0.5,0.3,0.0,0.0,17.27,0.0,0.0
1,2023-01-10 07:16:00,2023-01-10 08:16:00,2,1.7,5,N,246,206,1,30.94,0.5,0.5,0.3,6.52,0.0,38.76,0.0,0.0
2,2023-01-12 05:41:00,2023-01-12 06:41:00,1,11.78,4,Y,170,221,1,8.4,1.0,0.5,0.3,6.23,6.55,22.98,0.0,0.0
1,2023-01-25 21:37:00,2023-01-25 22:37:00,5,8.9,1,Y,44,60,2,22.98,0.5,0.5,0.3,0.0,0.0,25.53,0.0,1.25
1,2023-01-04 14:46:00,2023-01-04 15:46:00,1,14.66,1,Y,176,56,1,9.97,0.0,0.5,0.3,6.19,6.55,23.51,0.0,0.0
6,2023-01-08 12:40:00,2023-01-08 13:40:00,1,0.91,1,N,102,231,1,14.39,0.0,0.5,0.3,3.34,6.55,26.33,0.0,1.25
2,2023-01-18 05:23:00,2023-01-18 06:23:00,1,15.58,1,N,161,199,1,18.95,0.5,0.5,0.3,7.41,6.55,37.96,2.5,1.25
2,2023-01-11 03:15:00,2023-01-11 04:15:00,1,9.39,1,Y,71,197,1,16.53,1.0,0.5,0.3,11.17,0.0,29.5,0.0,0.0
1,2023-01-11 14:39:00,2023-01-11 15:39:00,1,2.8,1,Y,259,254,1,16.65,0.5,0.5,0.3,5.86,0.0,23.81,0.0,0.0
1,2023-01-08 17:18:00,2023-01-08 18:18:00,1,13.88,1,N,58,59,1,17.86,1.0,0.5,0.3,9.87,0.0,33.28,2.5,1.25
6,2023-01-04 23:53:00,2023-01-04 23:53:00,2,0.97,1,Y,45,225,2,8.89,0.0,0.5,0.3,0.0,6.55,19.99,2.5,1.25
1,2023-01-05 06:52:00,2023-01-05 07:52:00,1,5.35,1,Y,166,150,1,11.96,1.0,0.5,0.3,9.78,0.0,26.04,2.5,0.0
2,2023-01-05 22:55:00,2023-01-05 23:55:00,1,4.76,1,Y,202,251,1,20.14,0.5,0.5,0.3,5.42,6.55,33.41,0.0,0.0
2,2023-01-12 14:31:00,2023-01-12 15:31:00,,14.02,1,Y,235,184,2,25.19,0.5,0.5,0.3,0.0,0.0,28.99,2.5,0.0
2,2023-01-11 17:36:00,2023-01-11 18:36:00,2,16.14,1,N,24,51,1,26.76,0.0,0.5,0.3,5.3,0.0,35.36,2.5,0.0
2,2023-01-10 05:55:00,2023-01-10 06:55:00,1,4.81,1,N,85,27,1,12.7,0.0,0.5,0.3,5.15,0.0,18.65,0.0,0.0
1,2023-01-05 18:14:00,2023-01-05 19:14:00,1,6.45,1,Y,217,68,1,11.24,0.0,0.5,0.3,1.24,0.0,15.78,2.5,0.0
2,2023-01-25 04:41:00,2023-01-25 05:41:00,1,0.55,1,N,226,180,1,20.02,0.5,0.5,0.3,7.39,0.0,28.71,0.0,0.0
1,2023-01-04 18:46:00,2023-01-04 19:46:00,1,2.86,1,N,44,128,1,19.28,1.0,0.5,0.3,0.32,6.55,30.45,2.5,0.0
2,2023-01-10 20:03:00,2023-01-10 21:03:00,1,7.19,1,N,37,7,4,31.58,1.0,0.5,0.3,0.0,0.0,37.13,2.5,1.25
2,2023-01-25 02:01:00,2023-01-25 03:01:00,,4.2,2,N,204,260,1,22.44,0.5,0.5,0.3,8.42,0.0,32.16,0.0,0.0
1,2023-01-17 06:51:00,2023-01-17 07:51:00,1,13.83,1,N,34,159,1,22.98,0.0,0.5,0.3,2.93,0.0,26.71,0.0,0.0
1,2023-01-24 21:47:00,2023-01-24 22:47:00,,2.81,1,N,255,178,1,24.74,0.0,0.5,0.3,4.46,6.55,40.3,2.5,1.25
2,2023-01-01 10:51:00,2023-01-01 11:51:00,1,17.56,1,N,255,234,1,7.05,0.0,0.5,0.3,4.41,0.0,13.51,0.0,1.25
1,2023-01-17 00:02:00,2023-01-17 01:02:00,,1.21,1,Y,77,92,2,27.63,1.0,0.5,0.3,0.0,6.55,38.48,2.5,0.0
1,2023-01-24 10:17:00,2023-01-24 11:17:00,1,12.25,1,N,115,265,4,32.98,0.5,0.5,0.3,0.0,0.0,36.78,2.5,0.0
1,2023-01-01 11:12:00,2023-01-01 12:12:00,1,4.67,1,Y,253,101,1,17.94,0.0,0.5,0.3,0.08,0.0,18.82,0.0,0.0
2,2084-01-23 00:21:00,2084-01-23 01:21:00,1,2.23,1,Y,122,215,1,7.21,1.0,0.5,0.3,3.36,0.0,13.62,0.0,1.25
2,2023-01-12 14:47:00,2023-01-12 15:47:00,1,14.83,1,Y,32,223,1,9.22,0.5,0.5,0.3,11.11,0.0,24.13,2.5,0.0
1,2023-01-03 06:08:00,2023-01-03 07:08:00,1,3.29,1,Y,209,62,1,33.84,0.5,0.5,0.3,5.56,0.0,40.7,0.0,0.0
2,2023-01-23 19:02:00,2023-01-23 20:02:00,1,12.92,4,N,203,263,1,12.57,0.0,0.5,0.3,0.37,0.0,17.49,2.5,1.25
1,2023-01-04 04:07:00,2023-01-04 05:07:00,5,2.7,1,N,191,44,1,11.8,0.0,0.5,0.3,11.97,0.0,27.07,2.5,0.0
2,2023-01-27 10:07:00,2023-01-27 11:07:00,1,10.5,1,N,203,255,1,21.56,0.0,0.5,0.3,10.9,0.0,35.76,2.5,0.0
1,2023-01-20 19:15:00,2023-01-20 20:15:00,3,8.83,1,Y,197,71,1,20.42,0.0,0.5,0.3,7.57,6.55,35.34,0.0,0.0
1,2023-01-26 15:22:00,2023-01-26 16:22:00,1,3.56,1,N,113,16,2,24.58,0.5,0.5,0.3,0.0,6.55,36.18,2.5,1.25
6,2023-01-04 07:42:00,2023-01-04 08:42:00,2,13.37,1,N,113,199,1,26.87,0.0,0.5,0.3,2.84,0.0,34.26,2.5,1.25
2,2023-01-12 18:36:00,2023-01-12 19:36:00,2,14.66,5,N,159,90,1,8.17,0.0,0.5,0.3,0.24,0.0,9.21,0.0,0.0
2,2023-01-11 22:11:00,2023-01-11 23:11:00,1,0.79,1,N,73,57,2,27.77,0.5,0.5,0.3,0.0,6.55,39.37,2.5,1.25
1,2023-01-11 04:10:00,2023-01-11 05:10:00,1,8.97,1,N,183,115,1,25.89,1.0,0.5,0.3,8.26,0.0,37.2,0.0,1.25
