order_id,event_time_utc,instrument,side,qty,price,venue,settlement_date_system,settlement_date_correct,utc_offset_system,utc_offset_correct
ORD-0020241103000071,2024-11-03T14:03:33Z,NQZ4,BUY,9,4568.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000072,2024-11-03T14:03:36Z,NQZ4,BUY,2,4573.74,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000073,2024-11-03T14:03:39Z,ESZ4,BUY,5,4581.95,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000074,2024-11-03T14:03:42Z,ESZ4,BUY,9,4584.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000075,2024-11-03T14:03:45Z,NQZ4,SELL,5,4553.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000076,2024-11-03T14:03:48Z,NQZ4,BUY,5,4550.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000077,2024-11-03T14:03:51Z,ESZ4,BUY,10,4587.21,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000078,2024-11-03T14:03:54Z,NQZ4,SELL,2,4559.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000079,2024-11-03T14:03:57Z,ESZ4,SELL,3,4555.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000080,2024-11-03T14:04:00Z,ESZ4,BUY,9,4566.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000081,2024-11-03T14:04:03Z,NQZ4,SELL,8,4554.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000082,2024-11-03T14:04:06Z,NQZ4,SELL,2,4583.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000083,2024-11-03T14:04:09Z,ESZ4,BUY,2,4549.33,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000084,2024-11-03T14:04:12Z,NQZ4,BUY,5,4569.09,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000085,2024-11-03T14:04:15Z,NQZ4,SELL,7,4563.62,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000086,2024-11-03T14:04:18Z,NQZ4,SELL,9,4562.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000087,2024-11-03T14:04:21Z,ESZ4,BUY,1,4540.72,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000088,2024-11-03T14:04:24Z,ESZ4,BUY,9,4563.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000089,2024-11-03T14:04:27Z,NQZ4,SELL,3,4585.43,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000090,2024-11-03T14:04:30Z,ESZ4,SELL,8,4543.07,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000091,2024-11-03T14:04:33Z,ESZ4,SELL,6,4578.4,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000092,2024-11-03T14:04:36Z,NQZ4,SELL,4,4585.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000093,2024-11-03T14:04:39Z,ESZ4,BUY,7,4559.43,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000094,2024-11-03T14:04:42Z,ESZ4,BUY,5,4548.09,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000095,2024-11-03T14:04:45Z,ESZ4,SELL,8,4562.96,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000096,2024-11-03T14:04:48Z,ESZ4,BUY,8,4551.89,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000097,2024-11-03T14:04:51Z,ESZ4,SELL,3,4540.25,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000098,2024-11-03T14:04:54Z,ESZ4,BUY,10,4547.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000099,2024-11-03T14:04:57Z,NQZ4,SELL,2,4573.75,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000100,2024-11-03T14:05:00Z,ESZ4,SELL,4,4551.63,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000101,2024-11-03T14:05:03Z,ESZ4,BUY,5,4576.5,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000102,2024-11-03T14:05:06Z,ESZ4,SELL,4,4554.13,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000103,2024-11-03T14:05:09Z,ESZ4,BUY,4,4582.19,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000104,2024-11-03T14:05:12Z,NQZ4,BUY,1,4589.98,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000105,2024-11-03T14:05:15Z,NQZ4,SELL,6,4555.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000106,2024-11-03T14:05:18Z,ESZ4,BUY,7,4557.94,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000107,2024-11-03T14:05:21Z,NQZ4,SELL,5,4544.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000108,2024-11-03T14:05:24Z,ESZ4,BUY,3,4579.24,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000109,2024-11-03T14:05:27Z,NQZ4,SELL,4,4571.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000110,2024-11-03T14:05:30Z,NQZ4,SELL,7,4542.56,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000111,2024-11-03T14:05:33Z,ESZ4,SELL,3,4546.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000112,2024-11-03T14:05:36Z,NQZ4,BUY,3,4547.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000113,2024-11-03T14:05:39Z,NQZ4,SELL,9,4547.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000114,2024-11-03T14:05:42Z,NQZ4,SELL,1,4547.31,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000115,2024-11-03T14:05:45Z,NQZ4,BUY,8,4578.66,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000116,2024-11-03T14:05:48Z,NQZ4,SELL,9,4581.43,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000117,2024-11-03T14:05:51Z,ESZ4,BUY,5,4551.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000118,2024-11-03T14:05:54Z,NQZ4,BUY,5,4541.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000119,2024-11-03T14:05:57Z,NQZ4,BUY,9,4558.63,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000120,2024-11-03T14:06:00Z,ESZ4,SELL,4,4561.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000121,2024-11-03T14:06:03Z,NQZ4,SELL,10,4544.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000122,2024-11-03T14:06:06Z,NQZ4,SELL,6,4546.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000123,2024-11-03T14:06:09Z,NQZ4,BUY,6,4541.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000124,2024-11-03T14:06:12Z,ESZ4,BUY,5,4563.41,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000125,2024-11-03T14:06:15Z,ESZ4,SELL,1,4587.38,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000126,2024-11-03T14:06:18Z,NQZ4,SELL,9,4543.9,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000127,2024-11-03T14:06:21Z,ESZ4,SELL,1,4547.47,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000128,2024-11-03T14:06:24Z,NQZ4,BUY,2,4553.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000129,2024-11-03T14:06:27Z,ESZ4,BUY,6,4551.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000130,2024-11-03T14:06:30Z,ESZ4,BUY,3,4558.26,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000131,2024-11-03T14:06:33Z,NQZ4,SELL,10,4549.27,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000132,2024-11-03T14:06:36Z,ESZ4,SELL,1,4549.42,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000133,2024-11-03T14:06:39Z,ESZ4,BUY,4,4548.67,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000134,2024-11-03T14:06:42Z,NQZ4,SELL,3,4545.32,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000135,2024-11-03T14:06:45Z,ESZ4,SELL,5,4545.39,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000136,2024-11-03T14:06:48Z,ESZ4,BUY,1,4563.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000137,2024-11-03T14:06:51Z,ESZ4,SELL,3,4570.92,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000138,2024-11-03T14:06:54Z,ESZ4,SELL,4,4557.4,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000139,2024-11-03T14:06:57Z,ESZ4,SELL,10,4564.34,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000140,2024-11-03T14:07:00Z,NQZ4,BUY,5,4563.22,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000141,2024-11-03T14:07:03Z,NQZ4,SELL,9,4549.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000142,2024-11-03T14:07:06Z,ESZ4,BUY,3,4589.14,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000143,2024-11-03T14:07:09Z,NQZ4,BUY,9,4584.06,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000144,2024-11-03T14:07:12Z,ESZ4,SELL,5,4558.87,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000145,2024-11-03T14:07:15Z,ESZ4,SELL,5,4582.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000146,2024-11-03T14:07:18Z,ESZ4,SELL,1,4577.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000147,2024-11-03T14:07:21Z,ESZ4,BUY,10,4566.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000148,2024-11-03T14:07:24Z,ESZ4,SELL,7,4585.05,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000149,2024-11-03T14:07:27Z,ESZ4,BUY,9,4575.7,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000150,2024-11-03T14:07:30Z,ESZ4,SELL,5,4559.23,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000151,2024-11-03T14:07:33Z,ESZ4,SELL,4,4569.93,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000152,2024-11-03T14:07:36Z,ESZ4,SELL,10,4541.57,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000153,2024-11-03T14:07:39Z,ESZ4,BUY,7,4559.55,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000154,2024-11-03T14:07:42Z,NQZ4,SELL,7,4560.89,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000155,2024-11-03T14:07:45Z,NQZ4,BUY,8,4587.45,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000156,2024-11-03T14:07:48Z,NQZ4,BUY,5,4559.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000157,2024-11-03T14:07:51Z,NQZ4,SELL,3,4549.14,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000158,2024-11-03T14:07:54Z,ESZ4,BUY,10,4559.08,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000159,2024-11-03T14:07:57Z,NQZ4,BUY,6,4571.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000160,2024-11-03T14:08:00Z,ESZ4,BUY,6,4577.61,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000161,2024-11-03T14:08:03Z,ESZ4,BUY,10,4541.48,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000162,2024-11-03T14:08:06Z,NQZ4,SELL,7,4544.18,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000163,2024-11-03T14:08:09Z,ESZ4,SELL,4,4576.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000164,2024-11-03T14:08:12Z,NQZ4,BUY,8,4576.97,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000165,2024-11-03T14:08:15Z,NQZ4,SELL,9,4566.35,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000166,2024-11-03T14:08:18Z,NQZ4,BUY,10,4561.82,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000167,2024-11-03T14:08:21Z,ESZ4,SELL,8,4560.02,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000168,2024-11-03T14:08:24Z,ESZ4,BUY,6,4570.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000169,2024-11-03T14:08:27Z,NQZ4,SELL,6,4547.04,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000170,2024-11-03T14:08:30Z,ESZ4,SELL,9,4554.5,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000171,2024-11-03T14:08:33Z,NQZ4,BUY,9,4546.77,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000172,2024-11-03T14:08:36Z,NQZ4,BUY,5,4577.05,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000173,2024-11-03T14:08:39Z,ESZ4,BUY,9,4561.34,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000174,2024-11-03T14:08:42Z,ESZ4,SELL,2,4562.95,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000175,2024-11-03T14:08:45Z,ESZ4,SELL,10,4558.09,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000176,2024-11-03T14:08:48Z,NQZ4,BUY,8,4547.58,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000177,2024-11-03T14:08:51Z,NQZ4,BUY,5,4564.99,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000178,2024-11-03T14:08:54Z,NQZ4,SELL,6,4588.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000179,2024-11-03T14:08:57Z,NQZ4,BUY,2,4553.85,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000180,2024-11-03T14:09:00Z,ESZ4,BUY,6,4543.31,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000181,2024-11-03T14:09:03Z,ESZ4,BUY,7,4582.52,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000182,2024-11-03T14:09:06Z,NQZ4,SELL,1,4556.71,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000183,2024-11-03T14:09:09Z,NQZ4,SELL,5,4541.84,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000184,2024-11-03T14:09:12Z,ESZ4,SELL,1,4564.69,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000185,2024-11-03T14:09:15Z,ESZ4,SELL,1,4578.21,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000186,2024-11-03T14:09:18Z,NQZ4,BUY,2,4573.16,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000187,2024-11-03T14:09:21Z,ESZ4,BUY,1,4543.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000188,2024-11-03T14:09:24Z,NQZ4,SELL,10,4585.17,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000189,2024-11-03T14:09:27Z,NQZ4,SELL,8,4576.29,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000190,2024-11-03T14:09:30Z,NQZ4,SELL,8,4587.01,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000191,2024-11-03T14:09:33Z,ESZ4,BUY,6,4568.86,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000192,2024-11-03T14:09:36Z,NQZ4,SELL,6,4563.03,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000193,2024-11-03T14:09:39Z,ESZ4,BUY,10,4552.1,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000194,2024-11-03T14:09:42Z,ESZ4,BUY,9,4575.54,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000195,2024-11-03T14:09:45Z,ESZ4,BUY,5,4549.15,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000196,2024-11-03T14:09:48Z,ESZ4,SELL,5,4554.81,CME,2024-11-04,2024-11-04,-04:00,-05:00
ORD-0020241103000197,2024-11-03T14:09:51Z,ESZ4,SELL,3,4581.51,CME,2024-11-04,2024-11-04,-04:00,-05:00
