snapshot_time_utc,symbol,bid_price,ask_price,bid_size,ask_size,last_price,volume,tz_offset_used,tz_offset_correct
2024-11-03T18:22:00Z,RTY,4955.41,4955.93,331,383,4955.67,7641,-04:00,-05:00
2024-11-03T16:18:00Z,NQ,5455.8,5456.13,384,196,5455.97,9166,-04:00,-05:00
2024-11-03T17:38:00Z,RTY,5369.24,5370.05,24,245,5369.65,6466,-04:00,-05:00
2024-11-03T17:14:00Z,NQ,5126.53,5127.16,284,432,5126.84,7445,-04:00,-05:00
2024-11-03T14:13:00Z,YM,4939.42,4939.81,11,418,4939.61,5255,-04:00,-05:00
2024-11-03T16:21:00Z,YM,5400.7,5401.59,263,127,5401.15,6016,-04:00,-05:00
2024-11-03T16:08:00Z,RTY,4719.46,4720.02,247,391,4719.74,957,-04:00,-05:00
2024-11-03T17:49:00Z,NQ,5744.32,5744.849999999999,53,51,5744.58,3063,-04:00,-05:00
2024-11-03T17:59:00Z,RTY,4998.61,4999.36,441,35,4998.98,386,-04:00,-05:00
2024-11-03T21:39:00Z,RTY,5693.22,5694.08,466,126,5693.65,5791,-04:00,-05:00
2024-11-03T14:54:00Z,ES,5070.08,5070.37,16,444,5070.23,9021,-04:00,-05:00
2024-11-03T19:04:00Z,ES,5625.21,5625.66,101,233,5625.43,742,-04:00,-05:00
2024-11-03T18:52:00Z,YM,5388.06,5388.55,20,230,5388.31,3120,-04:00,-05:00
2024-11-03T17:29:00Z,NQ,4943.77,4944.620000000001,246,476,4944.2,6420,-04:00,-05:00
2024-11-03T15:10:00Z,NQ,4979.57,4980.49,83,48,4980.03,5745,-04:00,-05:00
2024-11-03T15:15:00Z,YM,5275.87,5276.67,478,49,5276.27,1090,-04:00,-05:00
2024-11-03T20:15:00Z,YM,5123.67,5124.33,46,181,5124.0,4870,-04:00,-05:00
2024-11-03T14:46:00Z,YM,5158.12,5158.54,171,202,5158.33,2236,-04:00,-05:00
2024-11-03T20:55:00Z,ES,5781.87,5782.39,101,145,5782.13,6217,-04:00,-05:00
2024-11-03T14:05:00Z,ES,5379.39,5379.700000000001,42,175,5379.55,4061,-04:00,-05:00
2024-11-03T14:43:00Z,ES,4753.64,4754.06,274,356,4753.85,230,-04:00,-05:00
2024-11-03T20:04:00Z,NQ,4513.3,4514.17,432,103,4513.74,7934,-04:00,-05:00
2024-11-03T18:00:00Z,ES,4552.06,4552.55,130,365,4552.31,7414,-04:00,-05:00
2024-11-03T17:04:00Z,NQ,5713.28,5713.67,330,345,5713.48,7368,-04:00,-05:00
2024-11-03T19:29:00Z,ES,5776.63,5777.4400000000005,487,50,5777.03,8567,-04:00,-05:00
2024-11-03T18:13:00Z,RTY,5545.82,5546.469999999999,41,151,5546.14,7345,-04:00,-05:00
2024-11-03T15:31:00Z,NQ,4604.58,4605.19,107,128,4604.89,3492,-04:00,-05:00
2024-11-03T20:33:00Z,NQ,5595.93,5596.320000000001,492,438,5596.12,5062,-04:00,-05:00
2024-11-03T14:45:00Z,YM,5788.35,5789.2300000000005,13,330,5788.79,2299,-04:00,-05:00
2024-11-03T14:12:00Z,RTY,4870.04,4871.0199999999995,421,12,4870.53,8526,-04:00,-05:00
2024-11-03T14:04:00Z,YM,4784.79,4785.66,51,424,4785.23,5122,-04:00,-05:00
2024-11-03T14:20:00Z,RTY,5374.82,5375.46,311,323,5375.14,9187,-04:00,-05:00
2024-11-03T19:32:00Z,ES,5270.29,5271.19,335,345,5270.74,3688,-04:00,-05:00
2024-11-03T17:27:00Z,RTY,5368.94,5369.7,379,359,5369.32,4830,-04:00,-05:00
2024-11-03T19:22:00Z,YM,5065.47,5066.27,171,468,5065.87,7752,-04:00,-05:00
2024-11-03T19:31:00Z,NQ,5117.17,5117.54,438,233,5117.35,8245,-04:00,-05:00
2024-11-03T18:44:00Z,YM,5123.59,5123.860000000001,96,37,5123.73,563,-04:00,-05:00
2024-11-03T17:37:00Z,YM,5498.99,5499.719999999999,148,417,5499.35,3437,-04:00,-05:00
2024-11-03T17:15:00Z,YM,5157.74,5158.389999999999,70,356,5158.06,8599,-04:00,-05:00
2024-11-03T18:59:00Z,RTY,4702.58,4703.3,406,120,4702.94,3707,-04:00,-05:00
2024-11-03T17:23:00Z,NQ,5176.69,5177.29,394,397,5176.99,2288,-04:00,-05:00
2024-11-03T15:44:00Z,RTY,4513.63,4514.37,351,220,4514.0,2382,-04:00,-05:00
2024-11-03T18:37:00Z,RTY,4529.36,4529.7,289,73,4529.53,4745,-04:00,-05:00
2024-11-03T15:24:00Z,RTY,4598.58,4598.94,164,367,4598.76,6475,-04:00,-05:00
2024-11-03T19:05:00Z,ES,5716.73,5717.07,103,75,5716.9,7138,-04:00,-05:00
2024-11-03T20:52:00Z,RTY,4806.76,4807.2,132,451,4806.98,6001,-04:00,-05:00
2024-11-03T16:17:00Z,RTY,4715.4,4716.379999999999,459,339,4715.89,1790,-04:00,-05:00
2024-11-03T19:59:00Z,RTY,5787.56,5787.92,36,88,5787.74,7202,-04:00,-05:00
2024-11-03T16:12:00Z,NQ,5564.95,5565.42,167,465,5565.18,6315,-04:00,-05:00
2024-11-03T14:20:00Z,RTY,5537.8,5538.37,255,449,5538.09,4345,-04:00,-05:00
2024-11-03T19:49:00Z,RTY,5335.68,5336.46,320,193,5336.07,5192,-04:00,-05:00
2024-11-03T21:37:00Z,YM,5385.57,5385.92,161,400,5385.74,3623,-04:00,-05:00
