timestamp_utc,instrument,order_id,side,price,qty,local_ts_system,timezone_tag,settlement_date_system
2024-11-03T10:26:14Z,NQZ4,ORD-0020241103000041,SELL,4634.06,15,2024-11-03T06:26:14,UTC-4,2024-11-04
2024-11-03T10:27:36Z,NQZ4,ORD-0020241103000042,SELL,4657.77,12,2024-11-03T06:27:36,UTC-4,2024-11-04
2024-11-03T10:28:58Z,RTYH5,ORD-0020241103000043,BUY,4630.5,10,2024-11-03T06:28:58,UTC-4,2024-11-04
2024-11-03T10:30:21Z,ESZ4,ORD-0020241103000044,BUY,4570.82,13,2024-11-03T06:30:21,UTC-4,2024-11-04
2024-11-03T10:31:43Z,RTYH5,ORD-0020241103000045,SELL,4589.11,17,2024-11-03T06:31:43,UTC-4,2024-11-04
2024-11-03T10:33:05Z,NQZ4,ORD-0020241103000046,SELL,4541.57,14,2024-11-03T06:33:05,UTC-4,2024-11-04
2024-11-03T10:34:28Z,NQZ4,ORD-0020241103000047,BUY,4559.33,10,2024-11-03T06:34:28,UTC-4,2024-11-04
2024-11-03T10:35:50Z,RTYH5,ORD-0020241103000048,SELL,4626.22,14,2024-11-03T06:35:50,UTC-4,2024-11-04
2024-11-03T10:37:12Z,RTYH5,ORD-0020241103000049,SELL,4666.11,17,2024-11-03T06:37:12,UTC-4,2024-11-04
2024-11-03T10:38:35Z,ESZ4,ORD-0020241103000050,SELL,4588.73,20,2024-11-03T06:38:35,UTC-4,2024-11-04
2024-11-03T10:39:57Z,RTYH5,ORD-0020241103000051,SELL,4692.54,1,2024-11-03T06:39:57,UTC-4,2024-11-04
2024-11-03T10:41:19Z,NQZ4,ORD-0020241103000052,SELL,4531.85,17,2024-11-03T06:41:19,UTC-4,2024-11-04
2024-11-03T10:42:41Z,ESZ4,ORD-0020241103000053,BUY,4628.81,17,2024-11-03T06:42:41,UTC-4,2024-11-04
2024-11-03T10:44:04Z,ESZ4,ORD-0020241103000054,BUY,4521.84,15,2024-11-03T06:44:04,UTC-4,2024-11-04
2024-11-03T10:45:26Z,RTYH5,ORD-0020241103000055,SELL,4640.89,14,2024-11-03T06:45:26,UTC-4,2024-11-04
2024-11-03T10:46:48Z,NQZ4,ORD-0020241103000056,SELL,4688.83,5,2024-11-03T06:46:48,UTC-4,2024-11-04
2024-11-03T10:48:11Z,RTYH5,ORD-0020241103000057,SELL,4596.4,10,2024-11-03T06:48:11,UTC-4,2024-11-04
2024-11-03T10:49:33Z,RTYH5,ORD-0020241103000058,BUY,4606.69,4,2024-11-03T06:49:33,UTC-4,2024-11-04
2024-11-03T10:50:55Z,ESZ4,ORD-0020241103000059,SELL,4508.44,1,2024-11-03T06:50:55,UTC-4,2024-11-04
2024-11-03T10:52:18Z,NQZ4,ORD-0020241103000060,BUY,4567.85,16,2024-11-03T06:52:18,UTC-4,2024-11-04
2024-11-03T10:53:40Z,ESZ4,ORD-0020241103000061,BUY,4657.3,14,2024-11-03T06:53:40,UTC-4,2024-11-04
2024-11-03T10:55:02Z,ESZ4,ORD-0020241103000062,SELL,4545.03,2,2024-11-03T06:55:02,UTC-4,2024-11-04
2024-11-03T10:56:24Z,NQZ4,ORD-0020241103000063,SELL,4655.41,15,2024-11-03T06:56:24,UTC-4,2024-11-04
2024-11-03T10:57:47Z,NQZ4,ORD-0020241103000064,BUY,4658.71,12,2024-11-03T06:57:47,UTC-4,2024-11-04
2024-11-03T10:59:09Z,RTYH5,ORD-0020241103000065,BUY,4664.13,20,2024-11-03T06:59:09,UTC-4,2024-11-04
2024-11-03T11:00:31Z,NQZ4,ORD-0020241103000066,BUY,4677.64,1,2024-11-03T07:00:31,UTC-4,2024-11-04
2024-11-03T11:01:54Z,NQZ4,ORD-0020241103000067,SELL,4635.29,14,2024-11-03T07:01:54,UTC-4,2024-11-04
2024-11-03T11:03:16Z,NQZ4,ORD-0020241103000068,SELL,4655.83,4,2024-11-03T07:03:16,UTC-4,2024-11-04
2024-11-03T11:04:38Z,ESZ4,ORD-0020241103000069,BUY,4661.85,6,2024-11-03T07:04:38,UTC-4,2024-11-04
2024-11-03T11:06:01Z,RTYH5,ORD-0020241103000070,SELL,4654.25,13,2024-11-03T07:06:01,UTC-4,2024-11-04
2024-11-03T11:07:23Z,ESZ4,ORD-0020241103000071,SELL,4532.36,18,2024-11-03T07:07:23,UTC-4,2024-11-04
2024-11-03T11:08:45Z,RTYH5,ORD-0020241103000072,BUY,4599.76,17,2024-11-03T07:08:45,UTC-4,2024-11-04
2024-11-03T11:10:07Z,ESZ4,ORD-0020241103000073,BUY,4540.69,10,2024-11-03T07:10:07,UTC-4,2024-11-04
2024-11-03T11:11:30Z,NQZ4,ORD-0020241103000074,BUY,4531.93,15,2024-11-03T07:11:30,UTC-4,2024-11-04
2024-11-03T11:12:52Z,RTYH5,ORD-0020241103000075,SELL,4503.79,6,2024-11-03T07:12:52,UTC-4,2024-11-04
2024-11-03T11:14:14Z,ESZ4,ORD-0020241103000076,BUY,4667.5,14,2024-11-03T07:14:14,UTC-4,2024-11-04
2024-11-03T11:15:37Z,NQZ4,ORD-0020241103000077,SELL,4664.03,11,2024-11-03T07:15:37,UTC-4,2024-11-04
2024-11-03T11:16:59Z,RTYH5,ORD-0020241103000078,BUY,4603.79,16,2024-11-03T07:16:59,UTC-4,2024-11-04
2024-11-03T11:18:21Z,NQZ4,ORD-0020241103000079,BUY,4503.67,5,2024-11-03T07:18:21,UTC-4,2024-11-04
2024-11-03T11:19:44Z,NQZ4,ORD-0020241103000080,BUY,4685.71,18,2024-11-03T07:19:44,UTC-4,2024-11-04
2024-11-03T11:21:06Z,ESZ4,ORD-0020241103000081,SELL,4599.13,3,2024-11-03T07:21:06,UTC-4,2024-11-04
2024-11-03T11:22:28Z,ESZ4,ORD-0020241103000082,BUY,4683.19,16,2024-11-03T07:22:28,UTC-4,2024-11-04
2024-11-03T11:23:50Z,RTYH5,ORD-0020241103000083,SELL,4584.53,12,2024-11-03T07:23:50,UTC-4,2024-11-04
2024-11-03T11:25:13Z,NQZ4,ORD-0020241103000084,BUY,4518.82,20,2024-11-03T07:25:13,UTC-4,2024-11-04
2024-11-03T11:26:35Z,NQZ4,ORD-0020241103000085,BUY,4657.48,8,2024-11-03T07:26:35,UTC-4,2024-11-04
2024-11-03T11:27:57Z,RTYH5,ORD-0020241103000086,BUY,4658.17,6,2024-11-03T07:27:57,UTC-4,2024-11-04
2024-11-03T11:29:20Z,ESZ4,ORD-0020241103000087,SELL,4622.5,11,2024-11-03T07:29:20,UTC-4,2024-11-04
2024-11-03T11:30:42Z,RTYH5,ORD-0020241103000088,SELL,4611.65,2,2024-11-03T07:30:42,UTC-4,2024-11-04
2024-11-03T11:32:04Z,NQZ4,ORD-0020241103000089,SELL,4691.37,11,2024-11-03T07:32:04,UTC-4,2024-11-04
2024-11-03T11:33:27Z,RTYH5,ORD-0020241103000090,BUY,4627.35,10,2024-11-03T07:33:27,UTC-4,2024-11-04
2024-11-03T11:34:49Z,NQZ4,ORD-0020241103000091,SELL,4694.25,16,2024-11-03T07:34:49,UTC-4,2024-11-04
2024-11-03T11:36:11Z,NQZ4,ORD-0020241103000092,SELL,4515.81,8,2024-11-03T07:36:11,UTC-4,2024-11-04
2024-11-03T11:37:33Z,RTYH5,ORD-0020241103000093,BUY,4540.91,13,2024-11-03T07:37:33,UTC-4,2024-11-04
2024-11-03T11:38:56Z,ESZ4,ORD-0020241103000094,SELL,4681.44,1,2024-11-03T07:38:56,UTC-4,2024-11-04
2024-11-03T11:40:18Z,RTYH5,ORD-0020241103000095,BUY,4613.72,12,2024-11-03T07:40:18,UTC-4,2024-11-04
2024-11-03T11:41:40Z,ESZ4,ORD-0020241103000096,SELL,4583.43,20,2024-11-03T07:41:40,UTC-4,2024-11-04
2024-11-03T11:43:03Z,RTYH5,ORD-0020241103000097,BUY,4634.41,20,2024-11-03T07:43:03,UTC-4,2024-11-04
2024-11-03T11:44:25Z,ESZ4,ORD-0020241103000098,SELL,4598.55,16,2024-11-03T07:44:25,UTC-4,2024-11-04
2024-11-03T11:45:47Z,RTYH5,ORD-0020241103000099,SELL,4570.65,12,2024-11-03T07:45:47,UTC-4,2024-11-04
2024-11-03T11:47:10Z,RTYH5,ORD-0020241103000100,BUY,4609.15,1,2024-11-03T07:47:10,UTC-4,2024-11-04
2024-11-03T11:48:32Z,ESZ4,ORD-0020241103000101,SELL,4552.7,12,2024-11-03T07:48:32,UTC-4,2024-11-04
2024-11-03T11:49:54Z,NQZ4,ORD-0020241103000102,SELL,4603.01,10,2024-11-03T07:49:54,UTC-4,2024-11-04
2024-11-03T11:51:16Z,RTYH5,ORD-0020241103000103,BUY,4651.97,18,2024-11-03T07:51:16,UTC-4,2024-11-04
2024-11-03T11:52:39Z,ESZ4,ORD-0020241103000104,SELL,4619.73,17,2024-11-03T07:52:39,UTC-4,2024-11-04
2024-11-03T11:54:01Z,ESZ4,ORD-0020241103000105,BUY,4642.04,3,2024-11-03T07:54:01,UTC-4,2024-11-04
2024-11-03T11:55:23Z,ESZ4,ORD-0020241103000106,BUY,4555.6,12,2024-11-03T07:55:23,UTC-4,2024-11-04
2024-11-03T11:56:46Z,RTYH5,ORD-0020241103000107,SELL,4596.08,13,2024-11-03T07:56:46,UTC-4,2024-11-04
2024-11-03T11:58:08Z,ESZ4,ORD-0020241103000108,BUY,4694.72,1,2024-11-03T07:58:08,UTC-4,2024-11-04
2024-11-03T11:59:30Z,RTYH5,ORD-0020241103000109,SELL,4581.73,18,2024-11-03T07:59:30,UTC-4,2024-11-04
2024-11-03T12:00:53Z,ESZ4,ORD-0020241103000110,SELL,4515.66,12,2024-11-03T08:00:53,UTC-4,2024-11-04
2024-11-03T12:02:15Z,NQZ4,ORD-0020241103000111,BUY,4560.11,4,2024-11-03T08:02:15,UTC-4,2024-11-04
2024-11-03T12:03:37Z,NQZ4,ORD-0020241103000112,BUY,4513.5,8,2024-11-03T08:03:37,UTC-4,2024-11-04
2024-11-03T12:04:59Z,NQZ4,ORD-0020241103000113,BUY,4595.66,2,2024-11-03T08:04:59,UTC-4,2024-11-04
2024-11-03T12:06:22Z,NQZ4,ORD-0020241103000114,SELL,4508.86,11,2024-11-03T08:06:22,UTC-4,2024-11-04
2024-11-03T12:07:44Z,ESZ4,ORD-0020241103000115,SELL,4541.32,8,2024-11-03T08:07:44,UTC-4,2024-11-04
2024-11-03T12:09:06Z,ESZ4,ORD-0020241103000116,BUY,4532.58,11,2024-11-03T08:09:06,UTC-4,2024-11-04
2024-11-03T12:10:29Z,ESZ4,ORD-0020241103000117,BUY,4597.28,14,2024-11-03T08:10:29,UTC-4,2024-11-04
2024-11-03T12:11:51Z,RTYH5,ORD-0020241103000118,BUY,4530.61,20,2024-11-03T08:11:51,UTC-4,2024-11-04
2024-11-03T12:13:13Z,NQZ4,ORD-0020241103000119,SELL,4629.64,10,2024-11-03T08:13:13,UTC-4,2024-11-04
2024-11-03T12:14:36Z,ESZ4,ORD-0020241103000120,BUY,4500.16,6,2024-11-03T08:14:36,UTC-4,2024-11-04
2024-11-03T12:15:58Z,RTYH5,ORD-0020241103000121,BUY,4646.1,13,2024-11-03T08:15:58,UTC-4,2024-11-04
2024-11-03T12:17:20Z,RTYH5,ORD-0020241103000122,SELL,4609.05,18,2024-11-03T08:17:20,UTC-4,2024-11-04
2024-11-03T12:18:42Z,ESZ4,ORD-0020241103000123,BUY,4563.66,9,2024-11-03T08:18:42,UTC-4,2024-11-04
2024-11-03T12:20:05Z,NQZ4,ORD-0020241103000124,SELL,4573.65,4,2024-11-03T08:20:05,UTC-4,2024-11-04
2024-11-03T12:21:27Z,ESZ4,ORD-0020241103000125,SELL,4558.35,19,2024-11-03T08:21:27,UTC-4,2024-11-04
2024-11-03T12:22:49Z,ESZ4,ORD-0020241103000126,BUY,4647.21,1,2024-11-03T08:22:49,UTC-4,2024-11-04
2024-11-03T12:24:12Z,ESZ4,ORD-0020241103000127,SELL,4600.87,10,2024-11-03T08:24:12,UTC-4,2024-11-04
2024-11-03T12:25:34Z,NQZ4,ORD-0020241103000128,BUY,4630.35,17,2024-11-03T08:25:34,UTC-4,2024-11-04
2024-11-03T12:26:56Z,RTYH5,ORD-0020241103000129,BUY,4662.28,17,2024-11-03T08:26:56,UTC-4,2024-11-04
2024-11-03T12:28:19Z,ESZ4,ORD-0020241103000130,BUY,4667.69,18,2024-11-03T08:28:19,UTC-4,2024-11-04
2024-11-03T12:29:41Z,RTYH5,ORD-0020241103000131,SELL,4602.74,19,2024-11-03T08:29:41,UTC-4,2024-11-04
2024-11-03T12:31:03Z,ESZ4,ORD-0020241103000132,SELL,4666.27,19,2024-11-03T08:31:03,UTC-4,2024-11-04
2024-11-03T12:32:25Z,ESZ4,ORD-0020241103000133,SELL,4546.33,7,2024-11-03T08:32:25,UTC-4,2024-11-04
2024-11-03T12:33:48Z,RTYH5,ORD-0020241103000134,SELL,4692.22,10,2024-11-03T08:33:48,UTC-4,2024-11-04
2024-11-03T12:35:10Z,RTYH5,ORD-0020241103000135,BUY,4604.93,5,2024-11-03T08:35:10,UTC-4,2024-11-04
2024-11-03T12:36:32Z,NQZ4,ORD-0020241103000136,BUY,4653.64,15,2024-11-03T08:36:32,UTC-4,2024-11-04
2024-11-03T12:37:55Z,RTYH5,ORD-0020241103000137,SELL,4634.92,19,2024-11-03T08:37:55,UTC-4,2024-11-04
2024-11-03T12:39:17Z,RTYH5,ORD-0020241103000138,BUY,4513.44,6,2024-11-03T08:39:17,UTC-4,2024-11-04
2024-11-03T12:40:39Z,NQZ4,ORD-0020241103000139,BUY,4547.95,16,2024-11-03T08:40:39,UTC-4,2024-11-04
2024-11-03T12:42:02Z,NQZ4,ORD-0020241103000140,SELL,4654.71,8,2024-11-03T08:42:02,UTC-4,2024-11-04
2024-11-03T12:43:24Z,NQZ4,ORD-0020241103000141,SELL,4509.63,2,2024-11-03T08:43:24,UTC-4,2024-11-04
2024-11-03T12:44:46Z,ESZ4,ORD-0020241103000142,SELL,4617.88,9,2024-11-03T08:44:46,UTC-4,2024-11-04
2024-11-03T12:46:08Z,NQZ4,ORD-0020241103000143,SELL,4638.62,18,2024-11-03T08:46:08,UTC-4,2024-11-04
2024-11-03T12:47:31Z,ESZ4,ORD-0020241103000144,BUY,4661.2,3,2024-11-03T08:47:31,UTC-4,2024-11-04
2024-11-03T12:48:53Z,ESZ4,ORD-0020241103000145,SELL,4679.59,13,2024-11-03T08:48:53,UTC-4,2024-11-04
2024-11-03T12:50:15Z,RTYH5,ORD-0020241103000146,SELL,4697.99,7,2024-11-03T08:50:15,UTC-4,2024-11-04
2024-11-03T12:51:38Z,RTYH5,ORD-0020241103000147,BUY,4691.6,16,2024-11-03T08:51:38,UTC-4,2024-11-04
2024-11-03T12:53:00Z,ESZ4,ORD-0020241103000148,BUY,4694.26,3,2024-11-03T08:53:00,UTC-4,2024-11-04
2024-11-03T12:54:22Z,ESZ4,ORD-0020241103000149,BUY,4530.44,4,2024-11-03T08:54:22,UTC-4,2024-11-04
2024-11-03T12:55:45Z,NQZ4,ORD-0020241103000150,SELL,4504.05,3,2024-11-03T08:55:45,UTC-4,2024-11-04
2024-11-03T12:57:07Z,RTYH5,ORD-0020241103000151,SELL,4570.41,14,2024-11-03T08:57:07,UTC-4,2024-11-04
2024-11-03T12:58:29Z,NQZ4,ORD-0020241103000152,BUY,4638.25,12,2024-11-03T08:58:29,UTC-4,2024-11-04
2024-11-03T12:59:51Z,ESZ4,ORD-0020241103000153,SELL,4664.3,10,2024-11-03T08:59:51,UTC-4,2024-11-04
2024-11-03T13:01:14Z,NQZ4,ORD-0020241103000154,SELL,4638.89,16,2024-11-03T09:01:14,UTC-4,2024-11-04
2024-11-03T13:02:36Z,ESZ4,ORD-0020241103000155,SELL,4669.9,9,2024-11-03T09:02:36,UTC-4,2024-11-04
2024-11-03T13:03:58Z,NQZ4,ORD-0020241103000156,BUY,4648.19,13,2024-11-03T09:03:58,UTC-4,2024-11-04
2024-11-03T13:05:21Z,NQZ4,ORD-0020241103000157,SELL,4547.8,11,2024-11-03T09:05:21,UTC-4,2024-11-04
2024-11-03T13:06:43Z,RTYH5,ORD-0020241103000158,SELL,4577.82,12,2024-11-03T09:06:43,UTC-4,2024-11-04
2024-11-03T13:08:05Z,NQZ4,ORD-0020241103000159,SELL,4556.41,1,2024-11-03T09:08:05,UTC-4,2024-11-04
2024-11-03T13:09:28Z,ESZ4,ORD-0020241103000160,SELL,4561.42,19,2024-11-03T09:09:28,UTC-4,2024-11-04
2024-11-03T13:10:50Z,NQZ4,ORD-0020241103000161,BUY,4504.84,3,2024-11-03T09:10:50,UTC-4,2024-11-04
2024-11-03T13:12:12Z,ESZ4,ORD-0020241103000162,BUY,4521.19,14,2024-11-03T09:12:12,UTC-4,2024-11-04
2024-11-03T13:13:34Z,NQZ4,ORD-0020241103000163,SELL,4536.39,12,2024-11-03T09:13:34,UTC-4,2024-11-04
2024-11-03T13:14:57Z,ESZ4,ORD-0020241103000164,SELL,4600.02,18,2024-11-03T09:14:57,UTC-4,2024-11-04
2024-11-03T13:16:19Z,RTYH5,ORD-0020241103000165,BUY,4541.19,3,2024-11-03T09:16:19,UTC-4,2024-11-04
2024-11-03T13:17:41Z,ESZ4,ORD-0020241103000166,BUY,4513.55,2,2024-11-03T09:17:41,UTC-4,2024-11-04
2024-11-03T13:19:04Z,RTYH5,ORD-0020241103000167,BUY,4572.72,9,2024-11-03T09:19:04,UTC-4,2024-11-04
2024-11-03T13:20:26Z,ESZ4,ORD-0020241103000168,SELL,4621.9,20,2024-11-03T09:20:26,UTC-4,2024-11-04
2024-11-03T13:21:48Z,ESZ4,ORD-0020241103000169,BUY,4659.36,18,2024-11-03T09:21:48,UTC-4,2024-11-04
2024-11-03T13:23:11Z,ESZ4,ORD-0020241103000170,BUY,4667.55,12,2024-11-03T09:23:11,UTC-4,2024-11-04
2024-11-03T13:24:33Z,RTYH5,ORD-0020241103000171,SELL,4596.96,8,2024-11-03T09:24:33,UTC-4,2024-11-04
2024-11-03T13:25:55Z,NQZ4,ORD-0020241103000172,BUY,4594.24,8,2024-11-03T09:25:55,UTC-4,2024-11-04
2024-11-03T13:27:17Z,ESZ4,ORD-0020241103000173,BUY,4567.23,4,2024-11-03T09:27:17,UTC-4,2024-11-04
2024-11-03T13:28:40Z,ESZ4,ORD-0020241103000174,SELL,4646.28,15,2024-11-03T09:28:40,UTC-4,2024-11-04
2024-11-03T13:30:02Z,RTYH5,ORD-0020241103000175,BUY,4549.27,8,2024-11-03T09:30:02,UTC-4,2024-11-04
2024-11-03T13:31:24Z,NQZ4,ORD-0020241103000176,BUY,4653.82,2,2024-11-03T09:31:24,UTC-4,2024-11-04
2024-11-03T13:32:47Z,ESZ4,ORD-0020241103000177,BUY,4635.3,15,2024-11-03T09:32:47,UTC-4,2024-11-04
2024-11-03T13:34:09Z,RTYH5,ORD-0020241103000178,BUY,4529.38,1,2024-11-03T09:34:09,UTC-4,2024-11-04
2024-11-03T13:35:31Z,NQZ4,ORD-0020241103000179,BUY,4561.72,5,2024-11-03T09:35:31,UTC-4,2024-11-04
2024-11-03T13:36:54Z,RTYH5,ORD-0020241103000180,SELL,4671.21,12,2024-11-03T09:36:54,UTC-4,2024-11-04
2024-11-03T13:38:16Z,RTYH5,ORD-0020241103000181,SELL,4627.58,20,2024-11-03T09:38:16,UTC-4,2024-11-04
2024-11-03T13:39:38Z,RTYH5,ORD-0020241103000182,BUY,4659.44,10,2024-11-03T09:39:38,UTC-4,2024-11-04
2024-11-03T13:41:00Z,NQZ4,ORD-0020241103000183,SELL,4612.64,10,2024-11-03T09:41:00,UTC-4,2024-11-04
2024-11-03T13:42:23Z,ESZ4,ORD-0020241103000184,SELL,4555.46,13,2024-11-03T09:42:23,UTC-4,2024-11-04
2024-11-03T13:43:45Z,NQZ4,ORD-0020241103000185,SELL,4647.64,15,2024-11-03T09:43:45,UTC-4,2024-11-04
2024-11-03T13:45:07Z,NQZ4,ORD-0020241103000186,SELL,4578.67,6,2024-11-03T09:45:07,UTC-4,2024-11-04
2024-11-03T13:46:30Z,NQZ4,ORD-0020241103000187,BUY,4667.69,13,2024-11-03T09:46:30,UTC-4,2024-11-04
2024-11-03T13:47:52Z,RTYH5,ORD-0020241103000188,BUY,4632.18,16,2024-11-03T09:47:52,UTC-4,2024-11-04
2024-11-03T13:49:14Z,NQZ4,ORD-0020241103000189,SELL,4543.02,8,2024-11-03T09:49:14,UTC-4,2024-11-04
2024-11-03T13:50:37Z,ESZ4,ORD-0020241103000190,BUY,4551.76,16,2024-11-03T09:50:37,UTC-4,2024-11-04
2024-11-03T13:51:59Z,NQZ4,ORD-0020241103000191,SELL,4624.87,6,2024-11-03T09:51:59,UTC-4,2024-11-04
2024-11-03T13:53:21Z,ESZ4,ORD-0020241103000192,BUY,4573.53,7,2024-11-03T09:53:21,UTC-4,2024-11-04
2024-11-03T13:54:43Z,NQZ4,ORD-0020241103000193,SELL,4688.56,11,2024-11-03T09:54:43,UTC-4,2024-11-04
2024-11-03T13:56:06Z,NQZ4,ORD-0020241103000194,SELL,4634.57,20,2024-11-03T09:56:06,UTC-4,2024-11-04
2024-11-03T13:57:28Z,ESZ4,ORD-0020241103000195,SELL,4556.57,5,2024-11-03T09:57:28,UTC-4,2024-11-04
2024-11-03T13:58:50Z,NQZ4,ORD-0020241103000196,BUY,4563.72,12,2024-11-03T09:58:50,UTC-4,2024-11-04
2024-11-03T14:00:13Z,NQZ4,ORD-0020241103000197,BUY,4607.95,2,2024-11-03T10:00:13,UTC-4,2024-11-04
2024-11-03T14:01:35Z,NQZ4,ORD-0020241103000198,BUY,4610.07,3,2024-11-03T10:01:35,UTC-4,2024-11-04
2024-11-03T14:02:57Z,ESZ4,ORD-0020241103000199,SELL,4607.53,14,2024-11-03T10:02:57,UTC-4,2024-11-04
2024-11-03T14:04:20Z,ESZ4,ORD-0020241103000200,BUY,4564.29,4,2024-11-03T10:04:20,UTC-4,2024-11-04
