minute_utc,cdn_error_pct,request_count,edge_pop,region
2024-06-20T16:33:00Z,0.0188,156244,RIG13,Europe East
2024-06-20T16:34:00Z,0.0307,69205,TLL12,Europe West
2024-06-20T16:35:00Z,0.0751,129461,BUD07,Europe East
2024-06-20T16:36:00Z,0.0346,187103,RIG13,Europe East
2024-06-20T16:37:00Z,0.0675,193629,TLL12,Europe West
2024-06-20T16:38:00Z,0.0721,108634,VIL14,Europe East
2024-06-20T16:39:00Z,0.0688,130048,HEL11,Europe East
2024-06-20T16:40:00Z,0.0447,153811,BUD07,Europe West
2024-06-20T16:41:00Z,0.0775,51692,FRA04,Europe West
2024-06-20T16:42:00Z,0.0547,152563,LHR02,Europe West
2024-06-20T16:43:00Z,0.0566,183345,VIE16,Europe East
2024-06-20T16:44:00Z,0.0262,151024,MUC15,Europe West
2024-06-20T16:45:00Z,0.0395,110038,LHR02,Europe West
2024-06-20T16:46:00Z,0.0422,127481,VIL14,Europe East
2024-06-20T16:47:00Z,0.0282,135680,VIE16,Europe West
2024-06-20T16:48:00Z,0.0396,156688,MAD05,Europe East
2024-06-20T16:49:00Z,0.0558,116286,RIG13,Europe West
2024-06-20T16:50:00Z,0.0727,81037,ATH08,Europe East
2024-06-20T16:51:00Z,0.0659,57289,MUC15,Europe West
2024-06-20T16:52:00Z,0.0679,104947,TLL12,Europe West
2024-06-20T16:53:00Z,0.0274,141031,ATH08,Europe East
2024-06-20T16:54:00Z,0.024,67901,OSL10,Europe West
2024-06-20T16:55:00Z,0.0767,91185,RIG13,Europe East
2024-06-20T16:56:00Z,0.0125,171269,CDG03,Europe West
2024-06-20T16:57:00Z,0.0563,153087,LHR02,Europe West
2024-06-20T16:58:00Z,0.0623,186894,TLL12,Europe West
2024-06-20T16:59:00Z,0.0283,112090,VIE16,Europe East
2024-06-20T17:00:00Z,0.0689,106623,WAW06,Europe East
2024-06-20T17:01:00Z,0.021,53369,CDG03,Europe West
2024-06-20T17:02:00Z,0.0498,57497,MAD05,Europe West
2024-06-20T17:03:00Z,0.0577,63465,WAW06,Europe East
2024-06-20T17:04:00Z,0.0305,113739,MUC15,Europe West
2024-06-20T17:05:00Z,0.0607,152845,BUD07,Europe East
2024-06-20T17:06:00Z,0.0797,192492,FRA04,Europe East
2024-06-20T17:07:00Z,0.0318,78073,CDG03,Europe West
2024-06-20T17:08:00Z,0.0658,67361,MAD05,Europe West
2024-06-20T17:09:00Z,0.022,61866,STO09,Europe East
2024-06-20T17:10:00Z,0.0501,108125,CDG03,Europe West
2024-06-20T17:11:00Z,0.0303,126969,TLL12,Europe West
2024-06-20T17:12:00Z,0.0277,62431,ATH08,Europe East
2024-06-20T17:13:00Z,0.0525,75863,OSL10,Europe West
2024-06-20T17:14:00Z,0.0782,100040,STO09,Europe East
2024-06-20T17:15:00Z,0.0582,114208,RIG13,Europe East
2024-06-20T17:16:00Z,0.0208,55979,MAD05,Europe East
2024-06-20T17:17:00Z,0.0276,114426,RIG13,Europe East
2024-06-20T17:18:00Z,0.0152,98461,AMS01,Europe East
2024-06-20T17:19:00Z,0.0198,85792,CDG03,Europe West
2024-06-20T17:20:00Z,0.0405,123425,STO09,Europe West
2024-06-20T17:21:00Z,0.0539,82940,CDG03,Europe West
2024-06-20T17:22:00Z,0.0652,153275,VIE16,Europe East
2024-06-20T17:23:00Z,0.0301,84418,VIE16,Europe West
2024-06-20T17:24:00Z,0.0349,155232,FRA04,Europe West
2024-06-20T17:25:00Z,0.0113,142874,HEL11,Europe West
2024-06-20T17:26:00Z,0.0467,124830,BUD07,Europe East
2024-06-20T17:27:00Z,0.0786,157301,RIG13,Europe East
2024-06-20T17:28:00Z,0.023,169815,ATH08,Europe West
2024-06-20T17:29:00Z,0.0599,70848,AMS01,Europe West
2024-06-20T17:30:00Z,0.037,159204,BUD07,Europe East
2024-06-20T17:31:00Z,0.0144,93285,ATH08,Europe East
2024-06-20T17:32:00Z,0.0234,171788,LHR02,Europe East
2024-06-20T17:33:00Z,0.0264,112786,BUD07,Europe East
2024-06-20T17:34:00Z,0.0142,168156,HEL11,Europe West
2024-06-20T17:35:00Z,0.0674,78231,AMS01,Europe East
2024-06-20T17:36:00Z,0.0133,86643,MUC15,Europe West
2024-06-20T17:37:00Z,0.0227,189296,MAD05,Europe West
2024-06-20T17:38:00Z,0.0179,189683,HEL11,Europe East
2024-06-20T17:39:00Z,0.0278,151260,TLL12,Europe East
2024-06-20T17:40:00Z,0.0724,147165,MAD05,Europe East
2024-06-20T17:41:00Z,0.0243,60764,VIL14,Europe East
2024-06-20T17:42:00Z,0.045,143593,HEL11,Europe West
2024-06-20T17:43:00Z,0.0244,88778,FRA04,Europe East
2024-06-20T17:44:00Z,0.0421,71529,BUD07,Europe East
2024-06-20T17:45:00Z,0.0143,158169,MAD05,Europe East
2024-06-20T17:46:00Z,0.037,131105,AMS01,Europe West
2024-06-20T17:47:00Z,0.31,164568,HEL11,Europe East
2024-06-20T17:48:00Z,0.405,126262,CDG03,Europe West
2024-06-20T17:49:00Z,0.5,193770,MAD05,Europe East
2024-06-20T17:50:00Z,0.595,83382,RIG13,Europe East
2024-06-20T17:51:00Z,0.69,52197,OSL10,Europe East
2024-06-20T17:52:00Z,0.785,113368,ATH08,Europe West
2024-06-20T17:53:00Z,0.88,78946,ATH08,Europe West
2024-06-20T17:54:00Z,0.975,197868,LHR02,Europe West
2024-06-20T17:55:00Z,1.07,88350,WAW06,Europe East
2024-06-20T17:56:00Z,1.165,165564,BUD07,Europe West
2024-06-20T17:57:00Z,1.26,122186,VIL14,Europe East
2024-06-20T17:58:00Z,1.355,169846,VIL14,Europe East
2024-06-20T17:59:00Z,1.45,162362,FRA04,Europe West
2024-06-20T18:00:00Z,1.545,187551,HEL11,Europe East
2024-06-20T18:01:00Z,1.64,91861,FRA04,Europe West
2024-06-20T18:02:00Z,1.735,145886,TLL12,Europe West
2024-06-20T18:03:00Z,1.83,164266,OSL10,Europe East
2024-06-20T18:04:00Z,1.925,170577,RIG13,Europe East
2024-06-20T18:05:00Z,2.1,117173,AMS01,Europe West
2024-06-20T18:06:00Z,2.065,161398,CDG03,Europe East
2024-06-20T18:07:00Z,2.03,55529,WAW06,Europe West
2024-06-20T18:08:00Z,1.995,146873,VIL14,Europe West
2024-06-20T18:09:00Z,1.96,159222,WAW06,Europe West
2024-06-20T18:10:00Z,1.925,153666,RIG13,Europe West
2024-06-20T18:11:00Z,1.89,126614,LHR02,Europe East
2024-06-20T18:12:00Z,1.855,108628,MAD05,Europe West
2024-06-20T18:13:00Z,1.82,171957,VIL14,Europe East
2024-06-20T18:14:00Z,1.785,108992,VIL14,Europe East
2024-06-20T18:15:00Z,1.75,113727,FRA04,Europe West
2024-06-20T18:16:00Z,1.715,192879,VIE16,Europe West
2024-06-20T18:17:00Z,1.68,71684,VIL14,Europe West
2024-06-20T18:18:00Z,1.645,86697,RIG13,Europe West
2024-06-20T18:19:00Z,1.61,138278,MAD05,Europe East
2024-06-20T18:20:00Z,1.575,56349,AMS01,Europe East
2024-06-20T18:21:00Z,1.54,135727,MAD05,Europe East
2024-06-20T18:22:00Z,1.505,88383,HEL11,Europe East
2024-06-20T18:23:00Z,1.47,97220,HEL11,Europe East
2024-06-20T18:24:00Z,1.435,139385,FRA04,Europe West
2024-06-20T18:25:00Z,1.4,106885,MAD05,Europe East
2024-06-20T18:26:00Z,1.365,192853,ATH08,Europe East
2024-06-20T18:27:00Z,1.33,67703,AMS01,Europe West
2024-06-20T18:28:00Z,1.295,161673,MUC15,Europe East
2024-06-20T18:29:00Z,1.26,182368,CDG03,Europe East
2024-06-20T18:30:00Z,1.225,180759,BUD07,Europe West
2024-06-20T18:31:00Z,1.19,95276,WAW06,Europe West
2024-06-20T18:32:00Z,1.155,193730,VIL14,Europe West
2024-06-20T18:33:00Z,1.12,154132,AMS01,Europe West
2024-06-20T18:34:00Z,1.085,197907,VIE16,Europe East
2024-06-20T18:35:00Z,1.05,97138,RIG13,Europe East
2024-06-20T18:36:00Z,1.015,145596,CDG03,Europe West
2024-06-20T18:37:00Z,0.98,126369,CDG03,Europe West
2024-06-20T18:38:00Z,0.945,150687,AMS01,Europe East
2024-06-20T18:39:00Z,0.91,78802,ATH08,Europe West
2024-06-20T18:40:00Z,0.0678,91942,MUC15,Europe East
2024-06-20T18:41:00Z,0.0426,175703,CDG03,Europe West
2024-06-20T18:42:00Z,0.06,189760,STO09,Europe West
2024-06-20T18:43:00Z,0.0287,148755,OSL10,Europe East
2024-06-20T18:44:00Z,0.0212,65499,AMS01,Europe West
2024-06-20T18:45:00Z,0.0363,147193,VIE16,Europe East
2024-06-20T18:46:00Z,0.0374,198272,BUD07,Europe East
2024-06-20T18:47:00Z,0.0547,161040,WAW06,Europe East
2024-06-20T18:48:00Z,0.0343,97258,CDG03,Europe East
2024-06-20T18:49:00Z,0.0116,118345,ATH08,Europe West
2024-06-20T18:50:00Z,0.0691,63149,MAD05,Europe West
2024-06-20T18:51:00Z,0.077,140815,AMS01,Europe East
2024-06-20T18:52:00Z,0.0591,156069,BUD07,Europe East
2024-06-20T18:53:00Z,0.0408,100366,RIG13,Europe East
2024-06-20T18:54:00Z,0.0252,165698,WAW06,Europe East
2024-06-20T18:55:00Z,0.0355,94366,TLL12,Europe East
2024-06-20T18:56:00Z,0.0354,159162,CDG03,Europe West
2024-06-20T18:57:00Z,0.069,162545,AMS01,Europe East
2024-06-20T18:58:00Z,0.0689,59870,HEL11,Europe East
2024-06-20T18:59:00Z,0.0738,66851,HEL11,Europe East
2024-06-20T19:00:00Z,0.0381,124087,VIL14,Europe East
2024-06-20T19:01:00Z,0.041,55542,VIL14,Europe West
2024-06-20T19:02:00Z,0.0432,129929,STO09,Europe East
2024-06-20T19:03:00Z,0.0243,157593,STO09,Europe East
2024-06-20T19:04:00Z,0.0125,79136,AMS01,Europe West
2024-06-20T19:05:00Z,0.0357,191443,OSL10,Europe East
2024-06-20T19:06:00Z,0.0573,184599,STO09,Europe East
2024-06-20T19:07:00Z,0.0732,106361,HEL11,Europe East
2024-06-20T19:08:00Z,0.0377,66857,CDG03,Europe East
2024-06-20T19:09:00Z,0.077,196359,VIL14,Europe West
2024-06-20T19:10:00Z,0.0207,198755,ATH08,Europe West
2024-06-20T19:11:00Z,0.0117,165529,HEL11,Europe East
2024-06-20T19:12:00Z,0.0472,190953,TLL12,Europe East
2024-06-20T19:13:00Z,0.0315,104582,AMS01,Europe East
2024-06-20T19:14:00Z,0.0668,105444,FRA04,Europe West
2024-06-20T19:15:00Z,0.0518,150533,RIG13,Europe West
2024-06-20T19:16:00Z,0.0511,196532,OSL10,Europe West
2024-06-20T19:17:00Z,0.0484,52684,CDG03,Europe West
2024-06-20T19:18:00Z,0.0103,175990,TLL12,Europe East
2024-06-20T19:19:00Z,0.021,163470,ATH08,Europe East
2024-06-20T19:20:00Z,0.0287,54268,LHR02,Europe East
2024-06-20T19:21:00Z,0.0631,58019,CDG03,Europe West
2024-06-20T19:22:00Z,0.0472,91905,WAW06,Europe East
2024-06-20T19:23:00Z,0.0507,176840,CDG03,Europe West
2024-06-20T19:24:00Z,0.0146,73559,HEL11,Europe West
2024-06-20T19:25:00Z,0.0153,165854,WAW06,Europe East
2024-06-20T19:26:00Z,0.0723,87193,AMS01,Europe West
2024-06-20T19:27:00Z,0.0393,116209,ATH08,Europe West
2024-06-20T19:28:00Z,0.0176,181743,FRA04,Europe East
2024-06-20T19:29:00Z,0.035,71307,RIG13,Europe West
2024-06-20T19:30:00Z,0.0616,107161,ATH08,Europe West
2024-06-20T19:31:00Z,0.0127,93369,MAD05,Europe West
2024-06-20T19:32:00Z,0.0688,60347,WAW06,Europe West
2024-06-20T19:33:00Z,0.0291,152055,VIL14,Europe West
2024-06-20T19:34:00Z,0.0555,100028,MAD05,Europe East
2024-06-20T19:35:00Z,0.0122,171331,ATH08,Europe West
2024-06-20T19:36:00Z,0.0292,134614,MUC15,Europe West
2024-06-20T19:37:00Z,0.0134,94077,RIG13,Europe West
2024-06-20T19:38:00Z,0.0309,56341,STO09,Europe East
2024-06-20T19:39:00Z,0.0586,97455,BUD07,Europe West
2024-06-20T19:40:00Z,0.0227,73916,ATH08,Europe East
2024-06-20T19:41:00Z,0.0208,80873,RIG13,Europe West
2024-06-20T19:42:00Z,0.0159,134785,CDG03,Europe East
2024-06-20T19:43:00Z,0.0643,153198,HEL11,Europe West
2024-06-20T19:44:00Z,0.0613,74783,HEL11,Europe West
2024-06-20T19:45:00Z,0.0492,181145,OSL10,Europe East
2024-06-20T19:46:00Z,0.0588,194035,MAD05,Europe West
2024-06-20T19:47:00Z,0.0382,196468,WAW06,Europe East
2024-06-20T19:48:00Z,0.0326,110900,TLL12,Europe West
2024-06-20T19:49:00Z,0.0193,67788,WAW06,Europe East
2024-06-20T19:50:00Z,0.0566,94451,ATH08,Europe West
2024-06-20T19:51:00Z,0.0235,91145,VIE16,Europe West
2024-06-20T19:52:00Z,0.0256,111430,FRA04,Europe West
2024-06-20T19:53:00Z,0.0741,192964,FRA04,Europe East
2024-06-20T19:54:00Z,0.0793,74394,CDG03,Europe West
2024-06-20T19:55:00Z,0.0773,124561,WAW06,Europe West
2024-06-20T19:56:00Z,0.0254,152070,ATH08,Europe East
2024-06-20T19:57:00Z,0.0743,124314,VIL14,Europe East
2024-06-20T19:58:00Z,0.0344,56829,RIG13,Europe West
2024-06-20T19:59:00Z,0.0372,106133,BUD07,Europe West
2024-06-20T20:00:00Z,0.0769,82086,OSL10,Europe East
2024-06-20T20:01:00Z,0.0659,130234,BUD07,Europe West
2024-06-20T20:02:00Z,0.0356,86933,ATH08,Europe West
2024-06-20T20:03:00Z,0.0181,115973,STO09,Europe East
2024-06-20T20:04:00Z,0.0467,139839,HEL11,Europe East
2024-06-20T20:05:00Z,0.0194,119393,BUD07,Europe East
2024-06-20T20:06:00Z,0.0223,56424,WAW06,Europe West
2024-06-20T20:07:00Z,0.0656,100551,VIL14,Europe East
2024-06-20T20:08:00Z,0.0656,58260,TLL12,Europe East
2024-06-20T20:09:00Z,0.021,142898,HEL11,Europe East
2024-06-20T20:10:00Z,0.0466,145594,TLL12,Europe East
2024-06-20T20:11:00Z,0.0316,154337,AMS01,Europe West
2024-06-20T20:12:00Z,0.0385,83724,FRA04,Europe East
2024-06-20T20:13:00Z,0.0151,172474,STO09,Europe West
2024-06-20T20:14:00Z,0.0653,59271,CDG03,Europe West
2024-06-20T20:15:00Z,0.0737,80340,RIG13,Europe West
2024-06-20T20:16:00Z,0.0245,112391,RIG13,Europe West
2024-06-20T20:17:00Z,0.0671,63846,ATH08,Europe East
2024-06-20T20:18:00Z,0.044,179400,TLL12,Europe West
2024-06-20T20:19:00Z,0.0222,51896,MUC15,Europe East
2024-06-20T20:20:00Z,0.0721,153067,AMS01,Europe East
2024-06-20T20:21:00Z,0.0533,103964,STO09,Europe East
2024-06-20T20:22:00Z,0.0757,180419,ATH08,Europe West
2024-06-20T20:23:00Z,0.0393,121270,BUD07,Europe East
2024-06-20T20:24:00Z,0.0619,102584,MUC15,Europe East
2024-06-20T20:25:00Z,0.0735,148082,VIE16,Europe West
2024-06-20T20:26:00Z,0.0167,75703,FRA04,Europe West
2024-06-20T20:27:00Z,0.0258,180059,VIL14,Europe West
2024-06-20T20:28:00Z,0.0261,68639,AMS01,Europe East
2024-06-20T20:29:00Z,0.0566,53705,WAW06,Europe West
2024-06-20T20:30:00Z,0.0588,199918,FRA04,Europe East
2024-06-20T20:31:00Z,0.0635,122172,CDG03,Europe West
2024-06-20T20:32:00Z,0.0409,69049,HEL11,Europe West
2024-06-20T20:33:00Z,0.0719,159187,LHR02,Europe West
2024-06-20T20:34:00Z,0.0292,171152,ATH08,Europe East
2024-06-20T20:35:00Z,0.0103,185946,WAW06,Europe West
2024-06-20T20:36:00Z,0.0719,79588,MAD05,Europe West
2024-06-20T20:37:00Z,0.0729,84899,AMS01,Europe West
2024-06-20T20:38:00Z,0.0597,63956,BUD07,Europe East
2024-06-20T20:39:00Z,0.0328,175946,OSL10,Europe West
2024-06-20T20:40:00Z,0.047,126490,LHR02,Europe East
2024-06-20T20:41:00Z,0.0172,125723,STO09,Europe West
2024-06-20T20:42:00Z,0.0328,140019,VIL14,Europe West
2024-06-20T20:43:00Z,0.0595,160455,WAW06,Europe West
2024-06-20T20:44:00Z,0.0659,182807,CDG03,Europe West
2024-06-20T20:45:00Z,0.0781,65643,FRA04,Europe East
2024-06-20T20:46:00Z,0.0492,190855,FRA04,Europe West
2024-06-20T20:47:00Z,0.0345,73182,TLL12,Europe East
2024-06-20T20:48:00Z,0.0441,54651,AMS01,Europe East
2024-06-20T20:49:00Z,0.0621,178595,LHR02,Europe East
2024-06-20T20:50:00Z,0.067,133821,HEL11,Europe West
2024-06-20T20:51:00Z,0.0563,59569,AMS01,Europe East
2024-06-20T20:52:00Z,0.0448,141836,OSL10,Europe East
2024-06-20T20:53:00Z,0.0277,72888,LHR02,Europe East
2024-06-20T20:54:00Z,0.0204,148733,HEL11,Europe East
2024-06-20T20:55:00Z,0.0166,184387,AMS01,Europe East
2024-06-20T20:56:00Z,0.0269,78454,ATH08,Europe West
2024-06-20T20:57:00Z,0.0681,62752,FRA04,Europe West
2024-06-20T20:58:00Z,0.0305,89622,TLL12,Europe West
2024-06-20T20:59:00Z,0.0738,174659,LHR02,Europe East
2024-06-20T21:00:00Z,0.0459,62796,HEL11,Europe East
2024-06-20T21:01:00Z,0.015,122320,VIE16,Europe West
2024-06-20T21:02:00Z,0.0571,182921,AMS01,Europe East
2024-06-20T21:03:00Z,0.0698,99092,FRA04,Europe East
2024-06-20T21:04:00Z,0.0241,170919,VIL14,Europe East
