minute_utc,5xx_total_pct,5xx_origin_pct,5xx_edge_pct,http_503_count,http_502_count,http_504_count
2024-06-20T15:22:00Z,0.098,0.0392,0.0588,961,274,137
2024-06-20T15:23:00Z,0.0519,0.0208,0.0311,476,136,68
2024-06-20T15:24:00Z,0.1064,0.0426,0.0638,811,231,115
2024-06-20T15:25:00Z,0.087,0.0348,0.0522,434,124,62
2024-06-20T15:26:00Z,0.0744,0.0298,0.0446,368,105,52
2024-06-20T15:27:00Z,0.1109,0.0444,0.0665,743,212,106
2024-06-20T15:28:00Z,0.0691,0.0276,0.0415,482,137,68
2024-06-20T15:29:00Z,0.0639,0.0256,0.0383,473,135,67
2024-06-20T15:30:00Z,0.0884,0.0354,0.053,823,235,117
2024-06-20T15:31:00Z,0.1117,0.0447,0.067,1157,330,165
2024-06-20T15:32:00Z,0.1414,0.0566,0.0848,1424,407,203
2024-06-20T15:33:00Z,0.058,0.0232,0.0348,550,157,78
2024-06-20T15:34:00Z,0.1368,0.0547,0.0821,955,273,136
2024-06-20T15:35:00Z,0.0858,0.0343,0.0515,657,187,93
2024-06-20T15:36:00Z,0.1227,0.0491,0.0736,1278,365,182
2024-06-20T15:37:00Z,0.0956,0.0382,0.0574,364,104,52
2024-06-20T15:38:00Z,0.1002,0.0401,0.0601,972,277,138
2024-06-20T15:39:00Z,0.0564,0.0226,0.0338,229,65,32
2024-06-20T15:40:00Z,0.1371,0.0548,0.0823,667,190,95
2024-06-20T15:41:00Z,0.0617,0.0247,0.037,406,116,58
2024-06-20T15:42:00Z,0.1195,0.0478,0.0717,550,157,78
2024-06-20T15:43:00Z,0.0957,0.0383,0.0574,844,241,120
2024-06-20T15:44:00Z,0.1418,0.0567,0.0851,1234,352,176
2024-06-20T15:45:00Z,0.067,0.0268,0.0402,438,125,62
2024-06-20T15:46:00Z,0.0653,0.0261,0.0392,317,90,45
2024-06-20T15:47:00Z,0.0896,0.0358,0.0538,588,168,84
2024-06-20T15:48:00Z,0.0674,0.027,0.0404,315,90,45
2024-06-20T15:49:00Z,0.0955,0.0382,0.0573,868,248,124
2024-06-20T15:50:00Z,0.1243,0.0497,0.0746,1024,292,146
2024-06-20T15:51:00Z,0.1123,0.0449,0.0674,965,275,137
2024-06-20T15:52:00Z,0.0657,0.0263,0.0394,678,193,96
2024-06-20T15:53:00Z,0.0674,0.027,0.0404,551,157,78
2024-06-20T15:54:00Z,0.0851,0.034,0.0511,532,152,76
2024-06-20T15:55:00Z,0.1243,0.0497,0.0746,593,169,84
2024-06-20T15:56:00Z,0.0612,0.0245,0.0367,268,76,38
2024-06-20T15:57:00Z,0.1254,0.0502,0.0752,593,169,84
2024-06-20T15:58:00Z,0.0607,0.0243,0.0364,393,112,56
2024-06-20T15:59:00Z,0.0991,0.0396,0.0595,768,219,109
2024-06-20T16:00:00Z,0.0891,0.0356,0.0535,323,92,46
2024-06-20T16:01:00Z,0.0839,0.0336,0.0503,534,152,76
2024-06-20T16:02:00Z,0.1326,0.053,0.0796,707,202,101
2024-06-20T16:03:00Z,0.0736,0.0294,0.0442,367,105,52
2024-06-20T16:04:00Z,0.0555,0.0222,0.0333,336,96,48
2024-06-20T16:05:00Z,0.1294,0.0518,0.0776,1211,346,173
2024-06-20T16:06:00Z,0.1075,0.043,0.0645,598,171,85
2024-06-20T16:07:00Z,0.1024,0.041,0.0614,886,253,126
2024-06-20T16:08:00Z,0.1448,0.0579,0.0869,665,190,95
2024-06-20T16:09:00Z,0.0951,0.038,0.0571,725,207,103
2024-06-20T16:10:00Z,0.1154,0.0462,0.0692,431,123,61
2024-06-20T16:11:00Z,0.1403,0.0561,0.0842,1321,377,188
2024-06-20T16:12:00Z,0.1027,0.0411,0.0616,1068,305,152
2024-06-20T16:13:00Z,0.1193,0.0477,0.0716,433,123,61
2024-06-20T16:14:00Z,0.1431,0.0572,0.0859,1383,395,197
2024-06-20T16:15:00Z,0.0828,0.0331,0.0497,869,248,124
2024-06-20T16:16:00Z,0.1214,0.0486,0.0728,743,212,106
2024-06-20T16:17:00Z,0.103,0.0412,0.0618,631,180,90
2024-06-20T16:18:00Z,0.07,0.028,0.042,474,135,67
2024-06-20T16:19:00Z,0.0965,0.0386,0.0579,990,283,141
2024-06-20T16:20:00Z,0.0735,0.0294,0.0441,378,108,54
2024-06-20T16:21:00Z,0.1186,0.0474,0.0712,971,277,138
2024-06-20T16:22:00Z,0.0954,0.0382,0.0572,517,147,73
2024-06-20T16:23:00Z,0.0503,0.0201,0.0302,179,51,25
2024-06-20T16:24:00Z,0.0542,0.0217,0.0325,202,57,28
2024-06-20T16:25:00Z,0.0753,0.0301,0.0452,443,126,63
2024-06-20T16:26:00Z,0.1178,0.0471,0.0707,864,247,123
2024-06-20T16:27:00Z,0.1491,0.0596,0.0895,703,201,100
2024-06-20T16:28:00Z,0.108,0.0432,0.0648,739,211,105
2024-06-20T16:29:00Z,0.1085,0.0434,0.0651,432,123,61
2024-06-20T16:30:00Z,0.1097,0.0439,0.0658,1110,317,158
2024-06-20T16:31:00Z,0.0511,0.0204,0.0307,200,57,28
2024-06-20T16:32:00Z,0.0678,0.0271,0.0407,567,162,81
2024-06-20T16:33:00Z,0.0511,0.0204,0.0307,487,139,69
2024-06-20T16:34:00Z,0.0671,0.0268,0.0403,562,160,80
2024-06-20T16:35:00Z,0.1234,0.0494,0.074,1106,316,158
2024-06-20T16:36:00Z,0.1093,0.0437,0.0656,1102,315,157
2024-06-20T16:37:00Z,0.1104,0.0442,0.0662,667,190,95
2024-06-20T16:38:00Z,0.0851,0.034,0.0511,851,243,121
2024-06-20T16:39:00Z,0.0774,0.031,0.0464,310,88,44
2024-06-20T16:40:00Z,0.1273,0.0509,0.0764,1180,337,168
2024-06-20T16:41:00Z,0.1408,0.0563,0.0845,902,257,128
2024-06-20T16:42:00Z,0.0559,0.0224,0.0335,462,132,66
2024-06-20T16:43:00Z,0.0537,0.0215,0.0322,323,92,46
2024-06-20T16:44:00Z,0.0564,0.0226,0.0338,558,159,79
2024-06-20T16:45:00Z,0.1244,0.0498,0.0746,630,180,90
2024-06-20T16:46:00Z,0.1346,0.0538,0.0808,909,259,129
2024-06-20T16:47:00Z,0.1071,0.0428,0.0643,620,177,88
2024-06-20T16:48:00Z,0.0972,0.0389,0.0583,917,262,131
2024-06-20T16:49:00Z,0.1145,0.0458,0.0687,533,152,76
2024-06-20T16:50:00Z,0.1004,0.0402,0.0602,841,240,120
2024-06-20T16:51:00Z,0.1047,0.0419,0.0628,875,250,125
2024-06-20T16:52:00Z,0.1474,0.059,0.0884,1383,395,197
2024-06-20T16:53:00Z,0.0572,0.0229,0.0343,383,109,54
2024-06-20T16:54:00Z,0.1378,0.0551,0.0827,847,242,121
2024-06-20T16:55:00Z,0.1028,0.0411,0.0617,822,235,117
2024-06-20T16:56:00Z,0.0723,0.0289,0.0434,324,92,46
2024-06-20T16:57:00Z,0.0995,0.0398,0.0597,658,188,94
2024-06-20T16:58:00Z,0.107,0.0428,0.0642,648,185,92
2024-06-20T16:59:00Z,0.1198,0.0479,0.0719,586,167,83
2024-06-20T17:00:00Z,0.1347,0.0539,0.0808,781,223,111
2024-06-20T17:01:00Z,0.1013,0.0405,0.0608,655,187,93
2024-06-20T17:02:00Z,0.1137,0.0455,0.0682,776,221,110
2024-06-20T17:03:00Z,0.1161,0.0464,0.0697,693,198,99
2024-06-20T17:04:00Z,0.1439,0.0576,0.0863,1178,336,168
2024-06-20T17:05:00Z,0.0954,0.0382,0.0572,748,213,106
2024-06-20T17:06:00Z,0.1038,0.0415,0.0623,925,264,132
2024-06-20T17:07:00Z,0.0621,0.0248,0.0373,241,69,34
2024-06-20T17:08:00Z,0.1327,0.0531,0.0796,485,138,69
2024-06-20T17:09:00Z,0.1448,0.0579,0.0869,766,219,109
2024-06-20T17:10:00Z,0.1324,0.053,0.0794,977,279,139
2024-06-20T17:11:00Z,0.067,0.0268,0.0402,389,111,55
2024-06-20T17:12:00Z,0.0872,0.0349,0.0523,594,169,84
2024-06-20T17:13:00Z,0.069,0.0276,0.0414,362,103,51
2024-06-20T17:14:00Z,0.06,0.024,0.036,283,81,40
2024-06-20T17:15:00Z,0.1174,0.047,0.0704,746,213,106
2024-06-20T17:16:00Z,0.1099,0.044,0.0659,681,194,97
2024-06-20T17:17:00Z,0.1379,0.0552,0.0827,1285,367,183
2024-06-20T17:18:00Z,0.1435,0.0574,0.0861,949,271,135
2024-06-20T17:19:00Z,0.085,0.034,0.051,551,157,78
2024-06-20T17:20:00Z,0.0713,0.0285,0.0428,391,111,55
2024-06-20T17:21:00Z,0.1063,0.0425,0.0638,739,211,105
2024-06-20T17:22:00Z,0.0882,0.0353,0.0529,777,222,111
2024-06-20T17:23:00Z,0.139,0.0556,0.0834,826,236,118
2024-06-20T17:24:00Z,0.051,0.0204,0.0306,324,92,46
2024-06-20T17:25:00Z,0.0744,0.0298,0.0446,450,128,64
2024-06-20T17:26:00Z,0.0884,0.0354,0.053,434,124,62
2024-06-20T17:27:00Z,0.0556,0.0222,0.0334,546,156,78
2024-06-20T17:28:00Z,0.1447,0.0579,0.0868,1473,421,210
2024-06-20T17:29:00Z,0.0579,0.0232,0.0347,343,98,49
2024-06-20T17:30:00Z,0.0925,0.037,0.0555,917,262,131
2024-06-20T17:31:00Z,0.0799,0.032,0.0479,301,86,43
2024-06-20T17:32:00Z,0.0725,0.029,0.0435,458,131,65
2024-06-20T17:33:00Z,0.0897,0.0359,0.0538,711,203,101
2024-06-20T17:34:00Z,0.0789,0.0316,0.0473,320,91,45
2024-06-20T17:35:00Z,0.0541,0.0216,0.0325,381,109,54
2024-06-20T17:36:00Z,0.0782,0.0313,0.0469,643,183,91
2024-06-20T17:37:00Z,0.1492,0.0597,0.0895,919,262,131
2024-06-20T17:38:00Z,0.0939,0.0376,0.0563,389,111,55
2024-06-20T17:39:00Z,0.1238,0.0495,0.0743,955,273,136
2024-06-20T17:40:00Z,0.147,0.0588,0.0882,834,238,119
2024-06-20T17:41:00Z,0.057,0.0228,0.0342,530,151,75
2024-06-20T17:42:00Z,0.0769,0.0308,0.0461,686,196,98
2024-06-20T17:43:00Z,0.1168,0.0467,0.0701,478,136,68
2024-06-20T17:44:00Z,0.0649,0.026,0.0389,500,143,71
2024-06-20T17:45:00Z,0.065,0.026,0.039,310,88,44
2024-06-20T17:46:00Z,0.1432,0.0573,0.0859,1410,403,201
2024-06-20T17:47:00Z,0.15,0.06,0.09,650,185,92
2024-06-20T17:48:00Z,0.31,0.124,0.186,2916,833,416
2024-06-20T17:49:00Z,0.47,0.188,0.282,4075,1164,582
2024-06-20T17:50:00Z,0.63,0.252,0.378,5306,1516,758
2024-06-20T17:51:00Z,0.79,0.316,0.474,4010,1146,573
2024-06-20T17:52:00Z,0.95,0.38,0.57,5669,1619,809
2024-06-20T17:53:00Z,1.11,0.444,0.666,10669,3048,1524
2024-06-20T17:54:00Z,1.27,0.508,0.762,12220,3491,1745
2024-06-20T17:55:00Z,1.43,0.572,0.858,6889,1968,984
2024-06-20T17:56:00Z,1.59,0.636,0.954,10206,2916,1458
2024-06-20T17:57:00Z,1.75,0.7,1.05,8972,2563,1281
2024-06-20T17:58:00Z,1.91,0.764,1.146,9303,2658,1329
2024-06-20T17:59:00Z,2.07,0.828,1.242,20920,5977,2988
2024-06-20T18:00:00Z,2.23,0.892,1.338,10258,2931,1465
2024-06-20T18:01:00Z,2.39,0.956,1.434,11138,3182,1591
2024-06-20T18:02:00Z,2.55,1.02,1.53,11015,3147,1573
2024-06-20T18:03:00Z,2.71,1.084,1.626,9492,2712,1356
2024-06-20T18:04:00Z,2.87,1.148,1.722,20290,5797,2898
2024-06-20T18:05:00Z,3.45,1.38,2.07,32737,9353,4676
2024-06-20T18:06:00Z,3.39,1.356,2.034,16190,4625,2312
2024-06-20T18:07:00Z,3.33,1.332,1.998,22731,6494,3247
2024-06-20T18:08:00Z,3.27,1.308,1.962,27094,7741,3870
2024-06-20T18:09:00Z,3.21,1.284,1.926,30407,8688,4344
2024-06-20T18:10:00Z,3.15,1.26,1.89,31599,9028,4514
2024-06-20T18:11:00Z,3.09,1.236,1.854,25791,7369,3684
2024-06-20T18:12:00Z,3.03,1.212,1.818,14310,4088,2044
2024-06-20T18:13:00Z,2.97,1.188,1.782,24245,6927,3463
2024-06-20T18:14:00Z,2.91,1.164,1.746,15780,4508,2254
2024-06-20T18:15:00Z,2.85,1.14,1.71,26914,7689,3844
2024-06-20T18:16:00Z,2.79,1.116,1.674,23289,6654,3327
2024-06-20T18:17:00Z,2.73,1.092,1.638,19891,5683,2841
2024-06-20T18:18:00Z,2.67,1.068,1.602,23690,6768,3384
2024-06-20T18:19:00Z,2.61,1.044,1.566,25657,7330,3665
2024-06-20T18:20:00Z,2.55,1.02,1.53,14942,4269,2134
2024-06-20T18:21:00Z,2.49,0.996,1.494,23301,6657,3328
2024-06-20T18:22:00Z,2.43,0.972,1.458,12852,3672,1836
2024-06-20T18:23:00Z,2.37,0.948,1.422,14452,4129,2064
2024-06-20T18:24:00Z,2.31,0.924,1.386,14569,4162,2081
2024-06-20T18:25:00Z,2.25,0.9,1.35,23295,6655,3327
2024-06-20T18:26:00Z,2.19,0.876,1.314,12271,3506,1753
2024-06-20T18:27:00Z,2.13,0.852,1.278,16892,4826,2413
2024-06-20T18:28:00Z,2.07,0.828,1.242,13633,3895,1947
2024-06-20T18:29:00Z,2.01,0.804,1.206,14233,4066,2033
2024-06-20T18:30:00Z,1.95,0.78,1.17,16352,4672,2336
2024-06-20T18:31:00Z,1.89,0.756,1.134,13490,3854,1927
2024-06-20T18:32:00Z,1.83,0.732,1.098,13503,3858,1929
2024-06-20T18:33:00Z,1.77,0.708,1.062,17708,5059,2529
2024-06-20T18:34:00Z,1.71,0.684,1.026,13631,3894,1947
2024-06-20T18:35:00Z,1.65,0.66,0.99,16384,4681,2340
2024-06-20T18:36:00Z,1.59,0.636,0.954,6552,1872,936
2024-06-20T18:37:00Z,1.53,0.612,0.918,11864,3389,1694
2024-06-20T18:38:00Z,1.47,0.588,0.882,14286,4081,2040
2024-06-20T18:39:00Z,1.41,0.564,0.846,11830,3380,1690
2024-06-20T18:40:00Z,0.1006,0.0402,0.0604,939,268,134
2024-06-20T18:41:00Z,0.0888,0.0355,0.0533,851,243,121
2024-06-20T18:42:00Z,0.1154,0.0462,0.0692,656,187,93
2024-06-20T18:43:00Z,0.1044,0.0418,0.0626,1052,300,150
2024-06-20T18:44:00Z,0.0638,0.0255,0.0383,541,154,77
2024-06-20T18:45:00Z,0.1275,0.051,0.0765,681,194,97
2024-06-20T18:46:00Z,0.1134,0.0454,0.068,999,285,142
2024-06-20T18:47:00Z,0.077,0.0308,0.0462,285,81,40
2024-06-20T18:48:00Z,0.1139,0.0456,0.0683,468,134,67
2024-06-20T18:49:00Z,0.1449,0.058,0.0869,972,278,139
2024-06-20T18:50:00Z,0.1033,0.0413,0.062,443,126,63
2024-06-20T18:51:00Z,0.0981,0.0392,0.0589,912,260,130
2024-06-20T18:52:00Z,0.1325,0.053,0.0795,807,230,115
2024-06-20T18:53:00Z,0.1291,0.0516,0.0775,1125,321,160
2024-06-20T18:54:00Z,0.1339,0.0536,0.0803,750,214,107
2024-06-20T18:55:00Z,0.1078,0.0431,0.0647,417,119,59
2024-06-20T18:56:00Z,0.0895,0.0358,0.0537,818,233,116
2024-06-20T18:57:00Z,0.1409,0.0564,0.0845,970,277,138
2024-06-20T18:58:00Z,0.0585,0.0234,0.0351,246,70,35
2024-06-20T18:59:00Z,0.0893,0.0357,0.0536,913,261,130
2024-06-20T19:00:00Z,0.0634,0.0254,0.038,481,137,68
2024-06-20T19:01:00Z,0.1487,0.0595,0.0892,991,283,141
2024-06-20T19:02:00Z,0.1359,0.0544,0.0815,1178,336,168
2024-06-20T19:03:00Z,0.0602,0.0241,0.0361,297,85,42
2024-06-20T19:04:00Z,0.0694,0.0278,0.0416,638,182,91
2024-06-20T19:05:00Z,0.0731,0.0292,0.0439,736,210,105
2024-06-20T19:06:00Z,0.0885,0.0354,0.0531,405,115,57
2024-06-20T19:07:00Z,0.1432,0.0573,0.0859,1304,372,186
2024-06-20T19:08:00Z,0.0624,0.025,0.0374,499,142,71
2024-06-20T19:09:00Z,0.1068,0.0427,0.0641,709,202,101
2024-06-20T19:10:00Z,0.0661,0.0264,0.0397,461,132,66
2024-06-20T19:11:00Z,0.0574,0.023,0.0344,268,76,38
2024-06-20T19:12:00Z,0.0757,0.0303,0.0454,584,167,83
2024-06-20T19:13:00Z,0.0673,0.0269,0.0404,620,177,88
2024-06-20T19:14:00Z,0.1449,0.058,0.0869,1020,291,145
2024-06-20T19:15:00Z,0.0649,0.026,0.0389,615,175,87
2024-06-20T19:16:00Z,0.1244,0.0498,0.0746,1037,296,148
2024-06-20T19:17:00Z,0.0601,0.024,0.0361,442,126,63
2024-06-20T19:18:00Z,0.1146,0.0458,0.0688,1007,288,144
2024-06-20T19:19:00Z,0.1115,0.0446,0.0669,443,126,63
2024-06-20T19:20:00Z,0.0812,0.0325,0.0487,372,106,53
2024-06-20T19:21:00Z,0.0706,0.0282,0.0424,270,77,38
2024-06-20T19:22:00Z,0.1285,0.0514,0.0771,462,132,66
2024-06-20T19:23:00Z,0.1125,0.045,0.0675,737,210,105
2024-06-20T19:24:00Z,0.1291,0.0516,0.0775,710,203,101
2024-06-20T19:25:00Z,0.1032,0.0413,0.0619,845,241,120
2024-06-20T19:26:00Z,0.066,0.0264,0.0396,377,107,53
2024-06-20T19:27:00Z,0.1489,0.0596,0.0893,915,261,130
2024-06-20T19:28:00Z,0.1289,0.0516,0.0773,1043,298,149
2024-06-20T19:29:00Z,0.0508,0.0203,0.0305,202,57,28
2024-06-20T19:30:00Z,0.0608,0.0243,0.0365,493,141,70
2024-06-20T19:31:00Z,0.0772,0.0309,0.0463,440,125,62
2024-06-20T19:32:00Z,0.0854,0.0342,0.0512,541,154,77
2024-06-20T19:33:00Z,0.1362,0.0545,0.0817,606,173,86
2024-06-20T19:34:00Z,0.1426,0.057,0.0856,880,251,125
2024-06-20T19:35:00Z,0.0552,0.0221,0.0331,557,159,79
2024-06-20T19:36:00Z,0.1066,0.0426,0.064,1078,308,154
2024-06-20T19:37:00Z,0.0586,0.0234,0.0352,496,142,71
2024-06-20T19:38:00Z,0.0671,0.0268,0.0403,241,69,34
2024-06-20T19:39:00Z,0.0693,0.0277,0.0416,618,176,88
2024-06-20T19:40:00Z,0.0609,0.0244,0.0365,499,142,71
2024-06-20T19:41:00Z,0.1267,0.0507,0.076,716,204,102
2024-06-20T19:42:00Z,0.0861,0.0344,0.0517,395,113,56
2024-06-20T19:43:00Z,0.1093,0.0437,0.0656,777,222,111
2024-06-20T19:44:00Z,0.0725,0.029,0.0435,520,148,74
2024-06-20T19:45:00Z,0.1331,0.0532,0.0799,1108,316,158
2024-06-20T19:46:00Z,0.1132,0.0453,0.0679,752,215,107
2024-06-20T19:47:00Z,0.1051,0.042,0.0631,421,120,60
2024-06-20T19:48:00Z,0.0762,0.0305,0.0457,538,153,76
2024-06-20T19:49:00Z,0.1494,0.0598,0.0896,622,177,88
2024-06-20T19:50:00Z,0.0918,0.0367,0.0551,424,121,60
2024-06-20T19:51:00Z,0.1414,0.0566,0.0848,506,144,72
2024-06-20T19:52:00Z,0.0603,0.0241,0.0362,464,132,66
2024-06-20T19:53:00Z,0.0958,0.0383,0.0575,735,210,105
2024-06-20T19:54:00Z,0.0956,0.0382,0.0574,729,208,104
2024-06-20T19:55:00Z,0.0883,0.0353,0.053,433,123,61
2024-06-20T19:56:00Z,0.1093,0.0437,0.0656,770,220,110
2024-06-20T19:57:00Z,0.0781,0.0312,0.0469,305,87,43
2024-06-20T19:58:00Z,0.1388,0.0555,0.0833,1438,411,205
2024-06-20T19:59:00Z,0.0916,0.0366,0.055,870,248,124
2024-06-20T20:00:00Z,0.0986,0.0394,0.0592,965,275,137
2024-06-20T20:01:00Z,0.1305,0.0522,0.0783,747,213,106
2024-06-20T20:02:00Z,0.1096,0.0438,0.0658,1087,310,155
2024-06-20T20:03:00Z,0.116,0.0464,0.0696,611,174,87
2024-06-20T20:04:00Z,0.0855,0.0342,0.0513,759,217,108
2024-06-20T20:05:00Z,0.1247,0.0499,0.0748,868,248,124
2024-06-20T20:06:00Z,0.0919,0.0368,0.0551,628,179,89
2024-06-20T20:07:00Z,0.094,0.0376,0.0564,406,116,58
2024-06-20T20:08:00Z,0.0833,0.0333,0.05,371,106,53
2024-06-20T20:09:00Z,0.116,0.0464,0.0696,574,164,82
2024-06-20T20:10:00Z,0.0847,0.0339,0.0508,332,95,47
2024-06-20T20:11:00Z,0.1349,0.054,0.0809,705,201,100
2024-06-20T20:12:00Z,0.1035,0.0414,0.0621,1003,286,143
2024-06-20T20:13:00Z,0.0552,0.0221,0.0331,293,83,41
2024-06-20T20:14:00Z,0.0825,0.033,0.0495,579,165,82
2024-06-20T20:15:00Z,0.0632,0.0253,0.0379,329,94,47
2024-06-20T20:16:00Z,0.1054,0.0422,0.0632,564,161,80
2024-06-20T20:17:00Z,0.0783,0.0313,0.047,567,162,81
2024-06-20T20:18:00Z,0.0737,0.0295,0.0442,605,173,86
2024-06-20T20:19:00Z,0.06,0.024,0.036,540,154,77
2024-06-20T20:20:00Z,0.0624,0.025,0.0374,357,102,51
2024-06-20T20:21:00Z,0.0721,0.0288,0.0433,396,113,56
2024-06-20T20:22:00Z,0.0728,0.0291,0.0437,745,213,106
2024-06-20T20:23:00Z,0.1397,0.0559,0.0838,539,154,77
2024-06-20T20:24:00Z,0.1483,0.0593,0.089,1036,296,148
2024-06-20T20:25:00Z,0.0696,0.0278,0.0418,532,152,76
2024-06-20T20:26:00Z,0.1123,0.0449,0.0674,940,268,134
